bhsa_node,ref,book,book_super,canon_part,period,genre,domain2,text_full,text_plain,lex,lex_etcbc,gloss,verb_form,stem,person,gender,number,valence,clause_atom,clause,sentence,txt_type,clause_type,cltype_simp,clause_rela,cl_args,is_question,prec_lexes,prec_pos,prec_part,ref_sbl,ref_abbr,has_objc,objc_pos,has_loca,loca_type,loca_heads,has_time
284292,Ezekiel 38:21,Ezekiel,Ezekiel,Prophets,,prophetic,Q,קָרָ֨אתִי,קראתי,קרא,QR>[,call,wqtl,qal,p1,unknown,sg,dc,וְקָרָ֨אתִי עָלָ֤יו לְכָל־הָרַי֙ חֶ֔רֶב ,וְקָרָ֨אתִי עָלָ֤יו לְכָל־הָרַי֙ חֶ֔רֶב ,וְקָרָ֨אתִי עָלָ֤יו לְכָל־הָרַי֙ חֶ֔רֶב ,NQQQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Ezek 38:21,Ezek. 38:21,1,VO,0,,,0
284307,Ezekiel 38:22,Ezekiel,Ezekiel,Prophets,,prophetic,Q,נִשְׁפַּטְתִּ֥י,נשׁפטתי,שׁפט,CPV[,judge,wqtl,nif,p1,unknown,sg,,וְנִשְׁפַּטְתִּ֥י אִתֹּ֖ו בְּדֶ֣בֶר וּבְדָ֑ם ,וְנִשְׁפַּטְתִּ֥י אִתֹּ֖ו בְּדֶ֣בֶר וּבְדָ֑ם ,וְנִשְׁפַּטְתִּ֥י אִתֹּ֖ו בְּדֶ֣בֶר וּבְדָ֑ם ,NQQQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Ezek 38:22,Ezek. 38:22,0,,0,,,0
284335,Ezekiel 38:23,Ezekiel,Ezekiel,Prophets,,prophetic,Q,הִתְגַּדִּלְתִּי֙,התגדלתי,גדל,GDL[,be strong,wqtl,hit,p1,unknown,sg,,וְהִתְגַּדִּלְתִּי֙ ,וְהִתְגַּדִּלְתִּי֙ ,וְהִתְגַּדִּלְתִּי֙ ,NQQQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Ezek 38:23,Ezek. 38:23,0,,0,,,0
284337,Ezekiel 38:23,Ezekiel,Ezekiel,Prophets,,prophetic,Q,הִתְקַדִּשְׁתִּ֔י,התקדשׁתי,קדשׁ,QDC[,be holy,wqtl,hit,p1,unknown,sg,,וְהִתְקַדִּשְׁתִּ֔י ,וְהִתְקַדִּשְׁתִּ֔י ,וְהִתְקַדִּשְׁתִּ֔י ,NQQQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Ezek 38:23,Ezek. 38:23,0,,0,,,0
284339,Ezekiel 38:23,Ezekiel,Ezekiel,Prophets,,prophetic,Q,נֹ֣ודַעְתִּ֔י,נודעתי,ידע,JD<[,know,wqtl,nif,p1,unknown,sg,,וְנֹ֣ודַעְתִּ֔י לְעֵינֵ֖י גֹּויִ֣ם רַבִּ֑ים ,וְנֹ֣ודַעְתִּ֔י לְעֵינֵ֖י גֹּויִ֣ם רַבִּ֑ים ,וְנֹ֣ודַעְתִּ֔י לְעֵינֵ֖י גֹּויִ֣ם רַבִּ֑ים ,NQQQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Ezek 38:23,Ezek. 38:23,0,,0,,,0
284345,Ezekiel 38:23,Ezekiel,Ezekiel,Prophets,,prophetic,Q,יָדְע֖וּ,ידעו,ידע,JD<[,know,wqtl,qal,p3,unknown,pl,d-,וְיָדְע֖וּ ,וְיָדְע֖וּ ,וְיָדְע֖וּ כִּֽי־אֲנִ֥י יְהוָֽה׃ ס ,NQQQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Ezek 38:23,Ezek. 38:23,0,,0,,,0
284357,Ezekiel 39:1,Ezekiel,Ezekiel,Prophets,,prophetic,Q,אָ֣מַרְתָּ֔,אמרת,אמר,>MR[,say,wqtl,qal,p2,m,sg,--,וְאָ֣מַרְתָּ֔ ,וְאָ֣מַרְתָּ֔ ,וְאָ֣מַרְתָּ֔ ,Q,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Ezek 39:1,Ezek. 39:1,1,VO?,0,,,0
284371,Ezekiel 39:2,Ezekiel,Ezekiel,Prophets,,prophetic,Q,שֹׁבַבְתִּ֨יךָ֙,שׁבבתיך,שׁוב,CWB[,return,wqtl,piel,p1,unknown,sg,,וְשֹׁבַבְתִּ֨יךָ֙ ,וְשֹׁבַבְתִּ֨יךָ֙ ,וְשֹׁבַבְתִּ֨יךָ֙ ,QQQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Ezek 39:2,Ezek. 39:2,1,VO?,0,,,0
284373,Ezekiel 39:2,Ezekiel,Ezekiel,Prophets,,prophetic,Q,שִׁשֵּׁאתִ֔יךָ,שׁשׁאתיך,שׁשׁא,CC>[,walk,wqtl,piel,p1,unknown,sg,,וְשִׁשֵּׁאתִ֔יךָ ,וְשִׁשֵּׁאתִ֔יךָ ,וְשִׁשֵּׁאתִ֔יךָ ,QQQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Ezek 39:2,Ezek. 39:2,1,VO?,0,,,0
284375,Ezekiel 39:2,Ezekiel,Ezekiel,Prophets,,prophetic,Q,הַעֲלִיתִ֖יךָ,העליתיך,עלה,<LH[,ascend,wqtl,hif,p1,unknown,sg,,וְהַעֲלִיתִ֖יךָ מִיַּרְכְּתֵ֣י צָפֹ֑ון ,וְהַעֲלִיתִ֖יךָ מִיַּרְכְּתֵ֣י צָפֹ֑ון ,וְהַעֲלִיתִ֖יךָ מִיַּרְכְּתֵ֣י צָפֹ֑ון ,QQQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Ezek 39:2,Ezek. 39:2,1,VO?,0,,,0
284380,Ezekiel 39:2,Ezekiel,Ezekiel,Prophets,,prophetic,Q,הֲבִאֹותִ֖ךָ,הבאותך,בוא,BW>[,come,wqtl,hif,p1,unknown,sg,,וַהֲבִאֹותִ֖ךָ עַל־הָרֵ֥י יִשְׂרָאֵֽל׃ ,וַהֲבִאֹותִ֖ךָ עַל־הָרֵ֥י יִשְׂרָאֵֽל׃ ,וַהֲבִאֹותִ֖ךָ עַל־הָרֵ֥י יִשְׂרָאֵֽל׃ ,QQQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Ezek 39:2,Ezek. 39:2,1,VO?,0,,,0
284385,Ezekiel 39:3,Ezekiel,Ezekiel,Prophets,,prophetic,Q,הִכֵּיתִ֥י,הכיתי,נכה,NKH[,strike,wqtl,hif,p1,unknown,sg,,וְהִכֵּיתִ֥י קַשְׁתְּךָ֖ מִיַּ֣ד שְׂמֹאולֶ֑ךָ ,וְהִכֵּיתִ֥י קַשְׁתְּךָ֖ מִיַּ֣ד שְׂמֹאולֶ֑ךָ ,וְהִכֵּיתִ֥י קַשְׁתְּךָ֖ מִיַּ֣ד שְׂמֹאולֶ֑ךָ ,QQQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Ezek 39:3,Ezek. 39:3,1,VO,0,,,0
284432,Ezekiel 39:6,Ezekiel,Ezekiel,Prophets,,prophetic,Q,שִׁלַּחְתִּי,שׁלחתי,שׁלח,CLX[,send,wqtl,piel,p1,unknown,sg,,וְשִׁלַּחְתִּי־אֵ֣שׁ בְּמָגֹ֔וג וּבְיֹשְׁבֵ֥י הָאִיִּ֖ים לָבֶ֑טַח ,וְשִׁלַּחְתִּי־אֵ֣שׁ בְּמָגֹ֔וג וּבְיֹשְׁבֵ֥י הָאִיִּ֖ים לָבֶ֑טַח ,וְשִׁלַּחְתִּי־אֵ֣שׁ בְּמָגֹ֔וג וּבְיֹשְׁבֵ֥י הָאִיִּ֖ים לָבֶ֑טַח ,QQQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Ezek 39:6,Ezek. 39:6,1,VO,0,,,0
284444,Ezekiel 39:6,Ezekiel,Ezekiel,Prophets,,prophetic,Q,יָדְע֖וּ,ידעו,ידע,JD<[,know,wqtl,qal,p3,unknown,pl,d-,וְיָדְע֖וּ ,וְיָדְע֖וּ ,וְיָדְע֖וּ כִּי־אֲנִ֥י יְהוָֽה׃ ,QQQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Ezek 39:6,Ezek. 39:6,0,,0,,,0
284465,Ezekiel 39:7,Ezekiel,Ezekiel,Prophets,,prophetic,Q,יָדְע֤וּ,ידעו,ידע,JD<[,know,wqtl,qal,p3,unknown,pl,d-,וְיָדְע֤וּ הַגֹּויִם֙ ,וְיָדְע֤וּ הַגֹּויִם֙ ,וְיָדְע֤וּ הַגֹּויִם֙ כִּי־אֲנִ֣י יְהוָ֔ה קָדֹ֖ושׁ בְּיִשְׂרָאֵֽל׃ ,QQQ,WQtX,W,Main,_W_V,0,_W_,_conj_,_W_,Ezek 39:7,Ezek. 39:7,0,,0,,,0
284477,Ezekiel 39:8,Ezekiel,Ezekiel,Prophets,,prophetic,Q,נִֽהְיָ֔תָה,נהיתה,היה,HJH[,be,wqtl,nif,p3,f,sg,,וְנִֽהְיָ֔תָה ,וְנִֽהְיָ֔תָה ,וְנִֽהְיָ֔תָה ,QQQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Ezek 39:8,Ezek. 39:8,0,,0,,,0
284487,Ezekiel 39:9,Ezekiel,Ezekiel,Prophets,,prophetic,Q,יָצְא֞וּ,יצאו,יצא,JY>[,go out,wqtl,qal,p3,unknown,pl,--,וְֽיָצְא֞וּ יֹשְׁבֵ֣י׀ עָרֵ֣י יִשְׂרָאֵ֗ל ,וְֽיָצְא֞וּ יֹשְׁבֵ֣י׀ עָרֵ֣י יִשְׂרָאֵ֗ל ,וְֽיָצְא֞וּ יֹשְׁבֵ֣י׀ עָרֵ֣י יִשְׂרָאֵ֗ל ,QQQ,WQtX,W,Main,_W_V,0,_W_,_conj_,_W_,Ezek 39:9,Ezek. 39:9,0,,0,,,0
284492,Ezekiel 39:9,Ezekiel,Ezekiel,Prophets,,prophetic,Q,בִעֲר֡וּ,בערו,בער,B<R[,burn,wqtl,piel,p3,unknown,pl,,וּבִעֲר֡וּ ,וּבִעֲר֡וּ ,וּבִעֲר֡וּ ,QQQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Ezek 39:9,Ezek. 39:9,0,,0,,,0
284494,Ezekiel 39:9,Ezekiel,Ezekiel,Prophets,,prophetic,Q,הִשִּׂיקוּ,השׂיקו,נשׂק,NFQ[,kindle,wqtl,hif,p3,unknown,pl,,וְ֠הִשִּׂיקוּ בְּנֶ֨שֶׁק וּמָגֵ֤ן וְצִנָּה֙ בְּקֶ֣שֶׁת וּבְחִצִּ֔ים וּבְמַקֵּ֥ל יָ֖ד וּבְרֹ֑מַח ,וְ֠הִשִּׂיקוּ בְּנֶ֨שֶׁק וּמָגֵ֤ן וְצִנָּה֙ בְּקֶ֣שֶׁת וּבְחִצִּ֔ים וּבְמַקֵּ֥ל יָ֖ד וּבְרֹ֑מַח ,וְ֠הִשִּׂיקוּ בְּנֶ֨שֶׁק וּמָגֵ֤ן וְצִנָּה֙ בְּקֶ֣שֶׁת וּבְחִצִּ֔ים וּבְמַקֵּ֥ל יָ֖ד וּבְרֹ֑מַח ,QQQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Ezek 39:9,Ezek. 39:9,0,,0,,,0
284514,Ezekiel 39:9,Ezekiel,Ezekiel,Prophets,,prophetic,Q,בִעֲר֥וּ,בערו,בער,B<R[,burn,wqtl,piel,p3,unknown,pl,,וּבִעֲר֥וּ בָהֶ֛ם אֵ֖שׁ שֶׁ֥בַע שָׁנִֽים׃ ,וּבִעֲר֥וּ בָהֶ֛ם אֵ֖שׁ שֶׁ֥בַע שָׁנִֽים׃ ,וּבִעֲר֥וּ בָהֶ֛ם אֵ֖שׁ שֶׁ֥בַע שָׁנִֽים׃ ,QQQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Ezek 39:9,Ezek. 39:9,1,VO,0,,,1
284539,Ezekiel 39:10,Ezekiel,Ezekiel,Prophets,,prophetic,Q,שָׁלְל֣וּ,שׁללו,שׁלל,CLL[,plunder,wqtl,qal,p3,unknown,pl,d-,וְשָׁלְל֣וּ אֶת־שֹׁלְלֵיהֶ֗ם ,וְשָׁלְל֣וּ אֶת־שֹׁלְלֵיהֶ֗ם ,וְשָׁלְל֣וּ אֶת־שֹׁלְלֵיהֶ֗ם ,QQQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Ezek 39:10,Ezek. 39:10,1,VO,0,,,0
284543,Ezekiel 39:10,Ezekiel,Ezekiel,Prophets,,prophetic,Q,בָֽזְזוּ֙,בזזו,בזז,BZZ[,spoil,wqtl,qal,p3,unknown,pl,d-,וּבָֽזְזוּ֙ אֶת־בֹּ֣זְזֵיהֶ֔ם ,וּבָֽזְזוּ֙ אֶת־בֹּ֣זְזֵיהֶ֔ם ,וּבָֽזְזוּ֙ אֶת־בֹּ֣זְזֵיהֶ֔ם ,QQQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Ezek 39:10,Ezek. 39:10,1,VO,0,,,0
284550,Ezekiel 39:11,Ezekiel,Ezekiel,Prophets,,prophetic,Q,הָיָ֣ה,היה,היה,HJH[,be,wqtl,qal,p3,m,sg,--,וְהָיָ֣ה בַיֹּ֣ום הַה֡וּא ,וְהָיָ֣ה בַיֹּ֣ום הַה֡וּא ,וְהָיָ֣ה בַיֹּ֣ום הַה֡וּא ,QQQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Ezek 39:11,Ezek. 39:11,0,,0,,,1
284577,Ezekiel 39:11,Ezekiel,Ezekiel,Prophets,,prophetic,Q,קָ֣בְרוּ,קברו,קבר,QBR[,bury,wqtl,qal,p3,unknown,pl,dp,וְקָ֣בְרוּ שָׁ֗ם אֶת־גֹּוג֙ וְאֶת־כָּל־הֲמֹונֹ֔ו ,וְקָ֣בְרוּ שָׁ֗ם אֶת־גֹּוג֙ וְאֶת־כָּל־הֲמֹונֹ֔ו ,וְקָ֣בְרוּ שָׁ֗ם אֶת־גֹּוג֙ וְאֶת־כָּל־הֲמֹונֹ֔ו ,QQQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Ezek 39:11,Ezek. 39:11,1,VO,1,AdvP,CM,0
284586,Ezekiel 39:11,Ezekiel,Ezekiel,Prophets,,prophetic,Q,קָ֣רְא֔וּ,קראו,קרא,QR>[,call,wqtl,qal,p3,unknown,pl,d-,וְקָ֣רְא֔וּ גֵּ֖יא הֲמֹ֥ון גֹּֽוג׃ ,וְקָ֣רְא֔וּ גֵּ֖יא הֲמֹ֥ון גֹּֽוג׃ ,וְקָ֣רְא֔וּ גֵּ֖יא הֲמֹ֥ון גֹּֽוג׃ ,QQQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Ezek 39:11,Ezek. 39:11,1,VO,0,,,0
284591,Ezekiel 39:12,Ezekiel,Ezekiel,Prophets,,prophetic,Q,קְבָרוּם֙,קברום,קבר,QBR[,bury,wqtl,qal,p3,unknown,pl,d-,וּקְבָרוּם֙ בֵּ֣ית יִשְׂרָאֵ֔ל ,וּקְבָרוּם֙ בֵּ֣ית יִשְׂרָאֵ֔ל ,וּקְבָרוּם֙ בֵּ֣ית יִשְׂרָאֵ֔ל לְמַ֖עַן טַהֵ֣ר אֶת־הָאָ֑רֶץ שִׁבְעָ֖ה חֳדָשִֽׁים׃ ,QQQ,WQtX,W,Main,_W_V,0,_W_,_conj_,_W_,Ezek 39:12,Ezek. 39:12,1,VO?,0,,,0
284602,Ezekiel 39:13,Ezekiel,Ezekiel,Prophets,,prophetic,Q,קָֽבְרוּ֙,קברו,קבר,QBR[,bury,wqtl,qal,p3,unknown,pl,--,וְקָֽבְרוּ֙ כָּל־עַ֣ם הָאָ֔רֶץ ,וְקָֽבְרוּ֙ כָּל־עַ֣ם הָאָ֔רֶץ ,וְקָֽבְרוּ֙ כָּל־עַ֣ם הָאָ֔רֶץ ,QQQ,WQtX,W,Main,_W_V,0,_W_,_conj_,_W_,Ezek 39:13,Ezek. 39:13,0,,0,,,0
284608,Ezekiel 39:13,Ezekiel,Ezekiel,Prophets,,prophetic,Q,הָיָ֥ה,היה,היה,HJH[,be,wqtl,qal,p3,m,sg,-i,וְהָיָ֥ה לָהֶ֖ם לְשֵׁ֑ם יֹ֚ום ,וְהָיָ֥ה לָהֶ֖ם לְשֵׁ֑ם יֹ֚ום ,וְהָיָ֥ה לָהֶ֖ם לְשֵׁ֑ם יֹ֚ום הִכָּ֣בְדִ֔י ,QQQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Ezek 39:13,Ezek. 39:13,0,,0,,,1
284644,Ezekiel 39:15,Ezekiel,Ezekiel,Prophets,,prophetic,Q,עָבְר֤וּ,עברו,עבר,<BR[,pass,wqtl,qal,p3,unknown,pl,-p,וְעָבְר֤וּ הָעֹֽבְרִים֙ בָּאָ֔רֶץ ,וְעָבְר֤וּ הָעֹֽבְרִים֙ בָּאָ֔רֶץ ,וְעָבְר֤וּ הָעֹֽבְרִים֙ בָּאָ֔רֶץ ,QQQ,WQtX,W,Main,_W_V,0,_W_,_conj_,_W_,Ezek 39:15,Ezek. 39:15,0,,0,,,0
284651,Ezekiel 39:15,Ezekiel,Ezekiel,Prophets,,prophetic,Q,רָאָה֙,ראה,ראה,R>H[,see,wqtl,qal,p3,m,sg,d-,וְרָאָה֙ עֶ֣צֶם אָדָ֔ם ,וְרָאָה֙ עֶ֣צֶם אָדָ֔ם ,וְרָאָה֙ עֶ֣צֶם אָדָ֔ם ,QQQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Ezek 39:15,Ezek. 39:15,1,VO,0,,,0
284655,Ezekiel 39:15,Ezekiel,Ezekiel,Prophets,,prophetic,Q,בָנָ֥ה,בנה,בנה,BNH[,build,wqtl,qal,p3,m,sg,d-,וּבָנָ֥ה אֶצְלֹ֖ו צִיּ֑וּן ,וּבָנָ֥ה אֶצְלֹ֖ו צִיּ֑וּן ,וּבָנָ֥ה אֶצְלֹ֖ו צִיּ֑וּן ,QQQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Ezek 39:15,Ezek. 39:15,1,VO,0,,,0
284673,Ezekiel 39:16,Ezekiel,Ezekiel,Prophets,,prophetic,Q,טִהֲר֥וּ,טהרו,טהר,VHR[,be clean,wqtl,piel,p3,unknown,pl,,וְטִהֲר֥וּ הָאָֽרֶץ׃ ס ,וְטִהֲר֥וּ הָאָֽרֶץ׃ ס ,וְטִהֲר֥וּ הָאָֽרֶץ׃ ס ,QQQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Ezek 39:16,Ezek. 39:16,1,VO,0,,,0
284713,Ezekiel 39:17,Ezekiel,Ezekiel,Prophets,,prophetic,Q,אֲכַלְתֶּ֥ם,אכלתם,אכל,>KL[,eat,wqtl,qal,p2,m,pl,d-,וַאֲכַלְתֶּ֥ם בָּשָׂ֖ר ,וַאֲכַלְתֶּ֥ם בָּשָׂ֖ר ,וַאֲכַלְתֶּ֥ם בָּשָׂ֖ר ,QQQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Ezek 39:17,Ezek. 39:17,1,VO,0,,,0
284716,Ezekiel 39:17,Ezekiel,Ezekiel,Prophets,,prophetic,Q,שְׁתִ֥יתֶם,שׁתיתם,שׁתה,CTH[,drink,wqtl,qal,p2,m,pl,d-,וּשְׁתִ֥יתֶם דָּֽם׃ ,וּשְׁתִ֥יתֶם דָּֽם׃ ,וּשְׁתִ֥יתֶם דָּֽם׃ ,QQQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Ezek 39:17,Ezek. 39:17,1,VO,0,,,0
284736,Ezekiel 39:19,Ezekiel,Ezekiel,Prophets,,prophetic,Q,אֲכַלְתֶּם,אכלתם,אכל,>KL[,eat,wqtl,qal,p2,m,pl,d-,וַאֲכַלְתֶּם־חֵ֣לֶב לְשָׂבְעָ֔ה ,וַאֲכַלְתֶּם־חֵ֣לֶב לְשָׂבְעָ֔ה ,וַאֲכַלְתֶּם־חֵ֣לֶב לְשָׂבְעָ֔ה ,QQQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Ezek 39:19,Ezek. 39:19,1,VO,0,,,0
284741,Ezekiel 39:19,Ezekiel,Ezekiel,Prophets,,prophetic,Q,שְׁתִ֥יתֶם,שׁתיתם,שׁתה,CTH[,drink,wqtl,qal,p2,m,pl,dc,וּשְׁתִ֥יתֶם דָּ֖ם לְשִׁכָּרֹ֑ון מִזִּבְחִ֖י ,וּשְׁתִ֥יתֶם דָּ֖ם לְשִׁכָּרֹ֑ון מִזִּבְחִ֖י ,וּשְׁתִ֥יתֶם דָּ֖ם לְשִׁכָּרֹ֑ון מִזִּבְחִ֖י אֲשֶׁר־זָבַ֥חְתִּי לָכֶֽם׃ ,QQQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Ezek 39:19,Ezek. 39:19,1,VO,0,,,0
284751,Ezekiel 39:20,Ezekiel,Ezekiel,Prophets,,prophetic,Q,שְׂבַעְתֶּ֤ם,שׂבעתם,שׂבע,FB<[,be sated,wqtl,qal,p2,m,pl,dc,וּשְׂבַעְתֶּ֤ם עַל־שֻׁלְחָנִי֙ ס֣וּס וָרֶ֔כֶב גִּבֹּ֖ור וְכָל־אִ֣ישׁ מִלְחָמָ֑ה ,וּשְׂבַעְתֶּ֤ם עַל־שֻׁלְחָנִי֙ ס֣וּס וָרֶ֔כֶב גִּבֹּ֖ור וְכָל־אִ֣ישׁ מִלְחָמָ֑ה ,וּשְׂבַעְתֶּ֤ם עַל־שֻׁלְחָנִי֙ ס֣וּס וָרֶ֔כֶב גִּבֹּ֖ור וְכָל־אִ֣ישׁ מִלְחָמָ֑ה ,QQQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Ezek 39:20,Ezek. 39:20,1,VO,0,,,0
284766,Ezekiel 39:21,Ezekiel,Ezekiel,Prophets,,prophetic,Q,נָתַתִּ֥י,נתתי,נתן,NTN[,give,wqtl,qal,p1,unknown,sg,dp,וְנָתַתִּ֥י אֶת־כְּבֹודִ֖י בַּגֹּויִ֑ם ,וְנָתַתִּ֥י אֶת־כְּבֹודִ֖י בַּגֹּויִ֑ם ,וְנָתַתִּ֥י אֶת־כְּבֹודִ֖י בַּגֹּויִ֑ם ,QQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Ezek 39:21,Ezek. 39:21,1,VO,0,,,0
284773,Ezekiel 39:21,Ezekiel,Ezekiel,Prophets,,prophetic,Q,רָא֣וּ,ראו,ראה,R>H[,see,wqtl,qal,p3,unknown,pl,d-,וְרָא֣וּ כָל־הַגֹּויִ֗ם אֶת־מִשְׁפָּטִי֙ ,וְרָא֣וּ כָל־הַגֹּויִ֗ם אֶת־מִשְׁפָּטִי֙ וְאֶת־יָדִ֖י ,וְרָא֣וּ כָל־הַגֹּויִ֗ם אֶת־מִשְׁפָּטִי֙ אֲשֶׁ֣ר עָשִׂ֔יתִי וְאֶת־יָדִ֖י אֲשֶׁר־שַׂ֥מְתִּי בָהֶֽם׃ ,QQ,WQtX,W,Main,_W_V,0,_W_,_conj_,_W_,Ezek 39:21,Ezek. 39:21,1,VO,0,,,0
284788,Ezekiel 39:22,Ezekiel,Ezekiel,Prophets,,prophetic,Q,יָֽדְעוּ֙,ידעו,ידע,JD<[,know,wqtl,qal,p3,unknown,pl,d-,וְיָֽדְעוּ֙ בֵּ֣ית יִשְׂרָאֵ֔ל ,וְיָֽדְעוּ֙ בֵּ֣ית יִשְׂרָאֵ֔ל ,וְיָֽדְעוּ֙ בֵּ֣ית יִשְׂרָאֵ֔ל כִּ֛י אֲנִ֥י יְהוָ֖ה אֱלֹֽהֵיהֶ֑ם מִן־הַיֹּ֥ום הַה֖וּא וָהָֽלְאָה׃ ,QQ,WQtX,W,Main,_W_V,0,_W_,_conj_,_W_,Ezek 39:22,Ezek. 39:22,0,,0,,,0
284803,Ezekiel 39:23,Ezekiel,Ezekiel,Prophets,,prophetic,Q,יָדְע֣וּ,ידעו,ידע,JD<[,know,wqtl,qal,p3,unknown,pl,d-,וְיָדְע֣וּ הַ֠גֹּויִם ,וְיָדְע֣וּ הַ֠גֹּויִם ,וְיָדְע֣וּ הַ֠גֹּויִם כִּ֣י בַעֲוֹנָ֞ם גָּל֣וּ בֵֽית־יִשְׂרָאֵ֗ל עַ֚ל אֲשֶׁ֣ר מָֽעֲלוּ־בִ֔י וָאַסְתִּ֥ר פָּנַ֖י מֵהֶ֑ם וָֽאֶתְּנֵם֙ בְּיַ֣ד צָרֵיהֶ֔ם וַיִּפְּל֥וּ בַחֶ֖רֶב כֻּלָּֽם׃ ,QQ,WQtX,W,Main,_W_V,0,_W_,_conj_,_W_,Ezek 39:23,Ezek. 39:23,0,,0,,,0
284853,Ezekiel 39:25,Ezekiel,Ezekiel,Prophets,,prophetic,Q,רִֽחַמְתִּ֖י,רחמתי,רחם,RXM[,have compassion,wqtl,piel,p1,unknown,sg,,וְרִֽחַמְתִּ֖י כָּל־בֵּ֣ית יִשְׂרָאֵ֑ל ,וְרִֽחַמְתִּ֖י כָּל־בֵּ֣ית יִשְׂרָאֵ֑ל ,וְרִֽחַמְתִּ֖י כָּל־בֵּ֣ית יִשְׂרָאֵ֑ל ,QQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Ezek 39:25,Ezek. 39:25,1,VO,0,,,0
284858,Ezekiel 39:25,Ezekiel,Ezekiel,Prophets,,prophetic,Q,קִנֵּאתִ֖י,קנאתי,קנא,QN>[,be jealous,wqtl,piel,p1,unknown,sg,,וְקִנֵּאתִ֖י לְשֵׁ֥ם קָדְשִֽׁי׃ ,וְקִנֵּאתִ֖י לְשֵׁ֥ם קָדְשִֽׁי׃ ,וְקִנֵּאתִ֖י לְשֵׁ֥ם קָדְשִֽׁי׃ ,QQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Ezek 39:25,Ezek. 39:25,0,,0,,,0
284863,Ezekiel 39:26,Ezekiel,Ezekiel,Prophets,,prophetic,Q,נָשׂוּ֙,נשׂו,נשׂא,NF>[,lift,wqtl,qal,p3,unknown,pl,d-,וְנָשׂוּ֙ אֶת־כְּלִמָּתָ֔ם וְאֶת־כָּל־מַעֲלָ֖ם ,וְנָשׂוּ֙ אֶת־כְּלִמָּתָ֔ם וְאֶת־כָּל־מַעֲלָ֖ם ,וְנָשׂוּ֙ אֶת־כְּלִמָּתָ֔ם וְאֶת־כָּל־מַעֲלָ֖ם אֲשֶׁ֣ר מָעֲלוּ־בִ֑י בְּשִׁבְתָּ֧ם עַל־אַדְמָתָ֛ם לָבֶ֖טַח וְאֵ֥ין מַחֲרִֽיד׃ ,QQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Ezek 39:26,Ezek. 39:26,1,VO,0,,,0
