bhsa_node,esv_tags,esv_VBtags,esv_TAM,esv_TAMsimp,niv_tags,niv_VBtags,niv_TAM,niv_TAMsimp,eng_fullparse,eng_TAM,eng_TAMsimp,eng_agree,eng_simp_agree
219344,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
219350,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
219358,PRP|MD|VB,VB,FUT,FUT,MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
219400,PRP|MD|VB|VBN|RP,VB|VBN,FUT,FUT,PRP|MD|VB|VBN|RP,VB|VBN,FUT,FUT,1,FUT,FUT,1,1
219402,VB,VB,FUT,FUT,MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
219404,MD|VB|VBN|RP,VB|VBN,FUT,FUT,MD|VB|VBN|RP,VB|VBN,FUT,FUT,1,FUT,FUT,1,1
219594,,,,,MD|VB,VB,FUT,FUT,0,,,0,0
219601,MD|VB|VBN,VB|VBN,FUT,FUT,VBN,VBN,,,0,,,0,0
219633,,,,,,,,,0,,,0,0
219643,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
219647,MD|VB|PRP,VB,FUT,FUT,DT|NN,,,,0,,,0,0
219658,MD|VB,VB,FUT,FUT,MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
219695,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
219698,VB,VB,FUT,FUT,VB,VB,FUT,FUT,1,FUT,FUT,1,1
219701,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
219794,VBP|VBN,VBP|VBN,PRES,PRES,VBP|VBN,VBP|VBN,PRES,PRES,1,PRES,PRES,1,1
219933,,,,,,,,,0,,,0,0
219981,PRP|VBZ,VBZ,PRES,PRES,PRP|VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1
219986,VBZ|JJ,VBZ,PRES,PRES,JJ,,,,0,,,0,0
219990,PRP|VBZ,VBZ,PRES,PRES,PRP|VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1
219996,,,,,,,,,0,,,0,0
220020,PRP|MD|VB|VBN|RB,VB|VBN,FUT,FUT,PRP|MD|VB|VBN|RB,VB|VBN,FUT,FUT,1,FUT,FUT,1,1
220026,PRP|MD|VB|VBN|RP,VB|VBN,FUT,FUT,PRP|MD|VB|VBN|RP,VB|VBN,FUT,FUT,1,FUT,FUT,1,1
220035,MD|VB|VBN,VB|VBN,FUT,FUT,MD|VB|VBN,VB|VBN,FUT,FUT,1,FUT,FUT,1,1
220039,JJ,,,,NNP,,,,0,,,0,0
220139,MD|VB,VB,FUT,FUT,MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
220160,PRP|MD|VB|RP,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
220190,MD|VB|RB,VB,FUT,FUT,MD|VB|RB,VB,FUT,FUT,1,FUT,FUT,1,1
220211,PRP|MD|VB|VBN,VB|VBN,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
220243,MD|VB|VBN|RP,VB|VBN,MOD shall,MOD shall,MD|VB|VBN,VB|VBN,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
220252,PRP|MD|VB|RP,VB,FUT,FUT,PRP|MD|VB|RP,VB,FUT,FUT,1,FUT,FUT,1,1
220264,DT|NNP|MD|VB|JJ,VB,FUT,FUT,NNP|MD|VB|RP,VB,FUT,FUT,1,FUT,FUT,1,1
220551,MD|VB,VB,FUT,FUT,MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
220589,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
220649,VB|RP|NNS,VB,MOD shall,MOD shall,NNS,,,,0,,,0,0
220652,VB,VB,MOD shall,MOD shall,VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
220723,VBZ,VBZ,PRES,PRES,PRP|VBP|JJ,VBP,PRES,PRES,1,PRES,PRES,1,1
220748,,,,,,,,,0,,,0,0
220772,,,,,,,,,0,,,0,0
220783,MD|VB,VB,FUT,FUT,MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
220796,VB,VB,FUT,FUT,VB,VB,FUT,FUT,1,FUT,FUT,1,1
220852,MD|VB,VB,FUT,FUT,MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
221017,MD|VB,VB,FUT,FUT,MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
221040,VB,VB,MOD may,MOD may,VB,VB,FUT,FUT,1,FUT ~ MOD may,FUT ~ MOD may,0,0
221043,VB|VBN,VB|VBN,MOD may,MOD may,VB|VBN,VB|VBN,IMPV,IMPV,1,IMPV ~ MOD may,IMPV ~ MOD may,0,0
221045,VBD,VBD,PAST,PAST,VBN,VBN,,,0,,,0,0
221047,VBN,VBN,,,VBN,VBN,,,0,,,0,0
221109,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
221118,MD|VB|RB,VB,FUT,FUT,MD|VB|RB,VB,FUT,FUT,1,FUT,FUT,1,1
221127,MD|VB|VBN,VB|VBN,FUT,FUT,MD|VB|VBN,VB|VBN,FUT,FUT,1,FUT,FUT,1,1
221142,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
221167,PRP|MD|VB,VB,FUT,FUT,MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
221254,VBZ|PRP|VB,VBZ|VB,PRES question,PRES,VBZ|PRP|VB,VBZ|VB,PRES question,PRES,1,PRES question,PRES,1,1
221260,VBD|RP,VBD,PRES question,PRES,VBZ|PRP|VB,VBZ|VB,PRES question,PRES,1,PRES question,PRES,1,1
221270,VBZ|VBN,VBZ|VBN,PRES,PRES,VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1
221309,PRP|VBZ,VBZ,PRES,PRES,PRP|VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1
221340,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
221344,EX|MD|VB,VB,MOD shall,MOD shall,,,,,0,,,0,0
221349,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
221354,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
221360,MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
221364,PRP|MD|VB,VB,FUT,FUT,VB|RP,VB,FUT,FUT,1,FUT,FUT,1,1
221368,PRP|MD|VB|VBN|JJ,VB|VBN,FUT,FUT,VBN|JJ,VBN,,,0,,,0,0
221378,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
221390,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
221403,,,,,,,,,0,,,0,0
221428,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
221451,,,,,,,,,0,,,0,0
221461,NNS,,,,PRP|VBZ,VBZ,PRES,PRES,0,,,0,0
221475,NNS,,,,PRP|VBZ,VBZ,PRES,PRES,0,,,0,0
221550,PRP|VBZ,VBZ,PRES,PRES,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ PRES,FUT ~ PRES,0,0
221557,PRP|VBP,VBP,PRES,PRES,PRP|VBP,VBP,PRES,PRES,1,PRES,PRES,1,1
221571,PRP|VBZ,VBZ,PRES,PRES,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ PRES,FUT ~ PRES,0,0
221616,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
221632,VBP,VBP,PRES,PRES,,,,,0,,,0,0
221670,MD|VB|VBN,VB|VBN,MOD shall,MOD shall,MD|VB|VBN,VB|VBN,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
221683,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
221703,MD|VB,VB,MOD shall,MOD shall,RB|JJR,,,,0,,,0,0
221719,NN,,,,MD|VB,VB,FUT,FUT,0,,,0,0
221722,MD|VB|VBN|RP,VB|VBN,MOD shall,MOD shall,MD|VB|VBN|RP,VB|VBN,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
221775,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB|DT|NN,VB,FUT,FUT,1,FUT,FUT,1,1
221785,MD|VB|IN|NN,VB,FUT,FUT,MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
221837,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
222029,NN,,,,PRP|MD|VB|IN|NNS,VB,FUT,FUT,0,,,0,0
222160,VBP,VBP,PRES,PRES,VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1
222174,,,,,,,,,0,,,0,0
222198,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
222215,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
222229,MD|VB,VB,FUT,FUT,MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
222264,EX|MD|VB,VB,FUT,FUT,MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
222285,MD|VB,VB,FUT,FUT,MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
222380,MD|VB|TO|VB|VBN,VB|VB|VBN,FUT,FUT,MD|VB|TO|VB,VB|VB,FUT,FUT,1,FUT,FUT,1,1
222413,MD|VB,VB,FUT,FUT,MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
222503,MD|VB,VB,FUT,FUT,PRP|MD|VB|RP,VB,FUT,FUT,1,FUT,FUT,1,1
222529,MD|VB,VB,FUT,FUT,MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
222532,PRP|MD|VB,VB,FUT,FUT,MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
222590,VB,VB,FUT,FUT,VB,VB,FUT,FUT,1,FUT,FUT,1,1
222593,VB,VB,FUT,FUT,MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
222620,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
222632,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
222648,VBP|IN|NN,VBP,PRES,PRES,MD|VB,VB,FUT,FUT,1,FUT ~ PRES,FUT ~ PRES,0,0
222676,MD|VB,VB,FUT,FUT,MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
222860,VBZ,VBZ,PRES,PRES,VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1
222873,MD|VB,VB,FUT,FUT,MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
222885,MD|VB,VB,FUT,FUT,MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
222900,MD|VB,VB,FUT,FUT,MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
222914,PRP|MD|VB,VB,FUT,FUT,NN,,,,0,,,0,0
222984,VBZ|VBN,VBZ|VBN,PRES,PRES,VBZ|VBN,VBZ|VBN,PRES,PRES,1,PRES,PRES,1,1
223005,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
223070,MD|VB,VB,FUT,FUT,MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
223300,MD|VB,VB,MOD shall,MOD shall,MD|VB|VBN,VB|VBN,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
223305,MD|VB|RB,VB,MOD shall,MOD shall,MD|VB|VBN,VB|VBN,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
223311,VBP|RP,VBP,PRES,PRES,VBD|RP,VBD,PAST,PAST,1,PAST ~ PRES,PAST ~ PRES,0,0
223377,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
223385,MD|VB|PRP$|NN,VB,MOD shall,MOD shall,MD|VB|VBN,VB|VBN,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
223405,MD|VB|VBN,VB|VBN,MOD shall,MOD shall,MD|VB|VBN,VB|VBN,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
223414,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
223440,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
223451,PRP|MD|VB,VB,MOD shall,MOD shall,NNP|MD|VB|RP,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
223470,MD|VB|IN,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
223479,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
223487,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
223501,VBZ,VBZ,PRES,PRES,VB,VB,FUT,FUT,1,FUT ~ PRES,FUT ~ PRES,0,0
223510,NNS,,,,PRP|MD|VB,VB,FUT,FUT,0,,,0,0
223512,VBZ|PRP$|JJ,VBZ,PRES,PRES,VB|IN|JJ,VB,FUT,FUT,1,FUT ~ PRES,FUT ~ PRES,0,0
223656,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
223676,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
223712,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
223719,VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
223733,MD|VB|RB,VB,MOD shall,MOD shall,MD|VB|RB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
223864,MD|VB,VB,FUT,FUT,VBZ,VBZ,PRES,PRES,1,FUT ~ PRES,FUT ~ PRES,0,0
223868,,,,,VBZ,VBZ,PRES,PRES,0,,,0,0
224133,VB|RB,VB,PRES,PRES,VB,VB,PRES,PRES,1,PRES,PRES,1,1
224339,MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
224348,VB|RP,VB,IMPV,IMPV,,,,,0,,,0,0
224393,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|VBZ,VBZ,PRES,PRES,1,MOD shall ~ PRES,MOD shall ~ PRES,0,0
224396,VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
224400,PRP|MD|VB|VB,VB|VB,FUT,FUT,PRP|MD|VB|VBN|RP,VB|VBN,FUT PERF,FUT PERF,1,FUT ~ FUT PERF,FUT ~ FUT PERF,0,0
224694,VBN,VBN,,,VBN,VBN,,,0,,,0,0
224738,VBD,VBD,PAST,PAST,JJ,,,,0,,,0,0
224760,PRP|VBD,VBD,PAST,PAST,PRP|VBD,VBD,PAST,PAST,1,PAST,PAST,1,1
224777,VBN,VBN,,,VBN|IN|NN,VBN,,,0,,,0,0
224811,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
224820,PRP|MD|VB|RB,VB,FUT,FUT,PRP|MD|VB|VB,VB|VB,FUT,FUT,1,FUT,FUT,1,1
224859,MD|RB,,MOD shall,MOD shall,RB|JJR,,,,0,,,0,0
224869,NNP,,,,VB,VB,FUT,FUT,0,,,0,0
224934,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
225092,VB,VB,IMPV,IMPV,VB,VB,IMPV,IMPV,1,IMPV,IMPV,1,1
225127,MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
225221,VBN,VBN,,,VBN,VBN,,,0,,,0,0
225275,PRP|VBZ|VBN,VBZ|VBN,PRES PERF,PRES PERF,PRP|VBZ|VBN,VBZ|VBN,PRES PERF,PRES PERF,1,PRES PERF,PRES PERF,1,1
225519,MD|VB|VBN,VB|VBN,MOD shall,MOD shall,MD|VB|VBN|RP,VB|VBN,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
225549,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
225626,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,MOD shall,MOD shall,1,MOD shall,MOD shall,1,1
225637,MD|VB|VBN,VB|VBN,MOD shall,MOD shall,MD|VB|VBN,VB|VBN,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
225641,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
225653,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1
225756,VBD,VBD,PAST,PAST,VBZ|VBN,VBZ|VBN,PRES PERF,PRES PERF,1,PAST ~ PRES PERF,PAST ~ PRES PERF,0,0
225764,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1
226115,VBN,VBN,,,VBD|RP,VBD,PAST,PAST,0,,,0,0
226752,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
226761,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
227128,VBD,VBD,PAST,PAST,VBN,VBN,,,0,,,0,0
227130,VBD,VBD,PAST,PAST,VBN,VBN,,,0,,,0,0
227167,VB|RP,VB,PRES,PRES,VB|RP,VB,FUT,FUT,1,FUT ~ PRES,FUT ~ PRES,0,0
227392,PRP|MD|VB|RP,VB,MOD shall,MOD shall,PRP|MD|VB|RP,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
227473,VBD,VBD,PAST,PAST,VB,VB,PAST question,PAST,1,PAST ~ PAST question,PAST,0,1
227533,VBZ,VBZ,PRES,PRES,VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1
227606,PRP|VBZ,VBZ,PRES,PRES,PRP|VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1
227619,VBZ,VBZ,PRES,PRES,VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1
227915,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
228514,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
228692,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
229018,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
229250,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
229279,VB,VB,MOD shall,MOD shall,VB|RP,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
229356,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
229473,MD|VB|RB|RB,VB,FUT,FUT,MD|VB|RB|RB,VB,FUT,FUT,1,FUT,FUT,1,1
229490,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
229533,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
229543,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
229558,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
229599,PRP|MD|VB|VB,VB|VB,FUT,FUT,PRP|MD|VB|VB,VB|VB,FUT,FUT,1,FUT,FUT,1,1
229611,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
230056,VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
230278,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
230458,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
230504,VBN|RP,VBN,,,VBN|RP,VBN,,,0,,,0,0
230506,MD|VB|VBN,VB|VBN,MOD shall,MOD shall,JJ,,,,0,,,0,0
230958,VB|NNS,VB,FUT,FUT,NNS,,,,0,,,0,0
230963,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
231231,VBG|VB|RB,VBG|VB,PRES PART,PRES PART,VBG|VB,VBG|VB,PRES PART,PRES PART,1,PRES PART,PRES PART,1,1
231233,VB,VB,VB,VB,VB,VB,PRES,PRES,1,PRES ~ VB,PRES ~ VB,0,0
231235,VBG,VBG,PRES PART,PRES PART,PRP|VBZ,VBZ,PRES,PRES,1,PRES ~ PRES PART,PRES ~ PRES PART,0,0
231263,MD|VB,VB,MOD shall,MOD shall,VBP|DT|NN,VBP,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
231302,,,,,DT|MD|VB,VB,FUT,FUT,0,,,0,0
231388,VBP,VBP,PRES,PRES,VBP,VBP,PRES,PRES,1,PRES,PRES,1,1
231397,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
231451,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
231456,VB|JJ,VB,FUT,FUT,VB|NN,VB,FUT,FUT,1,FUT,FUT,1,1
231545,MD|VB,VB,FUT,FUT,MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
231777,PRP|MD|VB|VBN,VB|VBN,MOD shall,MOD shall,PRP|MD|VB|VBN,VB|VBN,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
231880,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
232059,VB,VB,TO INF,TO INF,VB,VB,TO INF,TO INF,1,TO INF,TO INF,1,1
232076,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
232113,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
232124,MD|VB,VB,FUT,FUT,MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
232128,VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
232136,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
232149,MD|VB|VBN,VB|VBN,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
232159,MD|VB|VBN,VB|VBN,MOD shall,MOD shall,MD|VB|VBN,VB|VBN,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
232178,VB,VB,PRES,PRES,PRP|VBP,VBP,PRES,PRES,1,PRES,PRES,1,1
232188,PRP|VBP,VBP,PRES,PRES,PRP|VBP,VBP,PRES,PRES,1,PRES,PRES,1,1
232203,PRP|MD|VB|VB,VB|VB,FUT,FUT,PRP|MD|VB|TO|VB,VB|VB,FUT,FUT,1,FUT,FUT,1,1
232208,PRP|MD|VB,VB,FUT,FUT,VB,VB,TO INF,TO INF,1,FUT ~ TO INF,FUT ~ TO INF,0,0
232456,VBZ|VBN,VBZ|VBN,PRES,PRES,VBZ|VBN,VBZ|VBN,PRES,PRES,1,PRES,PRES,1,1
232577,MD|VB,VB,FUT,FUT,MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
232653,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
232683,VB|JJ,VB,MOD shall,MOD shall,VB|JJ,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
232685,MD|VB,VB,MOD shall,MOD shall,MD|NN,,,,0,,,0,0
232687,VB,VB,MOD shall,MOD shall,VB|IN|NN,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
232775,MD|VB|RP,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
232791,MD|VB|JJ,VB,MOD shall,MOD shall,MD|VB|JJ,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
232841,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
232847,MD|VB|RP,VB,MOD shall,MOD shall,MD|VB|RP,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
232854,PRP|MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
232870,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
232879,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
232887,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
232918,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
232936,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
232960,MD|VB,VB,FUT,FUT,MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
