bhsa_node,mother_clause,mother_cl_atom,mother_clause_atom,mother_rela,mother_domain2,mother_verbtype,mother_type,mother_verb_ps,mother_verb_lex,mother_verbplain,daught_clause,daught_cl_atom,daught_clause_atom,daught_rela,daught_domain2,daught_verbtype,daught_type,daught_verb_ps,daught_verb_lex,daught_verbplain
377089,וְעָשָׂ֥ה בָהֶ֖ם ,597904,וְעָשָׂ֥ה בָהֶ֖ם ,Main,Q,wqtl,WQt0,p3,<FH[,עשׂה,,,,,,,,,,
377115,וְיָבֹא֙ בְּמָעֹוז֙ מֶ֣לֶךְ הַצָּפֹ֔ון ,597903,וְיָבֹא֙ בְּמָעֹוז֙ מֶ֣לֶךְ הַצָּפֹ֔ון ,Main,Q,yqtl,WYq0,p3,BW>[,יבא,וְשָׁ֖ב אֶל־אַדְמָתֹֽו׃ ,597909,וְשָׁ֖ב אֶל־אַדְמָתֹֽו׃ ,Main,Q,wqtl,WQt0,p3,CWB[,שׁב
377122,וּבָ֗א בְּמַלְכוּת֙ מֶ֣לֶךְ הַנֶּ֔גֶב ,597908,וּבָ֗א בְּמַלְכוּת֙ מֶ֣לֶךְ הַנֶּ֔גֶב ,Main,Q,wqtl,WQtX,p3,BW>[,בא,,,,,,,,,,
377129,וּבָנָ֣יו יִתְגָּר֗וּ ,597910,וּבָנָ֣יו יִתְגָּר֗וּ ,Main,Q,yqtl,WXYq,p3,GRH[,יתגרו,וּבָ֥א בֹ֖וא ,597912,וּבָ֥א בֹ֖וא ,Main,Q,wqtl,WQt0,p3,BW>[,בא
377134,וְאָסְפוּ֙ הֲמֹון֙ חֲיָלִ֣ים רַבִּ֔ים ,597911,וְאָסְפוּ֙ הֲמֹון֙ חֲיָלִ֣ים רַבִּ֔ים ,Main,Q,wqtl,WQt0,p3,>SP[,אספו,וְשָׁטַ֣ף ,597913,וְשָׁטַ֣ף ,Main,Q,wqtl,WQt0,p3,CVP[,שׁטף
377137,וּבָ֥א בֹ֖וא ,597912,וּבָ֥א בֹ֖וא ,Main,Q,wqtl,WQt0,p3,BW>[,בא,וְעָבָ֑ר ,597914,וְעָבָ֑ר ,Main,Q,wqtl,WQt0,p3,<BR[,עבר
377139,וְשָׁטַ֣ף ,597913,וְשָׁטַ֣ף ,Main,Q,wqtl,WQt0,p3,CVP[,שׁטף,וְיָשֹׁ֥ב ,597915,וְיָשֹׁ֥ב ,Main,Q,yqtl,WYq0,p3,CWB[,ישׁב
377152,וְיִתְמַרְמַר֙ מֶ֣לֶךְ הַנֶּ֔גֶב ,597917,וְיִתְמַרְמַר֙ מֶ֣לֶךְ הַנֶּ֔גֶב ,Main,Q,yqtl,WYqX,p3,MRR[,יתמרמר,וְנִלְחַ֥ם עִמֹּ֖ו עִם־מֶ֣לֶךְ הַצָּפֹ֑ון ,597919,וְנִלְחַ֥ם עִמֹּ֖ו עִם־מֶ֣לֶךְ הַצָּפֹ֑ון ,Main,Q,wqtl,WQt0,p3,LXM[,נלחם
377154,וְיָצָ֕א ,597918,וְיָצָ֕א ,Main,Q,wqtl,WQt0,p3,JY>[,יצא,וְהֶעֱמִיד֙ הָמֹ֣ון רָ֔ב ,597920,וְהֶעֱמִיד֙ הָמֹ֣ון רָ֔ב ,Main,Q,wqtl,WQt0,p3,<MD[,העמיד
377161,וְנִלְחַ֥ם עִמֹּ֖ו עִם־מֶ֣לֶךְ הַצָּפֹ֑ון ,597919,וְנִלְחַ֥ם עִמֹּ֖ו עִם־מֶ֣לֶךְ הַצָּפֹ֑ון ,Main,Q,wqtl,WQt0,p3,LXM[,נלחם,וְנִתַּ֥ן הֶהָמֹ֖ון בְּיָדֹֽו׃ ,597921,וְנִתַּ֥ן הֶהָמֹ֖ון בְּיָדֹֽו׃ ,Main,Q,wqtl,WQtX,p3,NTN[,נתן
377165,וְהֶעֱמִיד֙ הָמֹ֣ון רָ֔ב ,597920,וְהֶעֱמִיד֙ הָמֹ֣ון רָ֔ב ,Main,Q,wqtl,WQt0,p3,<MD[,העמיד,וְנִשָּׂ֥א הֶהָמֹ֖ון ,597922,וְנִשָּׂ֥א הֶהָמֹ֖ון ,Main,Q,wqtl,WQtX,p3,NF>[,נשׂא
377171,וְנִתַּ֥ן הֶהָמֹ֖ון בְּיָדֹֽו׃ ,597921,וְנִתַּ֥ן הֶהָמֹ֖ון בְּיָדֹֽו׃ ,Main,Q,wqtl,WQtX,p3,NTN[,נתן,,,,,,,,,,
377178,וְרָ֣ם לְבָבֹ֑ו ,597923,וְרָ֣ם לְבָבֹ֑ו ,Main,Q,ptcp,Ptcp,unknown,RWM[,רום,וְלֹ֥א יָעֹֽוז׃ ,597925,וְלֹ֥א יָעֹֽוז׃ ,Main,Q,yqtl,WxY0,p3,<ZZ[,יעוז
377184,וְהֶעֱמִיד֙ הָמֹ֣ון רָ֔ב ,597920,וְהֶעֱמִיד֙ הָמֹ֣ון רָ֔ב ,Main,Q,wqtl,WQt0,p3,<MD[,העמיד,וְהֶעֱמִ֣יד הָמֹ֔ון ,597927,וְהֶעֱמִ֣יד הָמֹ֔ון ,Main,Q,wqtl,WQt0,p3,<MD[,העמיד
377189,וְשָׁב֙ מֶ֣לֶךְ הַצָּפֹ֔ון ,597926,וְשָׁב֙ מֶ֣לֶךְ הַצָּפֹ֔ון ,Main,Q,wqtl,WQtX,p3,CWB[,שׁב,רַ֖ב מִן־הָרִאשֹׁ֑ון ,597928,רַ֖ב מִן־הָרִאשֹׁ֑ון ,Main,Q,Ø,AjCl,,,
377231,וּבְנֵ֣י׀ פָּרִיצֵ֣י עַמְּךָ֗ יִֽנַּשְּׂא֛וּ ,597931,וּבְנֵ֣י׀ פָּרִיצֵ֣י עַמְּךָ֗ יִֽנַּשְּׂא֛וּ ,Main,Q,yqtl,WXYq,p3,NF>[,ינשׂאו,,,,,,,,,,
377241,וְיִשְׁפֹּךְ֙ סֹֽולֲלָ֔ה ,597935,וְיִשְׁפֹּךְ֙ סֹֽולֲלָ֔ה ,Main,Q,yqtl,WYq0,p3,CPK[,ישׁפך,,,,,,,,,,
377293,וְיָשֵׂ֣ם׀ פָּ֠נָיו ,597947,וְיָשֵׂ֣ם׀ פָּ֠נָיו ,Main,Q,yqtl,WYq0,p3,FJM[,ישׂם,וּבַ֤ת הַנָּשִׁים֙ יִתֶּן־לֹ֣ו ,597951,וּבַ֤ת הַנָּשִׁים֙ יִתֶּן־לֹ֣ו ,Main,Q,yqtl,WxY0,p3,NTN[,יתן
377315,וְיָשֵׂ֧ם ׀ פָּנָ֛יו לְאִיִּ֖ים ,597955,וְיָשֵׂ֧ם ׀ פָּנָ֛יו לְאִיִּ֖ים ,Main,Q,yqtl,WYq0,p3,FJM[,ישׁב,,,,,,,,,,
377318,וְיָשֵׂ֧ם ׀ פָּנָ֛יו לְאִיִּ֖ים ,597955,וְיָשֵׂ֧ם ׀ פָּנָ֛יו לְאִיִּ֖ים ,Main,Q,yqtl,WYq0,p3,FJM[,ישׁב,בִּלְתִּ֥י חֶרְפָּתֹ֖ו יָשִׁ֥יב לֹֽו׃ ,597958,בִּלְתִּ֥י חֶרְפָּתֹ֖ו יָשִׁ֥יב לֹֽו׃ ,SubAdv,Q,yqtl,xYq0,p3,CWB[,ישׁיב
377333,וְיָשֵׁ֣ב פָּנָ֔יו לְמָעוּזֵּ֖י אַרְצֹ֑ו ,597959,וְיָשֵׁ֣ב פָּנָ֔יו לְמָעוּזֵּ֖י אַרְצֹ֑ו ,Main,Q,yqtl,WYq0,p3,CWB[,ישׁב,וְנָפַ֖ל ,597961,וְנָפַ֖ל ,Main,Q,wqtl,WQt0,p3,NPL[,נפל
377335,וְנִכְשַׁ֥ל ,597960,וְנִכְשַׁ֥ל ,Main,Q,wqtl,WQt0,p3,KCL[,נכשׁל,וְלֹ֥א יִמָּצֵֽא׃ ,597962,וְלֹ֥א יִמָּצֵֽא׃ ,Main,Q,yqtl,WxY0,p3,MY>[,ימצא
377340,וְיָבֹא֙ מֶ֣לֶךְ הַצָּפֹ֔ון ,597934,וְיָבֹא֙ מֶ֣לֶךְ הַצָּפֹ֔ון ,Main,Q,yqtl,WYqX,p3,BW>[,יבא,מַעֲבִ֥יר נֹוגֵ֖שׂ הֶ֣דֶר מַלְכ֑וּת ,597964,מַעֲבִ֥יר נֹוגֵ֖שׂ הֶ֣דֶר מַלְכ֑וּת ,Main,Q,ptcp,Ptcp,unknown,<BR[,מעביר
377361,וְעָמַ֧ד עַל־כַּנֹּ֛ו ,597963,וְעָמַ֧ד עַל־כַּנֹּ֛ו ,Main,Q,wqtl,WQt0,p3,<MD[,עמד,וְלֹא־נָתְנ֥וּ עָלָ֖יו הֹ֣וד מַלְכ֑וּת ,597969,וְלֹא־נָתְנ֥וּ עָלָ֖יו הֹ֣וד מַלְכ֑וּת ,Main,Q,qtl,WxQ0,p3,NTN[,נתנו
377372,וְלֹא־נָתְנ֥וּ עָלָ֖יו הֹ֣וד מַלְכ֑וּת ,597969,וְלֹא־נָתְנ֥וּ עָלָ֖יו הֹ֣וד מַלְכ֑וּת ,Main,Q,qtl,WxQ0,p3,NTN[,נתנו,וְהֶחֱזִ֥יק מַלְכ֖וּת בַּחֲלַקְלַקֹּֽות׃ ,597971,וְהֶחֱזִ֥יק מַלְכ֖וּת בַּחֲלַקְלַקֹּֽות׃ ,Main,Q,wqtl,WQt0,p3,XZQ[,החזיק
377376,וּבָ֣א בְשַׁלְוָ֔ה ,597970,וּבָ֣א בְשַׁלְוָ֔ה ,Main,Q,wqtl,WQt0,p3,BW>[,בא,וּזְרֹעֹ֥ות הַשֶּׁ֛טֶף יִשָּׁטְפ֥וּ מִלְּפָנָ֖יו ,597972,וּזְרֹעֹ֥ות הַשֶּׁ֛טֶף יִשָּׁטְפ֥וּ מִלְּפָנָ֖יו ,Main,Q,yqtl,WXYq,p3,CVP[,ישׁטפו
377401,וּיַעֲשֶׂ֣ה מִרְמָ֑ה ,597975,וּ,Main,Q,Ø,Defc,,,,וְעָצַ֖ם בִּמְעַט־גֹּֽוי׃ ,597979,וְעָצַ֖ם בִּמְעַט־גֹּֽוי׃ ,Main,Q,wqtl,WQt0,p3,<YM[,עצם
377403,וְעָלָ֥ה ,597978,וְעָלָ֥ה ,Main,Q,wqtl,WQt0,p3,<LH[,עלה,,,,,,,,,,
377415,בְּשַׁלְוָ֞ה ,597980,בְּשַׁלְוָ֞ה ,Main,Q,Ø,Ellp,,,,אֲשֶׁ֨ר לֹא־עָשׂ֤וּ אֲבֹתָיו֙ וַאֲבֹ֣ות אֲבֹתָ֔יו ,597983,אֲשֶׁ֨ר לֹא־עָשׂ֤וּ אֲבֹתָיו֙ וַאֲבֹ֣ות אֲבֹתָ֔יו ,SubArg,Q,qtl,xQtX,p3,<FH[,עשׂו
377480,וְחֵילֹ֣ו יִשְׁטֹ֑וף ,597992,וְחֵילֹ֣ו יִשְׁטֹ֑וף ,Main,Q,yqtl,WXYq,p3,CVP[,ישׁטוף,,,,,,,,,,
377517,וְיָשֹׁ֤ב אַרְצֹו֙ בִּרְכ֣וּשׁ גָּדֹ֔ול ,597999,וְיָשֹׁ֤ב אַרְצֹו֙ בִּרְכ֣וּשׁ גָּדֹ֔ול ,Main,Q,yqtl,WYq0,p3,CWB[,ישׁב,,,,,,,,,,
377519,וְיָשֹׁ֤ב אַרְצֹו֙ בִּרְכ֣וּשׁ גָּדֹ֔ול ,597999,וְיָשֹׁ֤ב אַרְצֹו֙ בִּרְכ֣וּשׁ גָּדֹ֔ול ,Main,Q,yqtl,WYq0,p3,CWB[,ישׁב,,,,,,,,,,
377527,לַמֹּועֵ֥ד יָשׁ֖וּב ,598003,לַמֹּועֵ֥ד יָשׁ֖וּב ,Main,Q,yqtl,xYq0,p3,CWB[,ישׁוב,וְלֹֽא־תִהְיֶ֥ה כָרִאשֹׁנָ֖ה וְכָאַחֲרֹנָֽה׃ ,598005,וְלֹֽא־תִהְיֶ֥ה כָרִאשֹׁנָ֖ה וְכָאַחֲרֹנָֽה׃ ,Main,Q,yqtl,WxY0,p3,HJH[,תהיה
377542,וְעָמַ֤ד עַל־כַּנֹּו֙ נִבְזֶ֔ה ,597968,וְעָמַ֤ד עַל־כַּנֹּו֙ נִבְזֶ֔ה ,Main,Q,wqtl,WQtX,p3,<MD[,עמד,וְנִכְאָ֔ה ,598007,וְנִכְאָ֔ה ,Main,Q,wqtl,WQt0,p3,K>H[,נכאה
377547,וּבָ֨אוּ בֹ֜ו צִיִּ֤ים כִּתִּים֙ ,598006,וּבָ֨אוּ בֹ֜ו צִיִּ֤ים כִּתִּים֙ ,Main,Q,wqtl,WQtX,p3,BW>[,באו,וְשָׁ֛ב ,598008,וְשָׁ֛ב ,Main,Q,wqtl,WQt0,p3,CWB[,שׁב
377549,וְנִכְאָ֔ה ,598007,וְנִכְאָ֔ה ,Main,Q,wqtl,WQt0,p3,K>H[,נכאה,וְזָעַ֥ם עַל־בְּרִֽית־קֹ֖ודֶשׁ ,598009,וְזָעַ֥ם עַל־בְּרִֽית־קֹ֖ודֶשׁ ,Main,Q,wqtl,WQt0,p3,Z<M[,זעם
377551,וְשָׁ֛ב ,598008,וְשָׁ֛ב ,Main,Q,wqtl,WQt0,p3,CWB[,שׁב,וְעָשָׂ֑ה ,598010,וְעָשָׂ֑ה ,Main,Q,wqtl,WQt0,p3,<FH[,עשׂה
377556,וְזָעַ֥ם עַל־בְּרִֽית־קֹ֖ודֶשׁ ,598009,וְזָעַ֥ם עַל־בְּרִֽית־קֹ֖ודֶשׁ ,Main,Q,wqtl,WQt0,p3,Z<M[,זעם,וְשָׁ֣ב ,598011,וְשָׁ֣ב ,Main,Q,wqtl,WQt0,p3,CWB[,שׁב
377558,וְעָשָׂ֑ה ,598010,וְעָשָׂ֑ה ,Main,Q,wqtl,WQt0,p3,<FH[,עשׂה,וְיָבֵ֔ן עַל־עֹזְבֵ֖י בְּרִ֥ית קֹֽדֶשׁ׃ ,598012,וְיָבֵ֔ן עַל־עֹזְבֵ֖י בְּרִ֥ית קֹֽדֶשׁ׃ ,Main,Q,yqtl,WYq0,p3,BJN[,יבן
377570,וּזְרֹעִ֖ים מִמֶּ֣נּוּ יַעֲמֹ֑דוּ ,598013,וּזְרֹעִ֖ים מִמֶּ֣נּוּ יַעֲמֹ֑דוּ ,Main,Q,yqtl,WXYq,p3,<MD[,יעמדו,וְהֵסִ֣ירוּ הַתָּמִ֔יד ,598015,וְהֵסִ֣ירוּ הַתָּמִ֔יד ,Main,Q,wqtl,WQt0,p3,SWR[,הסירו
377576,וְחִלְּל֞וּ הַמִּקְדָּ֤שׁ הַמָּעֹוז֙ ,598014,וְחִלְּל֞וּ הַמִּקְדָּ֤שׁ הַמָּעֹוז֙ ,Main,Q,wqtl,WQt0,p3,XLL[,חללו,וְנָתְנ֖וּ הַשִּׁקּ֥וּץ ,598016,וְנָתְנ֖וּ הַשִּׁקּ֥וּץ ,Main,Q,wqtl,WQt0,p3,NTN[,נתנו
377580,וְהֵסִ֣ירוּ הַתָּמִ֔יד ,598015,וְהֵסִ֣ירוּ הַתָּמִ֔יד ,Main,Q,wqtl,WQt0,p3,SWR[,הסירו,מְשֹׁומֵֽם׃ ,598017,מְשֹׁומֵֽם׃ ,SubMod,Q,ptcp,Ptcp,unknown,CMM[,משׁומם
377596,וְעַ֛ם יֹדְעֵ֥י אֱלֹהָ֖יו יַחֲזִ֥קוּ ,598019,וְעַ֛ם יֹדְעֵ֥י אֱלֹהָ֖יו יַחֲזִ֥קוּ ,Main,Q,yqtl,WXYq,p3,XZQ[,יחזקו,,,,,,,,,,
377605,וּמַשְׂכִּ֣ילֵי עָ֔ם יָבִ֖ינוּ לָֽרַבִּ֑ים ,598021,וּמַשְׂכִּ֣ילֵי עָ֔ם יָבִ֖ינוּ לָֽרַבִּ֑ים ,Main,Q,yqtl,WXYq,p3,BJN[,יבינו,וּיֵעָזְר֖וּ עֵ֣זֶר מְעָ֑ט ,598023,וּ,Main,Q,Ø,Defc,,,
377624,וְנִכְשְׁל֞וּ בְּחֶ֧רֶב וּבְלֶהָבָ֛ה בִּשְׁבִ֥י וּבְבִזָּ֖ה יָמִֽים׃ ,598022,וְנִכְשְׁל֞וּ בְּחֶ֧רֶב וּבְלֶהָבָ֛ה בִּשְׁבִ֥י וּבְבִזָּ֖ה יָמִֽים׃ ,Main,Q,wqtl,WQt0,p3,KCL[,נכשׁלו,,,,,,,,,,
377652,וּבָ֨אוּ בֹ֜ו צִיִּ֤ים כִּתִּים֙ ,598006,וּבָ֨אוּ בֹ֜ו צִיִּ֤ים כִּתִּים֙ ,Main,Q,wqtl,WQtX,p3,BW>[,באו,וְיִתְרֹומֵ֤ם ,598034,וְיִתְרֹומֵ֤ם ,Main,Q,yqtl,WYq0,p3,RWM[,יתרומם
377671,וְעַל֙ אֵ֣ל אֵלִ֔ים יְדַבֵּ֖ר נִפְלָאֹ֑ות ,598036,וְעַל֙ אֵ֣ל אֵלִ֔ים יְדַבֵּ֖ר נִפְלָאֹ֑ות ,Main,Q,yqtl,WxY0,p3,DBR[,ידבר,עַד־כָּ֣לָה זַ֔עַם ,598038,עַד־כָּ֣לָה זַ֔עַם ,SubAdv,Q,qtl,xQtX,p3,KLH[,כלה
377726,וְעָשָׂ֨ה כִרְצֹונֹ֜ו הַמֶּ֗לֶךְ ,598033,וְעָשָׂ֨ה כִרְצֹונֹ֜ו הַמֶּ֗לֶךְ ,Main,Q,wqtl,WQtX,p3,<FH[,עשׂה,אֲשֶׁ֥ר יַכִּ֖יר ,598049,אֲשֶׁ֥ר יַכִּ֖יר ,SubMod,Q,yqtl,xYq0,p3,NKR[,הכיר
377738,וְעָשָׂ֞ה לְמִבְצְרֵ֤י מָֽעֻזִּים֙ עִם־אֱלֹ֣והַּ נֵכָ֔ר ,598048,וְעָשָׂ֞ה לְמִבְצְרֵ֤י מָֽעֻזִּים֙ עִם־אֱלֹ֣והַּ נֵכָ֔ר ,Main,Q,wqtl,WQt0,p3,<FH[,עשׂה,וַאֲדָמָ֖ה יְחַלֵּ֥ק בִּמְחִֽיר׃ ,598052,וַאֲדָמָ֖ה יְחַלֵּ֥ק בִּמְחִֽיר׃ ,Main,Q,yqtl,WxY0,p3,XLQ[,יחלק
377772,וְיִשְׂתָּעֵ֨ר עָלָ֜יו מֶ֣לֶךְ הַצָּפֹ֗ון בְּרֶ֨כֶב֙ וּבְפָ֣רָשִׁ֔ים וּבָאֳנִיֹּ֖ות רַבֹּ֑ות ,598054,וְיִשְׂתָּעֵ֨ר עָלָ֜יו מֶ֣לֶךְ הַצָּפֹ֗ון בְּרֶ֨כֶב֙ וּבְפָ֣רָשִׁ֔ים וּבָאֳנִיֹּ֖ות רַבֹּ֑ות ,Main,Q,yqtl,WYqX,p3,F<R[,ישׂתער,וְשָׁטַ֥ף ,598056,וְשָׁטַ֥ף ,Main,Q,wqtl,WQt0,p3,CVP[,שׁטף
377776,וּבָ֥א בַאֲרָצֹ֖ות ,598055,וּבָ֥א בַאֲרָצֹ֖ות ,Main,Q,wqtl,WQt0,p3,BW>[,בא,וְעָבָֽר׃ ,598057,וְעָבָֽר׃ ,Main,Q,wqtl,WQt0,p3,<BR[,עבר
377778,וְשָׁטַ֥ף ,598056,וְשָׁטַ֥ף ,Main,Q,wqtl,WQt0,p3,CVP[,שׁטף,,,,,,,,,,
377780,וּבָ֥א בַאֲרָצֹ֖ות ,598055,וּבָ֥א בַאֲרָצֹ֖ות ,Main,Q,wqtl,WQt0,p3,BW>[,בא,וְרַבֹּ֖ות יִכָּשֵׁ֑לוּ ,598059,וְרַבֹּ֖ות יִכָּשֵׁ֑לוּ ,Main,Q,yqtl,WXYq,p3,KCL[,יכשׁלו
377813,וְאֶ֣רֶץ מִצְרַ֔יִם לֹ֥א תִהְיֶ֖ה לִפְלֵיטָֽה׃ ,598063,וְאֶ֣רֶץ מִצְרַ֔יִם לֹ֥א תִהְיֶ֖ה לִפְלֵיטָֽה׃ ,Main,Q,yqtl,WXYq,p3,HJH[,תהיה,וְלֻבִ֥ים וְכֻשִׁ֖ים בְּמִצְעָדָֽיו׃ ,598065,וְלֻבִ֥ים וְכֻשִׁ֖ים בְּמִצְעָדָֽיו׃ ,Main,Q,Ø,NmCl,,,
377841,וּשְׁמֻעֹ֣ות יְבַהֲלֻ֔הוּ מִמִּזְרָ֖ח וּמִצָּפֹ֑ון ,598066,וּשְׁמֻעֹ֣ות יְבַהֲלֻ֔הוּ מִמִּזְרָ֖ח וּמִצָּפֹ֑ון ,Main,Q,yqtl,WXYq,p3,BHL[,יבהלהו,לְהַשְׁמִ֥יד ,598068,לְהַשְׁמִ֥יד ,SubAdv,Q,infc,InfC,unknown,CMD[,השׁמיד
377862,וְיִטַּע֙ אָהֳלֶ֣י אַפַּדְנֹ֔ו בֵּ֥ין יַמִּ֖ים לְהַר־צְבִי־קֹ֑דֶשׁ ,598070,וְיִטַּע֙ אָהֳלֶ֣י אַפַּדְנֹ֔ו בֵּ֥ין יַמִּ֖ים לְהַר־צְבִי־קֹ֑דֶשׁ ,Main,Q,yqtl,WYq0,p3,NV<[,יטע,וְאֵ֥ין עֹוזֵ֖ר לֹֽו׃ ,598072,וְאֵ֥ין עֹוזֵ֖ר לֹֽו׃ ,Main,Q,ptcp,Ptcp,unknown,<ZR[,עוזר
377887,וּבָעֵ֣ת הַהִיא֩ יַעֲמֹ֨ד מִֽיכָאֵ֜ל הַשַּׂ֣ר הַגָּדֹ֗ול ,598073,וּבָעֵ֣ת הַהִיא֩ יַעֲמֹ֨ד מִֽיכָאֵ֜ל הַשַּׂ֣ר הַגָּדֹ֗ול ,Main,Q,yqtl,WxYX,p3,<MD[,יעמד,אֲשֶׁ֤ר לֹֽא־נִהְיְתָה֙ עַ֖ד הָעֵ֣ת הַהִ֑יא ,598076,אֲשֶׁ֤ר לֹֽא־נִהְיְתָה֙ ,SubMod,Q,qtl,xQt0,p3,HJH[,נהיתה
377973,,,,,,,,,,,וְהִנֵּ֛ה ,598094,וְהִנֵּ֛ה ,Main,Q,Ø,NmCl,,,
378091,יִ֠תְבָּֽרֲרוּ ,598120,יִ֠תְבָּֽרֲרוּ ,Main,Q,yqtl,ZYq0,p3,BRR[,יתבררו,וְלֹ֥א יָבִ֖ינוּ כָּל־רְשָׁעִ֑ים ,598124,וְלֹ֥א יָבִ֖ינוּ כָּל־רְשָׁעִ֑ים ,Main,Q,yqtl,WxYX,p3,BJN[,יבינו
379376,וַיַּעֲמֹ֣ד יֵשׁ֡וּעַ בָּנָ֣יו וְ֠אֶחָיו קַדְמִיאֵ֨ל וּבָנָ֤יו בְּנֵֽי־יְהוּדָה֙ כְּאֶחָ֔ד ,598309,וַיַּעֲמֹ֣ד יֵשׁ֡וּעַ בָּנָ֣יו וְ֠אֶחָיו קַדְמִיאֵ֨ל וּבָנָ֤יו בְּנֵֽי־יְהוּדָה֙ כְּאֶחָ֔ד ,Main,N,wayq,WayX,p3,<MD[,יעמד,,,,,,,,,,
380931,כִּ֣י׀ שִׂמְּחָ֣ם יְהוָ֗ה ,598611,כִּ֣י׀ שִׂמְּחָ֣ם יְהוָ֗ה ,SubAdv,N,qtl,xQtX,p3,FMX[,שׂמחם,לְחַזֵּ֣ק יְדֵיהֶ֔ם בִּמְלֶ֥אכֶת בֵּית־הָאֱלֹהִ֖ים אֱלֹהֵ֥י יִשְׂרָאֵֽל׃ פ ,598613,לְחַזֵּ֣ק יְדֵיהֶ֔ם בִּמְלֶ֥אכֶת בֵּית־הָאֱלֹהִ֖ים אֱלֹהֵ֥י יִשְׂרָאֵֽל׃ פ ,SubAdv,N,infc,InfC,unknown,XZQ[,חזק
382083,וָאֹמְרָ֣ה אֲלֵהֶ֗ם ,598778,וָאֹמְרָ֣ה אֲלֵהֶ֗ם ,Main,N,wayq,Way0,p1,>MR[,אמרה,לְהָבִ֥יא לִירוּשָׁלִַ֖ם לְבֵ֥ית אֱלֹהֵֽינוּ׃ פ ,598786,לְהָבִ֥יא לִירוּשָׁלִַ֖ם לְבֵ֥ית אֱלֹהֵֽינוּ׃ פ ,SubAdv,N,infc,InfC,unknown,BW>[,הביא
382254,הִקְרִ֥יבוּ עֹלֹ֣ות׀ לֵאלֹהֵ֣י יִשְׂרָאֵ֗ל פָּרִ֨ים שְׁנֵים־עָשָׂ֤ר עַל־כָּל־יִשְׂרָאֵל֙ אֵילִ֣ים׀ תִּשְׁעִ֣ים וְשִׁשָּׁ֗ה כְּבָשִׂים֙ שִׁבְעִ֣ים וְשִׁבְעָ֔ה צְפִירֵ֥י חַטָּ֖את שְׁנֵ֣ים עָשָׂ֑ר ,598800,הִקְרִ֥יבוּ עֹלֹ֣ות׀ לֵאלֹהֵ֣י יִשְׂרָאֵ֗ל פָּרִ֨ים שְׁנֵים־עָשָׂ֤ר עַל־כָּל־יִשְׂרָאֵל֙ אֵילִ֣ים׀ תִּשְׁעִ֣ים וְשִׁשָּׁ֗ה כְּבָשִׂים֙ שִׁבְעִ֣ים וְשִׁבְעָ֔ה צְפִירֵ֥י חַטָּ֖את שְׁנֵ֣ים עָשָׂ֑ר ,Main,N,qtl,ZQt0,p3,QRB[,הקריבו,,,,,,,,,,
382317,כִּֽי־נָשְׂא֣וּ מִבְּנֹֽתֵיהֶ֗ם לָהֶם֙ וְלִבְנֵיהֶ֔ם ,598809,כִּֽי־נָשְׂא֣וּ מִבְּנֹֽתֵיהֶ֗ם לָהֶם֙ וְלִבְנֵיהֶ֔ם ,SubAdv,Q,qtl,xQt0,p3,NF>[,נשׂאו,,,,,,,,,,
382413,בֹּ֣שְׁתִּי ,598826,בֹּ֣שְׁתִּי ,Main,Q,qtl,ZQt0,p1,BWC[,בשׁתי,לְהָרִ֧ים פָּנַ֖י אֵלֶ֑יךָ ,598828,לְהָרִ֧ים ,SubAdv,Q,infc,InfC,unknown,RWM[,הרים
382618,לְמַ֣עַן תֶּחֶזְק֗וּ ,598865,לְמַ֣עַן תֶּחֶזְק֗וּ ,SubAdv,Q,yqtl,xYq0,p2,XZQ[,תחזקו,וְהֹורַשְׁתֶּ֥ם לִבְנֵיכֶ֖ם עַד־עֹולָֽם׃ ,598867,וְהֹורַשְׁתֶּ֥ם לִבְנֵיכֶ֖ם עַד־עֹולָֽם׃ ,Main,Q,wqtl,WQt0,p2,JRC[,הורשׁתם
382624,וַאֲכַלְתֶּם֙ אֶת־ט֣וּב הָאָ֔רֶץ ,598866,וַאֲכַלְתֶּם֙ אֶת־ט֣וּב הָאָ֔רֶץ ,Main,Q,wqtl,WQt0,p2,>KL[,אכלתם,,,,,,,,,,
382653,כִּ֣י׀ אַתָּ֣ה חָשַׂ֤כְתָּֽ לְמַ֨טָּה֙ מֵֽעֲוֹנֵ֔נוּ ,598870,כִּ֣י׀ אַתָּ֣ה ,SubAdv,Q,Ø,Defc,,,,,,,,,,,,,
383623,אַתֶּ֣ם תִּמְעָ֔לוּ ,599043,אַתֶּ֣ם תִּמְעָ֔לוּ ,Main,Q,yqtl,XYqt,p2,M<L[,תמעלו,וּשְׁמַרְתֶּם֙ מִצְוֹתַ֔י ,599046,וּשְׁמַרְתֶּם֙ מִצְוֹתַ֔י ,Main,Q,wqtl,WQt0,p2,CMR[,שׁמרתם
383626,וְשַׁבְתֶּ֣ם אֵלַ֔י ,599045,וְשַׁבְתֶּ֣ם אֵלַ֔י ,Main,Q,wqtl,WQt0,p2,CWB[,שׁבתם,וַעֲשִׂיתֶ֖ם אֹתָ֑ם ,599047,וַעֲשִׂיתֶ֖ם אֹתָ֑ם ,Main,Q,wqtl,WQt0,p2,<FH[,עשׂיתם
