bhsa_node,mother_clause,mother_type,mother_verbtype,mother_rela,mother_domain2,daught_clause,daught_type,daught_verbtype,daught_rela,daught_domain2
63472,אִ֥ישׁ אִישׁ֙ ,CPen,Ø,Main,Q,לְגַלֹּ֣ות עֶרְוָ֑ה ,InfC,infc,SubAdv,Q
63484,אֶל־כָּל־שְׁאֵ֣ר בְּשָׂרֹ֔ו לֹ֥א תִקְרְב֖וּ ,xYq0,yqtl,Main,Q,אִמְּךָ֣ הִ֔וא ,NmCl,Ø,Main,Q
63488,עֶרְוַ֥ת אָבִ֛יךָ וְעֶרְוַ֥ת אִמְּךָ֖ לֹ֣א תְגַלֵּ֑ה ,xYq0,yqtl,Main,Q,,,,,
63494,עֶרְוַ֥ת אָבִ֛יךָ וְעֶרְוַ֥ת אִמְּךָ֖ לֹ֣א תְגַלֵּ֑ה ,xYq0,yqtl,Main,Q,עֶרְוַ֥ת אָבִ֖יךָ הִֽוא׃ ס ,NmCl,Ø,Main,Q
63511,עֶרְוַ֨ת אֲחֹֽותְךָ֤ בַת־אָבִ֨יךָ֙ אֹ֣ו בַת־אִמֶּ֔ךָ מֹולֶ֣דֶת בַּ֔יִת אֹ֖ו מֹולֶ֣דֶת ח֑וּץ ,CPen,Ø,Main,Q,,,,,
63520,עֶרְוַ֤ת בַּת־בִּנְךָ֙ אֹ֣ו בַֽת־בִּתְּךָ֔ ,CPen,Ø,Main,Q,כִּ֥י עֶרְוָתְךָ֖ הֵֽנָּה׃ ס ,NmCl,Ø,SubAdv,Q
63534,עֶרְוַ֨ת בַּת־אֵ֤שֶׁת אָבִ֨יךָ֙ מֹולֶ֣דֶת אָבִ֔יךָ ,CPen,Ø,Main,Q,,,,,
63540,עֶרְוַ֥ת אֵֽשֶׁת־אָבִ֖יךָ לֹ֣א תְגַלֵּ֑ה ,xYq0,yqtl,Main,Q,שְׁאֵ֥ר אָבִ֖יךָ הִֽוא׃ ס ,NmCl,Ø,Main,Q
63548,עֶרְוַ֥ת אֲחֹות־אָבִ֖יךָ לֹ֣א תְגַלֵּ֑ה ,xYq0,yqtl,Main,Q,כִּֽי־שְׁאֵ֥ר אִמְּךָ֖ הִֽוא׃ ס ,NmCl,Ø,SubAdv,Q
63557,עֶרְוַ֥ת אֲחֹֽות־אִמְּךָ֖ לֹ֣א תְגַלֵּ֑ה ,xYq0,yqtl,Main,Q,אֶל־אִשְׁתֹּו֙ לֹ֣א תִקְרָ֔ב ,xYq0,yqtl,Main,Q
63561,עֶרְוַ֥ת אֲחִֽי־אָבִ֖יךָ לֹ֣א תְגַלֵּ֑ה ,xYq0,yqtl,Main,Q,דֹּדָֽתְךָ֖ הִֽוא׃ ס ,NmCl,Ø,Main,Q
63567,עֶרְוַ֥ת אֲחִֽי־אָבִ֖יךָ לֹ֣א תְגַלֵּ֑ה ,xYq0,yqtl,Main,Q,אֵ֤שֶׁת בִּנְךָ֙ הִ֔וא ,NmCl,Ø,Main,Q
63572,אֵ֤שֶׁת בִּנְךָ֙ הִ֔וא ,NmCl,Ø,Main,Q,,,,,
63578,עֶרְוַ֥ת כַּלָּֽתְךָ֖ לֹ֣א תְגַלֵּ֑ה ,xYq0,yqtl,Main,Q,עֶרְוַ֥ת אָחִ֖יךָ הִֽוא׃ ס ,NmCl,Ø,Main,Q
63587,עֶרְוַ֥ת אֵֽשֶׁת־אָחִ֖יךָ לֹ֣א תְגַלֵּ֑ה ,xYq0,yqtl,Main,Q,אֶֽת־בַּת־בְּנָ֞הּ וְאֶת־בַּת־בִּתָּ֗הּ לֹ֤א תִקַּח֙ ,xYq0,yqtl,Main,Q
63596,עֶרְוַ֥ת אִשָּׁ֛ה וּבִתָּ֖הּ לֹ֣א תְגַלֵּ֑ה ,xYq0,yqtl,Main,Q,לְגַלֹּ֣ות עֶרְוָתָ֔הּ ,InfC,infc,SubAdv,Q
63609,אֶֽת־בַּת־בְּנָ֞הּ וְאֶת־בַּת־בִּתָּ֗הּ לֹ֤א תִקַּח֙ ,xYq0,yqtl,Main,Q,לִצְרֹ֗ר ,InfC,infc,SubAdv,Q
63625,וְאִשָּׁ֥ה אֶל־אֲחֹתָ֖הּ לֹ֣א תִקָּ֑ח ,WxY0,yqtl,Main,Q,לְגַלֹּ֖ות עֶרְוָתָֽהּ׃ ,InfC,infc,SubAdv,Q
63634,וְאֶל־אִשָּׁ֖ה בְּנִדַּ֣ת טֻמְאָתָ֑הּ לֹ֣א תִקְרַ֔ב ,WxY0,yqtl,Main,Q,לְטָמְאָה־בָֽהּ׃ ,InfC,infc,SubAdv,Q
63645,וְאֶל־אֵ֨שֶׁת֙ עֲמִֽיתְךָ֔ לֹא־תִתֵּ֥ן שְׁכָבְתְּךָ֖ לְזָ֑רַע ,WxY0,yqtl,Main,Q,לְהַעֲבִ֣יר לַמֹּ֑לֶךְ ,InfC,infc,SubAdv,Q
63653,וּמִֽזַּרְעֲךָ֥ לֹא־תִתֵּ֖ן ,WxY0,yqtl,Main,Q,אֲנִ֥י יְהוָֽה׃ ,NmCl,Ø,Main,Q
63663,וּמִֽזַּרְעֲךָ֥ לֹא־תִתֵּ֖ן ,WxY0,yqtl,Main,Q,תֹּועֵבָ֖ה הִֽוא׃ ,NmCl,Ø,Main,Q
63673,וְאֶ֨ת־זָכָ֔ר לֹ֥א תִשְׁכַּ֖ב מִשְׁכְּבֵ֣י אִשָּׁ֑ה ,WxY0,yqtl,Main,Q,לְטָמְאָה־בָ֑הּ ,InfC,infc,SubAdv,Q
63681,וּבְכָל־בְּהֵמָ֛ה לֹא־תִתֵּ֥ן שְׁכָבְתְּךָ֖ ,WxY0,yqtl,Main,Q,לְרִבְעָ֖הּ ,InfC,infc,SubAdv,Q
63690,אִ֥ישׁ אִישׁ֙ ,CPen,Ø,Main,Q,כִּ֤י בְכָל־אֵ֨לֶּה֙ נִטְמְא֣וּ הַגֹּויִ֔ם ,xQtX,qtl,SubAdv,Q
63730,וּשְׁמַרְתֶּ֣ם אַתֶּ֗ם אֶת־חֻקֹּתַי֙ וְאֶת־מִשְׁפָּטַ֔י ,WQtX,wqtl,Main,Q,הַגָּ֥ר בְּתֹוכְכֶֽם׃ ,Ptcp,ptcp,SubMod,Q
63766,וּשְׁמַרְתֶּ֣ם אַתֶּ֗ם אֶת־חֻקֹּתַי֙ וְאֶת־מִשְׁפָּטַ֔י ,WQtX,wqtl,Main,Q,בְּטַֽמַּאֲכֶ֖ם אֹתָ֑הּ ,InfC,infc,SubAdv,Q
63785,כִּ֚י כָּל־,CPen,Ø,SubAdv,Q,,,,,
63818,לְבִלְתִּ֨י עֲשֹׂ֜ות מֵחֻקֹּ֤ות הַתֹּֽועֵבֹת֙ ,InfC,infc,SubAdv,Q,אֲנִ֖י יְהוָ֥ה אֱלֹהֵיכֶֽם׃ פ ,NmCl,Ø,Main,Q
63840,וְאָמַרְתָּ֥ אֲלֵהֶ֖ם ,WQt0,wqtl,Main,Q,כִּ֣י קָדֹ֔ושׁ אֲנִ֖י יְהוָ֥ה אֱלֹהֵיכֶֽם׃ ,AjCl,Ø,SubAdv,Q
63850,אִ֣ישׁ ,CPen,Ø,Main,Q,וְאֶת־שַׁבְּתֹתַ֖י תִּשְׁמֹ֑רוּ ,WxY0,yqtl,Main,Q
63854,אִמֹּ֤ו וְאָבִיו֙ תִּירָ֔אוּ ,xYq0,yqtl,Main,Q,,,,,
63859,אִ֣ישׁ ,CPen,Ø,Main,Q,וֵֽאלֹהֵי֙ מַסֵּכָ֔ה לֹ֥א תַעֲשׂ֖וּ לָכֶ֑ם ,WxY0,yqtl,Main,Q
63867,אַל־תִּפְנוּ֙ אֶל־הָ֣אֱלִילִ֔ים ,xYq0,yqtl,Main,Q,,,,,
63874,אַל־תִּפְנוּ֙ אֶל־הָ֣אֱלִילִ֔ים ,xYq0,yqtl,Main,Q,לִֽרְצֹנְכֶ֖ם תִּזְבָּחֻֽהוּ׃ ,xYq0,yqtl,Main,Q
63881,וְכִ֧י תִזְבְּח֛וּ זֶ֥בַח שְׁלָמִ֖ים לַיהוָ֑ה ,WxY0,yqtl,SubAdv,Q,בְּיֹ֧ום זִבְחֲכֶ֛ם יֵאָכֵ֖ל ,xYq0,yqtl,Main,Q
63885,לִֽרְצֹנְכֶ֖ם תִּזְבָּחֻֽהוּ׃ ,xYq0,yqtl,Main,Q,וּמִֽמָּחֳרָ֑ת ,Ellp,Ø,Main,Q
63899,וְ,Defc,Ø,Main,Q,הַנֹּותָר֙ עַד־יֹ֣ום הַשְּׁלִישִׁ֔י ,Ptcp,ptcp,SubArg,Q
63903,בְּיֹ֧ום זִבְחֲכֶ֛ם יֵאָכֵ֖ל ,xYq0,yqtl,Main,Q,פִּגּ֥וּל ה֖וּא ,NmCl,Ø,Main,Q
63912,פִּגּ֥וּל ה֖וּא ,NmCl,Ø,Main,Q,וְ,Defc,Ø,Main,Q
63916,וְ,Defc,Ø,Main,Q,אֹֽכְלָיו֙ ,Ptcp,ptcp,SubArg,Q
63937,וּֽ,Defc,Ø,Main,Q,בְקֻצְרְכֶם֙ אֶת־קְצִ֣יר אַרְצְכֶ֔ם ,InfC,infc,SubAdv,Q
63946,וּֽ,Defc,Ø,Main,Q,וְכַרְמְךָ֙ לֹ֣א תְעֹולֵ֔ל ,WxY0,yqtl,Main,Q
63950,וְלֶ֥קֶט קְצִֽירְךָ֖ לֹ֥א תְלַקֵּֽט׃ ,WxY0,yqtl,Main,Q,וּפֶ֥רֶט כַּרְמְךָ֖ לֹ֣א תְלַקֵּ֑ט ,WxY0,yqtl,Main,Q
63955,וְכַרְמְךָ֙ לֹ֣א תְעֹולֵ֔ל ,WxY0,yqtl,Main,Q,,,,,
63963,וּֽ,Defc,Ø,Main,Q,אֲנִ֖י יְהוָ֥ה אֱלֹהֵיכֶֽם׃ ,NmCl,Ø,Main,Q
63969,אַל־תִּפְנוּ֙ אֶל־הָ֣אֱלִילִ֔ים ,xYq0,yqtl,Main,Q,וְלֹא־תְכַחֲשׁ֥וּ ,WxY0,yqtl,Main,Q
63972,לֹ֖א תִּגְנֹ֑בוּ ,xYq0,yqtl,Main,Q,וְלֹֽא־תְשַׁקְּר֖וּ ,WxY0,yqtl,Main,Q
63975,וְלֹא־תְכַחֲשׁ֥וּ ,WxY0,yqtl,Main,Q,אִ֥ישׁ בַּעֲמִיתֹֽו׃ ,Ellp,Ø,SubAdv,Q
63981,וְלֹֽא־תְשַׁקְּר֖וּ ,WxY0,yqtl,Main,Q,וְחִלַּלְתָּ֛ אֶת־שֵׁ֥ם אֱלֹהֶ֖יךָ ,WQt0,wqtl,Main,Q
63995,לֹ֖א תִּגְנֹ֑בוּ ,xYq0,yqtl,Main,Q,וְלֹ֣א תִגְזֹ֑ל ,WxY0,yqtl,Main,Q
64000,לֹֽא־תַעֲשֹׁ֥ק אֶת־רֵֽעֲךָ֖ ,xYq0,yqtl,Main,Q,,,,,
64002,לֹֽא־תַעֲשֹׁ֥ק אֶת־רֵֽעֲךָ֖ ,xYq0,yqtl,Main,Q,,,,,
64009,לֹֽא־תַעֲשֹׁ֥ק אֶת־רֵֽעֲךָ֖ ,xYq0,yqtl,Main,Q,וְלִפְנֵ֣י עִוֵּ֔ר לֹ֥א תִתֵּ֖ן מִכְשֹׁ֑ל ,WxY0,yqtl,Main,Q
64016,לֹא־תְקַלֵּ֣ל חֵרֵ֔שׁ ,xYq0,yqtl,Main,Q,,,,,
64025,לֹ֖א תִּגְנֹ֑בוּ ,xYq0,yqtl,Main,Q,לֹא־תִשָּׂ֣א פְנֵי־דָ֔ל ,xYq0,yqtl,Main,Q
64031,לֹא־תַעֲשׂ֥וּ עָ֨וֶל֙ בַּמִּשְׁפָּ֔ט ,xYq0,yqtl,Main,Q,וְלֹ֥א תֶהְדַּ֖ר פְּנֵ֣י גָדֹ֑ול ,WxY0,yqtl,Main,Q
64036,לֹא־תִשָּׂ֣א פְנֵי־דָ֔ל ,xYq0,yqtl,Main,Q,,,,,
64041,לֹא־תִשָּׂ֣א פְנֵי־דָ֔ל ,xYq0,yqtl,Main,Q,,,,,
64044,לֹא־תִשָּׂ֣א פְנֵי־דָ֔ל ,xYq0,yqtl,Main,Q,לֹ֥א תַעֲמֹ֖ד עַל־דַּ֣ם רֵעֶ֑ךָ ,xYq0,yqtl,Main,Q
64049,לֹא־תֵלֵ֤ךְ רָכִיל֙ בְּעַמֶּ֔יךָ ,xYq0,yqtl,Main,Q,אֲנִ֖י יְהוָֽה׃ ,NmCl,Ø,Main,Q
64056,לֹ֥א תַעֲמֹ֖ד עַל־דַּ֣ם רֵעֶ֑ךָ ,xYq0,yqtl,Main,Q,הֹוכֵ֤חַ תֹּוכִ֨יחַ֙ אֶת־עֲמִיתֶ֔ךָ ,xYq0,yqtl,Main,Q
64062,לֹֽא־תִשְׂנָ֥א אֶת־אָחִ֖יךָ בִּלְבָבֶ֑ךָ ,xYq0,yqtl,Main,Q,וְלֹא־תִשָּׂ֥א עָלָ֖יו חֵֽטְא׃ ,WxY0,yqtl,Main,Q
64067,הֹוכֵ֤חַ תֹּוכִ֨יחַ֙ אֶת־עֲמִיתֶ֔ךָ ,xYq0,yqtl,Main,Q,,,,,
64071,לֹֽא־תִשְׂנָ֥א אֶת־אָחִ֖יךָ בִּלְבָבֶ֑ךָ ,xYq0,yqtl,Main,Q,וְלֹֽא־תִטֹּר֙ אֶת־בְּנֵ֣י עַמֶּ֔ךָ ,WxY0,yqtl,Main,Q
64074,לֹֽא־תִקֹּ֤ם ,xYq0,yqtl,Main,Q,,,,,
64087,קְדֹשִׁ֣ים תִּהְי֑וּ ,xYq0,yqtl,Main,Q,בְּהֶמְתְּךָ֙ לֹא־תַרְבִּ֣יעַ כִּלְאַ֔יִם ,xYq0,yqtl,Main,Q
64090,אֶֽת־חֻקֹּתַי֮ תִּשְׁמֹרוּ֒ ,xYq0,yqtl,Main,Q,שָׂדְךָ֖ לֹא־תִזְרַ֣ע כִּלְאָ֑יִם ,xYq0,yqtl,Main,Q
64094,בְּהֶמְתְּךָ֙ לֹא־תַרְבִּ֣יעַ כִּלְאַ֔יִם ,xYq0,yqtl,Main,Q,וּבֶ֤גֶד כִּלְאַ֨יִם֙ שַֽׁעַטְנֵ֔ז לֹ֥א יַעֲלֶ֖ה עָלֶֽיךָ׃ פ ,WXYq,yqtl,Main,Q
64101,שָׂדְךָ֖ לֹא־תִזְרַ֣ע כִּלְאָ֑יִם ,xYq0,yqtl,Main,Q,,,,,
64106,וְ֠אִישׁ ,CPen,Ø,Main,Q,וְהִ֤וא שִׁפְחָה֙ ,NmCl,Ø,Main,Q
64127,כִּֽי־יִשְׁכַּ֨ב אֶת־אִשָּׁ֜ה שִׁכְבַת־זֶ֗רַע ,xYq0,yqtl,SubAdv,Q,לֹ֥א יוּמְת֖וּ ,xYq0,yqtl,Main,Q
64129,בִּקֹּ֧רֶת תִּהְיֶ֛ה ,xYq0,yqtl,Main,Q,כִּי־לֹ֥א חֻפָּֽשָׁה׃ ,xQt0,qtl,SubAdv,Q
64170,אֶֽת־חֻקֹּתַי֮ תִּשְׁמֹרוּ֒ ,xYq0,yqtl,Main,Q,וּנְטַעְתֶּם֙ כָּל־עֵ֣ץ מַאֲכָ֔ל ,WQt0,wqtl,Main,Q
64186,וְכִי־תָבֹ֣אוּ אֶל־הָאָ֗רֶץ ,WxY0,yqtl,SubAdv,Q,לֹ֥א יֵאָכֵֽל׃ ,xYq0,yqtl,Main,Q
64190,שָׁלֹ֣שׁ שָׁנִ֗ים יִהְיֶ֥ה לָכֶ֛ם עֲרֵלִ֖ים ,xYq0,yqtl,Main,Q,,,,,
64197,שָׁלֹ֣שׁ שָׁנִ֗ים יִהְיֶ֥ה לָכֶ֛ם עֲרֵלִ֖ים ,xYq0,yqtl,Main,Q,הִלּוּלִ֖ים לַיהוָֽה׃ ,NmCl,Ø,Main,Q
64210,וּבַשָּׁנָה֙ הָרְבִיעִ֔ת יִהְיֶ֖ה כָּל־פִּרְיֹ֑ו קֹ֥דֶשׁ ,WxYX,yqtl,Main,Q,,,,,
64221,וְכִי־תָבֹ֣אוּ אֶל־הָאָ֗רֶץ ,WxY0,yqtl,SubAdv,Q,לֹ֥א תְנַחֲשׁ֖וּ ,xYq0,yqtl,Main,Q
64226,לֹ֥א תֹאכְל֖וּ עַל־הַדָּ֑ם ,xYq0,yqtl,Main,Q,וְלֹ֥א תְעֹונֵֽנוּ׃ ,WxY0,yqtl,Main,Q
64229,לֹ֥א תְנַחֲשׁ֖וּ ,xYq0,yqtl,Main,Q,,,,,
64231,לֹ֥א תְנַחֲשׁ֖וּ ,xYq0,yqtl,Main,Q,וְלֹ֣א תַשְׁחִ֔ית אֵ֖ת פְּאַ֥ת זְקָנֶֽךָ׃ ,WxY0,yqtl,Main,Q
64236,לֹ֣א תַקִּ֔פוּ פְּאַ֖ת רֹאשְׁכֶ֑ם ,xYq0,yqtl,Main,Q,,,,,
64245,לֹ֣א תַקִּ֔פוּ פְּאַ֖ת רֹאשְׁכֶ֑ם ,xYq0,yqtl,Main,Q,וּכְתֹ֣בֶת קַֽעֲקַ֔ע לֹ֥א תִתְּנ֖וּ בָּכֶ֑ם ,WxY0,yqtl,Main,Q
64252,וְשֶׂ֣רֶט לָנֶ֗פֶשׁ לֹ֤א תִתְּנוּ֙ בִּבְשַׂרְכֶ֔ם ,WxY0,yqtl,Main,Q,אֲנִ֖י יְהוָֽה׃ ,NmCl,Ø,Main,Q
64257,לֹ֣א תַקִּ֔פוּ פְּאַ֖ת רֹאשְׁכֶ֑ם ,xYq0,yqtl,Main,Q,לְהַזְנֹותָ֑הּ ,InfC,infc,SubAdv,Q
64264,אַל־תְּחַלֵּ֥ל אֶֽת־בִּתְּךָ֖ ,xYq0,yqtl,Main,Q,וּמָלְאָ֥ה הָאָ֖רֶץ זִמָּֽה׃ ,WQtX,wqtl,Main,Q
64274,לֹ֣א תַקִּ֔פוּ פְּאַ֖ת רֹאשְׁכֶ֑ם ,xYq0,yqtl,Main,Q,וּמִקְדָּשִׁ֖י תִּירָ֑אוּ ,WxY0,yqtl,Main,Q
64277,אֶת־שַׁבְּתֹתַ֣י תִּשְׁמֹ֔רוּ ,xYq0,yqtl,Main,Q,,,,,
64281,אֶת־שַׁבְּתֹתַ֣י תִּשְׁמֹ֔רוּ ,xYq0,yqtl,Main,Q,וְאֶל־הַיִּדְּעֹנִ֔ים אַל־תְּבַקְשׁ֖וּ ,WxY0,yqtl,Main,Q
64290,אַל־תִּפְנ֤וּ אֶל־הָאֹבֹת֙ ,xYq0,yqtl,Main,Q,לְטָמְאָ֣ה בָהֶ֑ם ,InfC,infc,SubAdv,Q
64300,אַל־תִּפְנ֤וּ אֶל־הָאֹבֹת֙ ,xYq0,yqtl,Main,Q,וְהָדַרְתָּ֖ פְּנֵ֣י זָקֵ֑ן ,WQt0,wqtl,Main,Q
64313,וְכִי־תָבֹ֣אוּ אֶל־הָאָ֗רֶץ ,WxY0,yqtl,SubAdv,Q,לֹ֥א תֹונ֖וּ אֹתֹֽו׃ ,xYq0,yqtl,Main,Q
64319,וְכִֽי־יָג֧וּר אִתְּךָ֛ גֵּ֖ר בְּאַרְצְכֶ֑ם ,WxYX,yqtl,SubAdv,Q,כְּאֶזְרָ֣ח מִכֶּם֩ יִהְיֶ֨ה לָכֶ֜ם הַגֵּ֣ר׀ ,xYqX,yqtl,Main,Q
64324,לֹ֥א תֹונ֖וּ אֹתֹֽו׃ ,xYq0,yqtl,Main,Q,הַגָּ֣ר אִתְּכֶ֗ם ,Ptcp,ptcp,SubMod,Q
64345,וְכִֽי־יָג֧וּר אִתְּךָ֛ גֵּ֖ר בְּאַרְצְכֶ֑ם ,WxYX,yqtl,SubAdv,Q,מֹ֧אזְנֵי צֶ֣דֶק אַבְנֵי־צֶ֗דֶק אֵ֥יפַת צֶ֛דֶק וְהִ֥ין צֶ֖דֶק יִהְיֶ֣ה לָכֶ֑ם ,XYqt,yqtl,Main,Q
64369,לֹא־תַעֲשׂ֥וּ עָ֖וֶל בַּמִּשְׁפָּ֑ט בַּמִּדָּ֕ה בַּמִּשְׁקָ֖ל וּבַמְּשׂוּרָֽה׃ ,xYq0,yqtl,Main,Q,,,,,
64405,לֵּאמֹֽר׃ ,InfC,infc,SubAdv,N,אִ֣ישׁ אִישׁ֩ מִבְּנֵ֨י יִשְׂרָאֵ֜ל וּמִן־הַגֵּ֣ר׀ ,Defc,Ø,Main,Q
64420,אִ֣ישׁ אִישׁ֩ מִבְּנֵ֨י יִשְׂרָאֵ֜ל וּמִן־הַגֵּ֣ר׀ ,Defc,Ø,Main,Q,,,,,
64427,אִ֣ישׁ אִישׁ֩ מִבְּנֵ֨י יִשְׂרָאֵ֜ל וּמִן־הַגֵּ֣ר׀ ,Defc,Ø,Main,Q,,,,,
64431,אִ֣ישׁ אִישׁ֩ מִבְּנֵ֨י יִשְׂרָאֵ֜ל וּמִן־הַגֵּ֣ר׀ ,Defc,Ø,Main,Q,וַאֲנִ֞י אֶתֵּ֤ן אֶת־פָּנַי֙ בָּאִ֣ישׁ הַה֔וּא ,WXYq,yqtl,Main,Q
64437,עַ֥ם הָאָ֖רֶץ יִרְגְּמֻ֥הוּ בָאָֽבֶן׃ ,XYqt,yqtl,Main,Q,וְהִכְרַתִּ֥י אֹתֹ֖ו מִקֶּ֣רֶב עַמֹּ֑ו ,WQt0,wqtl,Main,Q
64471,עַ֥ם הָאָ֖רֶץ יִרְגְּמֻ֥הוּ בָאָֽבֶן׃ ,XYqt,yqtl,Main,Q,בְּתִתֹּ֥ו מִזַּרְעֹ֖ו לַמֹּ֑לֶךְ ,InfC,infc,SubAdv,Q
64527,וְהַנֶּ֗פֶשׁ ,CPen,Ø,Main,Q,לִזְנֹ֖ות אַחֲרֵיהֶ֑ם ,InfC,infc,SubAdv,Q
64576,כִּֽי־אִ֣ישׁ אִ֗ישׁ ,Defc,Ø,SubAdv,Q,,,,,
64583,כִּֽי־אִ֣ישׁ אִ֗ישׁ ,Defc,Ø,SubAdv,Q,,,,,
64593,וְאִ֗ישׁ ,CPen,Ø,Main,Q,אֲשֶׁ֥ר יִנְאַ֖ף אֶת־אֵ֣שֶׁת רֵעֵ֑הוּ ,xYq0,yqtl,SubAdv,Q
64598,אֲשֶׁ֤ר יִנְאַף֙ אֶת־אֵ֣שֶׁת אִ֔ישׁ ,xYq0,yqtl,SubMod,Q,,,,,
64603,וְאִ֗ישׁ ,CPen,Ø,Main,Q,,,,,
64612,וְאִ֗ישׁ ,Defc,Ø,Main,Q,,,,,
64620,וְאִ֗ישׁ ,Defc,Ø,Main,Q,דְּמֵיהֶ֥ם בָּֽם׃ ,NmCl,Ø,Main,Q
64627,וְאִ֗ישׁ ,CPen,Ø,Main,Q,,,,,
64631,וְאִ֗ישׁ ,CPen,Ø,Main,Q,תֶּ֥בֶל עָשׂ֖וּ ,xQt0,qtl,Main,Q
64640,וְאִ֗ישׁ ,CPen,Ø,Main,Q,,,,,
64649,תֹּועֵבָ֥ה עָשׂ֖וּ שְׁנֵיהֶ֑ם ,xQtX,qtl,Main,Q,דְּמֵיהֶ֥ם בָּֽם׃ ,NmCl,Ø,Main,Q
64655,וְאִ֗ישׁ ,CPen,Ø,Main,Q,,,,,
64666,וְאִ֗ישׁ ,CPen,Ø,Main,Q,וְלֹא־תִהְיֶ֥ה זִמָּ֖ה בְּתֹוכְכֶֽם׃ ,WxYX,yqtl,Main,Q
64672,בָּאֵ֞שׁ יִשְׂרְפ֤וּ אֹתֹו֙ וְאֶתְהֶ֔ן ,xYq0,yqtl,Main,Q,,,,,
64679,וְאִ֗ישׁ ,Defc,Ø,Main,Q,,,,,
64684,וְאִ֗ישׁ ,Defc,Ø,Main,Q,וְאֶת־הַבְּהֵמָ֖ה תַּהֲרֹֽגוּ׃ ,WxY0,yqtl,Main,Q
64689,מֹ֣ות יוּמָ֑ת ,xYq0,yqtl,Main,Q,,,,,
64693,וְאִשָּׁ֗ה ,CPen,Ø,Main,Q,לְרִבְעָ֣ה אֹתָ֔הּ ,InfC,infc,SubAdv,Q
64710,וְאִשָּׁ֗ה ,CPen,Ø,Main,Q,דְּמֵיהֶ֥ם בָּֽם׃ ,NmCl,Ø,Main,Q
64716,וְאִ֣ישׁ ,CPen,Ø,Main,Q,וְרָאָ֨ה אֶת־עֶרְוָתָ֜הּ ,WQt0,wqtl,SubAdv,Q
64730,וְרָאָ֨ה אֶת־עֶרְוָתָ֜הּ ,WQt0,wqtl,SubAdv,Q,,,,,
64745,עֶרְוַ֧ת אֲחֹתֹ֛ו גִּלָּ֖ה ,xQt0,qtl,Main,Q,,,,,
64749,וְ֠אִישׁ ,CPen,Ø,Main,Q,וְגִלָּ֤ה אֶת־עֶרְוָתָהּ֙ ,WQt0,wqtl,SubAdv,Q
64780,וְנִכְרְת֥וּ שְׁנֵיהֶ֖ם מִקֶּ֥רֶב עַמָּֽם׃ ,WQtX,wqtl,Main,Q,כִּ֧י אֶת־שְׁאֵרֹ֛ו הֶעֱרָ֖ה ,xQt0,qtl,SubAdv,Q
64786,וְנִכְרְת֥וּ שְׁנֵיהֶ֖ם מִקֶּ֥רֶב עַמָּֽם׃ ,WQtX,wqtl,Main,Q,,,,,
64790,וְאִ֗ישׁ ,CPen,Ø,Main,Q,,,,,
64797,עֶרְוַ֥ת דֹּדֹ֖ו גִּלָּ֑ה ,xQt0,qtl,Main,Q,עֲרִירִ֥ים יָמֻֽתוּ׃ ,xYq0,yqtl,Main,Q
64799,חֶטְאָ֥ם יִשָּׂ֖אוּ ,xYq0,yqtl,Main,Q,,,,,
64803,וְאִ֗ישׁ ,CPen,Ø,Main,Q,,,,,
64813,עֶרְוַ֥ת אָחִ֛יו גִּלָּ֖ה ,xQt0,qtl,Main,Q,,,,,
64828,וּשְׁמַרְתֶּ֤ם אֶת־כָּל־חֻקֹּתַי֙ וְאֶת־כָּל־מִשְׁפָּטַ֔י ,WQt0,wqtl,Main,Q,אֲשֶׁ֨ר אֲנִ֜י מֵבִ֥יא אֶתְכֶ֛ם שָׁ֖מָּה ,Ptcp,ptcp,SubMod,Q
64842,וּשְׁמַרְתֶּ֤ם אֶת־כָּל־חֻקֹּתַי֙ וְאֶת־כָּל־מִשְׁפָּטַ֔י ,WQt0,wqtl,Main,Q,אֲשֶׁר־אֲנִ֥י מְשַׁלֵּ֖חַ מִפְּנֵיכֶ֑ם ,Ptcp,ptcp,SubMod,Q
64864,וָאֹמַ֣ר לָכֶ֗ם ,Way0,wayq,Main,Q,וַאֲנִ֞י אֶתְּנֶ֤נָּה לָכֶם֙ ,WXYq,yqtl,Main,Q
64869,אַתֶּם֮ תִּֽירְשׁ֣וּ אֶת־אַדְמָתָם֒ ,XYqt,yqtl,Main,Q,לָרֶ֣שֶׁת אֹתָ֔הּ אֶ֛רֶץ זָבַ֥ת חָלָ֖ב וּדְבָ֑שׁ ,InfC,infc,SubAdv,Q
64909,וְהִבְדַּלְתֶּ֞ם בֵּֽין־הַבְּהֵמָ֤ה הַטְּהֹרָה֙ לַטְּמֵאָ֔ה ,WQt0,wqtl,Main,Q,אֲשֶׁ֣ר תִּרְמֹ֣שׂ הָֽאֲדָמָ֔ה ,xYq0,yqtl,SubMod,Q
64923,וְלֹֽא־תְשַׁקְּצ֨וּ אֶת־נַפְשֹֽׁתֵיכֶ֜ם בַּבְּהֵמָ֣ה וּבָעֹ֗וף וּבְכֹל֙ ,WxY0,yqtl,Main,Q,,,,,
64953,וְאִ֣ישׁ אֹֽו־אִשָּׁ֗ה ,CPen,Ø,Main,Q,,,,,
