bhsa_node,mother_clause,mother_cl_atom,mother_clause_atom,mother_rela,mother_domain2,mother_verbtype,mother_type,mother_verb_ps,mother_verb_lex,mother_verbplain,daught_clause,daught_cl_atom,daught_clause_atom,daught_rela,daught_domain2,daught_verbtype,daught_type,daught_verb_ps,daught_verb_lex,daught_verbplain
724,כִּ֣י בֹ֤ו שָׁבַת֙ מִכָּל־מְלַאכְתֹּ֔ו ,515815.0,כִּ֣י בֹ֤ו שָׁבַת֙ מִכָּל־מְלַאכְתֹּ֔ו ,SubAdv,N,qtl,xQt0,p3,CBT[,שׁבת,לַעֲשֹֽׂות׃ פ ,515817.0,לַעֲשֹֽׂות׃ פ ,SubAdv,N,infc,InfC,unknown,<FH[,עשׂות
764,וְכָל־עֵ֥שֶׂב הַשָּׂדֶ֖ה טֶ֣רֶם יִצְמָ֑ח ,515823.0,וְכָל־עֵ֥שֶׂב הַשָּׂדֶ֖ה טֶ֣רֶם יִצְמָ֑ח ,Main,D,yqtl,WXYq,p3,YMX[,יצמח,וְאָדָ֣ם אַ֔יִן ,515825.0,וְאָדָ֣ם אַ֔יִן ,Main,D,Ø,NmCl,,,
831,וַיָּ֣שֶׂם שָׁ֔ם אֶת־הָֽאָדָ֖ם ,515833.0,וַיָּ֣שֶׂם שָׁ֔ם אֶת־הָֽאָדָ֖ם ,Main,N,wayq,Way0,p3,FJM[,ישׂם,,,,,,,,,,
1074,וַיָּבֵא֙ אֶל־הָ֣אָדָ֔ם ,515875.0,וַיָּבֵא֙ אֶל־הָ֣אָדָ֔ם ,Main,N,wayq,Way0,p3,BW>[,יבא,,,,,,,,,,
1105,וַיִּבֶן֩ יְהוָ֨ה אֱלֹהִ֧ים׀ אֶֽת־הַצֵּלָ֛ע לְאִשָּׁ֑ה ,515887.0,וַיִּבֶן֩ יְהוָ֨ה אֱלֹהִ֧ים׀ אֶֽת־הַצֵּלָ֛ע ,Main,N,wayq,WayX,p3,BNH[,יבן,,,,,,,,,,
1137,לְזֹאת֙ יִקָּרֵ֣א אִשָּׁ֔ה ,515893.0,לְזֹאת֙ יִקָּרֵ֣א אִשָּׁ֔ה ,Main,Q,yqtl,xYq0,p3,QR>[,יקרא,,,,,,,,,,
1171,,,,,,,,,,,אֲשֶׁ֥ר עָשָׂ֖ה יְהוָ֣ה אֱלֹהִ֑ים ,515901.0,אֲשֶׁ֥ר עָשָׂ֖ה יְהוָ֣ה אֱלֹהִ֑ים ,SubMod,N,qtl,xQtX,p3,<FH[,עשׂה
1179,וְהַנָּחָשׁ֙ הָיָ֣ה עָר֔וּם מִכֹּל֙ חַיַּ֣ת הַשָּׂדֶ֔ה ,515900.0,וְהַנָּחָשׁ֙ הָיָ֣ה עָר֔וּם מִכֹּל֙ חַיַּ֣ת הַשָּׂדֶ֔ה ,Main,N,qtl,WXQt,p3,HJH[,היה,,,,,,,,,,
1189,וַיֹּ֨אמֶר֙ אֶל־הָ֣אִשָּׁ֔ה ,515902.0,וַיֹּ֨אמֶר֙ אֶל־הָ֣אִשָּׁ֔ה ,Main,N,wayq,Way0,p3,>MR[,יאמר,לֹ֣א תֹֽאכְל֔וּ מִכֹּ֖ל עֵ֥ץ הַגָּֽן׃ ,515904.0,לֹ֣א תֹֽאכְל֔וּ מִכֹּ֖ל עֵ֥ץ הַגָּֽן׃ ,Main,Q,yqtl,xYq0,p2,>KL[,תאכלו
1221,וּמִפְּרִ֣י הָעֵץ֮ ,515907.0,וּמִפְּרִ֣י הָעֵץ֮ ,Main,Q,Ø,CPen,,,,,,,,,,,,,
1359,וַיֹּ֕אמֶר ,515941.0,וַיֹּ֕אמֶר ,Main,N,wayq,Way0,p3,>MR[,יאמר,וָאִירָ֛א ,515943.0,וָאִירָ֛א ,Main,Q,wayq,Way0,p1,JR>[,אירא
1373,וַיֹּ֕אמֶר ,515946.0,וַיֹּ֕אמֶר ,Main,N,wayq,Way0,p3,>MR[,יאמר,כִּ֥י עֵירֹ֖ם אָ֑תָּה ,515948.0,כִּ֥י עֵירֹ֖ם אָ֑תָּה ,SubArg,Q,Ø,AjCl,,,
1383,הֲמִן־הָעֵ֗ץ אָכָֽלְתָּ׃ ,515949.0,הֲמִן־הָעֵ֗ץ ,Main,Q,Ø,Defc,,,,לְבִלְתִּ֥י אֲכָל־מִמֶּ֖נּוּ ,515951.0,לְבִלְתִּ֥י אֲכָל־מִמֶּ֖נּוּ ,SubAdv,Q,infc,InfC,unknown,>KL[,אכל
1388,הֲמִן־הָעֵ֗ץ אָכָֽלְתָּ׃ ,515949.0,הֲמִן־הָעֵ֗ץ ,Main,Q,Ø,Defc,,,,,,,,,,,,,
1396,הָֽאִשָּׁה֙ ,515954.0,הָֽאִשָּׁה֙ ,Main,Q,Ø,CPen,,,,,,,,,,,,,
1399,הָֽאִשָּׁה֙ ,515954.0,הָֽאִשָּׁה֙ ,Main,Q,Ø,CPen,,,,וָאֹכֵֽל׃ ,515957.0,וָאֹכֵֽל׃ ,Main,Q,wayq,Way0,p1,>KL[,אכל
1415,וַיֹּ֨אמֶר יְהוָ֧ה אֱלֹהִ֛ים לָאִשָּׁ֖ה ,515958.0,וַיֹּ֨אמֶר יְהוָ֧ה אֱלֹהִ֛ים לָאִשָּׁ֖ה ,Main,N,wayq,WayX,p3,>MR[,יאמר,,,,,,,,,,
1422,וַתֹּ֨אמֶר֙ הָֽאִשָּׁ֔ה ,515960.0,וַתֹּ֨אמֶר֙ הָֽאִשָּׁ֔ה ,Main,N,wayq,WayX,p3,>MR[,תאמר,וָאֹכֵֽל׃ ,515962.0,וָאֹכֵֽל׃ ,Main,Q,wayq,Way0,p1,>KL[,אכל
1433,וַיֹּאמֶר֩ יְהֹוָ֨ה אֱלֹהִ֥ים׀ אֶֽל־הַנָּחָשׁ֮ ,515963.0,וַיֹּאמֶר֩ יְהֹוָ֨ה אֱלֹהִ֥ים׀ אֶֽל־הַנָּחָשׁ֮ ,Main,N,wayq,WayX,p3,>MR[,יאמר,אָר֤וּר אַתָּה֙ מִכָּל־הַבְּהֵמָ֔ה וּמִכֹּ֖ל חַיַּ֣ת הַשָּׂדֶ֑ה ,515965.0,אָר֤וּר אַתָּה֙ מִכָּל־הַבְּהֵמָ֔ה וּמִכֹּ֖ל חַיַּ֣ת הַשָּׂדֶ֑ה ,Main,Q,ptcp,Ptcp,unknown,>RR[,ארור
1480,וַיֹּאמֶר֩ יְהֹוָ֨ה אֱלֹהִ֥ים׀ אֶֽל־הַנָּחָשׁ֮ ,515963.0,וַיֹּאמֶר֩ יְהֹוָ֨ה אֱלֹהִ֥ים׀ אֶֽל־הַנָּחָשׁ֮ ,Main,N,wayq,WayX,p3,>MR[,יאמר,הַרְבָּ֤ה אַרְבֶּה֙ עִצְּבֹונֵ֣ךְ וְהֵֽרֹנֵ֔ךְ ,515972.0,הַרְבָּ֤ה אַרְבֶּה֙ עִצְּבֹונֵ֣ךְ וְהֵֽרֹנֵ֔ךְ ,Main,Q,yqtl,xYq0,p1,RBH[,ארבה
1501,אֶֽל־הָאִשָּׁ֣ה אָמַ֗ר ,515971.0,אֶֽל־הָאִשָּׁ֣ה אָמַ֗ר ,Main,N,qtl,xQt0,p3,>MR[,אמר,כִּ֥י־שָׁמַעְתָּ֮ לְקֹ֣ול אִשְׁתֶּךָ֒ ,515977.0,כִּ֥י־שָׁמַעְתָּ֮ לְקֹ֣ול אִשְׁתֶּךָ֒ ,Main,Q,qtl,xQt0,p2,CM<[,שׁמעת
1503,וּלְאָדָ֣ם אָמַ֗ר ,515976.0,וּלְאָדָ֣ם אָמַ֗ר ,Main,N,qtl,WxQ0,p3,>MR[,אמר,וַתֹּ֨אכַל֙ מִן־הָעֵ֔ץ ,515978.0,וַתֹּ֨אכַל֙ מִן־הָעֵ֔ץ ,Main,Q,wayq,Way0,p2,>KL[,תאכל
1513,וַתֹּ֨אכַל֙ מִן־הָעֵ֔ץ ,515978.0,וַתֹּ֨אכַל֙ מִן־הָעֵ֔ץ ,Main,Q,wayq,Way0,p2,>KL[,תאכל,לֵאמֹ֔ר ,515980.0,לֵאמֹ֔ר ,SubAdv,Q,infc,InfC,unknown,>MR[,אמר
1554,בְּזֵעַ֤ת אַפֶּ֨יךָ֙ תֹּ֣אכַל לֶ֔חֶם ,515986.0,בְּזֵעַ֤ת אַפֶּ֨יךָ֙ תֹּ֣אכַל לֶ֔חֶם ,Main,Q,yqtl,xYq0,p2,>KL[,תאכל,כִּֽי־עָפָ֣ר אַ֔תָּה ,515989.0,כִּֽי־עָפָ֣ר אַ֔תָּה ,SubAdv,Q,Ø,NmCl,,,
1571,וַיִּקְרָ֧א הָֽאָדָ֛ם שֵׁ֥ם אִשְׁתֹּ֖ו חַוָּ֑ה ,515991.0,וַיִּקְרָ֧א הָֽאָדָ֛ם שֵׁ֥ם אִשְׁתֹּ֖ו חַוָּ֑ה ,Main,N,wayq,WayX,p3,QR>[,יקרא,,,,,,,,,,
1595,וַיֹּ֣אמֶר׀ יְהוָ֣ה אֱלֹהִ֗ים ,515995.0,וַיֹּ֣אמֶר׀ יְהוָ֣ה אֱלֹהִ֗ים ,Main,N,wayq,WayX,p3,>MR[,יאמר,לָדַ֖עַת טֹ֣וב וָרָ֑ע ,515997.0,לָדַ֖עַת טֹ֣וב וָרָ֑ע ,SubAdv,Q,infc,InfC,unknown,JD<[,דעת
1635,לַֽעֲבֹד֙ אֶת־הָ֣אֲדָמָ֔ה ,516004.0,לַֽעֲבֹד֙ אֶת־הָ֣אֲדָמָ֔ה ,SubAdv,N,infc,InfC,unknown,<BD[,עבד,,,,,,,,,,
1670,,,,,,,,,,,וַתַּ֨הַר֙ ,516011.0,וַתַּ֨הַר֙ ,Main,N,wayq,Way0,p3,HRH[,תהר
1682,וַתֹּ֕אמֶר ,516013.0,וַתֹּ֕אמֶר ,Main,N,wayq,Way0,p3,>MR[,תאמר,,,,,,,,,,
1701,וַֽיְהִי־הֶ֨בֶל֙ רֹ֣עֵה צֹ֔אן ,516017.0,וַֽיְהִי־הֶ֨בֶל֙ רֹ֣עֵה צֹ֔אן ,Main,N,wayq,WayX,p3,HJH[,יהי,,,,,,,,,,
1721,וַיָּבֵ֨א קַ֜יִן מִפְּרִ֧י הָֽאֲדָמָ֛ה מִנְחָ֖ה לַֽיהוָֽה׃ ,516020.0,וַיָּבֵ֨א קַ֜יִן מִפְּרִ֧י הָֽאֲדָמָ֛ה מִנְחָ֖ה לַֽיהוָֽה׃ ,Main,N,wayq,WayX,p3,BW>[,יבא,,,,,,,,,,
1745,וַיִּ֣שַׁע יְהוָ֔ה אֶל־הֶ֖בֶל וְאֶל־מִנְחָתֹֽו׃ ,516022.0,וַיִּ֣שַׁע יְהוָ֔ה אֶל־הֶ֖בֶל וְאֶל־מִנְחָתֹֽו׃ ,Main,N,wayq,WayX,p3,C<H[,ישׁע,וַיִּ֤חַר לְקַ֨יִן֙ מְאֹ֔ד ,516024.0,וַיִּ֤חַר לְקַ֨יִן֙ מְאֹ֔ד ,Main,N,wayq,Way0,p3,XRH[,יחר
1760,וַיֹּ֥אמֶר יְהוָ֖ה אֶל־קָ֑יִן ,516026.0,וַיֹּ֥אמֶר יְהוָ֖ה אֶל־קָ֑יִן ,Main,N,wayq,WayX,p3,>MR[,יאמר,וְלָ֖מָּה נָפְל֥וּ פָנֶֽיךָ׃ ,516028.0,וְלָ֖מָּה נָפְל֥וּ פָנֶֽיךָ׃ ,Main,Q,qtl,WxQX,p3,NPL[,נפלו
1764,לָ֚מָּה חָ֣רָה לָ֔ךְ ,516027.0,לָ֚מָּה חָ֣רָה לָ֔ךְ ,Main,Q,qtl,xQt0,p3,XRH[,חרה,,,,,,,,,,
1819,וַיֹּ֨אמֶר֙ ,516043.0,וַיֹּ֨אמֶר֙ ,Main,N,wayq,Way0,p3,>MR[,יאמר,הֲשֹׁמֵ֥ר אָחִ֖י אָנֹֽכִי׃ ,516045.0,הֲשֹׁמֵ֥ר אָחִ֖י אָנֹֽכִי׃ ,Main,Q,ptcp,Ptcp,unknown,CMR[,שׁמר
1827,וַיֹּ֖אמֶר ,516046.0,וַיֹּ֖אמֶר ,Main,N,wayq,Way0,p3,>MR[,יאמר,קֹ֚ול דְּמֵ֣י אָחִ֔יךָ צֹעֲקִ֥ים אֵלַ֖י מִן־הָֽאֲדָמָֽה׃ ,516048.0,קֹ֚ול דְּמֵ֣י אָחִ֔יךָ צֹעֲקִ֥ים אֵלַ֖י מִן־הָֽאֲדָמָֽה׃ ,Main,Q,ptcp,Ptcp,unknown,Y<Q[,צעקים
1844,אָר֣וּר אָ֑תָּה מִן־הָֽאֲדָמָה֙ ,516050.0,אָר֣וּר אָ֑תָּה מִן־הָֽאֲדָמָה֙ ,Main,Q,ptcp,Ptcp,unknown,>RR[,ארור,לָקַ֛חַת אֶת־דְּמֵ֥י אָחִ֖יךָ מִיָּדֶֽךָ׃ ,516052.0,לָקַ֛חַת אֶת־דְּמֵ֥י אָחִ֖יךָ מִיָּדֶֽךָ׃ ,SubAdv,Q,infc,InfC,unknown,LQX[,קחת
1881,גָּדֹ֥ול עֲוֹנִ֖י ,516058.0,גָּדֹ֥ול עֲוֹנִ֖י ,Main,Q,Ø,AjCl,,,,וּמִפָּנֶ֖יךָ אֶסָּתֵ֑ר ,516061.0,וּמִפָּנֶ֖יךָ אֶסָּתֵ֑ר ,Main,Q,yqtl,WxY0,p1,STR[,אסתר
1975,וַיִּוָּלֵ֤ד לַֽחֲנֹוךְ֙ אֶת־עִירָ֔ד ,516081.0,וַיִּוָּלֵ֤ד לַֽחֲנֹוךְ֙ אֶת־עִירָ֔ד ,Main,N,wayq,WayX,p3,JLD[,יולד,וּמְחִיּיָאֵ֗ל יָלַד֙ אֶת־מְת֣וּשָׁאֵ֔ל ,516083.0,וּמְחִיּיָאֵ֗ל יָלַד֙ אֶת־מְת֣וּשָׁאֵ֔ל ,Main,N,qtl,WXQt,p3,JLD[,ילד
1980,וְעִירָ֕ד יָלַ֖ד אֶת־מְחֽוּיָאֵ֑ל ,516082.0,וְעִירָ֕ד יָלַ֖ד אֶת־מְחֽוּיָאֵ֑ל ,Main,N,qtl,WXQt,p3,JLD[,ילד,וּמְתוּשָׁאֵ֖ל יָלַ֥ד אֶת־לָֽמֶךְ׃ ,516084.0,וּמְתוּשָׁאֵ֖ל יָלַ֥ד אֶת־לָֽמֶךְ׃ ,Main,N,qtl,WXQt,p3,JLD[,ילד
1985,וּמְחִיּיָאֵ֗ל יָלַד֙ אֶת־מְת֣וּשָׁאֵ֔ל ,516083.0,וּמְחִיּיָאֵ֗ל יָלַד֙ אֶת־מְת֣וּשָׁאֵ֔ל ,Main,N,qtl,WXQt,p3,JLD[,ילד,וַיִּֽקַּֽח־לֹ֥ו לֶ֖מֶךְ שְׁתֵּ֣י נָשִׁ֑ים ,516085.0,וַיִּֽקַּֽח־לֹ֥ו לֶ֖מֶךְ שְׁתֵּ֣י נָשִׁ֑ים ,Main,N,wayq,WayX,p3,LQX[,יקח
2009,וַתֵּ֥לֶד עָדָ֖ה אֶת־יָבָ֑ל ,516088.0,וַתֵּ֥לֶד עָדָ֖ה אֶת־יָבָ֑ל ,Main,N,wayq,WayX,p3,JLD[,תלד,וְשֵׁ֥ם אָחִ֖יו יוּבָ֑ל ,516090.0,וְשֵׁ֥ם אָחִ֖יו יוּבָ֑ל ,Main,N,Ø,NmCl,,,
2020,וְשֵׁ֥ם אָחִ֖יו יוּבָ֑ל ,516090.0,וְשֵׁ֥ם אָחִ֖יו יוּבָ֑ל ,Main,N,Ø,NmCl,,,,,,,,,,,,,
2031,וַתֵּ֥לֶד עָדָ֖ה אֶת־יָבָ֑ל ,516088.0,וַתֵּ֥לֶד עָדָ֖ה אֶת־יָבָ֑ל ,Main,N,wayq,WayX,p3,JLD[,תלד,לֹטֵ֕שׁ כָּל־חֹרֵ֥שׁ נְחֹ֖שֶׁת וּבַרְזֶ֑ל ,516093.0,לֹטֵ֕שׁ כָּל־חֹרֵ֥שׁ נְחֹ֖שֶׁת וּבַרְזֶ֑ל ,SubMod,N,Ø,NmCl,,,
2060,הַאְזֵ֖נָּה אִמְרָתִ֑י ,516098.0,הַאְזֵ֖נָּה אִמְרָתִ֑י ,Main,Q,impv,ZIm0,p2,>ZN[,האזנה,וְיֶ֖לֶד לְחַבֻּרָתִֽי׃ ,516100.0,וְיֶ֖לֶד לְחַבֻּרָתִֽי׃ ,Main,Q,Ø,Ellp,,,
2091,וַתִּקְרָ֥א אֶת־שְׁמֹ֖ו שֵׁ֑ת ,516105.0,וַתִּקְרָ֥א אֶת־שְׁמֹ֖ו שֵׁ֑ת ,Main,N,wayq,Way0,p3,QR>[,תקרא,כִּ֥י הֲרָגֹ֖ו קָֽיִן׃ ,516107.0,כִּ֥י הֲרָגֹ֖ו קָֽיִן׃ ,SubAdv,Q,qtl,xQtX,p3,HRG[,הרגו
2099,כִּ֣י שָֽׁת־לִ֤י אֱלֹהִים֙ זֶ֣רַע אַחֵ֔ר תַּ֣חַת הֶ֔בֶל ,516106.0,כִּ֣י שָֽׁת־לִ֤י אֱלֹהִים֙ זֶ֣רַע אַחֵ֔ר תַּ֣חַת הֶ֔בֶל ,SubAdv,Q,qtl,xQtX,p3,CJT[,שׁת,,,,,,,,,,
2106,וַתִּקְרָ֥א אֶת־שְׁמֹ֖ו שֵׁ֑ת ,516105.0,וַתִּקְרָ֥א אֶת־שְׁמֹ֖ו שֵׁ֑ת ,Main,N,wayq,Way0,p3,QR>[,תקרא,וַיִּקְרָ֥א אֶת־שְׁמֹ֖ו אֱנֹ֑ושׁ ,516109.0,וַיִּקְרָ֥א אֶת־שְׁמֹ֖ו אֱנֹ֑ושׁ ,Main,N,wayq,Way0,p3,QR>[,יקרא
2114,וּלְשֵׁ֤ת גַּם־הוּא֙ יֻלַּד־בֵּ֔ן ,516108.0,וּלְשֵׁ֤ת גַּם־הוּא֙ יֻלַּד־בֵּ֔ן ,Main,N,qtl,WxQX,p3,JLD[,ילד,לִקְרֹ֖א בְּשֵׁ֥ם יְהוָֽה׃ פ ,516111.0,לִקְרֹ֖א בְּשֵׁ֥ם יְהוָֽה׃ פ ,SubAdv,N,infc,InfC,unknown,QR>[,קרא
2132,בְּיֹ֗ום בִּדְמ֥וּת אֱלֹהִ֖ים עָשָׂ֥ה אֹתֹֽו׃ ,516113.0,בְּיֹ֗ום ,Main,?,Ø,Defc,,,,,,,,,,,,,
2137,בְּיֹ֗ום בִּדְמ֥וּת אֱלֹהִ֖ים עָשָׂ֥ה אֹתֹֽו׃ ,516113.0,בְּיֹ֗ום ,Main,?,Ø,Defc,,,,וַיְבָ֣רֶךְ אֹתָ֗ם ,516117.0,וַיְבָ֣רֶךְ אֹתָ֗ם ,Main,N,wayq,Way0,p3,BRK[,יברך
2189,וַיִּֽהְי֞וּ כָּל־יְמֵ֤י אָדָם֙ תְּשַׁ֤ע מֵאֹות֙ שָׁנָ֔ה וּשְׁלֹשִׁ֖ים שָׁנָ֑ה ,516127.0,וַיִּֽהְי֞וּ כָּל־יְמֵ֤י אָדָם֙ ,Main,N,wayq,WayX,p3,HJH[,יהיו,,,,,,,,,,
2463,וְאֵינֶ֕נּוּ ,516179.0,וְאֵינֶ֕נּוּ ,Main,N,Ø,NmCl,,,,,,,,,,,,,
2547,זֶ֞֠ה יְנַחֲמֵ֤נוּ מִֽמַּעֲשֵׂ֨נוּ֙ וּמֵעִצְּבֹ֣ון יָדֵ֔ינוּ מִן־הָ֣אֲדָמָ֔ה ,516193.0,זֶ֞֠ה יְנַחֲמֵ֤נוּ מִֽמַּעֲשֵׂ֨נוּ֙ וּמֵעִצְּבֹ֣ון יָדֵ֔ינוּ מִן־הָ֣אֲדָמָ֔ה ,Main,Q,yqtl,XYqt,p3,NXM[,ינחמנו,,,,,,,,,,
2604,וַֽיְהִי֙ ,516203.0,וַֽיְהִי֙ ,Main,N,wayq,Way0,p3,HJH[,יהי,לָרֹ֖ב עַל־פְּנֵ֣י הָֽאֲדָמָ֑ה ,516205.0,לָרֹ֖ב עַל־פְּנֵ֣י הָֽאֲדָמָ֑ה ,SubAdv,N,infc,InfC,unknown,RBB[,רב
2615,כִּֽי־הֵחֵ֣ל הָֽאָדָ֔ם ,516204.0,כִּֽי־הֵחֵ֣ל הָֽאָדָ֔ם ,SubAdv,N,qtl,xQtX,p3,XLL[,החל,,,,,,,,,,
2636,וַיִּקְח֤וּ לָהֶם֙ נָשִׁ֔ים מִכֹּ֖ל ,516209.0,וַיִּקְח֤וּ לָהֶם֙ נָשִׁ֔ים מִכֹּ֖ל ,Main,N,wayq,Way0,p3,LQX[,יקחו,,,,,,,,,,
2662,וַיֹּ֣אמֶר יְהוָ֗ה ,516211.0,וַיֹּ֣אמֶר יְהוָ֗ה ,Main,N,wayq,WayX,p3,>MR[,יאמר,וְגַ֣ם אַֽחֲרֵי־כֵ֗ן ,516216.0,וְגַ֣ם אַֽחֲרֵי־כֵ֗ן ,Main,N,Ø,Ellp,,,
2721,וַיִּנָּ֣חֶם יְהוָ֔ה ,516225.0,וַיִּנָּ֣חֶם יְהוָ֔ה ,Main,N,wayq,WayX,p3,NXM[,ינחם,,,,,,,,,,
2740,אֶמְחֶ֨ה אֶת־הָאָדָ֤ם מֵעַל֙ פְּנֵ֣י הָֽאֲדָמָ֔ה מֵֽאָדָם֙ עַד־בְּהֵמָ֔ה עַד־רֶ֖מֶשׂ וְעַד־עֹ֣וף הַשָּׁמָ֑יִם ,516229.0,אֶמְחֶ֨ה אֶת־הָאָדָ֤ם ,Main,Q,yqtl,ZYq0,p1,MXH[,אמחה,,,,,,,,,,
