bhsa_node,mother_clause,mother_cl_atom,mother_clause_atom,mother_rela,mother_domain2,mother_verbtype,mother_type,mother_verb_ps,mother_verb_lex,mother_verbplain,mother_intertext,daught_clause,daught_cl_atom,daught_clause_atom,daught_rela,daught_domain2,daught_verbtype,daught_type,daught_verb_ps,daught_verb_lex,daught_verbplain,daught_intertext
6002,וַיֹּ֨אמֶר אַבְרָ֜ם אֶל־לֹ֗וט ,516788,וַיֹּ֨אמֶר אַבְרָ֜ם אֶל־לֹ֗וט ,Main,N,wayq,WayX,p3,>MR[,יאמר,וַיֹּ֨אמֶר אַבְרָ֜ם אֶל־לֹ֗וט ,כִּֽי־אֲנָשִׁ֥ים אַחִ֖ים אֲנָֽחְנוּ׃ ,516790,כִּֽי־אֲנָשִׁ֥ים אַחִ֖ים אֲנָֽחְנוּ׃ ,SubAdv,Q,Ø,NmCl,,,,כִּֽי־אֲנָשִׁ֥ים אַחִ֖ים אֲנָֽחְנוּ׃ 
8347,וַ֠יֹּאמֶר ,517275,וַ֠יֹּאמֶר ,Main,N,wayq,Way0,p3,>MR[,יאמר,וַ֠יֹּאמֶר ,וַאֲדַבֵּ֔רָה ,517277,וַאֲדַבֵּ֔רָה ,Main,Q,cohoF,WYq0,p1,DBR[,אדברה,וַאֲדַבֵּ֔רָה 
8389,וַ֠יֹּאמֶר ,517288,וַ֠יֹּאמֶר ,Main,N,wayq,Way0,p3,>MR[,יאמר,וַ֠יֹּאמֶר ,וַאֲדַבְּרָ֣ה אַךְ־הַפַּ֔עַם ,517290,וַאֲדַבְּרָ֣ה אַךְ־הַפַּ֔עַם ,Main,Q,cohoF,WYq0,p1,DBR[,אדברה,וַאֲדַבְּרָ֣ה אַךְ־הַפַּ֔עַם 
8889,אִמָּלְטָ֨ה נָּ֜א שָׁ֗מָּה ,517409,אִמָּלְטָ֨ה נָּ֜א שָׁ֗מָּה ,Main,Q,cohoF,ZYq0,p1,MLV[,אמלטה,אִמָּלְטָ֨ה נָּ֜א שָׁ֗מָּה הֲלֹ֥א מִצְעָ֛ר הִ֖וא ,,,,,,,,,,,
10495,אַל־תִּשְׁלַ֤ח יָֽדְךָ֙ אֶל־הַנַּ֔עַר ,517747,אַל־תִּשְׁלַ֤ח יָֽדְךָ֙ אֶל־הַנַּ֔עַר ,Main,Q,yqtl,xYq0,p2,CLX[,תשׁלח,אַל־תִּשְׁלַ֤ח יָֽדְךָ֙ אֶל־הַנַּ֔עַר ,,,,,,,,,,,
10869,וּפִגְעוּ־לִ֖י בְּעֶפְרֹ֥ון בֶּן־צֹֽחַר׃ ,517821,וּפִגְעוּ־לִ֖י בְּעֶפְרֹ֥ון בֶּן־צֹֽחַר׃ ,Main,Q,impv,WIm0,p2,PG<[,פגעו,וּפִגְעוּ־לִ֖י בְּעֶפְרֹ֥ון בֶּן־צֹֽחַר׃ ,אֲשֶׁר־לֹ֔ו ,517823,אֲשֶׁר־לֹ֔ו ,SubMod,Q,Ø,NmCl,,,,אֲשֶׁר־לֹ֔ו 
12131,קַ֣ח ,518108,קַ֣ח ,Main,Q,impv,ZIm0,p2,LQX[,קח,קַ֣ח וָלֵ֑ךְ ,כַּאֲשֶׁ֖ר דִּבֶּ֥ר יְהוָֽה׃ ,518111,כַּאֲשֶׁ֖ר דִּבֶּ֥ר יְהוָֽה׃ ,SubAdv,Q,qtl,xQtX,p3,DBR[,דבר,כַּאֲשֶׁ֖ר דִּבֶּ֥ר יְהוָֽה׃ 
13502,וַנֹּ֗אמֶר ,518402,וַנֹּ֗אמֶר ,Main,Q,wayq,Way0,p1,>MR[,נאמר,וַנֹּ֗אמֶר ,וְנִכְרְתָ֥ה בְרִ֖ית עִמָּֽךְ׃ ,518404,וְנִכְרְתָ֥ה בְרִ֖ית עִמָּֽךְ׃ ,Main,Q,cohoF,WYq0,p1,KRT[,נכרתה,וְנִכְרְתָ֥ה בְרִ֖ית עִמָּֽךְ׃ 
15962,לֵאמֹ֑ר ,518993,לֵאמֹ֑ר ,SubAdv,N,infc,InfC,unknown,>MR[,אמר,לֵאמֹ֑ר ,,,,,,,,,,,
16158,הֵ֑ן ,519039,הֵ֑ן ,Main,Q,Ø,MSyn,,,,הֵ֑ן ,,,,,,,,,,,
17033,וַתֹּ֣אמֶר אֶל־אָבִ֗יהָ ,519223,וַתֹּ֣אמֶר אֶל־אָבִ֗יהָ ,Main,N,wayq,Way0,p3,>MR[,תאמר,וַתֹּ֣אמֶר אֶל־אָבִ֗יהָ ,כִּ֣י לֹ֤וא אוּכַל֙ ,519225,כִּ֣י לֹ֤וא אוּכַל֙ ,SubAdv,Q,yqtl,xYq0,p1,JKL[,אוכל,כִּ֣י לֹ֤וא אוּכַל֙ 
17307,אֲשֶׁ֣ר אָמַ֔ר ,519289,אֲשֶׁ֣ר אָמַ֔ר ,SubMod,N,qtl,xQt0,p3,>MR[,אמר,אֲשֶׁ֣ר אָמַ֔ר ,כִּ֥י נִסָּתֵ֖ר ,519291,כִּ֥י נִסָּתֵ֖ר ,SubAdv,Q,yqtl,xYq0,p1,STR[,נסתר,כִּ֥י נִסָּתֵ֖ר 
18235,יֶשׁ־לִ֣י רָ֑ב ,519486,יֶשׁ־לִ֣י רָ֑ב ,Main,Q,Ø,NmCl,,,,יֶשׁ־לִ֣י רָ֑ב אָחִ֕י ,אֲשֶׁר־לָֽךְ׃ ,519489,אֲשֶׁר־לָֽךְ׃ ,SubArg,Q,Ø,NmCl,,,,אֲשֶׁר־לָֽךְ׃ 
20671,לְכ֞וּ ,519999,לְכ֞וּ ,Main,Q,impv,ZIm0,p2,HLK[,לכו,לְכ֞וּ וְנִמְכְּרֶ֣נּוּ לַיִּשְׁמְעֵאלִ֗ים ,כִּֽי־אָחִ֥ינוּ בְשָׂרֵ֖נוּ ה֑וּא ,520002,כִּֽי־אָחִ֥ינוּ בְשָׂרֵ֖נוּ ה֑וּא ,SubAdv,Q,Ø,NmCl,,,,כִּֽי־אָחִ֥ינוּ בְשָׂרֵ֖נוּ ה֑וּא 
22947,וְעַתָּה֙ ,520502,וְעַתָּה֙ ,Main,Q,Ø,MSyn,,,,וְעַתָּה֙ ,וִישִׁיתֵ֖הוּ עַל־אֶ֥רֶץ מִצְרָֽיִם׃ ,520504,וִישִׁיתֵ֖הוּ עַל־אֶ֥רֶץ מִצְרָֽיִם׃ ,Main,Q,yqtl,WYq0,p3,CJT[,ישׁיתהו,וִישִׁיתֵ֖הוּ עַל־אֶ֥רֶץ מִצְרָֽיִם׃ 
22961,יַעֲשֶׂ֣ה פַרְעֹ֔ה ,520505,יַעֲשֶׂ֣ה פַרְעֹ֔ה ,Main,Q,yqtl,ZYqX,p3,<FH[,יעשׂה,יַעֲשֶׂ֣ה פַרְעֹ֔ה ,וְחִמֵּשׁ֙ אֶת־אֶ֣רֶץ מִצְרַ֔יִם בְּשֶׁ֖בַע שְׁנֵ֥י הַשָּׂבָֽע׃ ,520507,וְחִמֵּשׁ֙ אֶת־אֶ֣רֶץ מִצְרַ֔יִם בְּשֶׁ֖בַע שְׁנֵ֥י הַשָּׂבָֽע׃ ,Main,Q,wqtl,WQt0,p3,XMC[,חמשׁ,וְחִמֵּשׁ֙ אֶת־אֶ֣רֶץ מִצְרַ֔יִם בְּשֶׁ֖בַע שְׁנֵ֥י הַשָּׂבָֽע׃ 
25173,יְדַבֶּר־נָ֨א עַבְדְּךָ֤ דָבָר֙ בְּאָזְנֵ֣י אֲדֹנִ֔י ,521040,יְדַבֶּר־נָ֨א עַבְדְּךָ֤ דָבָר֙ בְּאָזְנֵ֣י אֲדֹנִ֔י ,Main,Q,yqtl,ZYqX,p3,DBR[,ידבר,יְדַבֶּר־נָ֨א עַבְדְּךָ֤ דָבָר֙ בְּאָזְנֵ֣י אֲדֹנִ֔י ,,,,,,,,,,,
25418,וְעַתָּ֗ה ,521102,וְעַתָּ֗ה ,Main,Q,Ø,MSyn,,,,וְעַתָּ֗ה ,וְהַנַּ֖עַר יַ֥עַל עִם־אֶחָֽיו׃ ,521104,וְהַנַּ֖עַר יַ֥עַל עִם־אֶחָֽיו׃ ,Main,Q,jussF,WXYq,p3,<LH[,יעל,וְהַנַּ֖עַר יַ֥עַל עִם־אֶחָֽיו׃ 
25430,יֵֽשֶׁב־נָ֤א עַבְדְּךָ֙ תַּ֣חַת הַנַּ֔עַר עֶ֖בֶד לַֽאדֹנִ֑י ,521103,יֵֽשֶׁב־נָ֤א עַבְדְּךָ֙ תַּ֣חַת הַנַּ֔עַר עֶ֖בֶד לַֽאדֹנִ֑י ,Main,Q,jussF,ZYqX,p3,JCB[,ישׁב,יֵֽשֶׁב־נָ֤א עַבְדְּךָ֙ תַּ֣חַת הַנַּ֔עַר עֶ֖בֶד לַֽאדֹנִ֑י ,,,,,,,,,,,
25540,אַל־תֵּעָ֣צְב֗וּ ,521133,אַל־תֵּעָ֣צְב֗וּ ,Main,Q,yqtl,xYq0,p2,<YB[,תעצבו,אַל־תֵּעָ֣צְב֗וּ ,כִּֽי־מְכַרְתֶּ֥ם אֹתִ֖י הֵ֑נָּה ,521135,כִּֽי־מְכַרְתֶּ֥ם אֹתִ֖י הֵ֑נָּה ,SubAdv,Q,qtl,xQt0,p2,MKR[,מכרתם,כִּֽי־מְכַרְתֶּ֥ם אֹתִ֖י הֵ֑נָּה 
25830,קְחוּ־לָכֶם֩ מֵאֶ֨רֶץ מִצְרַ֜יִם עֲגָלֹ֗ות לְטַפְּכֶם֙ וְלִנְשֵׁיכֶ֔ם ,521191,קְחוּ־לָכֶם֩ מֵאֶ֨רֶץ מִצְרַ֜יִם עֲגָלֹ֗ות לְטַפְּכֶם֙ וְלִנְשֵׁיכֶ֔ם ,Main,Q,impv,ZIm0,p2,LQX[,קחו,קְחוּ־לָכֶם֩ מֵאֶ֨רֶץ מִצְרַ֜יִם עֲגָלֹ֗ות לְטַפְּכֶם֙ וְלִנְשֵׁיכֶ֔ם וּנְשָׂאתֶ֥ם אֶת־אֲבִיכֶ֖ם וּבָאתֶֽם׃ ,כִּי־ט֛וּב כָּל־אֶ֥רֶץ מִצְרַ֖יִם ,521195,כִּי־ט֛וּב כָּל־אֶ֥רֶץ מִצְרַ֖יִם ,SubAdv,Q,Ø,CPen,,,,כִּי־ט֛וּב כָּל־אֶ֥רֶץ מִצְרַ֖יִם 
27823,בְּכֹ֣רִי אַ֔תָּה ,521587,בְּכֹ֣רִי אַ֔תָּה ,Main,Q,Ø,NmCl,,,,בְּכֹ֣רִי אַ֔תָּה כֹּחִ֖י וְרֵאשִׁ֣ית אֹונִ֑י יֶ֥תֶר שְׂאֵ֖ת וְיֶ֥תֶר עָֽז׃ פַּ֤חַז כַּמַּ֨יִם֙ ,כִּ֥י עָלִ֖יתָ מִשְׁכְּבֵ֣י אָבִ֑יךָ ,521592,כִּ֥י עָלִ֖יתָ מִשְׁכְּבֵ֣י אָבִ֑יךָ ,SubAdv,Q,qtl,xQt0,p2,<LH[,עלית,כִּ֥י עָלִ֖יתָ מִשְׁכְּבֵ֣י אָבִ֑יךָ 
31186,וַיֹּאמְר֣וּ אֲלֵהֶ֔ם ,522361,וַיֹּאמְר֣וּ אֲלֵהֶ֔ם ,Main,N,wayq,Way0,p3,>MR[,יאמרו,וַיֹּאמְר֣וּ אֲלֵהֶ֔ם ,וְיִשְׁפֹּ֑ט ,522363,וְיִשְׁפֹּ֑ט ,Main,Q,yqtl,WYq0,p3,CPV[,ישׁפט,וְיִשְׁפֹּ֑ט 
31937,וְאָמַרְתָּ֣ אֶֽל־אַהֲרֹ֗ן ,522495,וְאָמַרְתָּ֣ אֶֽל־אַהֲרֹ֗ן ,Main,Q,wqtl,WQt0,p2,>MR[,אמרת,וְאָמַרְתָּ֣ אֶֽל־אַהֲרֹ֗ן קַ֧ח אֶֽת־מַטְּךָ֛ וְהַשְׁלֵ֥ךְ לִפְנֵֽי־פַרְעֹ֖ה ,,,,,,,,,,,
32466,הַעְתִּ֣ירוּ אֶל־יְהוָ֔ה ,522605,הַעְתִּ֣ירוּ אֶל־יְהוָ֔ה ,Main,Q,impv,ZIm0,p2,<TR[,העתירו,הַעְתִּ֣ירוּ אֶל־יְהוָ֔ה ,וַאֲשַׁלְּחָה֙ אֶת־הָעָ֔ם ,522607,וַאֲשַׁלְּחָה֙ אֶת־הָעָ֔ם ,Main,Q,cohoF,WYq0,p1,CLX[,אשׁלחה,וַאֲשַׁלְּחָה֙ אֶת־הָעָ֔ם 
32961,הִנֵּ֨ה אָנֹכִ֜י יֹוצֵ֤א מֵֽעִמָּךְ֙ ,522699,הִנֵּ֨ה אָנֹכִ֜י יֹוצֵ֤א מֵֽעִמָּךְ֙ ,Main,Q,ptcp,Ptcp,unknown,JY>[,יוצא,הִנֵּ֨ה אָנֹכִ֜י יֹוצֵ֤א מֵֽעִמָּךְ֙ וְהַעְתַּרְתִּ֣י אֶל־יְהוָ֔ה וְסָ֣ר הֶעָרֹ֗ב מִפַּרְעֹ֛ה מֵעֲבָדָ֥יו וּמֵעַמֹּ֖ו מָחָ֑ר ,הָתֵ֔ל ,522703,הָתֵ֔ל ,SubArg,Q,infc,InfC,unknown,TLL[,התל,הָתֵ֔ל 
33488,נְטֵ֤ה אֶת־יָֽדְךָ֙ עַל־הַשָּׁמַ֔יִם ,522798,נְטֵ֤ה אֶת־יָֽדְךָ֙ עַל־הַשָּׁמַ֔יִם ,Main,Q,impv,ZIm0,p2,NVH[,נטה,נְטֵ֤ה אֶת־יָֽדְךָ֙ עַל־הַשָּׁמַ֔יִם ,,,,,,,,,,,
34023,וַיֹּ֣אמֶר אֲלֵהֶ֗ם ,522906,וַיֹּ֣אמֶר אֲלֵהֶ֗ם ,Main,N,wayq,Way0,p3,>MR[,יאמר,וַיֹּ֣אמֶר אֲלֵהֶ֗ם ,כַּאֲשֶׁ֛ר אֲשַׁלַּ֥ח אֶתְכֶ֖ם וְאֶֽת־טַפְּכֶ֑ם ,522908,כַּאֲשֶׁ֛ר אֲשַׁלַּ֥ח אֶתְכֶ֖ם וְאֶֽת־טַפְּכֶ֑ם ,SubAdv,Q,yqtl,xYq0,p1,CLX[,אשׁלח,כַּאֲשֶׁ֛ר אֲשַׁלַּ֥ח אֶתְכֶ֖ם וְאֶֽת־טַפְּכֶ֑ם 
34074,נְטֵ֨ה יָדְךָ֜ עַל־אֶ֤רֶץ מִצְרַ֨יִם֙ בָּֽאַרְבֶּ֔ה ,522918,נְטֵ֨ה יָדְךָ֜ עַל־אֶ֤רֶץ מִצְרַ֨יִם֙ בָּֽאַרְבֶּ֔ה ,Main,Q,impv,ZIm0,p2,NVH[,נטה,נְטֵ֨ה יָדְךָ֜ עַל־אֶ֤רֶץ מִצְרַ֨יִם֙ בָּֽאַרְבֶּ֔ה ,וְיֹאכַל֙ אֶת־כָּל־עֵ֣שֶׂב הָאָ֔רֶץ אֵ֛ת כָּל־,522920,וְיֹאכַל֙ אֶת־כָּל־עֵ֣שֶׂב הָאָ֔רֶץ אֵ֛ת כָּל־,Main,Q,yqtl,WYq0,p3,>KL[,יאכל,וְיֹאכַל֙ אֶת־כָּל־עֵ֣שֶׂב הָאָ֔רֶץ אֵ֛ת כָּל־
34232,וְהַעְתִּ֖ירוּ לַיהוָ֣ה אֱלֹהֵיכֶ֑ם ,522942,וְהַעְתִּ֖ירוּ לַיהוָ֣ה אֱלֹהֵיכֶ֑ם ,Main,Q,impv,WIm0,p2,<TR[,העתירו,וְהַעְתִּ֖ירוּ לַיהוָ֣ה אֱלֹהֵיכֶ֑ם ,,,,,,,,,,,
34297,נְטֵ֤ה יָֽדְךָ֙ עַל־הַשָּׁמַ֔יִם ,522953,נְטֵ֤ה יָֽדְךָ֙ עַל־הַשָּׁמַ֔יִם ,Main,Q,impv,ZIm0,p2,NVH[,נטה,נְטֵ֤ה יָֽדְךָ֙ עַל־הַשָּׁמַ֔יִם ,וְיָמֵ֖שׁ חֹֽשֶׁךְ׃ ,522955,וְיָמֵ֖שׁ חֹֽשֶׁךְ׃ ,Main,Q,yqtl,WYq0,p3,MCC[,ימשׁ,וְיָמֵ֖שׁ חֹֽשֶׁךְ׃ 
34429,הִשָּׁ֣מֶר לְךָ֗ ,522985,הִשָּׁ֣מֶר לְךָ֗ ,Main,Q,impv,ZIm0,p2,CMR[,השׁמר,הִשָּׁ֣מֶר לְךָ֗ ,רְאֹ֣ות פָּנַ֔י ,522987,רְאֹ֣ות פָּנַ֔י ,SubArg,Q,infc,InfC,unknown,R>H[,ראות,רְאֹ֣ות פָּנַ֔י 
37776,אִ֕ישׁ ,523652,אִ֕ישׁ ,Main,Q,Ø,CPen,,,,אִ֕ישׁ ,,,,,,,,,,,
38856,אִיעָ֣צְךָ֔ ,523874,אִיעָ֣צְךָ֔ ,Main,Q,yqtl,ZYq0,p1,J<Y[,איעצך,אִיעָ֣צְךָ֔ ,,,,,,,,,,,
41067,לֹ֥א תִשָּׂ֖א שֵׁ֣מַע שָׁ֑וְא ,524343,לֹ֥א תִשָּׂ֖א שֵׁ֣מַע שָׁ֑וְא ,Main,Q,yqtl,xYq0,p2,NF>[,תשׂא,לֹ֥א תִשָּׂ֖א שֵׁ֣מַע שָׁ֑וְא ,לִהְיֹ֖ת עֵ֥ד חָמָֽס׃ ס ,524345,לִהְיֹ֖ת עֵ֥ד חָמָֽס׃ ס ,SubAdv,Q,infc,InfC,unknown,HJH[,הית,לִהְיֹ֖ת עֵ֥ד חָמָֽס׃ ס 
46709,הַנִּ֣יחָה לִּ֔י ,525302,הַנִּ֣יחָה לִּ֔י ,Main,Q,impv,ZIm0,p2,NWX[,הניחה,הַנִּ֣יחָה לִּ֔י ,וַאֲכַלֵּ֑ם ,525304,וַאֲכַלֵּ֑ם ,Main,Q,yqtl,WYq0,p1,KLH[,אכלם,וַאֲכַלֵּ֑ם 
46987,וַיֹּ֣אמֶר אַהֲרֹ֔ן ,525363,וַיֹּ֣אמֶר אַהֲרֹ֔ן ,Main,N,wayq,WayX,p3,>MR[,יאמר,וַיֹּ֣אמֶר אַהֲרֹ֔ן ,אַתָּה֙ יָדַ֣עְתָּ אֶת־הָעָ֔ם ,525365,אַתָּה֙ יָדַ֣עְתָּ אֶת־הָעָ֔ם ,Main,Q,qtl,XQtl,p2,JD<[,ידעת,אַתָּה֙ יָדַ֣עְתָּ אֶת־הָעָ֔ם 
47825,וְאִישׁ֙ לֹֽא־יַעֲלֶ֣ה עִמָּ֔ךְ ,525559,וְאִישׁ֙ לֹֽא־יַעֲלֶ֣ה עִמָּ֔ךְ ,Main,Q,yqtl,WXYq,p3,<LH[,יעלה,וְאִישׁ֙ לֹֽא־יַעֲלֶ֣ה עִמָּ֔ךְ ,גַּם־הַצֹּ֤אן וְהַבָּקָר֙ אַל־יִרְע֔וּ אֶל־מ֖וּל הָהָ֥ר הַהֽוּא׃ ,525561,גַּם־הַצֹּ֤אן וְהַבָּקָר֙ אַל־יִרְע֔וּ אֶל־מ֖וּל הָהָ֥ר הַהֽוּא׃ ,Main,Q,yqtl,XYqt,p3,R<H[,ירעו,גַּם־הַצֹּ֤אן וְהַבָּקָר֙ אַל־יִרְע֔וּ אֶל־מ֖וּל הָהָ֥ר הַהֽוּא׃ 
54666,וְיְשַׁלֵּ֗ם ,526639,וְ,Main,Q,Ø,Defc,,,,וְאֵ֣ת אֲשֶׁר֩ חָטָ֨א מִן־הַקֹּ֜דֶשׁ יְשַׁלֵּ֗ם ,,,,,,,,,,,
54847,וְשִׁלַּ֤ם אֹתֹו֙ בְּרֹאשֹׁ֔ו ,526685,וְשִׁלַּ֤ם אֹתֹו֙ בְּרֹאשֹׁ֔ו ,Main,Q,wqtl,WQt0,p3,CLM[,שׁלם,וְשִׁלַּ֤ם אֹתֹו֙ בְּרֹאשֹׁ֔ו ,יִתְּנֶ֖נּוּ בְּיֹ֥ום ,526688,יִתְּנֶ֖נּוּ בְּיֹ֥ום ,Main,Q,yqtl,ZYq0,p3,NTN[,יתננו,לַאֲשֶׁ֨ר ה֥וּא לֹ֛ו יִתְּנֶ֖נּוּ בְּיֹ֥ום 
56991,תַּעֲשׂ֑וּ ,527074,תַּעֲשׂ֑וּ ,SubArg,Q,yqtl,ZYq0,p2,<FH[,תעשׂו,תַּעֲשׂ֑וּ ,,,,,,,,,,,
57567,לֵאמֹֽר׃ ,527167,לֵאמֹֽר׃ ,SubAdv,N,infc,InfC,unknown,>MR[,אמר,לֵאמֹֽר׃ ,בְּבֹאֲכֶ֛ם אֶל־אֹ֥הֶל מֹועֵ֖ד ,527169,בְּבֹאֲכֶ֛ם אֶל־אֹ֥הֶל מֹועֵ֖ד ,SubAdv,Q,infc,InfC,unknown,BW>[,באכם,בְּבֹאֲכֶ֛ם אֶל־אֹ֥הֶל מֹועֵ֖ד 
61973,וְאִ֡ם שָׁכֹב֩ יִשְׁכַּ֨ב אִ֜ישׁ אֹתָ֗הּ ,527989,וְאִ֡ם שָׁכֹב֩ יִשְׁכַּ֨ב אִ֜ישׁ אֹתָ֗הּ ,SubAdv,Q,yqtl,WxYX,p3,CKB[,ישׁכב,וְאִ֡ם שָׁכֹב֩ יִשְׁכַּ֨ב אִ֜ישׁ אֹתָ֗הּ ,וְטָמֵ֖א שִׁבְעַ֣ת יָמִ֑ים ,527991,וְטָמֵ֖א שִׁבְעַ֣ת יָמִ֑ים ,Main,Q,wqtl,WQt0,p3,VM>[,טמא,וְטָמֵ֖א שִׁבְעַ֣ת יָמִ֑ים 
68874,וְהָאָרֶץ֩ תֵּעָזֵ֨ב מֵהֶ֜ם ,529363,וְהָאָרֶץ֩ תֵּעָזֵ֨ב מֵהֶ֜ם ,Main,Q,yqtl,WXYq,p3,<ZB[,תעזב,וְהָאָרֶץ֩ תֵּעָזֵ֨ב מֵהֶ֜ם ,בָּהְשַׁמָּה֙ מֵהֶ֔ם ,529365,בָּהְשַׁמָּה֙ מֵהֶ֔ם ,SubAdv,Q,infc,InfC,unknown,CMM[,השׁמה,בָּהְשַׁמָּה֙ מֵהֶ֔ם 
69555,וְאִם־גָּאֹ֥ל יִגְאַ֛ל אִ֖ישׁ מִמַּֽעַשְׂרֹ֑ו ,529494,וְאִם־גָּאֹ֥ל יִגְאַ֛ל אִ֖ישׁ מִמַּֽעַשְׂרֹ֑ו ,SubAdv,Q,yqtl,WxYX,p3,G>L[,יגאל,וְאִם־גָּאֹ֥ל יִגְאַ֛ל אִ֖ישׁ מִמַּֽעַשְׂרֹ֑ו ,,,,,,,,,,,
