bhsa_node,ref,book,book_super,canon_part,period,genre,domain2,text_full,text_plain,lex,lex_etcbc,gloss,verb_form,stem,person,gender,number,valence,clause_atom,clause,verse,sentence,txt_type,clause_type,cltype_simp,clause_rela,cl_args,is_question,prec_lexes,prec_pos,prec_part,ref_sbl,ref_abbr,has_objc,objc_pos,has_loca,loca_type,loca_heads,has_time
223625,Isaiah 35:4,Isaiah,Isaiah,Prophets,,prophetic,Q,יֹשַׁעֲכֶֽם,ישׁעכם,ישׁע,JC<[,help,jussF,hif,p3,m,sg,,וְיֹשַׁעֲכֶֽם׃ ,וְיֹשַׁעֲכֶֽם׃ ,אִמְרוּ֙ לְנִמְהֲרֵי־לֵ֔ב חִזְק֖וּ אַל־תִּירָ֑אוּ הִנֵּ֤ה אֱלֹֽהֵיכֶם֙ נָקָ֣ם יָבֹ֔וא גְּמ֣וּל אֱלֹהִ֔ים ה֥וּא יָבֹ֖וא וְיֹשַׁעֲכֶֽם׃ ,וְיֹשַׁעֲכֶֽם׃ ,DQQ,WYq0,W,Main,_W_V,0,_W_,_conj_,_W_,Isa 35:4,Isa. 35:4,1,VO?,0,,,0
225367,Isaiah 38:21,Isaiah,Isaiah,Prophets,,prose,Q,יֶֽחִי,יחי,חיה,XJH[,be alive,jussF,qal,p3,m,sg,--,וְיֶֽחִי׃ ,וְיֶֽחִי׃ ,וַיֹּ֣אמֶר יְשַׁעְיָ֔הוּ יִשְׂא֖וּ דְּבֶ֣לֶת תְּאֵנִ֑ים וְיִמְרְח֥וּ עַֽל־הַשְּׁחִ֖ין וְיֶֽחִי׃ ,וְיֶֽחִי׃ ,?NQ,WYq0,W,Main,_W_V,0,_W_,_conj_,_W_,Isa 38:21,Isa. 38:21,0,,0,,,0
228558,Isaiah 47:3,Isaiah,Isaiah,Prophets,,prophetic,Q,תִּגָּל֙,תגל,גלה,GLH[,uncover,jussF,nif,p3,f,sg,,תִּגָּל֙ עֶרְוָתֵ֔ךְ ,תִּגָּל֙ עֶרְוָתֵ֔ךְ ,תִּגָּל֙ עֶרְוָתֵ֔ךְ גַּ֥ם תֵּרָאֶ֖ה חֶרְפָּתֵ֑ךְ נָקָ֣ם אֶקָּ֔ח וְלֹ֥א אֶפְגַּ֖ע אָדָֽם׃ ס ,תִּגָּל֙ עֶרְוָתֵ֔ךְ ,Q,ZYqX,Ø,Main,V,0,Ø,Ø,Ø,Isa 47:3,Isa. 47:3,0,,0,,,0
231117,Isaiah 55:3,Isaiah,Isaiah,Prophets,,prophetic,Q,תְחִ֣י,תחי,חיה,XJH[,be alive,jussF,qal,p3,f,sg,--,וּתְחִ֣י נַפְשְׁכֶ֑ם ,וּתְחִ֣י נַפְשְׁכֶ֑ם ,הַטּ֤וּ אָזְנְכֶם֙ וּלְכ֣וּ אֵלַ֔י שִׁמְע֖וּ וּתְחִ֣י נַפְשְׁכֶ֑ם וְאֶכְרְתָ֤ה לָכֶם֙ בְּרִ֣ית עֹולָ֔ם חַֽסְדֵ֥י דָוִ֖ד הַנֶּאֱמָנִֽים׃ ,וּתְחִ֣י נַפְשְׁכֶ֑ם ,Q,WYqX,W,Main,_W_V,0,_W_,_conj_,_W_,Isa 55:3,Isa. 55:3,0,,0,,,0
231172,Isaiah 55:7,Isaiah,Isaiah,Prophets,,prophetic,Q,יָשֹׁ֤ב,ישׁב,שׁוב,CWB[,return,jussF,qal,p3,m,sg,-c,וְיָשֹׁ֤ב אֶל־יְהוָה֙ ,וְיָשֹׁ֤ב אֶל־יְהוָה֙ ,יַעֲזֹ֤ב רָשָׁע֙ דַּרְכֹּ֔ו וְאִ֥ישׁ אָ֖וֶן מַחְשְׁבֹתָ֑יו וְיָשֹׁ֤ב אֶל־יְהוָה֙ וִֽירַחֲמֵ֔הוּ וְאֶל־אֱלֹהֵ֖ינוּ כִּֽי־יַרְבֶּ֥ה לִסְלֹֽוחַ׃ ,וְיָשֹׁ֤ב אֶל־יְהוָה֙ וְאֶל־אֱלֹהֵ֖ינוּ ,Q,WYq0,W,Main,_W_V,0,_W_,_conj_,_W_,Isa 55:7,Isa. 55:7,0,,0,,,0
233192,Isaiah 61:10,Isaiah,Isaiah,Prophets,,prophetic,Q,תָּגֵ֤ל,תגל,גיל,GJL[,rejoice,jussF,qal,p3,f,sg,-p,תָּגֵ֤ל נַפְשִׁי֙ בֵּֽאלֹהַ֔י ,תָּגֵ֤ל נַפְשִׁי֙ בֵּֽאלֹהַ֔י ,שֹׂ֧ושׂ אָשִׂ֣ישׂ בַּֽיהוָ֗ה תָּגֵ֤ל נַפְשִׁי֙ בֵּֽאלֹהַ֔י כִּ֤י הִלְבִּישַׁ֨נִי֙ בִּגְדֵי־יֶ֔שַׁע מְעִ֥יל צְדָקָ֖ה יְעָטָ֑נִי כֶּֽחָתָן֙ יְכַהֵ֣ן פְּאֵ֔ר וְכַכַּלָּ֖ה תַּעְדֶּ֥ה כֵלֶֽיהָ׃ ,תָּגֵ֤ל נַפְשִׁי֙ בֵּֽאלֹהַ֔י ,Q,ZYqX,Ø,Main,V,0,Ø,Ø,Ø,Isa 61:10,Isa. 61:10,0,,0,,,0
239604,Jeremiah 9:11,Jeremiah,Jeremiah,Prophets,,prophetic,Q,יָבֵ֣ן,יבן,בין,BJN[,understand,jussF,qal,p3,m,sg,d-,וְיָבֵ֣ן אֶת־זֹ֔את ,וְיָבֵ֣ן אֶת־זֹ֔את ,מִֽי־הָאִ֤ישׁ הֶֽחָכָם֙ וְיָבֵ֣ן אֶת־זֹ֔את וַאֲשֶׁ֨ר דִּבֶּ֧ר פִּֽי־יְהוָ֛ה אֵלָ֖יו וְיַגִּדָ֑הּ עַל־מָה֙ אָבְדָ֣ה הָאָ֔רֶץ נִצְּתָ֥ה כַמִּדְבָּ֖ר מִבְּלִ֖י עֹבֵֽר׃ ס ,וְיָבֵ֣ן אֶת־זֹ֔את ,Q,WYq0,W,Main,_W_V,0,_W_,_conj_,_W_,Jer 9:11,Jer. 9:11,1,VO,0,,,0
240953,Jeremiah 12:6,Jeremiah,Jeremiah,Prophets,,prophetic,Q,תַּאֲמֵ֣ן,תאמן,אמן,>MN[,be firm,jussF,hif,p2,m,sg,,אַל־תַּאֲמֵ֣ן בָּ֔ם ,אַל־תַּאֲמֵ֣ן בָּ֔ם ,כִּ֧י גַם־אַחֶ֣יךָ וּבֵית־אָבִ֗יךָ גַּם־הֵ֨מָּה֙ בָּ֣גְדוּ בָ֔ךְ גַּם־הֵ֛מָּה קָרְא֥וּ אַחֲרֶ֖יךָ מָלֵ֑א אַל־תַּאֲמֵ֣ן בָּ֔ם כִּֽי־יְדַבְּר֥וּ אֵלֶ֖יךָ טֹובֹֽות׃ ס ,אַל־תַּאֲמֵ֣ן בָּ֔ם כִּֽי־יְדַבְּר֥וּ אֵלֶ֖יךָ טֹובֹֽות׃ ס ,Q,xYq0,x,Main,V,0,_>L=_,_nega_,_>L=_,Jer 12:6,Jer. 12:6,0,,0,,,0
241342,Jeremiah 13:10,Jeremiah,Jeremiah,Prophets,,prophetic,Q,יהִי֙,יהי,היה,HJH[,be,jussF,qal,p3,m,sg,--,וִיהִי֙ כָּאֵזֹ֣ור הַזֶּ֔ה ,וִיהִי֙ כָּאֵזֹ֣ור הַזֶּ֔ה ,הָעָם֩ הַזֶּ֨ה הָרָ֜ע הַֽמֵּאֲנִ֣ים׀ לִשְׁמֹ֣ועַ אֶת־דְּבָרַ֗י הַהֹֽלְכִים֙ בִּשְׁרִר֣וּת לִבָּ֔ם וַיֵּלְכ֗וּ אַֽחֲרֵי֙ אֱלֹהִ֣ים אֲחֵרִ֔ים לְעָבְדָ֖ם וּלְהִשְׁתַּחֲוֹ֣ת לָהֶ֑ם וִיהִי֙ כָּאֵזֹ֣ור הַזֶּ֔ה אֲשֶׁ֥ר לֹא־יִצְלַ֖ח לַכֹּֽל׃ ,הָעָם֩ הַזֶּ֨ה הָרָ֜ע הַֽמֵּאֲנִ֣ים׀ לִשְׁמֹ֣ועַ אֶת־דְּבָרַ֗י הַהֹֽלְכִים֙ בִּשְׁרִר֣וּת לִבָּ֔ם וַיֵּלְכ֗וּ אַֽחֲרֵי֙ אֱלֹהִ֣ים אֲחֵרִ֔ים לְעָבְדָ֖ם וּלְהִשְׁתַּחֲוֹ֣ת לָהֶ֑ם וִיהִי֙ כָּאֵזֹ֣ור הַזֶּ֔ה אֲשֶׁ֥ר לֹא־יִצְלַ֖ח לַכֹּֽל׃ ,QNQQ,WYq0,W,Main,_W_V,0,_W_,_conj_,_W_,Jer 13:10,Jer. 13:10,0,,0,,,0
242716,Jeremiah 16:5,Jeremiah,Jeremiah,Prophets,,prophetic,Q,תָּנֹ֖ד,תנד,נוד,NWD[,waver,jussF,qal,p2,m,sg,-i,וְאַל־תָּנֹ֖ד לָהֶ֑ם ,וְאַל־תָּנֹ֖ד לָהֶ֑ם ,כִּֽי־כֹ֣ה׀ אָמַ֣ר יְהוָ֗ה אַל־תָּבֹוא֙ בֵּ֣ית מַרְזֵ֔חַ וְאַל־תֵּלֵ֣ךְ לִסְפֹּ֔וד וְאַל־תָּנֹ֖ד לָהֶ֑ם כִּֽי־אָסַ֨פְתִּי אֶת־שְׁלֹומִ֜י מֵאֵ֨ת הָעָ֤ם־הַזֶּה֙ נְאֻם־יְהוָ֔ה אֶת־הַחֶ֖סֶד וְאֶת־הָֽרַחֲמִֽים׃ ,וְאַל־תָּנֹ֖ד לָהֶ֑ם ,NQQ,WxY0,Wx,Main,_W_V,0,_W_>L=_,_conj_nega_,_W_>L=_,Jer 16:5,Jer. 16:5,0,,0,,,0
244856,Jeremiah 20:14,Jeremiah,Jeremiah,Prophets,,prophetic,N,יְהִ֥י,יהי,היה,HJH[,be,jussF,qal,p3,m,sg,--,אַל־יְהִ֥י בָרֽוּךְ׃ ,אַל־יְהִ֥י בָרֽוּךְ׃ ,אָר֣וּר הַיֹּ֔ום אֲשֶׁ֥ר יֻלַּ֖דְתִּי בֹּ֑ו יֹ֛ום אֲשֶׁר־יְלָדַ֥תְנִי אִמִּ֖י אַל־יְהִ֥י בָרֽוּךְ׃ ,יֹ֛ום אֲשֶׁר־יְלָדַ֥תְנִי אִמִּ֖י אַל־יְהִ֥י בָרֽוּךְ׃ ,N,xYq0,x,Main,V,0,_>L=_,_nega_,_>L=_,Jer 20:14,Jer. 20:14,0,,0,,,0
246302,Jeremiah 23:18,Jeremiah,Jeremiah,Prophets,,prophetic,Q,יֵ֖רֶא,ירא,ראה,R>H[,see,jussF,qal,p3,m,sg,--,וְיֵ֖רֶא ,וְיֵ֖רֶא ,כִּ֣י מִ֤י עָמַד֙ בְּסֹ֣וד יְהוָ֔ה וְיֵ֖רֶא וְיִשְׁמַ֣ע אֶת־דְּבָרֹ֑ו מִֽי־הִקְשִׁ֥יב דְּבָרֹ֖ו וַיִּשְׁמָֽע׃ ס ,וְיֵ֖רֶא ,?Q,WYq0,W,Main,_W_V,0,_W_,_conj_,_W_,Jer 23:18,Jer. 23:18,0,,0,,,0
249202,Jeremiah 28:6,Jeremiah,Jeremiah,Prophets,,prophetic,Q,יָקֵ֤ם,יקם,קום,QWM[,arise,jussF,hif,p3,m,sg,,יָקֵ֤ם יְהוָה֙ אֶת־דְּבָרֶ֔יךָ ,יָקֵ֤ם יְהוָה֙ אֶת־דְּבָרֶ֔יךָ ,וַיֹּ֨אמֶר֙ יִרְמְיָ֣ה הַנָּבִ֔יא אָמֵ֕ן כֵּ֖ן יַעֲשֶׂ֣ה יְהוָ֑ה יָקֵ֤ם יְהוָה֙ אֶת־דְּבָרֶ֔יךָ אֲשֶׁ֣ר נִבֵּ֗אתָ לְהָשִׁ֞יב כְּלֵ֤י בֵית־יְהוָה֙ וְכָל־הַגֹּולָ֔ה מִבָּבֶ֖ל אֶל־הַמָּקֹ֥ום הַזֶּֽה׃ ,יָקֵ֤ם יְהוָה֙ אֶת־דְּבָרֶ֔יךָ אֲשֶׁ֣ר נִבֵּ֗אתָ לְהָשִׁ֞יב כְּלֵ֤י בֵית־יְהוָה֙ וְכָל־הַגֹּולָ֔ה מִבָּבֶ֖ל אֶל־הַמָּקֹ֥ום הַזֶּֽה׃ ,NQ,ZYqX,Ø,Main,V,0,Ø,Ø,Ø,Jer 28:6,Jer. 28:6,1,VO,0,,,0
256162,Jeremiah 38:20,Jeremiah,Jeremiah,Prophets,,prophetic,Q,תְחִ֥י,תחי,חיה,XJH[,be alive,jussF,qal,p3,f,sg,--,וּתְחִ֥י נַפְשֶֽׁךָ׃ ,וּתְחִ֥י נַפְשֶֽׁךָ׃ ,וַיֹּ֥אמֶר יִרְמְיָ֖הוּ לֹ֣א יִתֵּ֑נוּ שְֽׁמַֽע־נָ֣א׀ בְּקֹ֣ול יְהוָ֗ה לַאֲשֶׁ֤ר אֲנִי֙ דֹּבֵ֣ר אֵלֶ֔יךָ וְיִ֥יטַב לְךָ֖ וּתְחִ֥י נַפְשֶֽׁךָ׃ ,וּתְחִ֥י נַפְשֶֽׁךָ׃ ,NQ,WYqX,W,Main,_W_V,0,_W_,_conj_,_W_,Jer 38:20,Jer. 38:20,0,,0,,,0
256625,Jeremiah 39:12,Jeremiah,Jeremiah,Prophets,,prose,Q,תַּ֥עַשׂ,תעשׂ,עשׂה,<FH[,make,jussF,qal,p2,m,sg,di,וְאַל־תַּ֥עַשׂ לֹ֖ו מְא֣וּמָה רָּ֑ע ,וְאַל־תַּ֥עַשׂ לֹ֖ו מְא֣וּמָה רָּ֑ע ,קָחֶ֗נּוּ וְעֵינֶ֨יךָ֙ שִׂ֣ים עָלָ֔יו וְאַל־תַּ֥עַשׂ לֹ֖ו מְא֣וּמָה רָּ֑ע כִּ֗י כַּֽאֲשֶׁר֙ יְדַבֵּ֣ר אֵלֶ֔יךָ כֵּ֖ן עֲשֵׂ֥ה עִמֹּֽו׃ ,וְאַל־תַּ֥עַשׂ לֹ֖ו מְא֣וּמָה רָּ֑ע ,?NQ,WxY0,Wx,Main,_W_V,0,_W_>L=_,_conj_nega_,_W_>L=_,Jer 39:12,Jer. 39:12,1,VO,0,,,0
257850,Jeremiah 42:3,Jeremiah,Jeremiah,Prophets,,prophetic,Q,יַגֶּד,יגד,נגד,NGD[,report,jussF,hif,p3,m,sg,,וְיַגֶּד־לָ֨נוּ֙ יְהוָ֣ה אֱלֹהֶ֔יךָ אֶת־הַדֶּ֖רֶךְ ,וְיַגֶּד־לָ֨נוּ֙ יְהוָ֣ה אֱלֹהֶ֔יךָ אֶת־הַדֶּ֖רֶךְ וְאֶת־הַדָּבָ֖ר ,וְיַגֶּד־לָ֨נוּ֙ יְהוָ֣ה אֱלֹהֶ֔יךָ אֶת־הַדֶּ֖רֶךְ אֲשֶׁ֣ר נֵֽלֶךְ־בָּ֑הּ וְאֶת־הַדָּבָ֖ר אֲשֶׁ֥ר נַעֲשֶֽׂה׃ ,וְיַגֶּד־לָ֨נוּ֙ יְהוָ֣ה אֱלֹהֶ֔יךָ אֶת־הַדֶּ֖רֶךְ אֲשֶׁ֣ר נֵֽלֶךְ־בָּ֑הּ וְאֶת־הַדָּבָ֖ר אֲשֶׁ֥ר נַעֲשֶֽׂה׃ ,NQ,WYqX,W,Main,_W_V,0,_W_,_conj_,_W_,Jer 42:3,Jer. 42:3,1,VO,0,,,0
257900,Jeremiah 42:5,Jeremiah,Jeremiah,Prophets,,prophetic,Q,יְהִ֤י,יהי,היה,HJH[,be,jussF,qal,p3,m,sg,-i,יְהִ֤י יְהוָה֙ בָּ֔נוּ לְעֵ֖ד אֱמֶ֣ת וְנֶאֱמָ֑ן ,יְהִ֤י יְהוָה֙ בָּ֔נוּ לְעֵ֖ד אֱמֶ֣ת וְנֶאֱמָ֑ן ,וְהֵ֨מָּה֙ אָמְר֣וּ אֶֽל־יִרְמְיָ֔הוּ יְהִ֤י יְהוָה֙ בָּ֔נוּ לְעֵ֖ד אֱמֶ֣ת וְנֶאֱמָ֑ן אִם־לֹ֡א כְּֽכָל־הַ֠דָּבָר אֲשֶׁ֨ר יִֽשְׁלָחֲךָ֜ יְהוָ֧ה אֱלֹהֶ֛יךָ אֵלֵ֖ינוּ כֵּ֥ן נַעֲשֶֽׂה׃ ,יְהִ֤י יְהוָה֙ בָּ֔נוּ לְעֵ֖ד אֱמֶ֣ת וְנֶאֱמָ֑ן ,NQ,ZYqX,Ø,Main,V,0,Ø,Ø,Ø,Jer 42:5,Jer. 42:5,0,,0,,,0
262358,Jeremiah 50:26,Jeremiah,Jeremiah,Prophets,,prophetic,Q,תְּהִי,תהי,היה,HJH[,be,jussF,qal,p3,f,sg,-i,אַל־תְּהִי־לָ֖הּ שְׁאֵרִֽית׃ ,אַל־תְּהִי־לָ֖הּ שְׁאֵרִֽית׃ ,בֹּֽאוּ־לָ֤הּ מִקֵּץ֙ פִּתְח֣וּ מַאֲבֻסֶ֔יהָ סָלּ֥וּהָ כְמֹו־עֲרֵמִ֖ים וְהַחֲרִימ֑וּהָ אַל־תְּהִי־לָ֖הּ שְׁאֵרִֽית׃ ,אַל־תְּהִי־לָ֖הּ שְׁאֵרִֽית׃ ,?Q,xYqX,x,Main,V,0,_>L=_,_nega_,_>L=_,Jer 50:26,Jer. 50:26,0,,0,,,0
262403,Jeremiah 50:29,Jeremiah,Jeremiah,Prophets,,prophetic,Q,יְהִי,יהי,היה,HJH[,be,jussF,qal,p3,m,sg,-i,אַל־יְהִי־לָהּ֙ פְּלֵטָ֔ה ,אַל־יְהִי־לָהּ֙ פְּלֵטָ֔ה ,הַשְׁמִ֣יעוּ אֶל־בָּבֶ֣ל׀ רַ֠בִּים כָּל־דֹּ֨רְכֵי קֶ֜שֶׁת חֲנ֧וּ עָלֶ֣יהָ סָבִ֗יב אַל־יְהִי־לָהּ֙ פְּלֵטָ֔ה שַׁלְּמוּ־לָ֣הּ כְּפָעֳלָ֔הּ כְּכֹ֛ל אֲשֶׁ֥ר עָשְׂתָ֖ה עֲשׂוּ־לָ֑הּ כִּ֧י אֶל־יְהוָ֛ה זָ֖דָה אֶל־קְדֹ֥ושׁ יִשְׂרָאֵֽל׃ ,אַל־יְהִי־לָהּ֙ פְּלֵטָ֔ה ,?Q,xYq0,x,Main,V,0,_>L=_,_nega_,_>L=_,Jer 50:29,Jer. 50:29,0,,0,,,0
265474,Ezekiel 2:8,Ezekiel,Ezekiel,Prophets,,prophetic,Q,תְּהִי,תהי,היה,HJH[,be,jussF,qal,p2,m,sg,--,אַל־תְּהִי־מֶ֖רִי כְּבֵ֣ית הַמֶּ֑רִי ,אַל־תְּהִי־מֶ֖רִי כְּבֵ֣ית הַמֶּ֑רִי ,וְאַתָּ֣ה בֶן־אָדָ֗ם שְׁמַע֙ אֵ֤ת אֲשֶׁר־אֲנִי֙ מְדַבֵּ֣ר אֵלֶ֔יךָ אַל־תְּהִי־מֶ֖רִי כְּבֵ֣ית הַמֶּ֑רִי פְּצֵ֣ה פִ֔יךָ וֶאֱכֹ֕ל אֵ֥ת אֲשֶׁר־אֲנִ֖י נֹתֵ֥ן אֵלֶֽיךָ׃ ,אַל־תְּהִי־מֶ֖רִי כְּבֵ֣ית הַמֶּ֑רִי ,NQ,xYq0,x,Main,V,0,_>L=_,_nega_,_>L=_,Ezek 2:8,Ezek. 2:8,0,,0,,,0
265558,Ezekiel 3:3,Ezekiel,Ezekiel,Prophets,,prophetic,Q,תַֽאֲכֵל֙,תאכל,אכל,>KL[,eat,jussF,hif,p2,m,sg,,בִּטְנְךָ֤ תַֽאֲכֵל֙ ,בִּטְנְךָ֤ תַֽאֲכֵל֙ ,וַיֹּ֣אמֶר אֵלַ֗י בֶּן־אָדָם֙ בִּטְנְךָ֤ תַֽאֲכֵל֙ וּמֵעֶ֣יךָ תְמַלֵּ֔א אֵ֚ת הַמְּגִלָּ֣ה הַזֹּ֔את אֲשֶׁ֥ר אֲנִ֖י נֹתֵ֣ן אֵלֶ֑יךָ וָאֹ֣כְלָ֔ה וַתְּהִ֥י בְּפִ֖י כִּדְבַ֥שׁ לְמָתֹֽוק׃ פ ,בֶּן־אָדָם֙ בִּטְנְךָ֤ תַֽאֲכֵל֙ ,NQ,xYq0,x,Main,OV,0,_BVN/_,_subs_,Ø,Ezek 3:3,Ezek. 3:3,1,OV,0,,,0
268210,Ezekiel 9:5,Ezekiel,Ezekiel,Prophets,,prophetic,Q,תָּחֹ֥ס,תחס,חוס,XWS[,pity,jussF,qal,p3,f,sg,--,אַל־תָּחֹ֥ס עֵינְכֶ֖ם ,אַל־תָּחֹ֥ס עֵינְכֶ֖ם ,וּלְאֵ֨לֶּה֙ אָמַ֣ר בְּאָזְנַ֔י עִבְר֥וּ בָעִ֛יר אַחֲרָ֖יו וְהַכּ֑וּ אַל־תָּחֹ֥ס עֵינְכֶ֖ם וְאַל־תַּחְמֹֽלוּ׃ ,אַל־תָּחֹ֥ס עֵינְכֶ֖ם ,NQ,xYqX,x,Main,V,0,_>L=_,_nega_,_>L=_,Ezek 9:5,Ezek. 9:5,0,,0,,,0
288695,Ezekiel 45:10,Ezekiel,Ezekiel,Prophets,,instruction,Q,יְהִ֥י,יהי,היה,HJH[,be,jussF,qal,p3,m,sg,-i,מֹֽאזְנֵי־צֶ֧דֶק וְאֵֽיפַת־צֶ֛דֶק וּבַת־צֶ֖דֶק יְהִ֥י לָכֶֽם׃ ,מֹֽאזְנֵי־צֶ֧דֶק וְאֵֽיפַת־צֶ֛דֶק וּבַת־צֶ֖דֶק יְהִ֥י לָכֶֽם׃ ,מֹֽאזְנֵי־צֶ֧דֶק וְאֵֽיפַת־צֶ֛דֶק וּבַת־צֶ֖דֶק יְהִ֥י לָכֶֽם׃ ,מֹֽאזְנֵי־צֶ֧דֶק וְאֵֽיפַת־צֶ֛דֶק וּבַת־צֶ֖דֶק יְהִ֥י לָכֶֽם׃ ,QQ,XYqt,x,Main,SV,0,_M>ZNJM/_YDQ/_W_>JPH/_YDQ/_W_BT=/_YDQ/_,_subs_subs_conj_subs_subs_conj_subs_subs_,_W_W_,Ezek 45:10,Ezek. 45:10,0,,0,,,0
291167,Hosea 2:4,Hosea,Twelve,Prophets,,prophetic,Q,תָסֵ֤ר,תסר,סור,SWR[,turn aside,jussF,hif,p3,f,sg,,וְתָסֵ֤ר זְנוּנֶ֨יהָ֙ מִפָּנֶ֔יה ,וְתָסֵ֤ר זְנוּנֶ֨יהָ֙ מִפָּנֶ֔יה ,רִ֤יבוּ בְאִמְּכֶם֙ רִ֔יבוּ כִּֽי־הִיא֙ לֹ֣א אִשְׁתִּ֔י וְאָנֹכִ֖י לֹ֣א אִישָׁ֑הּ וְתָסֵ֤ר זְנוּנֶ֨יהָ֙ מִפָּנֶ֔יה וְנַאֲפוּפֶ֖יהָ מִבֵּ֥ין שָׁדֶֽיהָ׃ ,וְתָסֵ֤ר זְנוּנֶ֨יהָ֙ מִפָּנֶ֔יה וְנַאֲפוּפֶ֖יהָ מִבֵּ֥ין שָׁדֶֽיהָ׃ ,Q,WYq0,W,Main,_W_V,0,_W_,_conj_,_W_,Hos 2:4,Hos. 2:4,1,VO,0,,,0
291758,Hosea 4:4,Hosea,Twelve,Prophets,,prophetic,Q,יָרֵ֖ב,ירב,ריב,RJB[,contend,jussF,qal,p3,m,sg,--,אַ֥ךְ אִ֛ישׁ אַל־יָרֵ֖ב ,אַ֥ךְ אִ֛ישׁ אַל־יָרֵ֖ב ,אַ֥ךְ אִ֛ישׁ אַל־יָרֵ֖ב וְאַל־יֹוכַ֣ח אִ֑ישׁ וְעַמְּךָ֖ כִּמְרִיבֵ֥י כֹהֵֽן׃ ,אַ֥ךְ אִ֛ישׁ אַל־יָרֵ֖ב ,Q,XYqt,x,Main,SV,0,_>K_>JC/_>L=_,_advb_subs_nega_,_>K_>L=_,Hos 4:4,Hos. 4:4,0,,0,,,0
291761,Hosea 4:4,Hosea,Twelve,Prophets,,prophetic,Q,יֹוכַ֣ח,יוכח,יכח,JKX[,reprove,jussF,hif,p3,m,sg,,וְאַל־יֹוכַ֣ח אִ֑ישׁ ,וְאַל־יֹוכַ֣ח אִ֑ישׁ ,אַ֥ךְ אִ֛ישׁ אַל־יָרֵ֖ב וְאַל־יֹוכַ֣ח אִ֑ישׁ וְעַמְּךָ֖ כִּמְרִיבֵ֥י כֹהֵֽן׃ ,וְאַל־יֹוכַ֣ח אִ֑ישׁ ,Q,WxYX,Wx,Main,_W_V,0,_W_>L=_,_conj_nega_,_W_>L=_,Hos 4:4,Hos. 4:4,0,,0,,,0
293993,Hosea 14:6,Hosea,Twelve,Prophets,,prophetic,Q,יַ֥ךְ,יך,נכה,NKH[,strike,jussF,hif,p3,m,sg,,וְיַ֥ךְ שָׁרָשָׁ֖יו כַּלְּבָנֹֽון׃ ,וְיַ֥ךְ שָׁרָשָׁ֖יו כַּלְּבָנֹֽון׃ ,אֶהְיֶ֤ה כַטַּל֙ לְיִשְׂרָאֵ֔ל יִפְרַ֖ח כַּשֹּֽׁושַׁנָּ֑ה וְיַ֥ךְ שָׁרָשָׁ֖יו כַּלְּבָנֹֽון׃ ,וְיַ֥ךְ שָׁרָשָׁ֖יו כַּלְּבָנֹֽון׃ ,DQ,WYq0,W,Main,_W_V,0,_W_,_conj_,_W_,Hos 14:6,Hos. 14:6,1,VO,0,,,0
294001,Hosea 14:7,Hosea,Twelve,Prophets,,prophetic,Q,יהִ֥י,יהי,היה,HJH[,be,jussF,qal,p3,m,sg,--,וִיהִ֥י כַזַּ֖יִת הֹודֹ֑ו ,וִיהִ֥י כַזַּ֖יִת הֹודֹ֑ו ,יֵֽלְכוּ֙ יֹֽנְקֹותָ֔יו וִיהִ֥י כַזַּ֖יִת הֹודֹ֑ו וְרֵ֥יחַֽ לֹ֖ו כַּלְּבָנֹֽון׃ ,וִיהִ֥י כַזַּ֖יִת הֹודֹ֑ו ,DQ,WYqX,W,Main,_W_V,0,_W_,_conj_,_W_,Hos 14:7,Hos. 14:7,0,,0,,,0
294048,Hosea 14:10,Hosea,Twelve,Prophets,,prophetic,Q,יָ֣בֵֽן,יבן,בין,BJN[,understand,jussF,qal,p3,m,sg,d-,וְיָ֣בֵֽן אֵ֔לֶּה ,וְיָ֣בֵֽן אֵ֔לֶּה ,מִ֤י חָכָם֙ וְיָ֣בֵֽן אֵ֔לֶּה נָבֹ֖ון וְיֵֽדָעֵ֑ם כִּֽי־יְשָׁרִ֞ים דַּרְכֵ֣י יְהוָ֗ה וְצַדִּקִים֙ יֵ֣לְכוּ בָ֔ם וּפֹשְׁעִ֖ים יִכָּ֥שְׁלוּ בָֽם׃ ,וְיָ֣בֵֽן אֵ֔לֶּה ,DQ,WYq0,W,Main,_W_V,0,_W_,_conj_,_W_,Hos 14:10,Hos. 14:10,1,VO,0,,,0
296735,Amos 5:14,Amos,Twelve,Prophets,,prophetic,Q,יהִי,יהי,היה,HJH[,be,jussF,qal,p3,m,sg,-c,וִיהִי־כֵ֞ן יְהוָ֧ה אֱלֹהֵֽי־צְבָאֹ֛ות אִתְּכֶ֖ם ,וִיהִי־כֵ֞ן יְהוָ֧ה אֱלֹהֵֽי־צְבָאֹ֛ות אִתְּכֶ֖ם ,דִּרְשׁוּ־טֹ֥וב וְאַל־רָ֖ע לְמַ֣עַן תִּֽחְי֑וּ וִיהִי־כֵ֞ן יְהוָ֧ה אֱלֹהֵֽי־צְבָאֹ֛ות אִתְּכֶ֖ם כַּאֲשֶׁ֥ר אֲמַרְתֶּֽם׃ ,וִיהִי־כֵ֞ן יְהוָ֧ה אֱלֹהֵֽי־צְבָאֹ֛ות אִתְּכֶ֖ם כַּאֲשֶׁ֥ר אֲמַרְתֶּֽם׃ ,Q,WYqX,W,Main,_W_V,0,_W_,_conj_,_W_,Amos 5:14,Amos 5:14,0,,0,,,0
