bhsa_node,ref,book,book_super,canon_part,period,genre,domain2,text_full,text_plain,lex,lex_etcbc,gloss,verb_form,stem,person,gender,number,valence,clause_atom,clause,verse,sentence,txt_type,clause_type,cltype_simp,clause_rela,cl_args,is_question,prec_lexes,prec_pos,prec_part,ref_sbl,ref_abbr,has_objc,objc_pos,has_loca,loca_type,loca_heads,has_time
6002,Genesis 13:8,Genesis,Genesis,Law,SBH,prose,Q,תְהִ֤י,תהי,היה,HJH[,be,jussF,qal,p3,f,sg,-p,אַל־נָ֨א תְהִ֤י מְרִיבָה֙ בֵּינִ֣י וּבֵינֶ֔יךָ וּבֵ֥ין רֹעַ֖י וּבֵ֣ין רֹעֶ֑יךָ ,אַל־נָ֨א תְהִ֤י מְרִיבָה֙ בֵּינִ֣י וּבֵינֶ֔יךָ וּבֵ֥ין רֹעַ֖י וּבֵ֣ין רֹעֶ֑יךָ ,וַיֹּ֨אמֶר אַבְרָ֜ם אֶל־לֹ֗וט אַל־נָ֨א תְהִ֤י מְרִיבָה֙ בֵּינִ֣י וּבֵינֶ֔יךָ וּבֵ֥ין רֹעַ֖י וּבֵ֣ין רֹעֶ֑יךָ כִּֽי־אֲנָשִׁ֥ים אַחִ֖ים אֲנָֽחְנוּ׃ ,אַל־נָ֨א תְהִ֤י מְרִיבָה֙ בֵּינִ֣י וּבֵינֶ֔יךָ וּבֵ֥ין רֹעַ֖י וּבֵ֣ין רֹעֶ֑יךָ ,NQ,xYqX,x,Main,IV,0,_>L=_N>_,_nega_intj_,_>L=_N>_,Gen 13:8,Gen. 13:8,0,,0,,,0
8347,Genesis 18:30,Genesis,Genesis,Law,SBH,prose,Q,יִ֤חַר,יחר,חרה,XRH[,be hot,jussF,qal,p3,m,sg,--,אַל־נָ֞א יִ֤חַר לַֽאדֹנָי֙ ,אַל־נָ֞א יִ֤חַר לַֽאדֹנָי֙ ,וַ֠יֹּאמֶר אַל־נָ֞א יִ֤חַר לַֽאדֹנָי֙ וַאֲדַבֵּ֔רָה אוּלַ֛י יִמָּצְא֥וּן שָׁ֖ם שְׁלֹשִׁ֑ים וַיֹּ֨אמֶר֙ לֹ֣א אֶֽעֱשֶׂ֔ה אִם־אֶמְצָ֥א שָׁ֖ם שְׁלֹשִֽׁים׃ ,אַל־נָ֞א יִ֤חַר לַֽאדֹנָי֙ ,NQ,xYq0,x,Main,IV,0,_>L=_N>_,_nega_intj_,_>L=_N>_,Gen 18:30,Gen. 18:30,0,,0,,,0
8389,Genesis 18:32,Genesis,Genesis,Law,SBH,prose,Q,יִ֤חַר,יחר,חרה,XRH[,be hot,jussF,qal,p3,m,sg,--,אַל־נָ֞א יִ֤חַר לַֽאדֹנָי֙ ,אַל־נָ֞א יִ֤חַר לַֽאדֹנָי֙ ,וַ֠יֹּאמֶר אַל־נָ֞א יִ֤חַר לַֽאדֹנָי֙ וַאֲדַבְּרָ֣ה אַךְ־הַפַּ֔עַם אוּלַ֛י יִמָּצְא֥וּן שָׁ֖ם עֲשָׂרָ֑ה וַיֹּ֨אמֶר֙ לֹ֣א אַשְׁחִ֔ית בַּעֲב֖וּר הָעֲשָׂרָֽה׃ ,אַל־נָ֞א יִ֤חַר לַֽאדֹנָי֙ ,NQ,xYq0,x,Main,IV,0,_>L=_N>_,_nega_intj_,_>L=_N>_,Gen 18:32,Gen. 18:32,0,,0,,,0
8889,Genesis 19:20,Genesis,Genesis,Law,SBH,prose,Q,תְחִ֥י,תחי,חיה,XJH[,be alive,jussF,qal,p3,f,sg,--,וּתְחִ֥י נַפְשִֽׁי׃ ,וּתְחִ֥י נַפְשִֽׁי׃ ,הִנֵּה־נָ֠א הָעִ֨יר הַזֹּ֧את קְרֹבָ֛ה לָנ֥וּס שָׁ֖מָּה וְהִ֣יא מִצְעָ֑ר אִמָּלְטָ֨ה נָּ֜א שָׁ֗מָּה הֲלֹ֥א מִצְעָ֛ר הִ֖וא וּתְחִ֥י נַפְשִֽׁי׃ ,וּתְחִ֥י נַפְשִֽׁי׃ ,NQ,WYqX,W,Main,_W_V,0,_W_,_conj_,_W_,Gen 19:20,Gen. 19:20,0,,0,,,0
10495,Genesis 22:12,Genesis,Genesis,Law,SBH,prose,Q,תַּ֥עַשׂ,תעשׂ,עשׂה,<FH[,make,jussF,qal,p2,m,sg,di,וְאַל־תַּ֥עַשׂ לֹ֖ו מְא֑וּמָּה ,וְאַל־תַּ֥עַשׂ לֹ֖ו מְא֑וּמָּה ,וַיֹּ֗אמֶר אַל־תִּשְׁלַ֤ח יָֽדְךָ֙ אֶל־הַנַּ֔עַר וְאַל־תַּ֥עַשׂ לֹ֖ו מְא֑וּמָּה כִּ֣י׀ עַתָּ֣ה יָדַ֗עְתִּי כִּֽי־יְרֵ֤א אֱלֹהִים֙ אַ֔תָּה וְלֹ֥א חָשַׂ֛כְתָּ אֶת־בִּנְךָ֥ אֶת־יְחִידְךָ֖ מִמֶּֽנִּי׃ ,וְאַל־תַּ֥עַשׂ לֹ֖ו מְא֑וּמָּה ,NQ,WxY0,Wx,Main,_W_V,0,_W_>L=_,_conj_nega_,_W_>L=_,Gen 22:12,Gen. 22:12,1,VO,0,,,0
10869,Genesis 23:9,Genesis,Genesis,Law,SBH,prose,Q,יִתֶּן,יתן,נתן,NTN[,give,jussF,qal,p3,m,sg,di,וְיִתֶּן־לִ֗י אֶת־מְעָרַ֤ת הַמַּכְפֵּלָה֙ ,וְיִתֶּן־לִ֗י אֶת־מְעָרַ֤ת הַמַּכְפֵּלָה֙ ,וְיִתֶּן־לִ֗י אֶת־מְעָרַ֤ת הַמַּכְפֵּלָה֙ אֲשֶׁר־לֹ֔ו אֲשֶׁ֖ר בִּקְצֵ֣ה שָׂדֵ֑הוּ בְּכֶ֨סֶף מָלֵ֜א יִתְּנֶ֥נָּה לִ֛י בְּתֹוכְכֶ֖ם לַאֲחֻזַּת־קָֽבֶר׃ ,וְיִתֶּן־לִ֗י אֶת־מְעָרַ֤ת הַמַּכְפֵּלָה֙ אֲשֶׁר־לֹ֔ו אֲשֶׁ֖ר בִּקְצֵ֣ה שָׂדֵ֑הוּ ,NQ,WYq0,W,Main,_W_V,0,_W_,_conj_,_W_,Gen 23:9,Gen. 23:9,1,VO,0,,,0
12131,Genesis 24:51,Genesis,Genesis,Law,SBH,prose,Q,תְהִ֤י,תהי,היה,HJH[,be,jussF,qal,p3,f,sg,--,וּתְהִ֤י אִשָּׁה֙ לְבֶן־אֲדֹנֶ֔יךָ ,וּתְהִ֤י אִשָּׁה֙ לְבֶן־אֲדֹנֶ֔יךָ ,הִנֵּֽה־רִבְקָ֥ה לְפָנֶ֖יךָ קַ֣ח וָלֵ֑ךְ וּתְהִ֤י אִשָּׁה֙ לְבֶן־אֲדֹנֶ֔יךָ כַּאֲשֶׁ֖ר דִּבֶּ֥ר יְהוָֽה׃ ,וּתְהִ֤י אִשָּׁה֙ לְבֶן־אֲדֹנֶ֔יךָ כַּאֲשֶׁ֖ר דִּבֶּ֥ר יְהוָֽה׃ ,?NQ,WYq0,W,Main,_W_V,0,_W_,_conj_,_W_,Gen 24:51,Gen. 24:51,0,,0,,,0
13502,Genesis 26:28,Genesis,Genesis,Law,SBH,prose,Q,תְּהִ֨י,תהי,היה,HJH[,be,jussF,qal,p3,f,sg,--,תְּהִ֨י נָ֥א אָלָ֛ה בֵּינֹותֵ֖ינוּ בֵּינֵ֣ינוּ וּבֵינֶ֑ךָ ,תְּהִ֨י נָ֥א אָלָ֛ה בֵּינֹותֵ֖ינוּ בֵּינֵ֣ינוּ וּבֵינֶ֑ךָ ,וַיֹּאמְר֗וּ רָאֹ֣ו רָאִינוּ֮ כִּֽי־הָיָ֣ה יְהוָ֣ה׀ עִמָּךְ֒ וַנֹּ֗אמֶר תְּהִ֨י נָ֥א אָלָ֛ה בֵּינֹותֵ֖ינוּ בֵּינֵ֣ינוּ וּבֵינֶ֑ךָ וְנִכְרְתָ֥ה בְרִ֖ית עִמָּֽךְ׃ ,תְּהִ֨י נָ֥א אָלָ֛ה בֵּינֹותֵ֖ינוּ בֵּינֵ֣ינוּ וּבֵינֶ֑ךָ ,NQNQ,ZYqX,Ø,Main,V,0,Ø,Ø,Ø,Gen 26:28,Gen. 26:28,0,,0,,,0
15962,Genesis 30:24,Genesis,Genesis,Law,SBH,prose,Q,יֹסֵ֧ף,יסף,יסף,JSP[,add,jussF,hif,p3,m,sg,,יֹסֵ֧ף יְהוָ֛ה לִ֖י בֵּ֥ן אַחֵֽר׃ ,יֹסֵ֧ף יְהוָ֛ה לִ֖י בֵּ֥ן אַחֵֽר׃ ,וַתִּקְרָ֧א אֶת־שְׁמֹ֛ו יֹוסֵ֖ף לֵאמֹ֑ר יֹסֵ֧ף יְהוָ֛ה לִ֖י בֵּ֥ן אַחֵֽר׃ ,יֹסֵ֧ף יְהוָ֛ה לִ֖י בֵּ֥ן אַחֵֽר׃ ,NQ,ZYqX,Ø,Main,V,0,Ø,Ø,Ø,Gen 30:24,Gen. 30:24,1,VO,0,,,0
16158,Genesis 30:34,Genesis,Genesis,Law,SBH,prose,Q,יְהִ֥י,יהי,היה,HJH[,be,jussF,qal,p3,m,sg,--,ל֖וּ יְהִ֥י כִדְבָרֶֽךָ׃ ,ל֖וּ יְהִ֥י כִדְבָרֶֽךָ׃ ,וַיֹּ֥אמֶר לָבָ֖ן הֵ֑ן ל֖וּ יְהִ֥י כִדְבָרֶֽךָ׃ ,ל֖וּ יְהִ֥י כִדְבָרֶֽךָ׃ ,NQ,xYq0,x,SubAdv,CV,0,_LW_,_conj_,_LW_,Gen 30:34,Gen. 30:34,0,,0,,,0
17033,Genesis 31:35,Genesis,Genesis,Law,SBH,prose,Q,יִ֨חַר֙,יחר,חרה,XRH[,be hot,jussF,qal,p3,m,sg,-p,אַל־יִ֨חַר֙ בְּעֵינֵ֣י אֲדֹנִ֔י ,אַל־יִ֨חַר֙ בְּעֵינֵ֣י אֲדֹנִ֔י ,וַתֹּ֣אמֶר אֶל־אָבִ֗יהָ אַל־יִ֨חַר֙ בְּעֵינֵ֣י אֲדֹנִ֔י כִּ֣י לֹ֤וא אוּכַל֙ לָק֣וּם מִפָּנֶ֔יךָ כִּי־דֶ֥רֶךְ נָשִׁ֖ים לִ֑י וַיְחַפֵּ֕שׂ וְלֹ֥א מָצָ֖א אֶת־הַתְּרָפִֽים׃ ,אַל־יִ֨חַר֙ בְּעֵינֵ֣י אֲדֹנִ֔י ,NQ,xYq0,x,Main,V,0,_>L=_,_nega_,_>L=_,Gen 31:35,Gen. 31:35,0,,0,,,0
17307,Genesis 31:49,Genesis,Genesis,Law,SBH,prose,Q,יִ֥צֶף,יצף,צפה,YPH[,look out,jussF,qal,p3,m,sg,-p,יִ֥צֶף יְהוָ֖ה בֵּינִ֣י וּבֵינֶ֑ךָ ,יִ֥צֶף יְהוָ֖ה בֵּינִ֣י וּבֵינֶ֑ךָ ,וְהַמִּצְפָּה֙ אֲשֶׁ֣ר אָמַ֔ר יִ֥צֶף יְהוָ֖ה בֵּינִ֣י וּבֵינֶ֑ךָ כִּ֥י נִסָּתֵ֖ר אִ֥ישׁ מֵרֵעֵֽהוּ׃ ,יִ֥צֶף יְהוָ֖ה בֵּינִ֣י וּבֵינֶ֑ךָ ,NQ,ZYqX,Ø,Main,V,0,Ø,Ø,Ø,Gen 31:49,Gen. 31:49,0,,0,,,0
18235,Genesis 33:9,Genesis,Genesis,Law,SBH,prose,Q,יְהִ֥י,יהי,היה,HJH[,be,jussF,qal,p3,m,sg,-i,יְהִ֥י לְךָ֖ ,יְהִ֥י לְךָ֖ ,וַיֹּ֥אמֶר עֵשָׂ֖ו יֶשׁ־לִ֣י רָ֑ב אָחִ֕י יְהִ֥י לְךָ֖ אֲשֶׁר־לָֽךְ׃ ,יְהִ֥י לְךָ֖ אֲשֶׁר־לָֽךְ׃ ,NQ,ZYqX,Ø,Main,V,0,Ø,Ø,Ø,Gen 33:9,Gen. 33:9,0,,0,,,0
20671,Genesis 37:27,Genesis,Genesis,Law,SBH,prose,Q,תְּהִי,תהי,היה,HJH[,be,jussF,qal,p3,f,sg,--,וְיָדֵ֨נוּ֙ אַל־תְּהִי־בֹ֔ו ,וְיָדֵ֨נוּ֙ אַל־תְּהִי־בֹ֔ו ,לְכ֞וּ וְנִמְכְּרֶ֣נּוּ לַיִּשְׁמְעֵאלִ֗ים וְיָדֵ֨נוּ֙ אַל־תְּהִי־בֹ֔ו כִּֽי־אָחִ֥ינוּ בְשָׂרֵ֖נוּ ה֑וּא וַֽיִּשְׁמְע֖וּ אֶחָֽיו׃ ,וְיָדֵ֨נוּ֙ אַל־תְּהִי־בֹ֔ו ,NQ,WXYq,Wx,Main,_W_SV,0,_W_JD/_>L=_,_conj_subs_nega_,_W_>L=_,Gen 37:27,Gen. 37:27,0,,0,,,0
22947,Genesis 41:33,Genesis,Genesis,Law,SBH,prose,Q,יֵרֶ֣א,ירא,ראה,R>H[,see,jussF,qal,p3,m,sg,d-,יֵרֶ֣א פַרְעֹ֔ה אִ֖ישׁ נָבֹ֣ון וְחָכָ֑ם ,יֵרֶ֣א פַרְעֹ֔ה אִ֖ישׁ נָבֹ֣ון וְחָכָ֑ם ,וְעַתָּה֙ יֵרֶ֣א פַרְעֹ֔ה אִ֖ישׁ נָבֹ֣ון וְחָכָ֑ם וִישִׁיתֵ֖הוּ עַל־אֶ֥רֶץ מִצְרָֽיִם׃ ,יֵרֶ֣א פַרְעֹ֔ה אִ֖ישׁ נָבֹ֣ון וְחָכָ֑ם ,NQ,ZYqX,Ø,Main,V,0,Ø,Ø,Ø,Gen 41:33,Gen. 41:33,1,VO,0,,,0
22961,Genesis 41:34,Genesis,Genesis,Law,SBH,prose,Q,יַפְקֵ֥ד,יפקד,פקד,PQD[,miss,jussF,hif,p3,m,sg,,וְיַפְקֵ֥ד פְּקִדִ֖ים עַל־הָאָ֑רֶץ ,וְיַפְקֵ֥ד פְּקִדִ֖ים עַל־הָאָ֑רֶץ ,יַעֲשֶׂ֣ה פַרְעֹ֔ה וְיַפְקֵ֥ד פְּקִדִ֖ים עַל־הָאָ֑רֶץ וְחִמֵּשׁ֙ אֶת־אֶ֣רֶץ מִצְרַ֔יִם בְּשֶׁ֖בַע שְׁנֵ֥י הַשָּׂבָֽע׃ ,וְיַפְקֵ֥ד פְּקִדִ֖ים עַל־הָאָ֑רֶץ ,NQ,WYq0,W,Main,_W_V,0,_W_,_conj_,_W_,Gen 41:34,Gen. 41:34,1,VO,0,,,0
25173,Genesis 44:18,Genesis,Genesis,Law,SBH,prose,Q,יִ֥חַר,יחר,חרה,XRH[,be hot,jussF,qal,p3,m,sg,-p,וְאַל־יִ֥חַר אַפְּךָ֖ בְּעַבְדֶּ֑ךָ ,וְאַל־יִ֥חַר אַפְּךָ֖ בְּעַבְדֶּ֑ךָ ,וַיִּגַּ֨שׁ אֵלָ֜יו יְהוּדָ֗ה וַיֹּאמֶר֮ בִּ֣י אֲדֹנִי֒ יְדַבֶּר־נָ֨א עַבְדְּךָ֤ דָבָר֙ בְּאָזְנֵ֣י אֲדֹנִ֔י וְאַל־יִ֥חַר אַפְּךָ֖ בְּעַבְדֶּ֑ךָ כִּ֥י כָמֹ֖וךָ כְּפַרְעֹֽה׃ ,וְאַל־יִ֥חַר אַפְּךָ֖ בְּעַבְדֶּ֑ךָ ,NQ,WxYX,Wx,Main,_W_V,0,_W_>L=_,_conj_nega_,_W_>L=_,Gen 44:18,Gen. 44:18,0,,0,,,0
25418,Genesis 44:33,Genesis,Genesis,Law,SBH,prose,Q,יֵֽשֶׁב,ישׁב,ישׁב,JCB[,sit,jussF,qal,p3,m,sg,--,יֵֽשֶׁב־נָ֤א עַבְדְּךָ֙ תַּ֣חַת הַנַּ֔עַר עֶ֖בֶד לַֽאדֹנִ֑י ,יֵֽשֶׁב־נָ֤א עַבְדְּךָ֙ תַּ֣חַת הַנַּ֔עַר עֶ֖בֶד לַֽאדֹנִ֑י ,וְעַתָּ֗ה יֵֽשֶׁב־נָ֤א עַבְדְּךָ֙ תַּ֣חַת הַנַּ֔עַר עֶ֖בֶד לַֽאדֹנִ֑י וְהַנַּ֖עַר יַ֥עַל עִם־אֶחָֽיו׃ ,יֵֽשֶׁב־נָ֤א עַבְדְּךָ֙ תַּ֣חַת הַנַּ֔עַר עֶ֖בֶד לַֽאדֹנִ֑י ,NQ,ZYqX,Ø,Main,V,0,Ø,Ø,Ø,Gen 44:33,Gen. 44:33,0,,0,,,0
25430,Genesis 44:33,Genesis,Genesis,Law,SBH,prose,Q,יַ֥עַל,יעל,עלה,<LH[,ascend,jussF,qal,p3,m,sg,-c,וְהַנַּ֖עַר יַ֥עַל עִם־אֶחָֽיו׃ ,וְהַנַּ֖עַר יַ֥עַל עִם־אֶחָֽיו׃ ,וְעַתָּ֗ה יֵֽשֶׁב־נָ֤א עַבְדְּךָ֙ תַּ֣חַת הַנַּ֔עַר עֶ֖בֶד לַֽאדֹנִ֑י וְהַנַּ֖עַר יַ֥עַל עִם־אֶחָֽיו׃ ,וְהַנַּ֖עַר יַ֥עַל עִם־אֶחָֽיו׃ ,NQ,WXYq,Wx,Main,_W_SV,0,_W_H_N<R/_,_conj_art_subs_,_W_,Gen 44:33,Gen. 44:33,0,,0,,,0
25540,Genesis 45:5,Genesis,Genesis,Law,SBH,prose,Q,יִ֨חַר֙,יחר,חרה,XRH[,be hot,jussF,qal,p3,m,sg,-p,וְאַל־יִ֨חַר֙ בְּעֵ֣ינֵיכֶ֔ם ,וְאַל־יִ֨חַר֙ בְּעֵ֣ינֵיכֶ֔ם ,וְעַתָּ֣ה׀ אַל־תֵּעָ֣צְב֗וּ וְאַל־יִ֨חַר֙ בְּעֵ֣ינֵיכֶ֔ם כִּֽי־מְכַרְתֶּ֥ם אֹתִ֖י הֵ֑נָּה כִּ֣י לְמִֽחְיָ֔ה שְׁלָחַ֥נִי אֱלֹהִ֖ים לִפְנֵיכֶֽם׃ ,וְאַל־יִ֨חַר֙ בְּעֵ֣ינֵיכֶ֔ם ,?NQ,WxY0,Wx,Main,_W_V,0,_W_>L=_,_conj_nega_,_W_>L=_,Gen 45:5,Gen. 45:5,0,,0,,,0
