bhsa_node,lxx,lxx_tense,lxx_voice,lxx_mood,lxx_person,lxx_number,lxx_verse,lxx_tm
93915,συνάψητε,aorist,active,subj,2,pl,DEU 2:9,aorist subj
94091,συνάψητε,aorist,active,subj,2,pl,DEU 2:19,aorist subj
95089,προσθῇς,aorist,active,subj,2,sg,DEU 3:26,aorist subj
99030,ἐξολεθρεύσῃς,aorist,active,subj,2,sg,DEU 9:26,aorist subj
99056,ἐπιβλέψῃς,aorist,active,subj,2,sg,DEU 9:27,aorist subj
102033,ποιήσεις,future,active,indc,2,sg,DEU 15:3,future indc
104441,ἀποστραφήτω,aorist,passsive,impv,3,sg,DEU 20:5,aorist impv
104465,ἀποστραφήτω,aorist,passsive,impv,3,sg,DEU 20:6,aorist impv
104489,ἀποστραφήτω,aorist,passsive,impv,3,sg,DEU 20:7,aorist impv
104523,ἀποστραφήτω,aorist,passsive,impv,3,sg,DEU 20:8,aorist impv
111537,ἀναγγελεῖ,future,active,indc,3,sg,DEU 32:7,future indc
111932,γενηθήτωσαν,aorist,passsive,impv,3,pl,DEU 32:38,aorist impv
112300,ζήτω,aorist,active,impv,3,sg,DEU 33:6,aorist impv
112304,ἀποθανέτω,aorist,active,impv,3,sg,DEU 33:6,aorist impv
112306,ἔστω,present,active,impv,3,sg,DEU 33:6,present impv
112596,ἔσται,future,middle,indc,3,sg,DEU 33:24,future indc
116150,ἀναβήτω,aorist,active,impv,3,sg,JOS_B 7:3,aorist impv
118499,ἐκλύσῃς,aorist,active,subj,2,sg,JOS_B 10:6,aorist subj
131138,ἀποθανέτω,aorist,active,impv,3,sg,JDG_A 6:30,aorist impv
131180,ἐκδικήσει,future,active,indc,3,sg,JDG_A 6:31,future indc
131197,,,,,,,,
131343,ὀργισθήτω,aorist,passsive,impv,3,sg,JDG_A 6:39,aorist impv
131359,γενηθήτω,aorist,passsive,impv,3,sg,JDG_A 6:39,aorist impv
131466,ἀποστραφήτω,aorist,passsive,impv,3,sg,JDG_A 7:3,aorist impv
136013,πιέτω,aorist,active,impv,3,sg,JDG_A 13:14,aorist impv
136574,ἀπαγγειλάτω,aorist,active,impv,3,sg,JDG_A 14:15,aorist impv
136786,ἔστω,present,active,impv,3,sg,JDG_A 15:2,present impv
138915,ἀκουσθήτω,aorist,passsive,subj,3,sg,JDG_A 18:25,aorist subj
139593,καταλύσῃς,aorist,active,subj,2,sg,JDG_A 19:20,aorist subj
142006,στήσαι,aorist,active,optv,3,sg,1SA 1:23,aorist optv
142479,ἀποτείσαι,aorist,active,infv,,,1SA 2:20,aorist infv
144082,καθισάτω,aorist,active,impv,3,sg,1SA 5:11,aorist impv
144766,ἐξελεῖται,future,middle,indc,3,sg,1SA 7:3,future indc
144867,παρασιωπήσῃς,aorist,active,subj,2,sg,1SA 7:8,aorist subj
145994,θῇς,aorist,active,subj,2,sg,1SA 9:20,aorist subj
146419,διαλείψεις,future,active,indc,2,sg,1SA 10:8,future indc
146774,ζήτω,present,active,impv,3,sg,1SA 10:24,present impv
150416,ἐπιβλέψῃς,aorist,active,subj,2,sg,1SA 16:7,aorist subj
152505,,,,,,,,
152509,,,,,,,,
152576,ἦν,imperfect,active,indc,3,sg,1SA 18:21,imperfect indc
152581,ἦν,imperfect,active,indc,3,sg,1SA 18:21,imperfect indc
153726,ἔσται,future,middle,indc,3,sg,1SA 20:13,future indc
155108,δότω,aorist,active,impv,3,sg,1SA 22:15,aorist impv
156334,ἴδοι,aorist,active,optv,3,sg,1SA 24:16,aorist optv
156336,κρίναι,aorist,active,optv,3,sg,1SA 24:16,aorist optv
158028,ὀσφρανθείη,aorist,passsive,optv,3,sg,1SA 26:19,aorist optv
158173,σκεπάσαι,aorist,active,infv,,,1SA 26:24,aorist infv
159048,ἔσται,future,middle,indc,3,sg,1SA 28:22,future indc
159219,,,,,,,,
161079,ποιήσαι,aorist,active,optv,3,sg,2SA 2:6,aorist optv
163379,ἔσται,future,middle,indc,3,sg,2SA 5:24,future indc
167885,θέσθω,aorist,middle,impv,3,sg,2SA 13:33,aorist impv
168435,ἔσται,future,middle,indc,3,sg,2SA 14:17,future indc
170138,ζήτω,present,active,impv,3,sg,2SA 16:16,present impv
170141,ζήτω,present,active,impv,3,sg,2SA 16:16,present impv
170688,αὐλισθῇς,aorist,passsive,subj,2,sg,2SA 17:16,aorist subj
171636,ἔστω,present,active,impv,3,sg,2SA 18:22,present impv
171659,,,,,,,,
172453,διαλογισάσθω,aorist,middle,impv,3,sg,2SA 19:20,aorist impv
172874,καθισάτω,aorist,active,impv,3,sg,2SA 19:38,aorist impv
174752,ὑψωθήσεται,future,passsive,indc,3,sg,2SA 22:47,future indc
175483,προσθείη,aorist,active,optv,3,sg,2SA 24:3,aorist optv
175871,γενέσθω,aorist,middle,impv,3,sg,2SA 24:17,aorist impv
175975,ἀνενεγκέτω,aorist,active,impv,3,sg,2SA 24:22,aorist impv
176114,ἔσται,future,middle,indc,3,sg,1KI 1:2,future indc
176615,ζήτω,aorist,active,impv,3,sg,1KI 1:25,aorist impv
176742,ζήτω,aorist,active,impv,3,sg,1KI 1:31,aorist impv
176823,ζήτω,aorist,active,impv,3,sg,1KI 1:34,aorist impv
176950,ζήτω,aorist,active,impv,3,sg,1KI 1:39,aorist impv
177122,ἀγαθύναι,aorist,active,infv,,,1KI 1:47,aorist infv
177713,ἀποστρέψῃς,aorist,active,subj,2,sg,1KI 2:20,aorist subj
183397,γένοιτο,aorist,middle,optv,3,sg,1KI 8:57,aorist optv
184507,γένοιτο,aorist,middle,optv,3,sg,1KI 10:9,aorist optv
186941,ἐπέστρεψεν,aorist,active,indc,3,sg,1KI 13:6,aorist indc
187240,πιέτω,aorist,active,impv,3,sg,1KI 13:18,aorist impv
187320,πίῃς,aorist,active,subj,2,sg,1KI 13:22,aorist subj
187615,ἐγίνετο,imperfect,middle,indc,3,sg,1KI 13:33,imperfect indc
187757,,,,,,,,
190255,ἐπιστραφήτω,aorist,passsive,impv,3,sg,1KI 17:21,aorist impv
192711,ζησάτω,aorist,active,impv,3,sg,1KI 21:32,aorist impv
193020,,,,,,,,
193236,,,,,,,,
193928,γίνου,present,middle,impv,2,sg,1KI 22:13,present impv
194084,ἀναβήσεται,future,middle,indc,3,sg,1KI 22:20,future indc
194996,καταβήσεται,future,middle,indc,3,sg,2KI 1:10,future indc
195054,καταβήσεται,future,middle,indc,3,sg,2KI 1:12,future indc
195470,γενηθήτω,aorist,passsive,impv,3,sg,2KI 2:9,aorist impv
195488,ἔσται,future,middle,indc,3,sg,2KI 2:10,future indc
197700,ἐπιστρέψει,future,active,indc,3,sg,2KI 5:10,future indc
202317,ζήτω,present,active,impv,3,sg,2KI 11:12,present impv
207616,ἐπαιρέτω,present,active,impv,3,sg,2KI 19:10,present impv
210383,κινησάτω,aorist,active,impv,3,sg,2KI 23:18,aorist impv
220634,βοήσονται,future,middle,indc,3,pl,ISA 27:5,future indc
221935,ἔσται,future,middle,indc,3,sg,ISA 30:8,future indc
223571,ἀγαλλιάσθω,aorist,middle,impv,2,sg,ISA 35:1,aorist impv
223580,ἀγαλλιάσεται,future,middle,indc,3,sg,ISA 35:2,future indc
223625,σώσει,future,active,indc,3,sg,ISA 35:4,future indc
225367,ἔσῃ,future,middle,indc,2,sg,ISA 38:21,future indc
228558,ἀνακαλυφθήσεται,future,passsive,indc,3,sg,ISA 47:3,future indc
231117,ζήσεται,future,middle,indc,3,sg,ISA 55:3,future indc
231172,ἐπιστραφήτω,aorist,passsive,impv,3,sg,ISA 55:7,aorist impv
233192,ἀγαλλιάσθω,aorist,middle,impv,3,sg,ISA 61:10,aorist impv
239604,συνέτω,present,active,impv,3,sg,JER 9:11,present impv
240953,πιστεύσῃς,aorist,active,subj,2,sg,JER 12:6,aorist subj
241342,ἔσονται,future,middle,indc,3,pl,JER 13:10,future indc
242716,πενθήσῃς,aorist,active,subj,2,sg,JER 16:5,aorist subj
244856,ἔστω,present,active,impv,3,sg,JER 20:14,present impv
246302,εἶδεν,aorist,active,indc,3,sg,JER 23:18,aorist indc
249202,στήσαι,aorist,active,optv,3,sg,JER 35:6,aorist optv
256162,ζήσεται,future,middle,indc,3,sg,JER 45:20,future indc
256625,,,,,,,,
257850,ἀναγγειλάτω,aorist,active,impv,3,sg,JER 49:3,aorist impv
257900,ἔστω,present,active,impv,3,sg,JER 49:5,present impv
262358,γενέσθω,aorist,middle,impv,3,sg,JER 27:26,aorist impv
262403,ἔστω,present,active,impv,3,sg,JER 27:29,present impv
265474,γίνου,present,middle,impv,2,sg,EZE 2:8,present impv
265558,φάγεται,future,middle,indc,3,sg,EZE 3:3,future indc
268210,φείδεσθε,present,middle,indc,2,pl,EZE 9:5,present indc
288695,ἔστω,present,active,impv,3,sg,EZE 45:10,present impv
291167,ἐξαρῶ,future,active,indc,1,sg,HOS 2:4,future indc
291758,δικάζηται,present,middle,subj,3,sg,HOS 4:4,present subj
291761,ἐλέγχῃ,present,active,subj,3,sg,HOS 4:4,present subj
293993,βαλεῖ,future,active,indc,3,sg,HOS 14:6,future indc
294001,ἔσται,future,middle,indc,3,sg,HOS 14:7,future indc
294048,συνήσει,future,active,indc,3,sg,HOS 14:10,future indc
296735,ἔσται,future,middle,indc,3,sg,AMO 5:14,future indc
298341,,,,,,,,
298359,,,,,,,,
298373,,,,,,,,
298401,,,,,,,,
299569,ἔσται,future,middle,indc,3,sg,MIC 1:2,future indc
300534,ἐπόψονται,future,middle,indc,3,pl,MIC 4:11,future indc
300767,ὑψωθήσεται,future,passsive,indc,3,sg,MIC 5:8,future indc
303675,ἐκτενεῖ,future,active,indc,3,sg,ZEP 2:13,future indc
303684,θήσει,future,active,indc,3,sg,ZEP 2:13,future indc
307939,χαρεῖται,future,middle,indc,3,sg,ZEC 10:7,future indc
310002,ἐξολεθρεύσει,future,active,indc,3,sg,MAL 2:12,future indc
310353,ἔσται,future,middle,indc,3,sg,MAL 3:10,future indc
311325,καταλάβοι,aorist,active,optv,3,sg,PSA 7:6,aorist optv
311337,κατασκηνώσαι,aorist,middle,impv,2,sg,PSA 7:6,aorist impv
311644,ἐγένετο,aorist,middle,indc,3,sg,PSA 9:10,aorist indc
312087,ἐξολεθρεύσαι,aorist,middle,impv,2,sg,PSA 11:4,aorist impv
312207,ἀγαλλιάσεται,future,middle,indc,3,sg,PSA 12:6,future indc
312298,ἀγαλλιάσθω,present,middle,impv,3,sg,PSA 13:7,present impv
313832,ζήσονται,future,middle,indc,3,pl,PSA 21:27,future indc
314507,ἀποστρέψῃς,aorist,active,subj,2,sg,PSA 26:9,aorist subj
314511,ἐκκλίνῃς,present,active,subj,2,sg,PSA 26:9,present subj
314570,κραταιούσθω,present,middle,impv,3,sg,PSA 26:14,present impv
315221,κραταιούσθω,present,middle,impv,3,sg,PSA 30:25,present impv
315573,γένοιτο,aorist,middle,optv,3,sg,PSA 32:22,aorist optv
315847,γενηθήτω,aorist,passsive,impv,3,sg,PSA 34:6,aorist impv
316218,παραζήλου,present,active,impv,2,sg,PSA 36:1,present impv
316286,παραζήλου,present,active,impv,2,sg,PSA 36:7,present impv
316301,παραζήλου,present,active,impv,2,sg,PSA 36:8,present impv
317216,φροντιεῖ,future,active,indc,3,sg,PSA 39:18,future indc
318004,ἐπεθύμησεν,aorist,active,indc,3,sg,PSA 44:12,aorist indc
318499,ζήσεται,future,middle,indc,3,sg,PSA 48:10,future indc
319270,ἀγαλλιάσεται,future,middle,indc,3,sg,PSA 52:7,future indc
319772,διαφθείρῃς,present,active,subj,2,sg,PSA 56:1,present subj
319908,διαφθείρῃς,present,active,subj,2,sg,PSA 57:1,present subj
320028,διαφθείρῃς,present,active,subj,2,sg,PSA 58:1,present subj
321169,ἐπιφάναι,aorist,middle,impv,2,sg,PSA 66:2,aorist impv
321806,ἀποστρέψῃς,aorist,active,subj,2,sg,PSA 68:18,aorist subj
321860,γενηθήτω,aorist,passsive,impv,3,sg,PSA 68:23,aorist impv
321886,γενηθήτω,aorist,passsive,impv,3,sg,PSA 68:26,aorist impv
321892,ἔστω,present,active,impv,3,sg,PSA 68:26,present impv
321954,ζήσεται,future,middle,indc,3,sg,PSA 68:33,future indc
322266,ἐπλεόνασας,aorist,active,indc,2,sg,PSA 70:21,aorist indc
322376,κατακυριεύσει,future,active,indc,3,sg,PSA 71:8,future indc
322447,ζήσεται,future,middle,indc,3,sg,PSA 71:15,future indc
322462,ἔσται,future,middle,indc,3,sg,PSA 71:16,future indc
322484,ἔστω,present,active,impv,3,sg,PSA 71:17,present impv
322994,ἀποστραφήτω,aorist,passsive,impv,3,sg,PSA 73:21,aorist impv
323025,διαφθείρῃς,present,active,subj,2,sg,PSA 74:1,present subj
324564,γενηθήτω,aorist,passsive,impv,3,sg,PSA 79:18,aorist impv
324745,ἔσται,future,middle,indc,3,sg,PSA 80:16,future indc
326396,ἔστω,present,active,impv,3,sg,PSA 89:17,present impv
327195,ἀγαλλιάσθω,present,middle,impv,3,sg,PSA 95:11,present impv
327235,ἀγαλλιάσθω,present,middle,impv,3,sg,PSA 96:1,present impv
327740,ἀποστρέψῃς,aorist,active,subj,2,sg,PSA 101:3,aorist subj
328421,ἐγένετο,aorist,middle,indc,3,sg,PSA 103:20,aorist indc
328526,ἤτω,aorist,active,impv,3,sg,PSA 103:31,aorist impv
330070,γενηθήτω,aorist,passsive,impv,3,sg,PSA 108:12,aorist impv
330076,γενηθήτω,aorist,passsive,impv,3,sg,PSA 108:12,aorist impv
330080,γενηθήτω,aorist,passsive,impv,3,sg,PSA 108:13,aorist impv
330087,ἐξαλειφθήτω,aorist,passsive,impv,3,sg,PSA 108:13,aorist impv
330098,ἐξαλειφθείη,aorist,passsive,optv,3,sg,PSA 108:14,aorist optv
330104,ἐξολεθρευθείη,aorist,passsive,optv,3,sg,PSA 108:15,aorist optv
330156,γενηθήτω,aorist,passsive,impv,3,sg,PSA 108:19,aorist impv
330572,εἴη,present,active,optv,3,sg,PSA 112:2,present optv
330839,προσθείη,aorist,active,optv,3,sg,PSA 113:22,aorist optv
331457,ἀποκρύψῃς,aorist,active,subj,2,sg,PSA 118:19,aorist subj
331628,περιέλῃς,aorist,passsive,subj,2,sg,PSA 118:43,aorist subj
331886,γενηθήτω,aorist,passsive,impv,3,sg,PSA 118:76,aorist impv
331917,γενηθήτω,aorist,passsive,impv,3,sg,PSA 118:80,aorist impv
332617,φθέγξαιτο,aorist,middle,optv,3,sg,PSA 118:172,aorist optv
332624,γενέσθω,aorist,middle,impv,3,sg,PSA 118:173,aorist impv
332638,ζήσεται,future,middle,indc,3,sg,PSA 118:175,future indc
332845,γενέσθω,aorist,middle,impv,3,sg,PSA 121:7,aorist impv
333524,ἀποστρέψῃς,aorist,active,subj,2,sg,PSA 131:10,aorist subj
334345,παρῇς,present,active,subj,2,sg,PSA 137:8,present subj
334661,ἐγκαταλίπῃς,aorist,active,subj,2,sg,PSA 139:9,aorist subj
334741,ἐκκλίνῃς,present,active,subj,2,sg,PSA 140:4,present subj
334806,ἀντανέλῃς,aorist,passsive,subj,2,sg,PSA 140:8,aorist subj
334996,ἀποστρέψῃς,aorist,active,subj,2,sg,PSA 142:7,aorist subj
336509,εἴη,present,active,optv,3,sg,JOB 1:21,present optv
336861,εἴη,present,active,optv,3,sg,JOB 3:4,present optv
336870,ἔλθοι,aorist,active,optv,3,sg,JOB 3:4,aorist optv
336890,εἴη,present,active,optv,3,sg,JOB 3:6,present optv
336904,εἴη,present,active,optv,3,sg,JOB 3:7,present optv
336920,ὑπομείναι,aorist,active,optv,3,sg,JOB 3:9,aorist optv
337650,ἀρξάμενος,aorist,middle,ptcp,,sg,JOB 6:9,aorist ptcp
337654,,,,,,,,
337659,εἴη,present,active,optv,3,sg,JOB 6:10,present optv
337833,εἴη,present,active,optv,3,sg,JOB 6:29,present optv
338561,διακούων,present,active,ptcp,,sg,JOB 9:33,present ptcp
338565,ἀπαλλαξάτω,aorist,active,impv,3,sg,JOB 9:34,aorist impv
338856,ἀναγγελεῖ,future,active,indc,3,sg,JOB 11:6,future indc
338942,,,,,,,,
339084,ἀπαγγείλωσιν,aorist,active,subj,3,pl,JOB 12:7,aorist subj
339298,ἀποβήσεται,future,middle,indc,3,sg,JOB 13:5,future indc
339430,χρήσῃ,future,middle,indc,2,sg,JOB 13:20,future indc
340039,πιστευέτω,present,active,impv,3,sg,JOB 15:31,present impv
340261,εἴη,present,active,optv,3,sg,JOB 16:18,present optv
340284,εἴη,present,active,optv,3,sg,JOB 16:21,present optv
340316,,,,,,,,
341050,ἴδοι,aorist,active,optv,3,sg,JOB 20:17,aorist optv
341185,,,,,,,,
341740,ἀποκαταστήσει,future,active,indc,3,sg,JOB 22:28,future indc
342427,εἴησαν,present,active,optv,3,pl,JOB 27:7,present optv
344639,κρύψει,future,active,indc,3,sg,JOB 34:29,future indc
345088,πράξῃς,aorist,active,subj,2,sg,JOB 36:21,aorist subj
346285,ἐγκαταπαίζεσθαι,present,middle,infv,,,JOB 40:19,present infv
346398,γινέσθω,present,middle,impv,3,sg,JOB 40:32,present impv
346970,ἔσται,future,middle,indc,3,sg,PRO 1:5,future indc
347018,βουληθῇς,aorist,passsive,subj,2,sg,PRO 1:10,aorist subj
347499,ἴσθι,present,active,impv,2,sg,PRO 3:7,present impv
347511,ἔσται,future,middle,indc,3,sg,PRO 3:8,future indc
347543,ἐκλύου,present,passsive,impv,2,sg,PRO 3:11,present impv
347825,παρίδῃς,aorist,active,subj,2,sg,PRO 4:5,aorist subj
347893,ἀφῇς,aorist,active,subj,2,sg,PRO 4:13,aorist subj
348021,ἐκκλίνῃς,present,active,subj,2,sg,PRO 4:27,present subj
348184,ἔστω,present,active,impv,3,sg,PRO 5:18,present impv
348822,ἐκκλινάτω,aorist,active,impv,3,sg,PRO 7:25,aorist impv
348827,,,,,,,,
349234,ἔλεγχε,present,active,impv,2,sg,PRO 9:8,present impv
349253,προσθήσει,future,active,indc,3,sg,PRO 9:9,future indc
352335,,,,,,,,
352358,,,,,,,,
352936,ἴσθι,present,active,impv,2,sg,PRO 22:24,present impv
352955,δίδου,present,active,impv,2,sg,PRO 22:26,present impv
352974,μέταιρε,present,active,impv,2,sg,PRO 22:28,present impv
353016,ἐπιθύμει,present,active,impv,2,sg,PRO 23:3,present impv
353054,ἐπιθύμει,present,active,impv,2,sg,PRO 23:6,present impv
353092,μεταθῇς,present,active,subj,2,sg,PRO 23:10,present subj
353190,ἴσθι,present,active,impv,2,sg,PRO 23:20,present impv
353242,χαιρέτω,present,active,impv,3,sg,PRO 23:25,present impv
353303,μεθύσκεσθε,present,middle,impv,2,pl,PRO 23:31,present impv
353362,ἐπιθυμήσῃς,aorist,active,subj,2,sg,PRO 24:1,aorist subj
353532,ἐπαίρου,present,middle,impv,2,sg,PRO 24:17,present impv
353547,χαῖρε,present,active,impv,2,sg,PRO 24:19,present impv
353635,ἴσθι,present,active,impv,2,sg,PRO 24:28,present impv
353810,,,,,,,,
354055,,,,,,,,
354261,,,,,,,,
355187,προσθῇς,present,active,subj,2,sg,PRO 30:6,present subj
355238,παραδῷς,aorist,active,subj,2,sg,PRO 30:10,aorist subj
355955,ποιήσαι,aorist,active,optv,3,sg,RUT 1:8,aorist optv
356494,γένοιτο,aorist,middle,optv,3,sg,RUT 2:12,aorist optv
356653,εἴη,present,active,optv,3,sg,RUT 2:19,present optv
356827,ἔσται,future,middle,indc,3,sg,RUT 3:4,future indc
357424,γένοιτο,aorist,middle,optv,3,sg,RUT 4:12,aorist optv
361126,,,,,,,,
361701,γίνου,present,middle,impv,2,sg,ECC 7:16,present impv
361715,γίνου,present,middle,impv,2,sg,ECC 7:17,present impv
361732,,,,,,,,
362799,,,,,,,,
363129,ἀφέτω,present,active,impv,3,sg,ECC 11:6,present impv
366060,καταστήσει,future,active,indc,3,sg,ESG 2:3,future indc
367707,,,,,,,,
368213,παραπεσάτω,aorist,active,impv,3,sg,ESG 6:10,aorist impv
368375,,,,,,,,
369439,ἔσται,future,middle,indc,3,sg,ESG 9:12,future indc
376120,ἀποστραφήτω,aorist,passsive,impv,3,sg,DAG 9:16,aorist impv
378214,ἔσται,future,middle,indc,3,sg,2ES 1:3,future indc
378218,ἀναβήσεται,future,middle,indc,3,sg,2ES 1:3,future indc
378225,οἰκοδομησάτω,aorist,active,impv,3,sg,2ES 1:3,aorist impv
383539,ἔστω,present,active,impv,3,sg,2ES 11:6,present impv
383671,ἔστω,present,active,impv,3,sg,2ES 11:11,present impv
384977,καλύψῃς,aorist,active,subj,2,sg,2ES 13:37,aorist subj
390826,ἐξαλειφθήτω,aorist,passsive,impv,3,sg,2ES 23:14,aorist impv
398005,ἴδοι,aorist,active,optv,3,sg,1CH 12:18,aorist optv
398009,ἐλέγξαιτο,aorist,middle,optv,3,sg,1CH 12:18,aorist optv
398988,ἔσται,future,middle,indc,3,sg,1CH 14:15,future indc
399990,ἀγαλλιάσθω,present,middle,impv,3,sg,1CH 16:31,present impv
401842,προσθείη,aorist,active,optv,3,sg,1CH 21:3,aorist optv
402206,γενηθήτω,aorist,passsive,impv,3,sg,1CH 21:17,aorist impv
402331,ποιησάτω,aorist,active,impv,3,sg,1CH 21:23,aorist impv
402732,ἔσται,future,middle,indc,3,sg,1CH 22:11,future indc
402869,,,,,,,,
410002,ἀποστρέψῃς,aorist,active,subj,2,sg,2CH 6:42,aorist subj
411193,ἔστω,present,active,impv,3,sg,2CH 9:8,present impv
415201,ἔστωσαν,present,active,impv,3,pl,2CH 18:12,present impv
415827,γενέσθω,aorist,middle,impv,3,sg,2CH 19:7,aorist impv
415971,ἔσται,future,middle,indc,3,sg,2CH 19:11,future indc
417922,ζήτω,aorist,active,subj,3,sg,2CH 23:11,aorist subj
418750,ἴδοι,aorist,active,optv,3,sg,2CH 24:22,aorist optv
421167,ἀποστρέψει,future,active,indc,3,sg,2CH 29:10,future indc
421983,ἐπιστρέψει,future,active,indc,3,sg,2CH 30:6,future indc
422040,ἀποστρέψει,future,active,indc,3,sg,2CH 30:8,future indc
426584,ἀναβήτω,aorist,active,impv,3,sg,2CH 36:23,aorist impv
