bhsa_node,lxx,lxx_tense,lxx_voice,lxx_mood,lxx_person,lxx_number,lxx_verse,lxx_tm
219786,ἐνοικοῦντες,present,active,ptcp,,pl,ISA 24:6,present ptcp
219929,ἐνοικοῦντας,present,active,ptcp,,pl,ISA 24:17,present ptcp
219935,φεύγων,present,active,ptcp,,sg,ISA 24:18,present ptcp
219946,,,,,,,,
219964,,,,,,,,
220179,,,,,,,,
220308,φυλάσσων,present,active,ptcp,,sg,ISA 26:2,present ptcp
220540,ἐπάγει,present,active,indc,3,sg,ISA 26:21,present indc
220608,πολιορκουμένη,present,middle,ptcp,,sg,ISA 27:3,present ptcp
220730,ἐρχόμεναι,present,middle,ptcp,,pl,ISA 27:11,present ptcp
220731,,,,,,,,
220785,ἀπολόμενοι,aorist,middle,ptcp,,pl,ISA 27:13,aorist ptcp
220791,,,,,,,,
220901,,,,,,,,
220908,κωλύων,present,active,ptcp,,sg,ISA 28:6,present ptcp
220961,ἀπογεγαλακτισμένοι,perfect,passsive,ptcp,,pl,ISA 28:9,perfect ptcp
221105,πιστεύων,present,active,ptcp,,sg,ISA 28:16,present ptcp
221438,ἐπεστράτευσαν,aorist,active,indc,3,pl,ISA 29:7,aorist indc
221448,,,,,,,,
221459,πίνοντες,present,active,ptcp,,pl,ISA 29:8,present ptcp
221473,πίνων,present,active,ptcp,,sg,ISA 29:8,present ptcp
221489,ἐπεστράτευσαν,aorist,active,indc,3,pl,ISA 29:8,aorist indc
221554,ἐσφράγισται,perfect,middle,indc,3,sg,ISA 29:11,perfect indc
221625,ποιοῦντες,present,active,ptcp,,pl,ISA 29:15,present ptcp
221639,ἑώρακεν,perfect,active,indc,3,sg,ISA 29:15,perfect indc
221642,γνώσεται,future,middle,indc,3,sg,ISA 29:15,future indc
221795,,,,,,,,
221817,πορευόμενοι,present,middle,ptcp,,pl,ISA 30:2,present ptcp
222018,,,,,,,,
222034,,,,,,,,
222139,ἐμμένοντες,present,active,ptcp,,pl,ISA 30:18,present ptcp
222176,ὄψονται,future,middle,indc,3,pl,ISA 30:20,future indc
222248,ἐργαζόμενοι,present,middle,ptcp,,pl,ISA 30:24,present ptcp
222255,λελικμημένα,perfect,middle,ptcp,,pl,ISA 30:24,perfect ptcp
222321,καιόμενος,present,middle,ptcp,,sg,ISA 30:27,present ptcp
222367,,,,,,,,
222434,ἀπαιτηθήσῃ,future,passsive,indc,2,sg,ISA 30:33,future indc
222456,καιομένη,present,middle,ptcp,,sg,ISA 30:33,present ptcp
222460,καταβαίνοντες,present,active,ptcp,,pl,ISA 31:1,present ptcp
222815,κόπτεσθε,present,middle,impv,2,pl,ISA 32:12,present impv
222927,σπείροντες,present,active,ptcp,,pl,ISA 32:20,present ptcp
222931,πατεῖ,present,active,indc,3,sg,ISA 32:20,present indc
222943,ποιεῖ,present,active,indc,3,sg,ISA 33:1,present indc
222992,ἐμπαίξουσιν,future,active,indc,3,pl,ISA 33:4,future indc
222994,,,,,,,,
222997,κατοικῶν,present,active,ptcp,,sg,ISA 33:5,present ptcp
223050,,,,,,,,
223105,πορευόμενος,present,middle,ptcp,,sg,ISA 33:15,present ptcp
223108,λαλῶν,present,active,ptcp,,sg,ISA 33:15,present ptcp
223110,μισῶν,present,active,ptcp,,sg,ISA 33:15,present ptcp
223114,ἀποσειόμενος,present,middle,ptcp,,sg,ISA 33:15,present ptcp
223121,βαρύνων,present,active,ptcp,,sg,ISA 33:15,present ptcp
223127,καμμύων,present,active,ptcp,,sg,ISA 33:15,present ptcp
223140,δοθήσεται,future,passsive,indc,3,sg,ISA 33:16,future indc
223142,,,,,,,,
223159,ἀριθμῶν,present,active,ptcp,,sg,ISA 33:18,present ptcp
223222,,,,,,,,
223224,,,,,,,,
223254,ἐνοικῶν,present,active,ptcp,,sg,ISA 33:24,present ptcp
223328,,,,,,,,
223437,,,,,,,,
223876,πεποιθότες,perfect,active,ptcp,,pl,ISA 36:6,perfect ptcp
223993,ἀκούομεν,present,active,indc,1,pl,ISA 36:11,present indc
224031,καθημένους,present,middle,ptcp,,pl,ISA 36:12,present ptcp
224286,περιβεβλημένους,perfect,middle,ptcp,,pl,ISA 37:2,perfect ptcp
224389,ἐμβαλῶ,future,active,indc,1,sg,ISA 37:7,future indc
224414,πολιορκοῦντα,present,active,ptcp,,sg,ISA 37:8,present ptcp
224457,πεποιθὼς,perfect,active,ptcp,,sg,ISA 37:10,perfect ptcp
224554,καθήμενος,present,middle,ptcp,,sg,ISA 37:16,present ptcp
224988,προσκυνεῖν,present,active,infv,,,ISA 37:38,present infv
225038,ἀποθνῄσκεις,present,active,indc,2,sg,ISA 38:1,present indc
225152,ἀποστρέψω,future,active,indc,1,sg,ISA 38:8,future indc
225517,ἔρχονται,present,middle,indc,3,pl,ISA 39:6,present indc
225602,βοῶντος,present,active,ptcp,,sg,ISA 40:3,present ptcp
225650,λέγοντος,present,active,ptcp,,sg,ISA 40:6,present ptcp
225721,,,,,,,,
225784,συνεβουλεύσατο,aorist,middle,indc,3,sg,ISA 40:14,aorist indc
225861,,,,,,,,
225863,,,,,,,,
225897,κατέχων,present,active,ptcp,,sg,ISA 40:22,present ptcp
225907,στήσας,aorist,active,ptcp,,sg,ISA 40:22,aorist ptcp
225920,διδοὺς,present,active,ptcp,,sg,ISA 40:23,present ptcp
225972,ἐκφέρων,present,active,ptcp,,sg,ISA 40:26,present ptcp
226014,κατασκευάσας,aorist,active,ptcp,,sg,ISA 40:28,aorist ptcp
226027,διδοὺς,present,active,ptcp,,sg,ISA 40:29,present ptcp
226116,ἐκάλεσεν,aorist,active,indc,3,sg,ISA 41:4,aorist indc
226159,ἐρεῖ,future,active,indc,3,sg,ISA 41:7,future indc
226224,ἀντικείμενοί,present,middle,ptcp,,pl,ISA 41:11,present ptcp
226251,,,,,,,,
226254,λέγων,present,active,ptcp,,sg,ISA 41:13,present ptcp
226271,λυτρούμενός,present,middle,ptcp,,sg,ISA 41:14,present ptcp
226314,ζητήσουσιν,future,active,indc,3,pl,ISA 41:17,future indc
226421,ἐπερχόμενα,present,middle,ptcp,,pl,ISA 41:23,present ptcp
226485,προλέγων,present,active,ptcp,,sg,ISA 41:26,present ptcp
226488,προλέγων,present,active,ptcp,,sg,ISA 41:26,present ptcp
226491,ἀκούων,present,active,ptcp,,sg,ISA 41:26,present ptcp
226589,ποιήσας,aorist,active,ptcp,,sg,ISA 42:5,aorist ptcp
226593,πήξας,aorist,active,ptcp,,sg,ISA 42:5,aorist ptcp
226594,στερεώσας,aorist,active,ptcp,,sg,ISA 42:5,aorist ptcp
226599,διδοὺς,present,active,ptcp,,sg,ISA 42:5,present ptcp
226609,,,,,,,,
226666,ἀναγγελῶ,future,active,indc,1,sg,ISA 42:9,future indc
226795,πεποιθότες,perfect,active,ptcp,,pl,ISA 42:17,perfect ptcp
226800,λέγοντες,present,active,ptcp,,pl,ISA 42:17,present ptcp
226872,ἐξαιρούμενος,present,middle,ptcp,,sg,ISA 42:22,present ptcp
226876,λέγων,present,active,ptcp,,sg,ISA 42:22,present ptcp
227045,ἐπικέκληνται,perfect,middle,indc,3,pl,ISA 43:7,perfect indc
227152,ἐξαιρούμενος,present,middle,ptcp,,sg,ISA 43:13,present ptcp
227185,διδοὺς,present,active,ptcp,,sg,ISA 43:16,present ptcp
227196,ἐξαγαγὼν,aorist,active,ptcp,,sg,ISA 43:17,aorist ptcp
227220,ποιῶ,present,active,indc,1,sg,ISA 43:19,present indc
227312,ἐξαλείφων,present,active,ptcp,,sg,ISA 43:25,present ptcp
227720,γνῶτε,aorist,active,impv,2,pl,ISA 44:20,aorist impv
227801,συντελῶν,present,active,ptcp,,sg,ISA 44:24,present ptcp
227803,ἐξέτεινα,aorist,active,indc,1,sg,ISA 44:24,aorist indc
227807,ἐστερέωσα,aorist,active,indc,1,sg,ISA 44:24,aorist indc
227812,διασκεδάσει,future,active,indc,3,sg,ISA 44:25,future indc
227818,ἀποστρέφων,present,active,ptcp,,sg,ISA 44:25,present ptcp
227824,ἱστῶν,present,active,ptcp,,sg,ISA 44:26,present ptcp
227832,λέγων,present,active,ptcp,,sg,ISA 44:26,present ptcp
227845,λέγων,present,active,ptcp,,sg,ISA 44:27,present ptcp
227854,λέγων,present,active,ptcp,,sg,ISA 44:28,present ptcp
227928,καλῶν,present,active,ptcp,,sg,ISA 45:3,present ptcp
227976,κατασκευάσας,aorist,active,ptcp,,sg,ISA 45:7,aorist ptcp
227979,κτίζων,present,active,ptcp,,sg,ISA 45:7,present ptcp
227981,ποιῶν,present,active,ptcp,,sg,ISA 45:7,present ptcp
227984,κτίζων,present,active,ptcp,,sg,ISA 45:7,present ptcp
227988,ποιῶν,present,active,ptcp,,sg,ISA 45:7,present ptcp
228012,,,,,,,,
228032,λέγων,present,active,ptcp,,sg,ISA 45:10,present ptcp
228137,ᾔδειμεν,pluperfect,active,indc,1,pl,ISA 45:15,pluperfect indc
228140,,,,,,,,
228171,ποιήσας,aorist,active,ptcp,,sg,ISA 45:18,aorist ptcp
228177,καταδείξας,aorist,active,ptcp,,sg,ISA 45:18,aorist ptcp
228181,ποιήσας,aorist,active,ptcp,,sg,ISA 45:18,aorist ptcp
228213,λαλῶν,present,active,ptcp,,sg,ISA 45:19,present ptcp
228215,ἀναγγέλλων,present,active,ptcp,,sg,ISA 45:19,present ptcp
228228,αἴροντες,present,active,ptcp,,pl,ISA 45:20,present ptcp
228233,προσευχόμενοι,present,middle,ptcp,,pl,ISA 45:20,present ptcp
228313,ἀφορίζοντες,present,active,ptcp,,pl,ISA 45:24,present ptcp
228325,συνετρίβη,aorist,passsive,indc,3,sg,ISA 46:1,aorist indc
228337,καταδεδεμένα,perfect,middle,ptcp,,pl,ISA 46:1,perfect ptcp
228364,αἰρόμενοι,present,passsive,ptcp,,pl,ISA 46:3,present ptcp
228368,παιδευόμενοι,present,passsive,ptcp,,pl,ISA 46:3,present ptcp
228401,συμβαλλόμενοι,present,middle,ptcp,,pl,ISA 46:6,present ptcp
228464,ἀναγγέλλων,present,active,ptcp,,sg,ISA 46:10,present ptcp
228474,εἶπα,aorist,active,indc,1,sg,ISA 46:10,aorist indc
228481,καλῶν,present,active,ptcp,,sg,ISA 46:11,present ptcp
228630,καθημένη,present,middle,ptcp,,sg,ISA 47:8,present ptcp
228634,λέγουσα,present,active,ptcp,,sg,ISA 47:8,present ptcp
228677,γνῶθι,aorist,active,impv,2,sg,ISA 47:10,aorist impv
228738,,,,,,,,
228741,ὁρῶντες,present,active,ptcp,,pl,ISA 47:13,present ptcp
228745,ἀναγγειλάτωσάν,aorist,active,impv,3,pl,ISA 47:13,aorist impv
228779,,,,,,,,
228787,,,,,,,,
228793,κεκλημένοι,perfect,middle,ptcp,,pl,ISA 48:1,perfect ptcp
228803,ὀμνύοντες,present,active,ptcp,,pl,ISA 48:1,present ptcp
228929,,,,,,,,
228988,καλέσω,future,active,indc,1,sg,ISA 48:13,future indc
229052,δέδειχά,perfect,active,indc,1,sg,ISA 48:17,perfect indc
229055,,,,,,,,
229209,πλάσας,aorist,active,ptcp,,sg,ISA 49:5,aorist ptcp
229264,ῥυσάμενός,aorist,middle,ptcp,,sg,ISA 49:7,aorist ptcp
229286,ἐστιν,present,active,indc,3,sg,ISA 49:7,present indc
229503,,,,,,,,
229804,ἀκουσάτω,aorist,active,impv,3,sg,ISA 50:10,aorist impv
229825,καίετε,present,active,indc,2,pl,ISA 50:11,present indc
229827,κατισχύετε,present,active,indc,2,pl,ISA 50:11,present indc
230029,,,,,,,,
230031,,,,,,,,
230038,ἐρημοῦσα,aorist,active,ptcp,,sg,ISA 51:10,aorist ptcp
230076,παρακαλῶν,present,active,ptcp,,sg,ISA 51:12,present ptcp
230094,ποιήσαντα,aorist,active,ptcp,,sg,ISA 51:13,aorist ptcp
230097,θεμελιώσαντα,aorist,active,ptcp,,sg,ISA 51:13,aorist ptcp
230138,ταράσσων,present,active,ptcp,,sg,ISA 51:15,present ptcp
230191,παρακαλῶν,present,active,ptcp,,sg,ISA 51:18,present ptcp
230199,ἀντιλαμβανόμενος,present,middle,ptcp,,sg,ISA 51:18,present ptcp
230208,ἀντικείμενά,present,middle,ptcp,,pl,ISA 51:19,present ptcp
230236,,,,,,,,
230386,βλασφημεῖται,present,passsive,indc,3,sg,ISA 52:5,present indc
230401,λαλῶν,present,active,ptcp,,sg,ISA 52:6,present ptcp
230410,ποιήσω,future,active,indc,1,sg,ISA 52:7,future indc
230412,εὐαγγελιζόμενος,present,middle,ptcp,,sg,ISA 52:7,present ptcp
230414,ποιήσω,future,active,indc,1,sg,ISA 52:7,future indc
230416,λέγων,present,active,ptcp,,sg,ISA 52:7,present ptcp
230491,πορεύσεται,future,middle,indc,3,sg,ISA 52:12,future indc
230496,ἐπισυνάγων,present,active,ptcp,,sg,ISA 52:12,present ptcp
230579,ἠτιμάσθη,aorist,passsive,indc,3,sg,ISA 53:3,aorist indc
230593,ἠτιμάσθη,aorist,passsive,indc,3,sg,ISA 53:3,aorist indc
230614,ἐτραυματίσθη,aorist,passsive,indc,3,sg,ISA 53:5,aorist indc
230617,μεμαλάκισται,present,passsive,indc,3,sg,ISA 53:5,present indc
230647,κεκακῶσθαι,perfect,passsive,infv,,,ISA 53:7,perfect infv
230846,,,,,,,,
230852,ῥυσάμενός,aorist,middle,ptcp,,sg,ISA 54:5,aorist ptcp
230952,ἑτοιμάζω,present,active,indc,1,sg,ISA 54:11,present indc
231009,προσελεύσονταί,future,middle,indc,3,pl,ISA 54:15,future indc
231017,φυσῶν,present,active,ptcp,,sg,ISA 54:16,present ptcp
231022,ἐκφέρων,present,active,ptcp,,sg,ISA 54:16,present ptcp
231338,φυλάσσων,present,active,ptcp,,sg,ISA 56:2,present ptcp
231343,διατηρῶν,present,active,ptcp,,sg,ISA 56:2,present ptcp
231393,ἀντέχωνται,present,middle,subj,3,pl,ISA 56:4,present subj
231425,προσκειμένοις,present,middle,ptcp,,pl,ISA 56:6,present ptcp
231442,φυλασσομένους,present,middle,ptcp,,pl,ISA 56:6,present ptcp
231447,ἀντεχομένους,present,middle,ptcp,,pl,ISA 56:6,present ptcp
231479,συνάγων,present,active,ptcp,,sg,ISA 56:8,present ptcp
231510,ἐνυπνιαζόμενοι,present,middle,ptcp,,pl,ISA 56:10,present ptcp
231511,,,,,,,,
231512,φιλοῦντες,present,active,ptcp,,pl,ISA 56:10,present ptcp
231559,ἐκδέχεται,present,middle,indc,3,sg,ISA 57:1,present indc
231565,αἴρονται,present,passsive,indc,3,pl,ISA 57:1,present indc
231568,κατανοεῖ,present,active,indc,3,sg,ISA 57:1,present indc
231582,,,,,,,,
231611,παρακαλοῦντες,present,active,ptcp,,pl,ISA 57:5,present ptcp
231619,σφάζοντες,present,active,ptcp,,pl,ISA 57:5,present ptcp
231711,παύσομαι,future,middle,indc,1,sg,ISA 57:10,future indc
231738,ἰδὼν,aorist,active,ptcp,,sg,ISA 57:11,aorist ptcp
231768,,,,,,,,
231793,κατοικῶν,present,active,ptcp,,sg,ISA 57:15,present ptcp
231865,,,,,,,,
231887,κλυδωνισθήσονται,future,passsive,indc,3,pl,ISA 57:20,future indc
232161,,,,,,,,
232163,,,,,,,,
232233,διιστῶσιν,present,active,subj,3,pl,ISA 59:2,present subj
232263,λαλεῖ,present,active,indc,3,sg,ISA 59:4,present indc
232268,,,,,,,,
232290,μέλλων,present,active,ptcp,,sg,ISA 59:5,present ptcp
232296,,,,,,,,
232349,διοδεύουσιν,present,active,indc,3,pl,ISA 59:8,present indc
232480,ἦρται,perfect,passsive,indc,3,sg,ISA 59:15,perfect indc
232482,,,,,,,,
232485,,,,,,,,
232806,ἀγομένους,present,middle,ptcp,,pl,ISA 60:11,present ptcp
233152,ἀγαπῶν,present,active,ptcp,,sg,ISA 61:8,present ptcp
233154,μισῶν,present,active,ptcp,,sg,ISA 61:8,present ptcp
233344,μιμνῃσκόμενοι,present,middle,ptcp,,pl,ISA 62:6,present ptcp
233392,συνάγοντες,present,active,ptcp,,pl,ISA 62:9,present ptcp
233399,,,,,,,,
233463,παραγινόμενος,present,middle,ptcp,,sg,ISA 63:1,present ptcp
233471,,,,,,,,
233474,,,,,,,,
233479,διαλέγομαι,present,middle,indc,1,sg,ISA 63:1,present indc
233492,,,,,,,,
233649,ἀναβιβάσας,aorist,active,ptcp,,sg,ISA 63:11,aorist ptcp
233657,θεὶς,aorist,active,ptcp,,sg,ISA 63:11,aorist ptcp
233663,ἀγαγὼν,aorist,active,ptcp,,sg,ISA 63:12,aorist ptcp
233669,κατίσχυσεν,aorist,active,indc,3,sg,ISA 63:12,aorist indc
233678,ἤγαγεν,aorist,active,indc,3,sg,ISA 63:13,aorist indc
233827,,,,,,,,
233873,ἐπικαλούμενος,present,middle,ptcp,,sg,ISA 64:6,present ptcp
233876,μνησθεὶς,aorist,passsive,ptcp,,sg,ISA 64:6,aorist ptcp
233982,ἐπορεύθησαν,aorist,passsive,indc,3,pl,ISA 65:2,aorist indc
233992,παροξύνων,present,active,ptcp,,sg,ISA 65:3,present ptcp
233997,θυσιάζουσιν,present,active,indc,3,pl,ISA 65:3,present indc
234002,θυμιῶσιν,present,active,indc,3,pl,ISA 65:3,present indc
234007,,,,,,,,
234017,ἔσθοντες,present,active,ptcp,,pl,ISA 65:4,present ptcp
234026,λέγοντες,present,active,ptcp,,pl,ISA 65:5,present ptcp
234039,καίεται,present,middle,indc,3,sg,ISA 65:5,present indc
234044,γέγραπται,perfect,middle,indc,3,sg,ISA 65:6,perfect indc
234145,ἐπιλανθανόμενοι,present,middle,ptcp,,pl,ISA 65:11,present ptcp
234150,ἑτοιμάζοντες,present,active,ptcp,,pl,ISA 65:11,present ptcp
234157,,,,,,,,
234254,εὐλογηθήσεται,future,passsive,indc,3,sg,ISA 65:16,future indc
234264,,,,,,,,
234285,ἔσται,future,middle,indc,3,sg,ISA 65:17,future indc
234310,ποιῶ,present,active,indc,1,sg,ISA 65:18,present indc
234313,ποιῶ,present,active,indc,1,sg,ISA 65:18,present indc
234427,λαλούντων,present,active,ptcp,,pl,ISA 65:24,present ptcp
234506,θύων,present,active,ptcp,,sg,ISA 66:3,present ptcp
234509,ἀποκτέννων,present,active,ptcp,,sg,ISA 66:3,present ptcp
234511,,,,,,,,
234514,,,,,,,,
234516,ἀναφέρων,present,active,ptcp,,sg,ISA 66:3,present ptcp
234520,διδοὺς,present,active,ptcp,,sg,ISA 66:3,present ptcp
234522,,,,,,,,
234547,ὑπήκουσάν,aorist,active,indc,3,pl,ISA 66:4,aorist indc
234573,μισοῦσιν,present,active,indc,3,pl,ISA 66:5,present indc
234574,βδελυσσομένοις,present,middle,ptcp,,pl,ISA 66:5,present ptcp
234595,ἀνταποδιδόντος,present,active,ptcp,,sg,ISA 66:6,present ptcp
234666,πενθεῖτε,present,active,indc,2,pl,ISA 66:10,present indc
234687,ἐκκλίνω,present,active,indc,1,sg,ISA 66:12,present indc
234779,ἁγνιζόμενοι,present,middle,ptcp,,pl,ISA 66:17,present ptcp
234782,,,,,,,,
234791,ἔσθοντες,present,active,ptcp,,pl,ISA 66:17,present ptcp
234810,ἔρχομαι,present,middle,indc,1,sg,ISA 66:18,present indc
234943,ποιῶ,present,active,indc,1,sg,ISA 66:22,present indc
234944,μένει,present,active,indc,3,sg,ISA 66:22,present indc
234985,παραβεβηκότων,perfect,active,ptcp,,pl,ISA 66:24,perfect ptcp
235185,ὁρᾷς,present,active,indc,2,sg,JER 1:11,present indc
235192,ὁρᾷς,present,active,indc,2,sg,JER 1:11,present indc
235201,ἐγρήγορα,perfect,active,indc,1,sg,JER 1:12,perfect indc
235217,ὁρᾷς,present,active,indc,2,sg,JER 1:13,present indc
235223,ὁρᾷς,present,active,indc,2,sg,JER 1:13,present indc
235245,συγκαλῶ,present,active,indc,1,sg,JER 1:15,present indc
235392,,,,,,,,
235442,ἀναγαγὼν,aorist,active,ptcp,,sg,JER 2:6,aorist ptcp
235448,καθοδηγήσας,aorist,active,ptcp,,sg,JER 2:6,aorist ptcp
235645,,,,,,,,
235717,διαχυθήσομαι,future,passsive,indc,1,sg,JER 2:20,future indc
235718,,,,,,,,
235744,κεκηλίδωσαι,perfect,middle,indc,2,sg,JER 2:22,perfect indc
235770,ὠλόλυξεν,aorist,active,indc,3,sg,JER 2:23,aorist indc
235800,ἀνδριοῦμαι,future,middle,indc,1,sg,JER 2:25,future indc
235824,,,,,,,,
235966,κρίνομαι,present,middle,indc,1,sg,JER 2:35,present indc
236126,ἐπορεύθησαν,aorist,passsive,indc,3,pl,JER 3:6,aorist indc
236622,σβέσων,present,active,ptcp,,sg,JER 4:4,present ptcp
236661,ἐπάγω,present,active,indc,1,sg,JER 4:6,present indc
236829,ἀναγγέλλοντος,present,active,ptcp,,sg,JER 4:15,present ptcp
236833,ἀκουσθήσεται,future,passsive,indc,3,sg,JER 4:15,future indc
236847,ἔρχονται,present,middle,indc,3,pl,JER 4:16,present indc
236889,μαιμάσσει,present,active,indc,3,sg,JER 4:19,present indc
236933,,,,,,,,
236965,τρέμοντα,present,active,ptcp,,pl,JER 4:24,present ptcp
237042,ἀνεχώρησεν,aorist,active,indc,3,sg,JER 4:29,aorist indc
237058,ἐγκατελείφθη,aorist,passsive,indc,3,sg,JER 4:29,aorist indc
237061,κατοικεῖ,present,active,indc,3,sg,JER 4:29,present indc
237131,ποιῶν,present,active,ptcp,,sg,JER 5:1,present ptcp
237133,ζητῶν,present,active,ptcp,,sg,JER 5:1,present ptcp
237216,ἐγρηγόρησεν,aorist,active,indc,3,sg,JER 5:6,aorist indc
237221,ἐκπορευόμενοι,present,middle,ptcp,,pl,JER 5:6,present ptcp
237350,δέδωκα,perfect,active,indc,1,sg,JER 5:14,perfect indc
237365,ἐπάγω,present,active,indc,1,sg,JER 5:15,present indc
237418,πεποίθατε,perfect,active,indc,2,pl,JER 5:17,perfect indc
237558,διδόντα,present,active,ptcp,,sg,JER 5:24,present ptcp
237594,,,,,,,,
237598,,,,,,,,
237886,συνετελέσαντο,aorist,middle,indc,3,pl,JER 6:13,aorist indc
237895,ἐποίησαν,aorist,active,indc,3,pl,JER 6:13,aorist indc
237991,ἐπάγω,present,active,indc,1,sg,JER 6:19,present indc
238038,δίδωμι,present,active,indc,1,sg,JER 6:21,present indc
238091,παρατάξεται,future,middle,indc,3,sg,JER 6:23,future indc
238226,,,,,,,,
238336,πεποίθατε,perfect,active,indc,2,pl,JER 7:8,perfect indc
238478,πεποίθατε,perfect,active,indc,2,pl,JER 7:14,perfect indc
238533,εἰσακούσομαι,future,middle,indc,1,sg,JER 7:16,future indc
238537,ὁρᾷς,present,active,indc,2,sg,JER 7:17,present indc
238540,ποιοῦσιν,present,active,indc,3,pl,JER 7:17,present indc
238550,συλλέγουσιν,present,active,indc,3,pl,JER 7:18,present indc
238555,καίουσι,present,active,indc,3,pl,JER 7:18,present indc
238562,τρίβουσιν,present,active,indc,3,pl,JER 7:18,present indc
238582,παροργίζουσιν,present,active,indc,3,pl,JER 7:19,present indc
238600,χεῖται,present,middle,indc,3,sg,JER 7:20,present indc
238877,ἔρχονται,present,middle,indc,3,pl,JER 7:32,present indc
238921,ἀποσοβῶν,present,active,ptcp,,sg,JER 7:33,present ptcp
239033,καταλειφθεῖσιν,aorist,passsive,ptcp,,pl,JER 8:3,aorist ptcp
239093,μετανοῶν,present,active,ptcp,,sg,JER 8:6,present ptcp
239101,τρέχων,present,active,ptcp,,sg,JER 8:6,present ptcp
239106,,,,,,,,
239181,,,,,,,,
239189,,,,,,,,
239255,καθήμεθα,present,middle,indc,1,pl,JER 8:14,present indc
239312,κατοικοῦντας,present,active,ptcp,,pl,JER 8:16,present ptcp
239316,ἐξαποστέλλω,present,active,indc,1,sg,JER 8:17,present indc
239425,μοιχῶνται,present,middle,indc,3,pl,JER 9:1,present indc
239506,πυρώσω,future,active,indc,1,sg,JER 9:6,future indc
239566,,,,,,,,
239667,ψωμιῶ,future,active,indc,1,sg,JER 9:14,future indc
239805,συνάγων,present,active,ptcp,,sg,JER 9:21,present ptcp
239840,ποιῶν,present,active,ptcp,,sg,JER 9:23,present ptcp
239856,ἔρχονται,present,middle,indc,3,pl,JER 9:24,present indc
239887,κατοικοῦντας,present,active,ptcp,,pl,JER 9:25,present ptcp
240092,ποιήσας,aorist,active,ptcp,,sg,JER 10:12,aorist ptcp
240096,ἀνορθώσας,aorist,active,ptcp,,sg,JER 10:12,aorist ptcp
240176,κατοικοῦσα,present,active,ptcp,,sg,JER 10:17,present ptcp
240185,σκελίζω,present,active,indc,1,sg,JER 10:18,present indc
240204,,,,,,,,
240225,,,,,,,,
240229,,,,,,,,
240251,ἔρχεται,present,middle,indc,3,sg,JER 10:22,present indc
240277,πορεύσεται,future,middle,indc,3,sg,JER 10:23,future indc
240355,,,,,,,,
240573,ἐπάγω,present,active,indc,1,sg,JER 11:11,present indc
240603,θυμιῶσιν,present,active,indc,3,pl,JER 11:12,present indc
240652,εἰσακούσομαι,future,middle,indc,1,sg,JER 11:14,future indc
240701,καταφυτεύσας,aorist,active,ptcp,,sg,JER 11:17,aorist ptcp
240766,δοκιμάζων,present,active,ptcp,,sg,JER 11:20,present ptcp
240786,ζητοῦντας,present,active,ptcp,,pl,JER 11:21,present ptcp
240807,ἐπισκέψομαι,future,middle,indc,1,sg,JER 11:22,future indc
240929,πέποιθας,perfect,active,indc,2,sg,JER 12:5,perfect indc
241032,τιθέμενος,present,middle,ptcp,,sg,JER 12:11,present ptcp
241047,καταφάγεται,future,middle,indc,3,sg,JER 12:12,future indc
241086,ἁπτομένων,present,middle,ptcp,,pl,JER 12:14,present ptcp
241097,ἀποσπῶ,present,active,indc,1,sg,JER 12:14,present indc
241320,βουλομένους,present,middle,ptcp,,pl,JER 13:10,present ptcp
241326,,,,,,,,
241430,πληρῶ,future,active,indc,1,sg,JER 13:13,future indc
241443,καθημένους,present,middle,ptcp,,pl,JER 13:13,present ptcp
241565,ἀνοίγων,present,active,ptcp,,sg,JER 13:19,present ptcp
241576,ἐρχομένους,present,middle,ptcp,,pl,JER 13:20,present ptcp
241639,φερόμενα,present,middle,ptcp,,pl,JER 13:24,present ptcp
241793,σῴζεις,present,active,indc,2,sg,JER 14:8,present indc
241873,εἰσακούσομαι,future,middle,indc,1,sg,JER 14:12,future indc
241883,εὐδοκήσω,future,active,indc,1,sg,JER 14:12,future indc
241897,συντελέσω,future,active,indc,1,sg,JER 14:12,future indc
241907,λέγουσιν,present,active,indc,3,pl,JER 14:13,present indc
241934,προφητεύουσιν,present,active,indc,3,pl,JER 14:14,present indc
241956,προφητεύουσιν,present,active,indc,3,pl,JER 14:14,present indc
241966,προφητευόντων,present,active,ptcp,,pl,JER 14:15,present ptcp
241975,λέγουσιν,present,active,indc,3,pl,JER 14:15,present indc
242003,προφητεύουσιν,present,active,indc,3,pl,JER 14:16,present indc
242006,ἐρριμμένοι,perfect,passsive,ptcp,,pl,JER 14:16,perfect ptcp
242019,θάπτων,present,active,ptcp,,sg,JER 14:16,present ptcp
242144,ὑετίζων,present,active,ptcp,,sg,JER 14:22,present ptcp
242404,καταρωμένοις,present,middle,ptcp,,pl,JER 15:10,present ptcp
242650,τετοκυιῶν,perfect,active,ptcp,,pl,JER 16:3,perfect ptcp
242656,γεγεννηκότων,perfect,active,ptcp,,pl,JER 16:3,perfect ptcp
242802,καταλύω,present,active,indc,1,sg,JER 16:9,present indc
242902,πορεύεσθε,present,middle,indc,2,pl,JER 16:12,present indc
242948,ἔρχονται,present,middle,indc,3,pl,JER 16:14,present indc
242994,ἀποστέλλω,present,active,indc,1,sg,JER 16:16,present indc
243086,,,,,,,,
243098,δηλώσω,future,active,indc,1,sg,JER 16:21,future indc
243117,,,,,,,,
243124,,,,,,,,
243191,,,,,,,,
