bhsa_node,lxx,lxx_tense,lxx_voice,lxx_mood,lxx_person,lxx_number,lxx_verse,lxx_tm
22239,κατήσθιεν,imperfect,active,indc,3,sg,GEN 40:17,imperfect indc
22360,εἶδεν,aorist,active,indc,3,sg,GEN 41:1,aorist indc
22363,ἑστάναι,perfect,active,infv,,,GEN 41:1,perfect infv
22372,ἀνέβαινον,imperfect,active,indc,3,pl,GEN 41:2,imperfect indc
22390,ἀνέβαινον,imperfect,active,indc,3,pl,GEN 41:3,imperfect indc
22442,ἀνέβαινον,imperfect,active,indc,3,pl,GEN 41:5,imperfect indc
22457,ἀνεφύοντο,imperfect,middle,indc,3,pl,GEN 41:6,imperfect indc
22508,ἀπαγγέλλων,present,active,ptcp,,sg,GEN 41:8,present ptcp
22524,ἀναμιμνῄσκω,present,active,indc,1,sg,GEN 41:9,present indc
22661,ἑστάναι,perfect,active,infv,,,GEN 41:17,perfect infv
22671,ἀνέβαινον,imperfect,active,indc,3,pl,GEN 41:18,imperfect indc
22689,ἀνέβαινον,imperfect,active,indc,3,pl,GEN 41:19,imperfect indc
22756,ἀνέβαινον,imperfect,active,indc,3,pl,GEN 41:22,imperfect indc
22771,ἀνεφύοντο,imperfect,middle,indc,3,pl,GEN 41:23,imperfect indc
22792,ἀπαγγέλλων,present,active,ptcp,,sg,GEN 41:24,present ptcp
22807,ποιεῖ,present,active,indc,3,sg,GEN 41:25,present indc
22840,ἀναβαίνουσαι,present,active,ptcp,,pl,GEN 41:27,present ptcp
22868,ποιεῖ,present,active,indc,3,sg,GEN 41:28,present indc
22875,ἔρχεται,present,middle,indc,3,sg,GEN 41:29,present indc
22932,,,,,,,,
22940,ταχυνεῖ,future,active,indc,3,sg,GEN 41:32,future indc
23501,ἐρχομένων,present,middle,ptcp,,pl,GEN 42:5,present ptcp
23519,ἐπώλει,imperfect,active,indc,3,sg,GEN 42:6,imperfect indc
23583,,,,,,,,
23660,,,,,,,,
23701,,,,,,,,
23727,φοβοῦμαι,present,middle,indc,1,sg,GEN 42:18,present indc
23812,ἐκζητεῖται,present,middle,indc,3,sg,GEN 42:22,present indc
23818,ἀκούει,present,active,indc,3,sg,GEN 42:23,present indc
23947,συμβάντα,aorist,active,ptcp,,pl,GEN 42:29,aorist ptcp
23963,,,,,,,,
24031,,,,,,,,
24048,κατακενοῦν,present,active,infv,,,GEN 42:35,present infv
24117,ἀπέθανεν,aorist,active,indc,3,sg,GEN 42:38,aorist indc
24122,καταλέλειπται,perfect,middle,indc,3,sg,GEN 42:38,perfect indc
24190,ἀποστέλλεις,present,active,indc,2,sg,GEN 43:4,present indc
24202,ἀποστέλλεις,present,active,indc,2,sg,GEN 43:5,present indc
24365,ἀποστραφὲν,aorist,passsive,ptcp,,sg,GEN 43:12,aorist ptcp
24501,ἀποστραφὲν,aorist,passsive,ptcp,,sg,GEN 43:18,aorist ptcp
24508,εἰσαγόμεθα,present,middle,indc,1,pl,GEN 43:18,present indc
24773,συνδειπνοῦσιν,present,active,ptcp,,pl,GEN 43:32,present ptcp
25371,ἐκκρέμαται,present,middle,indc,3,sg,GEN 44:30,present indc
25461,παρεστηκότων,perfect,active,ptcp,,pl,GEN 45:1,perfect ptcp
25686,βλέπουσιν,present,active,indc,3,pl,GEN 45:12,present indc
25694,λαλοῦν,present,active,ptcp,,sg,GEN 45:12,present ptcp
25887,αἴροντας,present,active,ptcp,,pl,GEN 45:23,present ptcp
25894,αἰρούσας,present,active,ptcp,,pl,GEN 45:23,present ptcp
25941,ἄρχει,present,active,indc,3,sg,GEN 45:26,present indc
26129,εἰσελθόντων,aorist,active,ptcp,,pl,GEN 46:8,aorist ptcp
26382,εἰσελθοῦσαι,aorist,active,ptcp,,pl,GEN 46:26,aorist ptcp
26386,ἐξελθόντες,aorist,active,ptcp,,pl,GEN 46:26,aorist ptcp
26554,,,,,,,,
26837,εὑρεθὲν,aorist,passsive,ptcp,,sg,GEN 47:14,aorist ptcp
26850,ἠγόραζον,imperfect,active,indc,3,pl,GEN 47:14,imperfect indc
27310,ἐνοχλεῖται,present,middle,indc,3,sg,GEN 48:1,present indc
27331,ἔρχεται,present,middle,indc,3,sg,GEN 48:2,present indc
27362,αὐξανῶ,future,active,indc,1,sg,GEN 48:4,future indc
27387,γενόμενοί,aorist,middle,ptcp,,pl,GEN 48:5,aorist ptcp
27598,τρέφων,present,active,ptcp,,sg,GEN 48:15,present ptcp
27610,ῥυόμενός,present,middle,ptcp,,sg,GEN 48:16,present ptcp
27747,ἀποθνῄσκω,present,active,indc,1,sg,GEN 48:21,present indc
27859,,,,,,,,
27920,δεσμεύων,present,active,ptcp,,sg,GEN 49:11,present ptcp
27967,ἀναπαυόμενος,present,middle,ptcp,,sg,GEN 49:14,present ptcp
28008,δάκνων,present,active,ptcp,,sg,GEN 49:17,present ptcp
28039,ἐπιδιδοὺς,present,active,ptcp,,sg,GEN 49:21,present ptcp
28076,κατισχύσας,aorist,active,ptcp,,sg,GEN 49:24,aorist ptcp
28095,ἐχούσης,present,active,ptcp,,sg,GEN 49:25,present ptcp
28162,προστίθεμαι,present,middle,indc,1,sg,GEN 49:29,present indc
28337,,,,,,,,
28527,συναναβάντες,aorist,active,ptcp,,pl,GEN 50:14,aorist ptcp
28702,ἀποθνῄσκω,present,active,indc,1,sg,GEN 50:24,present indc
28770,εἰσπεπορευμένων,perfect,passsive,ptcp,,pl,EXO 1:1,perfect ptcp
29196,παρεπορεύοντο,imperfect,middle,indc,3,pl,EXO 2:5,imperfect indc
29349,τύπτοντά,present,active,ptcp,,sg,EXO 2:11,present ptcp
29409,θέλεις,present,active,indc,2,sg,EXO 2:14,present indc
29627,ποιμαίνων,present,active,ptcp,,sg,EXO 3:1,present ptcp
29667,καίεται,present,middle,indc,3,sg,EXO 3:2,present indc
29675,κατεκαίετο,imperfect,middle,indc,3,sg,EXO 3:2,imperfect indc
29732,ἕστηκας,perfect,active,indc,2,sg,EXO 3:5,perfect indc
29843,θλίβουσιν,present,active,indc,3,pl,EXO 3:9,present indc
29917,ἐλεύσομαι,future,middle,indc,1,sg,EXO 3:13,future indc
30014,συμβέβηκεν,perfect,active,indc,3,sg,EXO 3:16,perfect indc
30274,,,,,,,,
30462,ἐξελεύσεται,future,middle,indc,3,sg,EXO 4:14,future indc
30579,ζητοῦντές,present,active,ptcp,,pl,EXO 4:19,present ptcp
30666,ἀποκτενῶ,future,active,indc,1,sg,EXO 4:23,future indc
30962,ποιοῦσιν,present,active,indc,3,pl,EXO 5:8,present indc
30971,σχολάζουσιν,present,active,indc,3,pl,EXO 5:8,present indc
30976,κεκράγασιν,perfect,active,indc,3,pl,EXO 5:8,perfect indc
31016,δίδωμι,present,active,indc,1,sg,EXO 5:10,present indc
31029,ἀφαιρεῖται,present,middle,indc,3,sg,EXO 5:11,present indc
31050,κατέσπευδον,imperfect,active,indc,3,pl,EXO 5:13,imperfect indc
31109,δίδοται,present,middle,indc,3,sg,EXO 5:16,present indc
31114,λέγουσιν,present,active,indc,3,pl,EXO 5:16,present indc
31126,ἐστε,present,active,indc,2,pl,EXO 5:17,present indc
31128,ἐστε,present,active,indc,2,pl,EXO 5:17,present indc
31132,λέγετε,present,active,indc,2,pl,EXO 5:17,present indc
31175,ἐρχομένοις,present,middle,ptcp,,pl,EXO 5:20,present ptcp
31328,καταδουλοῦνται,present,middle,indc,3,pl,EXO 6:5,present indc
31381,ἐξαγαγὼν,aorist,active,ptcp,,sg,EXO 6:7,aorist ptcp
31722,διαλεγόμενοι,present,middle,ptcp,,pl,EXO 6:27,present ptcp
31767,λέγω,present,active,indc,1,sg,EXO 6:29,present indc
32036,ἐκπορεύεται,present,middle,indc,3,sg,EXO 7:15,present indc
32093,τύπτω,present,active,indc,1,sg,EXO 7:17,present indc
32333,βούλει,present,middle,indc,2,sg,EXO 7:27,present indc
32339,τύπτω,present,active,indc,1,sg,EXO 7:27,present indc
32739,ἐξελεύσεται,future,middle,indc,3,sg,EXO 8:16,future indc
32755,ἐξαποστεῖλαι,aorist,active,infv,,,EXO 8:17,aorist infv
32759,ἐπαποστέλλω,present,active,indc,1,sg,EXO 8:17,present indc
32799,ἔπεστιν,present,active,indc,3,sg,EXO 8:18,present indc
32940,ἐξελεύσομαι,future,middle,indc,1,sg,EXO 8:25,future indc
33045,βούλει,present,middle,indc,2,sg,EXO 9:2,present indc
33051,ἐγκρατεῖς,present,active,indc,2,sg,EXO 9:2,present indc
33056,ἐπέσται,future,middle,indc,3,sg,EXO 9:3,future indc
33203,,,,,,,,
33230,ἀναζέουσαι,present,active,ptcp,,pl,EXO 9:10,present ptcp
33314,ἐξαποστέλλω,present,active,indc,1,sg,EXO 9:14,present indc
33375,ἐμποιῇ,present,middle,indc,2,sg,EXO 9:17,present indc
33382,ὕω,present,active,indc,1,sg,EXO 9:18,present indc
33442,φοβούμενος,present,middle,ptcp,,sg,EXO 9:20,present ptcp
33540,φλογίζον,present,active,ptcp,,sg,EXO 9:24,present ptcp
33861,θέλῃς,present,active,subj,2,sg,EXO 10:4,present subj
33868,ἐπάγω,present,active,indc,1,sg,EXO 10:4,present indc
33894,κατέλιπεν,aorist,active,indc,3,sg,EXO 10:5,aorist indc
33906,φυόμενον,present,middle,ptcp,,sg,EXO 10:5,present ptcp
33995,πορευόμενοι,present,middle,ptcp,,pl,EXO 10:8,present ptcp
34052,ζητεῖτε,present,active,indc,2,pl,EXO 10:11,present indc
34537,εἰσπορεύομαι,present,middle,indc,1,sg,EXO 11:4,present indc
34552,κάθηται,present,middle,indc,3,sg,EXO 11:5,present indc
34850,ἡψημένον,aorist,middle,ptcp,,sg,EXO 12:9,aorist ptcp
34872,,,,,,,,
34885,περιεζωσμέναι,perfect,passsive,ptcp,,pl,EXO 12:11,perfect ptcp
35002,φάγῃ,future,middle,indc,2,sg,EXO 12:15,future indc
35119,φάγῃ,future,middle,indc,2,sg,EXO 12:19,future indc
35356,καθημένου,present,middle,ptcp,,sg,EXO 12:29,present ptcp
35395,τεθνηκώς,perfect,active,ptcp,,sg,EXO 12:30,perfect ptcp
35453,ἀποθνῄσκομεν,present,active,indc,1,pl,EXO 12:33,present indc
35463,ἐνδεδεμένα,perfect,middle,ptcp,,pl,EXO 12:34,perfect ptcp
35725,προσελθόντι,aorist,active,ptcp,,sg,EXO 12:49,aorist ptcp
35823,ἐκπορεύεσθε,present,middle,indc,2,pl,EXO 13:4,present indc
36070,θύω,present,active,indc,1,sg,EXO 13:15,present indc
36192,ἡγεῖτο,imperfect,middle,indc,3,sg,EXO 13:21,imperfect indc
36371,ἐξεπορεύοντο,imperfect,middle,indc,3,pl,EXO 14:8,imperfect indc
36382,παρεμβεβληκότας,perfect,active,ptcp,,pl,EXO 14:9,perfect ptcp
36411,ἐστρατοπέδευσαν,aorist,active,indc,3,pl,EXO 14:10,aorist indc
36557,σκληρυνῶ,future,active,indc,1,sg,EXO 14:17,future indc
36598,προπορευόμενος,present,middle,ptcp,,sg,EXO 14:19,present ptcp
36758,πολεμεῖ,present,active,indc,3,sg,EXO 14:25,present indc
36803,ἔφυγον,aorist,active,indc,3,pl,EXO 14:27,aorist indc
36833,εἰσπεπορευμένους,perfect,middle,ptcp,,pl,EXO 14:28,perfect ptcp
36882,τεθνηκότας,perfect,active,ptcp,,pl,EXO 14:30,perfect ptcp
36990,δεδόξασται,perfect,middle,indc,3,sg,EXO 15:6,perfect indc
37057,δεδοξασμένος,perfect,middle,ptcp,,sg,EXO 15:11,perfect ptcp
37061,,,,,,,,
37444,ὕω,present,active,indc,1,sg,EXO 16:4,present indc
37553,διαγογγύζετε,present,active,indc,2,pl,EXO 16:8,present indc
37746,,,,,,,,
37749,,,,,,,,
37759,,,,,,,,
37762,,,,,,,,
37968,ἔδωκεν,aorist,active,indc,3,sg,EXO 16:29,aorist indc
38253,ἕστηκα,perfect,active,indc,1,sg,EXO 17:6,perfect indc
38333,ἕστηκα,perfect,active,indc,1,sg,EXO 17:9,perfect indc
38562,παρενέβαλεν,aorist,active,indc,3,sg,EXO 18:5,aorist indc
38574,παραγίνεται,present,middle,indc,3,sg,EXO 18:6,present indc
38654,,,,,,,,
38750,ποιεῖς,present,active,indc,2,sg,EXO 18:14,present indc
38763,ποιεῖς,present,active,indc,2,sg,EXO 18:14,present indc
38769,κάθησαι,present,middle,indc,2,sg,EXO 18:14,present indc
38776,παρέστηκέν,perfect,active,indc,3,sg,EXO 18:14,perfect indc
38828,ποιεῖς,present,active,indc,2,sg,EXO 18:17,present indc
39226,παραγίνομαι,present,middle,indc,1,sg,EXO 19:9,present indc
39317,ἁψάμενος,aorist,middle,ptcp,,sg,EXO 19:12,aorist ptcp
39466,προβαίνουσαι,present,active,ptcp,,pl,EXO 19:19,present ptcp
39525,ἐγγίζοντες,present,active,ptcp,,pl,EXO 19:22,present ptcp
39666,ἀποδιδοὺς,present,active,ptcp,,sg,EXO 20:5,present ptcp
39679,ποιῶν,present,active,ptcp,,sg,EXO 20:6,present ptcp
39803,δίδωσίν,present,active,indc,3,sg,EXO 20:12,present indc
39842,ἑώρα,imperfect,active,indc,3,sg,EXO 20:18,imperfect indc
40188,πατάξῃ,aorist,active,subj,3,sg,EXO 21:12,aorist subj
40228,τύπτει,present,active,indc,3,sg,EXO 21:15,present indc
40235,,,,,,,,
40246,,,,,,,,
40285,πατάξας,aorist,active,ptcp,,sg,EXO 21:19,aorist ptcp
40697,ἐκκαύσας,aorist,active,ptcp,,sg,EXO 22:5,aorist ptcp
40798,γνῷ,aorist,active,subj,3,sg,EXO 22:9,aorist subj
40895,κοιμώμενον,present,middle,ptcp,,sg,EXO 22:18,present ptcp
40900,θυσιάζων,present,active,ptcp,,sg,EXO 22:19,present ptcp
41104,πλανωμένοις,present,passsive,ptcp,,pl,EXO 23:4,present ptcp
41112,πεπτωκὸς,perfect,active,ptcp,,sg,EXO 23:5,perfect ptcp
41346,ἀποστέλλω,present,active,indc,1,sg,EXO 23:20,present indc
42072,δεικνύω,present,active,subj,1,sg,EXO 25:9,present subj
42255,συσκιάζοντες,present,active,ptcp,,pl,EXO 25:20,present ptcp
42462,ἐκπορευόμενοι,present,middle,ptcp,,pl,EXO 25:32,present ptcp
42509,ἐκπορευομένοις,present,middle,ptcp,,pl,EXO 25:33,present ptcp
42549,ἐκπορευομένοις,present,middle,ptcp,,pl,EXO 25:35,present ptcp
42602,δεδειγμένον,perfect,middle,ptcp,,sg,EXO 25:40,perfect ptcp
42658,συνεχόμεναι,present,middle,ptcp,,pl,EXO 26:3,present ptcp
