bhsa_node,esv_tags,esv_VBtags,esv_TAM,esv_TAMsimp,niv_tags,niv_VBtags,niv_TAM,niv_TAMsimp,eng_fullparse,eng_TAM,eng_TAMsimp,eng_agree,eng_simp_agree,is_progressive
3193,VBZ,VBZ,PRES,PRES,NNS|VBP,VBP,PRES,PRES,1,PRES,PRES,1,1,0
3320,WDT|VBZ,VBZ,PRES,PRES,WDT|VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1,0
3355,WDT|VBD,VBD,PAST,PAST,VBG|RB,VBG,PRES PART,PRES PART,1,PAST ~ PRES PART,PAST ~ PRES PART,0,0,0
3453,DT|VBD,VBD,PAST,PAST,WDT|VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
3474,WDT|VBP,VBP,PRES,PRES,WDT|VBP,VBP,PRES,PRES,1,PRES,PRES,1,1,0
3893,WDT|VBZ,VBZ,PRES,PRES,NNS|WDT|VBP,VBP,PRES,PRES,1,PRES,PRES,1,1,0
3933,WDT|VBZ,VBZ,PRES,PRES,WDT|VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1,0
4178,VBP,VBP,PRES,PRES,VBP,VBP,PRES,PRES,1,PRES,PRES,1,1,0
4209,VBD|IN,VBD,PAST,PAST,DT|WDT|VBD|IN|IN,VBD,PAST,PAST,1,PAST,PAST,1,1,0
4250,VBP,VBP,PRES,PRES,VBP|VBG,VBP|VBG,PRES PROG,PRES PROG,1,PRES ~ PRES PROG,PRES ~ PRES PROG,0,0,1
4375,WP|VBD|RB,VBD,PAST,PAST,WP|VBD|IN,VBD,PAST,PAST,1,PAST,PAST,1,1,0
4482,VBN,VBN,,,VBN,VBN,,,0,,,0,0,0
4491,VBN,VBN,,,VBN,VBN,,,0,,,0,0,0
5631,WP|VBD|VBN,VBD|VBN,PAST PERF,PAST PERF,WP|VBD|VBN,VBD|VBN,PAST PERF,PAST PERF,1,PAST PERF,PAST PERF,1,1,0
5944,WP|VBD,VBD,PAST,PAST,WP|VBD|VBG|IN,VBD|VBG,PAST PROG,PAST PROG,1,PAST ~ PAST PROG,PAST ~ PAST PROG,0,0,1
5991,VBD|VBG,VBD|VBG,PAST PROG,PAST PROG,VBD|VBG,VBD|VBG,PRES PART,PRES PART,1,PAST PROG ~ PRES PART,PAST PROG ~ PRES PART,0,0,1
6151,VBP,VBP,PRES,PRES,VBP,VBP,PRES,PRES,1,PRES,PRES,1,1,0
6339,WP|VBD|VBG,VBD|VBG,PAST PROG,PAST PROG,WP|VBD|VBG,VBD|VBG,PAST PROG,PAST PROG,1,PAST PROG,PAST PROG,1,1,1
6438,VBD|VBG,VBD|VBG,PAST PROG,PAST PROG,VBD|VBG,VBD|VBG,PAST PROG,PAST PROG,1,PAST PROG,PAST PROG,1,1,1
6453,VBD|VBG,VBD|VBG,PAST PROG,PAST PROG,VBD|VBG,VBD|VBG,PAST PROG,PAST PROG,1,PAST PROG,PAST PROG,1,1,1
6574,JJ,,,,JJ,,,,0,,,0,0,0
6584,VBN,VBN,,,VBN,VBN,,,0,,,0,0,0
6704,VBP,VBP,PRES,PRES,VBP,VBP,PRES,PRES,1,PRES,PRES,1,1,0
6725,NN,,,,MD|VB|NN,VB,FUT,FUT,0,,,0,0,0
6877,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
6908,MD|VB|NN,VB,FUT,FUT,MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1,0
7197,VBP|VBG,VBP|VBG,PRES PROG,PRES PROG,VBG|RB,VBG,PRES PART,PRES PART,1,PRES PART ~ PRES PROG,PRES PART ~ PRES PROG,0,0,1
7232,MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0,0
7267,WP|VBD,VBD,PAST,PAST,WP|VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
7279,WP|VBZ,VBZ,PRES,PRES,DT|CD|WP|VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1,0
7639,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0,0
7810,VBD,VBD,PAST,PAST,VBD|VBG,VBD|VBG,PAST PROG,PAST PROG,1,PAST ~ PAST PROG,PAST ~ PAST PROG,0,0,1
7827,VBD|VBG,VBD|VBG,PAST PROG,PAST PROG,VBG,VBG,PRES PART,PRES PART,1,PAST PROG ~ PRES PART,PAST PROG ~ PRES PART,0,0,1
7949,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
7985,VBD|VBG,VBD|VBG,PAST PROG,PAST PROG,VBD|VBG,VBD|VBG,PAST PROG,PAST PROG,1,PAST PROG,PAST PROG,1,1,1
7997,JJ,,,,RB|JJ,,,,0,,,0,0,0
8088,VBD,VBD,PAST,PAST,VBD|IN,VBD,PAST,PAST,1,PAST,PAST,1,1,0
8096,MD|VB,VB,MOD quest shall,MOD shall,MD|VB,VB,MOD quest shall,MOD shall,1,MOD quest shall,MOD shall,1,1,0
8102,VBP|JJ|TO|VB,VBP|VB,PRES,PRES,VBP|JJ|TO|VB,VBP|VB,PRES,PRES,1,PRES,PRES,1,1,0
8190,VBD,VBD,PAST,PAST,VBG,VBG,PRES PART,PRES PART,1,PAST ~ PRES PART,PAST ~ PRES PART,0,0,0
8435,VBD|VBG,VBD|VBG,PAST PROG,PAST PROG,VBD|VBG,VBD|VBG,PAST PROG,PAST PROG,1,PAST PROG,PAST PROG,1,1,1
8695,VBP|JJ|TO|VB,VBP|VB,PRES,PRES,VBP|VBG|TO|VB,VBP|VBG|VB,FUT going-to,FUT going-to,1,FUT going-to ~ PRES,FUT going-to ~ PRES,0,0,0
8732,VBZ|JJ|TO|VB,VBZ|VB,PRES,PRES,VBZ|JJ|TO|VB,VBZ|VB,PRES,PRES,1,PRES,PRES,1,1,0
8766,WP|VBP|RB,VBP,PRES,PRES,WP|VBP|RB,VBP,PRES,PRES,1,PRES,PRES,1,1,0
9295,VBP|DT|JJ|NN,VBP,PRES,PRES,VBP|JJ,VBP,PRES,PRES,1,PRES,PRES,1,1,0
9389,VBP|VB,VBP|VB,PRES do not,PRES,VBP|VB,VBP|VB,PRES do not,PRES,1,PRES do not,PRES,1,1,0
9588,VBP|JJ,VBP,PRES,PRES,VBP|JJ,VBP,PRES,PRES,1,PRES,PRES,1,1,0
9703,WP|VBZ,VBZ,PRES,PRES,WP|VBZ|IN,VBZ,PRES,PRES,1,PRES,PRES,1,1,0
9748,VBG,VBG,PRES PART,PRES PART,VBD|VBG,VBD|VBG,PAST PROG,PAST PROG,1,PAST PROG ~ PRES PART,PAST PROG ~ PRES PART,0,0,1
9841,VBG,VBG,PRES PART,PRES PART,VBD,VBD,,,0,,,0,0,0
10029,VBP,VBP,PRES,PRES,VBP,VBP,PRES,PRES,1,PRES,PRES,1,1,0
10893,VBD|VBG,VBD|VBG,PAST PROG,PAST PROG,VBD|VBG,VBD|VBG,PAST PROG,PAST PROG,1,PAST PROG,PAST PROG,1,1,1
11020,,,,,,,,,0,,,0,0,0
11131,WP|VBD|NN,VBD,PAST,PAST,IN|NN|IN,,,,0,,,0,0,0
11164,VBP,VBP,PRES,PRES,VBP|VBG,VBP|VBG,PRES PROG,PRES PROG,1,PRES ~ PRES PROG,PRES ~ PRES PROG,0,0,1
11370,VBP|VBG,VBP|VBG,PRES PROG,PRES PROG,VBP|VBG,VBP|VBG,PRES PROG,PRES PROG,1,PRES PROG,PRES PROG,1,1,1
11380,VBP|VBG|RP,VBP|VBG,PRES PROG,PRES PROG,VBP|VBG|RP,VBP|VBG,PRES PROG,PRES PROG,1,PRES PROG,PRES PROG,1,1,1
11427,VBD|RP,VBD,PAST,PAST,VBD|RP,VBD,PAST,PAST,1,PAST,PAST,1,1,0
11528,VBD,VBD,PAST,PAST,VBD|RB,VBD,PAST,PAST,1,PAST,PAST,1,1,0
11615,VBN,VBN,,,NN,,,,0,,,0,0,0
11705,VBD|VBG,VBD|VBG,PAST PROG,PAST PROG,VBG,VBG,PRES PART,PRES PART,1,PAST PROG ~ PRES PART,PAST PROG ~ PRES PART,0,0,1
11842,VBP,VBP,PRES,PRES,VBP,VBP,PRES,PRES,1,PRES,PRES,1,1,0
11928,VBP|VBG,VBP|VBG,PRES PROG,PRES PROG,VB|NN,VB,IMPV,IMPV,1,IMPV ~ PRES PROG,IMPV ~ PRES PROG,0,0,1
11932,VBP,VBP,PRES,PRES,VBP|VBN,VBP|VBN,PRES PERF,PRES PERF,1,PRES ~ PRES PERF,PRES ~ PRES PERF,0,0,0
11936,VBP|VBG,VBP|VBG,PRES PROG,PRES PROG,VBP|VBG,VBP|VBG,PRES PROG,PRES PROG,1,PRES PROG,PRES PROG,1,1,1
11946,WP|VBZ|RP,VBZ,PRES,PRES,VBZ|RP,VBZ,PRES,PRES,1,PRES,PRES,1,1,0
11988,VBD|RP,VBD,PAST,PAST,VBD|RP,VBD,PAST,PAST,1,PAST,PAST,1,1,0
12084,VB,VB,FUT going-to,FUT going-to,MD|VB,VB,FUT,FUT,1,FUT ~ FUT going-to,FUT ~ FUT going-to,0,0,0
12321,VBD|VBG,VBD|VBG,PAST PROG,PAST PROG,VBD|VBG,VBD|VBG,PAST PROG,PAST PROG,1,PAST PROG,PAST PROG,1,1,1
12345,VBG,VBG,PRES PART,PRES PART,VBG,VBG,PRES PART,PRES PART,1,PRES PART,PRES PART,1,1,0
12372,VBG,VBG,PRES PART,PRES PART,VBG,VBG,PRES PART,PRES PART,1,PRES PART,PRES PART,1,1,0
12831,VBG,VBG,PRES PART,PRES PART,VBG,VBG,PRES PART,PRES PART,1,PRES PART,PRES PART,1,1,0
12855,JJ,,,,JJ,,,,0,,,0,0,0
12863,VBG,VBG,PRES PART,PRES PART,VBG,VBG,PRES PART,PRES PART,1,PRES PART,PRES PART,1,1,0
12876,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
12929,VBP|JJ|TO,VBP,PRES,PRES,VBP|JJ|TO,VBP,PRES,PRES,1,PRES,PRES,1,1,0
13144,VBG,VBG,PRES PART,PRES PART,VBG,VBG,PRES PART,PRES PART,1,PRES PART,PRES PART,1,1,0
13202,WP|VBZ,VBZ,PRES,PRES,NN|WP|VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1,0
13706,VBD|VBG,VBD|VBG,PAST PROG,PAST PROG,VBD|VBG,VBD|VBG,PAST PROG,PAST PROG,1,PAST PROG,PAST PROG,1,1,1
13735,VB,VB,PRES,PRES,VB,VB,PRES,PRES,1,PRES,PRES,1,1,0
13767,VBP,VBP,PRES,PRES,VBP,VBP,PRES,PRES,1,PRES,PRES,1,1,0
14124,NNP,,,,MD|VBP|VBN,VBP|VBN,MOD may,MOD may,0,,,0,0,0
14127,VBD,VBD,PAST,PAST,VB|VBN,VB|VBN,MOD may,MOD may,1,MOD may ~ PAST,MOD may ~ PAST,0,0,0
14205,DT|VBN,VBN,,,DT|VBN,VBN,,,0,,,0,0,0
14420,VBZ|PRP,VBZ,PRES,PRES,VBZ|VBG|PRP,VBZ|VBG,PRES PROG,PRES PROG,1,PRES ~ PRES PROG,PRES ~ PRES PROG,0,0,1
14484,VBZ,VBZ,PRES,PRES,VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1,0
14711,VBN|RP,VBN,,,VBG,VBG,PRES PART,PRES PART,0,,,0,0,0
14715,VBD,VBD,PAST,PAST,VBG,VBG,PRES PART,PRES PART,1,PAST ~ PRES PART,PAST ~ PRES PART,0,0,0
14722,VBD|VBG,VBD|VBG,PAST PROG,PAST PROG,VBD|VBG,VBD|VBG,PAST PROG,PAST PROG,1,PAST PROG,PAST PROG,1,1,1
14724,VBG,VBG,PRES PART,PRES PART,VBG,VBG,PRES PART,PRES PART,1,PRES PART,PRES PART,1,1,0
14729,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
14745,VBP,VBP,PRES,PRES,VBP|VBG,VBP|VBG,PRES PROG,PRES PROG,1,PRES ~ PRES PROG,PRES ~ PRES PROG,0,0,1
14906,VBP,VBP,PRES,PRES,VBP|VBG,VBP|VBG,PRES PROG,PRES PROG,1,PRES ~ PRES PROG,PRES ~ PRES PROG,0,0,1
14972,VBG,VBG,PRES PART,PRES PART,VBG,VBG,PRES PART,PRES PART,1,PRES PART,PRES PART,1,1,0
15061,VBG,VBG,PRES PROG,PRES PROG,VBZ,VBZ,PRES,PRES,1,PRES ~ PRES PROG,PRES ~ PRES PROG,0,0,1
15108,VBD|RB|VBG,VBD|VBG,PRES PART,PRES PART,VBD|VBG,VBD|VBG,PRES PART,PRES PART,1,PRES PART,PRES PART,1,1,0
16150,VBN,VBN,,,MD|VB|VBN|VBN,VB|VBN|VBN,FUT,FUT,0,,,0,0,0
16212,VBD,VBD,PAST,PAST,VBD|TO|VB,VBD|VB,PAST,PAST,1,PAST,PAST,1,1,0
16217,NN,,,,NN,,,,0,,,0,0,0
16452,VBP,VBP,PRES,PRES,VBP,VBP,PRES,PRES,1,PRES,PRES,1,1,0
16548,VBD,VBD,PAST,PAST,VBG,VBG,PRES PART,PRES PART,1,PAST ~ PRES PART,PAST ~ PRES PART,0,0,0
16580,VBP,VBP,PRES,PRES,VBG,VBG,PRES PART,PRES PART,1,PRES ~ PRES PART,PRES ~ PRES PART,0,0,0
16594,VBZ|VBG,VBZ|VBG,PRES PROG,PRES PROG,VBZ|VBN|VBG,VBZ|VBN|VBG,PRES PERF PROG,PRES PERF PROG,1,PRES PERF PROG ~ PRES PROG,PRES PERF PROG ~ PRES PROG,0,0,1
16741,VB,VB,TO INF,TO INF,VBD|VBG|RB,VBD|VBG,PAST PROG,PAST PROG,1,PAST PROG ~ TO INF,PAST PROG ~ TO INF,0,0,1
17215,VBP,VBP,PRES,PRES,VBP,VBP,PRES,PRES,1,PRES,PRES,1,1,0
17553,PRP|VBZ|VBG,VBZ|VBG,PRES PROG,PRES PROG,PRP|VBZ|VBG,VBZ|VBG,PRES PROG,PRES PROG,1,PRES PROG,PRES PROG,1,1,1
17621,WP|VBD,VBD,PAST,PAST,WP|VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
17670,,,,,,,,,0,,,0,0,0
17711,WP|VBD,VBD,PAST,PAST,WP|VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
17802,VBN,VBN,,,VBN,VBN,,,0,,,0,0,0
17826,WP|VBD,VBD,PAST,PAST,WP|VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
17858,WDT|VBZ,VBZ,PRES,PRES,,,,,0,,,0,0,0
17877,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
18043,VBG,VBG,PRES PART,PRES PART,VBD|VBG,VBD|VBG,PAST PROG,PAST PROG,1,PAST PROG ~ PRES PART,PAST PROG ~ PRES PART,0,0,1
18085,VBD|VBG,VBD|VBG,PAST PROG,PAST PROG,VBG,VBG,PRES PART,PRES PART,1,PAST PROG ~ PRES PART,PAST PROG ~ PRES PART,0,0,1
18299,VBZ,VBZ,PRES,PRES,VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1,0
18310,NN,,,,WDT|VBP|VBG,VBP|VBG,PRES PROG,PRES PROG,0,,,0,0,0
18856,VBP|VBN,VBP|VBN,PRES,PRES,,,,,0,,,0,0,0
19064,WP|VBD,VBD,PAST,PAST,WP|VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
19108,WP|VBZ,VBZ,PRES,PRES,WP|VBD,VBD,PAST,PAST,1,PAST ~ PRES,PAST ~ PRES,0,0,0
20059,WP|VBD,VBD,PAST,PAST,WP|VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
20183,VBG,VBG,PAST PROG,PAST PROG,VBG,VBG,PAST PROG,PAST PROG,1,PAST PROG,PAST PROG,1,1,1
20273,VBD|VBG,VBD|VBG,PAST PROG,PAST PROG,VBD|VBG,VBD|VBG,PAST PROG,PAST PROG,1,PAST PROG,PAST PROG,1,1,1
20343,VBD|VBG|RP,VBD|VBG,PAST PROG,PAST PROG,VBD|VBG|RP,VBD|VBG,PAST PROG,PAST PROG,1,PAST PROG,PAST PROG,1,1,1
20406,VBP|VBG|DT|NN,VBP|VBG,PRES,PRES,VBP|VBG|DT|NNS,VBP|VBG,PRES PROG,PRES PROG,1,PRES ~ PRES PROG,PRES ~ PRES PROG,0,0,1
20447,VBG,VBG,PRES PART,PRES PART,VBG|RB,VBG,PRES PART,PRES PART,1,PRES PART,PRES PART,1,1,0
20464,VBP|VBG,VBP|VBG,PRES PROG,PRES PROG,VBG|IN,VBG,PRES PART,PRES PART,1,PRES PART ~ PRES PROG,PRES PART ~ PRES PROG,0,0,1
20470,VBP|VBG,VBP|VBG,PRES PROG,PRES PROG,VBP|VBG|NNS,VBP|VBG,PRES PROG,PRES PROG,1,PRES PROG,PRES PROG,1,1,1
20480,VB,VB,PRES,PRES,VB,VB,PRES,PRES,1,PRES,PRES,1,1,0
20518,VBZ,VBZ,PRES,PRES,VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1,0
20632,VBG,VBG,PRES PART,PRES PART,VBG,VBG,PRES PART,PRES PART,1,PRES PART,PRES PART,1,1,0
20637,VBG,VBG,PRES PART,PRES PART,VBD|VBN,VBD|VBN,PAST,PAST,1,PAST ~ PRES PART,PAST ~ PRES PART,0,0,0
20643,IN|PRP$|NN,,,,VBD|IN|NN,VBD,PAST,PAST,0,,,0,0,0
20739,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,MOD can,MOD can,1,MOD can ~ MOD shall,MOD can ~ MOD shall,0,0,0
21057,VBZ|VBG|IN,VBZ|VBG,PRES PART,PRES PART,IN|NN,,,,0,,,0,0,0
21301,VBD|VBG|VBN|RP,VBD|VBG|VBN,PAST PROG,PAST PROG,IN|VBD|VBG|VBN|RP,VBD|VBG|VBN,PAST PROG,PAST PROG,1,PAST PROG,PAST PROG,1,1,1
21387,VBD|RB,VBD,PAST,PAST,VBD|RP,VBD,PAST,PAST,1,PAST,PAST,1,1,0
21463,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
21465,VBD|TO|VB,VBD|VB,PAST,PAST,VBD|NN,VBD,PAST,PAST,1,PAST,PAST,1,1,0
21547,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
21840,VBD|VBN,VBD|VBN,PAST,PAST,VBD|VBN,VBD|VBN,PAST,PAST,1,PAST,PAST,1,1,0
21888,VBD|VBN,VBD|VBN,PAST,PAST,VBD|VBN,VBD|VBN,PAST,PAST,1,PAST,PAST,1,1,0
21892,WP|VBD,VBD,PAST,PAST,VBN|JJ|IN,VBN,,,0,,,0,0,0
21898,VBD|NN,VBD,PAST,PAST,VBD|NN,VBD,PAST,PAST,1,PAST,PAST,1,1,0
21911,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
21913,VBD|VB,VBD|VB,PAST,PAST,VBD|NN,VBD,PAST,PAST,1,PAST,PAST,1,1,0
21964,VBD|VBN,VBD|VBN,PAST,PAST,VBD|VBN,VBD|VBN,PAST,PAST,1,PAST,PAST,1,1,0
22005,VBD|VBN,VBD|VBN,PAST,PAST,VBD|VBG|VBN,VBD|VBG|VBN,PAST PROG,PAST PROG,1,PAST ~ PAST PROG,PAST ~ PAST PROG,0,0,1
22022,VBD|VBN,VBD|VBN,PAST,PAST,VBD|VBN,VBD|VBN,PAST,PAST,1,PAST,PAST,1,1,0
22239,VBD|VBG,VBD|VBG,PAST PROG,PAST PROG,VBD|VBG,VBD|VBG,PAST PROG,PAST PROG,1,PAST PROG,PAST PROG,1,1,1
22360,VBD,VBD,PAST,PAST,VBD|DT|NN,VBD,PAST,PAST,1,PAST,PAST,1,1,0
22363,VBD|VBG,VBD|VBG,PAST PROG,PAST PROG,VBD|VBG,VBD|VBG,PAST PROG,PAST PROG,1,PAST PROG,PAST PROG,1,1,1
22372,VBD|RP,VBD,PAST,PAST,WRB|VBD|RB,VBD,PAST,PAST,1,PAST,PAST,1,1,0
22390,VBD|RP,VBD,PAST,PAST,VBD|RP,VBD,PAST,PAST,1,PAST,PAST,1,1,0
22442,VBD|VBG,VBD|VBG,PAST PROG,PAST PROG,VBD|VBG,VBD|VBG,PAST PROG,PAST PROG,1,PAST PROG,PAST PROG,1,1,1
22457,VBD,VBD,PAST,PAST,VBN,VBN,,,0,,,0,0,0
22508,WP|MD|VB,VB,MOD could,MOD could,MD|VB,VB,MOD could,MOD could,1,MOD could,MOD could,1,1,0
22524,VBP,VBP,PRES,PRES,VBP|VBN,VBP|VBN,PRES,PRES,1,PRES,PRES,1,1,0
22661,VBD|VBG,VBD|VBG,PAST PROG,PAST PROG,VBD|VBG,VBD|VBG,PAST PROG,PAST PROG,1,PAST PROG,PAST PROG,1,1,1
22671,VBD|RP,VBD,PAST,PAST,WRB|VBD|RB,VBD,PAST,PAST,1,PAST,PAST,1,1,0
22689,VBD|RP,VBD,PAST,PAST,VBD|RP,VBD,PAST,PAST,1,PAST,PAST,1,1,0
22756,VBG,VBG,PRES PART,PRES PART,VBG,VBG,PRES PART,PRES PART,1,PRES PART,PRES PART,1,1,0
22771,VBN,VBN,,,VBN,VBN,,,0,,,0,0,0
22792,WP|MD|VB,VB,MOD could,MOD could,MD|VB,VB,MOD could,MOD could,1,MOD could,MOD could,1,1,0
22807,VBZ|JJ|TO|VB,VBZ|VB,PRES,PRES,VBZ|JJ|TO|VB,VBZ|VB,PRES,PRES,1,PRES,PRES,1,1,0
22840,WDT|VBD|RP,VBD,PAST,PAST,WDT|VBD|RP,VBD,PAST,PAST,1,PAST,PAST,1,1,0
22868,VBZ|JJ|TO|VB,VBZ|VB,PRES,PRES,VBZ|JJ|TO|VB,VBZ|VB,PRES,PRES,1,PRES,PRES,1,1,0
22875,MD|VB,VB,FUT,FUT,VBP|VBG,VBP|VBG,PRES PROG,PRES PROG,1,FUT ~ PRES PROG,FUT ~ PRES PROG,0,0,1
22932,VBZ|VBN,VBZ|VBN,PRES,PRES,VBZ|VBN|RB|VBN,VBZ|VBN|VBN,PRES PERF,PRES PERF,1,PRES ~ PRES PERF,PRES ~ PRES PERF,0,0,0
22940,RB,,FUT,FUT,RB,,,,0,,,0,0,0
23501,WP|VBD,VBD,PAST,PAST,WP|VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
23519,WP|VBD,VBD,PAST,PAST,WP|VBD|NN,VBD,PAST,PAST,1,PAST,PAST,1,1,0
23583,NNS,,,,NNS,,,,0,,,0,0,0
23660,NNS,,,,NNS,,,,0,,,0,0,0
23701,NNS,,,,NNS,,,,0,,,0,0,0
23727,,,,,,,,,0,,,0,0,0
23812,VBZ|DT|NN|IN,VBZ,PRES,PRES,MD|VB|DT|NN|IN,VB,MOD must,MOD must,1,MOD must ~ PRES,MOD must ~ PRES,0,0,0
23818,VBD,VBD,PAST,PAST,MD|VB,VB,MOD could,MOD could,1,MOD could ~ PAST,MOD could ~ PAST,0,0,0
23947,WDT|VBD|VBN,VBD|VBN,PAST PERF,PAST PERF,WDT|VBD|VBN,VBD|VBN,PAST PERF,PAST PERF,1,PAST PERF,PAST PERF,1,1,0
