bhsa_node,ref,book,book_super,canon_part,period,genre,domain2,text_full,text_plain,lex,lex_etcbc,gloss,verb_form,stem,person,gender,number,valence,clause_atom,clause,sentence,txt_type,clause_type,cltype_simp,clause_rela,is_question,prec_lexes,prec_pos,prec_part,ref_sbl,ref_abbr,has_objc,objc_pos,has_loca,loca_type,loca_heads,has_time
115285,Joshua 5:13,Joshua,Joshua,Prophets,SBH,prose,N,שְׁלוּפָ֖ה,שׁלופה,שׁלף,CLP[,draw,ptcp,qal,unknown,f,sg,-p,וְחַרְבֹּ֥ו שְׁלוּפָ֖ה בְּיָדֹ֑ו ,וְחַרְבֹּ֥ו שְׁלוּפָ֖ה בְּיָדֹ֑ו ,וְחַרְבֹּ֥ו שְׁלוּפָ֖ה בְּיָדֹ֑ו ,N,Ptcp,Wx,Main,0,_W_XRB/_,_conj_subs_,_W_,Josh 5:13,Josh. 5:13,0,,0,,,0
115324,Joshua 5:14,Joshua,Joshua,Prophets,SBH,prose,Q,מְדַבֵּ֥ר,מדבר,דבר,DBR[,speak,ptcp,piel,unknown,m,sg,,מָ֥ה אֲדֹנִ֖י מְדַבֵּ֥ר אֶל־עַבְדֹּֽו׃ ,מָ֥ה אֲדֹנִ֖י מְדַבֵּ֥ר אֶל־עַבְדֹּֽו׃ ,מָ֥ה אֲדֹנִ֖י מְדַבֵּ֥ר אֶל־עַבְדֹּֽו׃ ,NQ,Ptcp,Ø,Main,1,_MH_>DWN/_,_prin_subs_,_MH_,Josh 5:14,Josh. 5:14,1,OV,0,,,0
115344,Joshua 5:15,Joshua,Joshua,Prophets,SBH,prose,Q,עֹמֵ֥ד,עמד,עמד,<MD[,stand,ptcp,qal,unknown,m,sg,-c,אֲשֶׁ֥ר אַתָּ֛ה עֹמֵ֥ד עָלָ֖יו ,אֲשֶׁ֥ר אַתָּ֛ה עֹמֵ֥ד עָלָ֖יו ,כִּ֣י הַמָּקֹ֗ום אֲשֶׁ֥ר אַתָּ֛ה עֹמֵ֥ד עָלָ֖יו קֹ֣דֶשׁ ה֑וּא ,NQ,Ptcp,Ø,SubMod,0,_>CR_>TH_,_conj_prps_,_>CR_,Josh 5:15,Josh. 5:15,0,,0,,,0
115354,Joshua 6:1,Joshua,Joshua,Prophets,SBH,prose,?,סֹגֶ֣רֶת,סגרת,סגר,SGR[,close,ptcp,qal,unknown,f,sg,--,וִֽירִיחֹו֙ סֹגֶ֣רֶת ,וִֽירִיחֹו֙ סֹגֶ֣רֶת ,וִֽירִיחֹו֙ סֹגֶ֣רֶת ,?,Ptcp,Wx,Main,0,_W_JRJXW/_,_conj_nmpr_,_W_,Josh 6:1,Josh. 6:1,0,,0,,,0
115356,Joshua 6:1,Joshua,Joshua,Prophets,SBH,prose,?,מְסֻגֶּ֔רֶת,מסגרת,סגר,SGR[,close,ptcp,pual,unknown,f,sg,,וּמְסֻגֶּ֔רֶת מִפְּנֵ֖י בְּנֵ֣י יִשְׂרָאֵ֑ל ,וּמְסֻגֶּ֔רֶת מִפְּנֵ֖י בְּנֵ֣י יִשְׂרָאֵ֑ל ,וּמְסֻגֶּ֔רֶת מִפְּנֵ֖י בְּנֵ֣י יִשְׂרָאֵ֑ל ,?,Ptcp,W,Main,0,_W_,_conj_,_W_,Josh 6:1,Josh. 6:1,0,,0,,,0
115523,Joshua 6:8,Joshua,Joshua,Prophets,SBH,prose,N,נֹשְׂאִים֩,נשׂאים,נשׂא,NF>[,lift,ptcp,qal,unknown,m,pl,dp,נֹשְׂאִים֩ שִׁבְעָ֨ה שֹׁופְרֹ֤ות הַיֹּֽובְלִים֙ לִפְנֵ֣י יְהוָ֔ה ,נֹשְׂאִים֩ שִׁבְעָ֨ה שֹׁופְרֹ֤ות הַיֹּֽובְלִים֙ לִפְנֵ֣י יְהוָ֔ה ,וְשִׁבְעָ֣ה הַכֹּהֲנִ֡ים נֹשְׂאִים֩ שִׁבְעָ֨ה שֹׁופְרֹ֤ות הַיֹּֽובְלִים֙ לִפְנֵ֣י יְהוָ֔ה ,?N,Ptcp,Ø,SubMod,0,Ø,Ø,Ø,Josh 6:8,Josh. 6:8,1,VO,0,,,0
115541,Joshua 6:8,Joshua,Joshua,Prophets,SBH,prose,N,הֹלֵ֖ךְ,הלך,הלך,HLK[,walk,ptcp,qal,unknown,m,sg,-p,וַֽאֲרֹון֙ בְּרִ֣ית יְהוָ֔ה הֹלֵ֖ךְ אַחֲרֵיהֶֽם׃ ,וַֽאֲרֹון֙ בְּרִ֣ית יְהוָ֔ה הֹלֵ֖ךְ אַחֲרֵיהֶֽם׃ ,וַֽאֲרֹון֙ בְּרִ֣ית יְהוָ֔ה הֹלֵ֖ךְ אַחֲרֵיהֶֽם׃ ,?N,Ptcp,Wx,Main,0,_W_>RWN/_BRJT/_JHWH/_,_conj_subs_subs_nmpr_,_W_,Josh 6:8,Josh. 6:8,0,,0,,,0
115546,Joshua 6:9,Joshua,Joshua,Prophets,SBH,prose,N,הֹלֵ֔ךְ,הלך,הלך,HLK[,walk,ptcp,qal,unknown,m,sg,-p,וְהֶחָל֣וּץ הֹלֵ֔ךְ לִפְנֵי֙ הַכֹּ֣הֲנִ֔ים תֹּקְעֵ֖י הַשֹּֽׁופָרֹ֑ות ,וְהֶחָל֣וּץ הֹלֵ֔ךְ לִפְנֵי֙ הַכֹּ֣הֲנִ֔ים תֹּקְעֵ֖י הַשֹּֽׁופָרֹ֑ות ,וְהֶחָל֣וּץ הֹלֵ֔ךְ לִפְנֵי֙ הַכֹּ֣הֲנִ֔ים תֹּקְעֵ֖י הַשֹּֽׁופָרֹ֑ות ,?N,Ptcp,Wx,Main,0,_W_H_XLY[_,_conj_art_subs_,_W_,Josh 6:9,Josh. 6:9,0,,0,,,0
115557,Joshua 6:9,Joshua,Joshua,Prophets,SBH,prose,N,הֹלֵךְ֙,הלך,הלך,HLK[,walk,ptcp,qal,unknown,m,sg,-p,וְהַֽמְאַסֵּ֗ף הֹלֵךְ֙ אַחֲרֵ֣י הָאָרֹ֔ון ,וְהַֽמְאַסֵּ֗ף הֹלֵךְ֙ אַחֲרֵ֣י הָאָרֹ֔ון ,וְהַֽמְאַסֵּ֗ף הֹלֵךְ֙ אַחֲרֵ֣י הָאָרֹ֔ון ,?N,Ptcp,Wx,Main,0,_W_H_>SP[_,_conj_art_subs_,_W_,Josh 6:9,Josh. 6:9,0,,0,,,0
115631,Joshua 6:13,Joshua,Joshua,Prophets,SBH,prose,N,נֹשְׂאִים֩,נשׂאים,נשׂא,NF>[,lift,ptcp,qal,unknown,m,pl,dp,נֹשְׂאִים֩ שִׁבְעָ֨ה שֹׁופְרֹ֜ות הַיֹּבְלִ֗ים לִפְנֵי֙ אֲרֹ֣ון יְהוָ֔ה ,נֹשְׂאִים֩ שִׁבְעָ֨ה שֹׁופְרֹ֜ות הַיֹּבְלִ֗ים לִפְנֵי֙ אֲרֹ֣ון יְהוָ֔ה ,וְשִׁבְעָ֣ה הַכֹּהֲנִ֡ים נֹשְׂאִים֩ שִׁבְעָ֨ה שֹׁופְרֹ֜ות הַיֹּבְלִ֗ים לִפְנֵי֙ אֲרֹ֣ון יְהוָ֔ה הֹלְכִ֣ים ,?N,Ptcp,Ø,SubMod,0,Ø,Ø,Ø,Josh 6:13,Josh. 6:13,1,VO,0,,,0
115640,Joshua 6:13,Joshua,Joshua,Prophets,SBH,prose,N,הֹלְכִ֣ים,הלכים,הלך,HLK[,walk,ptcp,qal,unknown,m,pl,--,הֹלְכִ֣ים ,וְשִׁבְעָ֣ה הַכֹּהֲנִ֡ים הֹלְכִ֣ים ,וְשִׁבְעָ֣ה הַכֹּהֲנִ֡ים נֹשְׂאִים֩ שִׁבְעָ֨ה שֹׁופְרֹ֜ות הַיֹּבְלִ֗ים לִפְנֵי֙ אֲרֹ֣ון יְהוָ֔ה הֹלְכִ֣ים ,?N,Ptcp,Wx,Main,0,_W_CB</_H_KHN/_,_conj_subs_art_subs_,_W_,Josh 6:13,Josh. 6:13,0,,0,,,0
115650,Joshua 6:13,Joshua,Joshua,Prophets,SBH,prose,N,הֹלֵ֣ךְ,הלך,הלך,HLK[,walk,ptcp,qal,unknown,m,sg,-p,וְהֶחָלוּץ֙ הֹלֵ֣ךְ לִפְנֵיהֶ֔ם ,וְהֶחָלוּץ֙ הֹלֵ֣ךְ לִפְנֵיהֶ֔ם ,וְהֶחָלוּץ֙ הֹלֵ֣ךְ לִפְנֵיהֶ֔ם ,?N,Ptcp,Wx,Main,0,_W_H_XLY[_,_conj_art_subs_,_W_,Josh 6:13,Josh. 6:13,0,,0,,,0
115656,Joshua 6:13,Joshua,Joshua,Prophets,SBH,prose,N,הֹלֵךְ֙,הלך,הלך,HLK[,walk,ptcp,qal,unknown,m,sg,-p,וְהַֽמְאַסֵּ֗ף הֹלֵךְ֙ אַֽחֲרֵי֙ אֲרֹ֣ון יְהוָ֔ה ,וְהַֽמְאַסֵּ֗ף הֹלֵךְ֙ אַֽחֲרֵי֙ אֲרֹ֣ון יְהוָ֔ה ,וְהַֽמְאַסֵּ֗ף הֹלֵךְ֙ אַֽחֲרֵי֙ אֲרֹ֣ון יְהוָ֔ה ,?N,Ptcp,Wx,Main,0,_W_H_>SP[_,_conj_art_subs_,_W_,Josh 6:13,Josh. 6:13,0,,0,,,0
115900,Joshua 6:22,Joshua,Joshua,Prophets,SBH,prose,N,מְרַגְּלִ֤ים,מרגלים,רגל,RGL[,slander,ptcp,piel,unknown,m,pl,,הַֽמְרַגְּלִ֤ים אֶת־הָאָ֨רֶץ֙ ,הַֽמְרַגְּלִ֤ים אֶת־הָאָ֨רֶץ֙ ,וְלִשְׁנַ֨יִם הָאֲנָשִׁ֜ים הַֽמְרַגְּלִ֤ים אֶת־הָאָ֨רֶץ֙ אָמַ֣ר יְהֹושֻׁ֔עַ ,?N,Ptcp,Ø,SubMod,0,_H_,_conj_,_H_,Josh 6:22,Josh. 6:22,1,VO,0,,,0
116040,Joshua 6:26,Joshua,Joshua,Prophets,SBH,prose,Q,אָר֨וּר,ארור,ארר,>RR[,curse,ptcp,qal,unknown,m,sg,-p,אָר֨וּר הָאִ֜ישׁ לִפְנֵ֣י יְהוָ֗ה ,אָר֨וּר הָאִ֜ישׁ לִפְנֵ֣י יְהוָ֗ה ,אָר֨וּר הָאִ֜ישׁ לִפְנֵ֣י יְהוָ֗ה אֲשֶׁ֤ר יָקוּם֙ וּבָנָ֞ה אֶת־הָעִ֤יר הַזֹּאת֙ אֶת־יְרִיחֹ֔ו ,?NQ,Ptcp,Ø,Main,0,Ø,Ø,Ø,Josh 6:26,Josh. 6:26,0,,0,,,0
116337,Joshua 7:10,Joshua,Joshua,Prophets,SBH,prose,Q,נֹפֵ֥ל,נפל,נפל,NPL[,fall,ptcp,qal,unknown,m,sg,-c,לָ֣מָּה זֶּ֔ה אַתָּ֖ה נֹפֵ֥ל עַל־פָּנֶֽיךָ׃ ,לָ֣מָּה זֶּ֔ה אַתָּ֖ה נֹפֵ֥ל עַל־פָּנֶֽיךָ׃ ,לָ֣מָּה זֶּ֔ה אַתָּ֖ה נֹפֵ֥ל עַל־פָּנֶֽיךָ׃ ,NQ,Ptcp,Ø,Main,1,_LMH_ZH_>TH_,_inrg_prde_prps_,_LMH_ZH_,Josh 7:10,Josh. 7:10,0,,0,,,0
116472,Joshua 7:15,Joshua,Joshua,Prophets,SBH,prose,Q,נִּלְכָּ֣ד,נלכד,לכד,LKD[,seize,ptcp,nif,unknown,m,sg,,הַנִּלְכָּ֣ד בַּחֵ֔רֶם ,הַנִּלְכָּ֣ד בַּחֵ֔רֶם ,הַנִּלְכָּ֣ד בַּחֵ֔רֶם יִשָּׂרֵ֣ף בָּאֵ֔שׁ אֹתֹ֖ו וְאֶת־כָּל־אֲשֶׁר־לֹ֑ו ,NQQ,Ptcp,Ø,SubArg,0,_H_,_conj_,_H_,Josh 7:15,Josh. 7:15,0,,0,,,0
116628,Joshua 7:21,Joshua,Joshua,Prophets,SBH,prose,Q,טְמוּנִ֥ים,טמונים,טמן,VMN[,hide,ptcp,qal,unknown,m,pl,-p,וְהִנָּ֨ם טְמוּנִ֥ים בָּאָ֛רֶץ בְּתֹ֥וךְ הָאָֽהֳלִ֖י ,וְהִנָּ֨ם טְמוּנִ֥ים בָּאָ֛רֶץ בְּתֹ֥וךְ הָאָֽהֳלִ֖י ,וְהִנָּ֨ם טְמוּנִ֥ים בָּאָ֛רֶץ בְּתֹ֥וךְ הָאָֽהֳלִ֖י ,NQN,Ptcp,Wx,Main,0,_W_HNH_,_conj_intj_,_W_HNH_,Josh 7:21,Josh. 7:21,0,,0,,,0
116650,Joshua 7:22,Joshua,Joshua,Prophets,SBH,prose,N,טְמוּנָ֛ה,טמונה,טמן,VMN[,hide,ptcp,qal,unknown,f,sg,-p,וְהִנֵּ֧ה טְמוּנָ֛ה בְּאָהֳלֹ֖ו ,וְהִנֵּ֧ה טְמוּנָ֛ה בְּאָהֳלֹ֖ו ,וְהִנֵּ֧ה טְמוּנָ֛ה בְּאָהֳלֹ֖ו ,N,Ptcp,Wx,Main,0,_W_HNH_,_conj_intj_,_W_HNH_,Josh 7:22,Josh. 7:22,0,,0,,,0
116854,Joshua 8:2,Joshua,Joshua,Prophets,SBH,prose,Q,אֹרֵ֛ב,ארב,ארב,>RB[,lie in ambush,ptcp,qal,unknown,m,sg,--,אֹרֵ֛ב לָעִ֖יר ,אֹרֵ֛ב לָעִ֖יר ,שִׂים־לְךָ֥ אֹרֵ֛ב לָעִ֖יר מֵאַחֲרֶֽיהָ׃ ,NQ,Ptcp,Ø,SubArg,0,Ø,Ø,Ø,Josh 8:2,Josh. 8:2,0,,0,,,0
116891,Joshua 8:4,Joshua,Joshua,Prophets,SBH,prose,Q,אֹרְבִ֤ים,ארבים,ארב,>RB[,lie in ambush,ptcp,qal,unknown,m,pl,-p,אַתֶּ֞ם אֹרְבִ֤ים לָעִיר֙ מֵאַחֲרֵ֣י הָעִ֔יר ,אַתֶּ֞ם אֹרְבִ֤ים לָעִיר֙ מֵאַחֲרֵ֣י הָעִ֔יר ,אַתֶּ֞ם אֹרְבִ֤ים לָעִיר֙ מֵאַחֲרֵ֣י הָעִ֔יר ,NQ,Ptcp,Ø,Main,0,_>TM_,_prps_,Ø,Josh 8:4,Josh. 8:4,0,,1,PP,<JR/,0
116947,Joshua 8:6,Joshua,Joshua,Prophets,SBH,prose,Q,נָסִ֣ים,נסים,נוס,NWS[,flee,ptcp,qal,unknown,m,pl,-p,נָסִ֣ים לְפָנֵ֔ינוּ ,נָסִ֣ים לְפָנֵ֔ינוּ ,נָסִ֣ים לְפָנֵ֔ינוּ כַּאֲשֶׁ֖ר בָּרִֽאשֹׁנָ֑ה ,NQQ,Ptcp,Ø,Main,0,Ø,Ø,Ø,Josh 8:6,Josh. 8:6,0,,0,,,0
117330,Joshua 8:20,Joshua,Joshua,Prophets,SBH,prose,N,נָּ֣ס,נס,נוס,NWS[,flee,ptcp,qal,unknown,m,sg,-p,הַנָּ֣ס הַמִּדְבָּ֔ר ,הַנָּ֣ס הַמִּדְבָּ֔ר ,וְהָעָם֙ הַנָּ֣ס הַמִּדְבָּ֔ר נֶהְפַּ֖ךְ אֶל־הָרֹודֵֽף׃ ,N,Ptcp,Ø,SubMod,0,_H_,_conj_,_H_,Josh 8:20,Josh. 8:20,0,,0,,,0
117453,Joshua 8:25,Joshua,Joshua,Prophets,SBH,prose,N,נֹּ֨פְלִ֜ים,נפלים,נפל,NPL[,fall,ptcp,qal,unknown,m,pl,--,הַנֹּ֨פְלִ֜ים בַּיֹּ֤ום הַהוּא֙ ,הַנֹּ֨פְלִ֜ים בַּיֹּ֤ום הַהוּא֙ ,וַיְהִי֩ כָל־הַנֹּ֨פְלִ֜ים בַּיֹּ֤ום הַהוּא֙ מֵאִ֣ישׁ וְעַד־אִשָּׁ֔ה שְׁנֵ֥ים עָשָׂ֖ר אָ֑לֶף כֹּ֖ל אַנְשֵׁ֥י הָעָֽי׃ ,N,Ptcp,Ø,SubMod,0,_H_,_conj_,_H_,Josh 8:25,Josh. 8:25,0,,0,,,1
117592,Joshua 8:31,Joshua,Joshua,Prophets,SBH,prose,N,כָּתוּב֙,כתוב,כתב,KTB[,write,ptcp,qal,unknown,m,sg,-p,כַּכָּתוּב֙ בְּסֵ֨פֶר֙ תֹּורַ֣ת מֹשֶׁ֔ה ,כַּכָּתוּב֙ בְּסֵ֨פֶר֙ תֹּורַ֣ת מֹשֶׁ֔ה ,אָ֣ז יִבְנֶ֤ה יְהֹושֻׁ֨עַ֙ מִזְבֵּ֔חַ לַֽיהוָ֖ה אֱלֹהֵ֣י יִשְׂרָאֵ֑ל בְּהַ֖ר עֵיבָֽל׃ כַּאֲשֶׁ֣ר צִוָּה֩ מֹשֶׁ֨ה עֶֽבֶד־יְהוָ֜ה אֶת־בְּנֵ֣י יִשְׂרָאֵ֗ל כַּכָּתוּב֙ בְּסֵ֨פֶר֙ תֹּורַ֣ת מֹשֶׁ֔ה מִזְבַּח֙ אֲבָנִ֣ים שְׁלֵמֹ֔ות אֲשֶׁ֛ר לֹֽא־הֵנִ֥יף עֲלֵיהֶ֖ן בַּרְזֶ֑ל ,N,Ptcp,Ø,SubAdv,0,_K_H_,_prep_conj_,_K_H_,Josh 8:31,Josh. 8:31,0,,0,,,0
117639,Joshua 8:33,Joshua,Joshua,Prophets,SBH,prose,N,עֹמְדִ֣ים,עמדים,עמד,<MD[,stand,ptcp,qal,unknown,m,pl,-c,וְכָל־יִשְׂרָאֵ֡ל וּזְקֵנָ֡יו וְשֹׁטְרִ֣ים׀ וְשֹׁפְטָ֡יו עֹמְדִ֣ים מִזֶּ֣ה׀ וּמִזֶּ֣ה׀ לָאָרֹ֡ון נֶגֶד֩ הַכֹּהֲנִ֨ים הַלְוִיִּ֜ם נֹשְׂאֵ֣י׀ אֲרֹ֣ון בְּרִית־יְהוָ֗ה כַּגֵּר֙ כָּֽאֶזְרָ֔ח ,וְכָל־יִשְׂרָאֵ֡ל וּזְקֵנָ֡יו וְשֹׁטְרִ֣ים׀ וְשֹׁפְטָ֡יו עֹמְדִ֣ים מִזֶּ֣ה׀ וּמִזֶּ֣ה׀ לָאָרֹ֡ון נֶגֶד֩ הַכֹּהֲנִ֨ים הַלְוִיִּ֜ם נֹשְׂאֵ֣י׀ אֲרֹ֣ון בְּרִית־יְהוָ֗ה כַּגֵּר֙ כָּֽאֶזְרָ֔ח ,וְכָל־יִשְׂרָאֵ֡ל וּזְקֵנָ֡יו וְשֹׁטְרִ֣ים׀ וְשֹׁפְטָ֡יו עֹמְדִ֣ים מִזֶּ֣ה׀ וּמִזֶּ֣ה׀ לָאָרֹ֡ון נֶגֶד֩ הַכֹּהֲנִ֨ים הַלְוִיִּ֜ם נֹשְׂאֵ֣י׀ אֲרֹ֣ון בְּרִית־יְהוָ֗ה כַּגֵּר֙ כָּֽאֶזְרָ֔ח חֶצְיֹו֙ אֶל־מ֣וּל הַר־גְּרִזִ֔ים וְהַֽחֶצְיֹ֖ו אֶל־מ֣וּל הַר־עֵיבָ֑ל כַּאֲשֶׁ֨ר צִוָּ֜ה מֹשֶׁ֣ה עֶֽבֶד־יְהוָ֗ה לְבָרֵ֛ךְ אֶת־הָעָ֥ם יִשְׂרָאֵ֖ל בָּרִאשֹׁנָֽה׃ ,N,Ptcp,Wx,Main,0,_W_KL/_JFR>L/_W_ZQN/_W_CVR[_W_CPV[_,_conj_subs_nmpr_conj_subs_conj_subs_conj_subs_,_W_W_W_W_,Josh 8:33,Josh. 8:33,0,,0,,,0
117707,Joshua 8:34,Joshua,Joshua,Prophets,SBH,prose,N,כָּת֖וּב,כתוב,כתב,KTB[,write,ptcp,qal,unknown,m,sg,-p,הַכָּת֖וּב בְּסֵ֥פֶר הַתֹּורָֽה׃ ,הַכָּת֖וּב בְּסֵ֥פֶר הַתֹּורָֽה׃ ,וְאַֽחֲרֵי־כֵ֗ן קָרָא֙ אֶת־כָּל־דִּבְרֵ֣י הַתֹּורָ֔ה הַבְּרָכָ֖ה וְהַקְּלָלָ֑ה כְּכָל־הַכָּת֖וּב בְּסֵ֥פֶר הַתֹּורָֽה׃ ,N,Ptcp,Ø,SubMod,0,_H_,_conj_,_H_,Josh 8:34,Josh. 8:34,0,,0,,,0
117738,Joshua 8:35,Joshua,Joshua,Prophets,SBH,prose,N,הֹלֵ֥ךְ,הלך,הלך,HLK[,walk,ptcp,qal,unknown,m,sg,-p,הַהֹלֵ֥ךְ בְּקִרְבָּֽם׃ פ ,הַהֹלֵ֥ךְ בְּקִרְבָּֽם׃ פ ,לֹֽא־הָיָ֣ה דָבָ֔ר מִכֹּ֖ל אֲשֶׁר־צִוָּ֣ה מֹשֶׁ֑ה אֲשֶׁ֨ר לֹֽא־קָרָ֜א יְהֹושֻׁ֗עַ נֶ֣גֶד כָּל־קְהַ֤ל יִשְׂרָאֵל֙ וְהַנָּשִׁ֣ים וְהַטַּ֔ף וְהַגֵּ֖ר הַהֹלֵ֥ךְ בְּקִרְבָּֽם׃ פ ,N,Ptcp,Ø,SubMod,0,_H_,_conj_,_H_,Josh 8:35,Josh. 8:35,0,,0,,,0
117890,Joshua 9:7,Joshua,Joshua,Prophets,SBH,prose,Q,יֹושֵׁ֔ב,יושׁב,ישׁב,JCB[,sit,ptcp,qal,unknown,m,sg,-p,אוּלַ֗י בְּקִרְבִּי֙ אַתָּ֣ה יֹושֵׁ֔ב ,אוּלַ֗י בְּקִרְבִּי֙ אַתָּ֣ה יֹושֵׁ֔ב ,אוּלַ֗י בְּקִרְבִּי֙ אַתָּ֣ה יֹושֵׁ֔ב ,NQ,Ptcp,Ø,Main,0,_>WLJ_B_QRB/_>TH_,_advb_prep_subs_prps_,_>WLJ_B_,Josh 9:7,Josh. 9:7,0,,0,,,0
118086,Joshua 9:16,Joshua,Joshua,Prophets,SBH,prose,N,יֹשְׁבִֽים,ישׁבים,ישׁב,JCB[,sit,ptcp,qal,unknown,m,pl,-p,וּבְקִרְבֹּ֖ו הֵ֥ם יֹשְׁבִֽים׃ ,וּבְקִרְבֹּ֖ו הֵ֥ם יֹשְׁבִֽים׃ ,וַֽיִּשְׁמְע֗וּ כִּי־קְרֹבִ֥ים הֵם֙ אֵלָ֔יו וּבְקִרְבֹּ֖ו הֵ֥ם יֹשְׁבִֽים׃ ,N,Ptcp,Wx,SubAdv,0,_W_B_QRB/_HM_,_conj_prep_subs_prps_,_W_B_,Josh 9:16,Josh. 9:16,0,,0,,,0
118218,Joshua 9:22,Joshua,Joshua,Prophets,SBH,prose,Q,יֹשְׁבִֽים,ישׁבים,ישׁב,JCB[,sit,ptcp,qal,unknown,m,pl,-p,וְאַתֶּ֖ם בְּקִרְבֵּ֥נוּ יֹשְׁבִֽים׃ ,וְאַתֶּ֖ם בְּקִרְבֵּ֥נוּ יֹשְׁבִֽים׃ ,וְאַתֶּ֖ם בְּקִרְבֵּ֥נוּ יֹשְׁבִֽים׃ ,NQ,Ptcp,Wx,Main,0,_W_>TM_B_QRB/_,_conj_prps_prep_subs_,_W_B_,Josh 9:22,Josh. 9:22,0,,0,,,0
118676,Joshua 10:13,Joshua,Joshua,Prophets,SBH,prose,D,כְתוּבָ֖ה,כתובה,כתב,KTB[,write,ptcp,qal,unknown,f,sg,-c,הֲלֹא־הִ֥יא כְתוּבָ֖ה עַל־סֵ֣פֶר הַיָּשָׁ֑ר ,הֲלֹא־הִ֥יא כְתוּבָ֖ה עַל־סֵ֣פֶר הַיָּשָׁ֑ר ,הֲלֹא־הִ֥יא כְתוּבָ֖ה עַל־סֵ֣פֶר הַיָּשָׁ֑ר ,ND,Ptcp,Ø,Main,1,_H=_L>_HJ>_,_inrg_nega_prps_,_H=_L>_,Josh 10:13,Josh. 10:13,0,,0,,,0
118756,Joshua 10:17,Joshua,Joshua,Prophets,SBH,prose,Q,נֶחְבְּאִ֥ים,נחבאים,חבא,XB>[,hide,ptcp,nif,unknown,m,pl,,נֶחְבְּאִ֥ים בַּמְּעָרָ֖ה בְּמַקֵּדָֽה׃ ,נֶחְבְּאִ֥ים בַּמְּעָרָ֖ה בְּמַקֵּדָֽה׃ ,נִמְצְאוּ֙ חֲמֵ֣שֶׁת הַמְּלָכִ֔ים נֶחְבְּאִ֥ים בַּמְּעָרָ֖ה בְּמַקֵּדָֽה׃ ,NQ,Ptcp,Ø,SubMod,0,Ø,Ø,Ø,Josh 10:17,Josh. 10:17,0,,1,PP,MQDH/,0
118965,Joshua 10:25,Joshua,Joshua,Prophets,SBH,prose,Q,נִלְחָמִ֥ים,נלחמים,לחם,LXM[,fight,ptcp,nif,unknown,m,pl,,אֲשֶׁ֥ר אַתֶּ֖ם נִלְחָמִ֥ים אֹותָֽם׃ ,אֲשֶׁ֥ר אַתֶּ֖ם נִלְחָמִ֥ים אֹותָֽם׃ ,כִּ֣י כָ֗כָה יַעֲשֶׂ֤ה יְהוָה֙ לְכָל־אֹ֣יְבֵיכֶ֔ם אֲשֶׁ֥ר אַתֶּ֖ם נִלְחָמִ֥ים אֹותָֽם׃ ,NQ,Ptcp,Ø,SubMod,0,_>CR_>TM_,_conj_prps_,_>CR_,Josh 10:25,Josh. 10:25,1,VO,0,,,0
118981,Joshua 10:26,Joshua,Joshua,Prophets,SBH,prose,N,תְּלוּיִ֥ם,תלוים,תלה,TLH[,hang,ptcp,qal,unknown,m,pl,-c,תְּלוּיִ֥ם עַל־הָעֵצִ֖ים ,תְּלוּיִ֥ם עַל־הָעֵצִ֖ים ,וַיִּֽהְי֛וּ תְּלוּיִ֥ם עַל־הָעֵצִ֖ים עַד־הָעָֽרֶב׃ ,N,Ptcp,Ø,SubArg,0,Ø,Ø,Ø,Josh 10:26,Josh. 10:26,0,,0,,,0
119567,Joshua 11:6,Joshua,Joshua,Prophets,SBH,prose,Q,נֹתֵ֧ן,נתן,נתן,NTN[,give,ptcp,qal,unknown,m,sg,n.,כִּֽי־מָחָ֞ר כָּעֵ֣ת הַזֹּ֗את אָנֹכִ֞י נֹתֵ֧ן אֶת־כֻּלָּ֛ם חֲלָלִ֖ים לִפְנֵ֣י יִשְׂרָאֵ֑ל ,כִּֽי־מָחָ֞ר כָּעֵ֣ת הַזֹּ֗את אָנֹכִ֞י נֹתֵ֧ן אֶת־כֻּלָּ֛ם חֲלָלִ֖ים לִפְנֵ֣י יִשְׂרָאֵ֑ל ,כִּֽי־מָחָ֞ר כָּעֵ֣ת הַזֹּ֗את אָנֹכִ֞י נֹתֵ֧ן אֶת־כֻּלָּ֛ם חֲלָלִ֖ים לִפְנֵ֣י יִשְׂרָאֵ֑ל ,NQ,Ptcp,Ø,SubAdv,0,_KJ_MXR/_K_H_<T/_H_Z>T_>NKJ_,_conj_advb_prep_art_subs_art_prde_prps_,_KJ_MXR/_K_Z>T_,Josh 11:6,Josh. 11:6,1,VOO,0,,,1
119733,Joshua 11:13,Joshua,Joshua,Prophets,SBH,prose,N,עֹֽמְדֹות֙,עמדות,עמד,<MD[,stand,ptcp,qal,unknown,f,pl,-c,הָעֹֽמְדֹות֙ עַל־תִּלָּ֔ם ,הָעֹֽמְדֹות֙ עַל־תִּלָּ֔ם ,רַ֣ק כָּל־הֶעָרִ֗ים הָעֹֽמְדֹות֙ עַל־תִּלָּ֔ם לֹ֥א שְׂרָפָ֖ם יִשְׂרָאֵ֑ל ,N,Ptcp,Ø,SubMod,0,_H_,_conj_,_H_,Josh 11:13,Josh. 11:13,0,,0,,,0
