bhsa_node,mother_clause,mother_cl_atom,mother_clause_atom,mother_rela,mother_domain2,mother_verbtype,mother_type,mother_verb_ps,mother_verb_lex,mother_verbplain,mother_intertext,daught_clause,daught_cl_atom,daught_clause_atom,daught_rela,daught_domain2,daught_verbtype,daught_type,daught_verb_ps,daught_verb_lex,daught_verbplain,daught_intertext
8162,זַעֲקַ֛ת סְדֹ֥ם וַעֲמֹרָ֖ה ,517228,זַעֲקַ֛ת סְדֹ֥ם וַעֲמֹרָ֖ה ,Main,Q,Ø,CPen,,,,זַעֲקַ֛ת סְדֹ֥ם וַעֲמֹרָ֖ה כִּי־רָ֑בָּה וְחַ֨טָּאתָ֔ם כִּ֥י כָבְדָ֖ה מְאֹֽד׃ ,וְאֶרְאֶ֔ה ,517233,וְאֶרְאֶ֔ה ,Main,Q,yqtl,WYq0,p1,R>H[,אראה,וְאֶרְאֶ֔ה 
8177,אֵֽרֲדָה־נָּ֣א ,517232,אֵֽרֲדָה־נָּ֣א ,Main,Q,cohoF,ZYq0,p1,JRD[,ארדה,אֵֽרֲדָה־נָּ֣א וְאֶרְאֶ֔ה הַכְּצַעֲקָתָ֛הּ הַבָּ֥אָה אֵלַ֖י עָשׂ֣וּ׀ כָּלָ֑ה וְאִם־לֹ֖א ,,,,,,,,,,,
8351,אַל־נָ֞א יִ֤חַר לַֽאדֹנָי֙ ,517276,אַל־נָ֞א יִ֤חַר לַֽאדֹנָי֙ ,Main,Q,jussF,xYq0,p3,XRH[,יחר,אַל־נָ֞א יִ֤חַר לַֽאדֹנָי֙ ,,,,,,,,,,,
8393,אַל־נָ֞א יִ֤חַר לַֽאדֹנָי֙ ,517289,אַל־נָ֞א יִ֤חַר לַֽאדֹנָי֙ ,Main,Q,jussF,xYq0,p3,XRH[,יחר,אַל־נָ֞א יִ֤חַר לַֽאדֹנָי֙ ,,,,,,,,,,,
8539,הֹוצִיאֵ֣ם אֵלֵ֔ינוּ ,517328,הֹוצִיאֵ֣ם אֵלֵ֔ינוּ ,Main,Q,impv,ZIm0,p2,JY>[,הוציאם,הֹוצִיאֵ֣ם אֵלֵ֔ינוּ ,,,,,,,,,,,
8567,הִנֵּה־נָ֨א לִ֜י שְׁתֵּ֣י בָנֹ֗ות ,517336,הִנֵּה־נָ֨א לִ֜י שְׁתֵּ֣י בָנֹ֗ות ,Main,Q,Ø,NmCl,,,,הִנֵּה־נָ֨א לִ֜י שְׁתֵּ֣י בָנֹ֗ות אֲשֶׁ֤ר לֹֽא־יָדְעוּ֙ אִ֔ישׁ ,וַעֲשׂ֣וּ לָהֶ֔ן כַּטֹּ֖וב בְּעֵינֵיכֶ֑ם ,517339,וַעֲשׂ֣וּ לָהֶ֔ן כַּטֹּ֖וב בְּעֵינֵיכֶ֑ם ,Main,Q,impv,WIm0,p2,<FH[,עשׂו,וַעֲשׂ֣וּ לָהֶ֔ן כַּטֹּ֖וב בְּעֵינֵיכֶ֑ם 
8881,הִנֵּה־נָ֠א הָעִ֨יר הַזֹּ֧את קְרֹבָ֛ה ,517406,הִנֵּה־נָ֠א הָעִ֨יר הַזֹּ֧את קְרֹבָ֛ה ,Main,Q,Ø,AjCl,,,,הִנֵּה־נָ֠א הָעִ֨יר הַזֹּ֧את קְרֹבָ֛ה לָנ֥וּס שָׁ֖מָּה וְהִ֣יא מִצְעָ֑ר ,הֲלֹ֥א מִצְעָ֛ר הִ֖וא ,517410,הֲלֹ֥א מִצְעָ֛ר הִ֖וא ,Main,Q,Ø,NmCl,,,,הֲלֹ֥א מִצְעָ֛ר הִ֖וא 
9118,נַשְׁקֶ֧ה אֶת־אָבִ֛ינוּ יַ֖יִן ,517450,נַשְׁקֶ֧ה אֶת־אָבִ֛ינוּ יַ֖יִן ,Main,Q,yqtl,ZYq0,p1,CQH[,נשׁקה,נַשְׁקֶ֧ה אֶת־אָבִ֛ינוּ יַ֖יִן ,וּנְחַיֶּ֥ה מֵאָבִ֖ינוּ זָֽרַע׃ ,517452,וּנְחַיֶּ֥ה מֵאָבִ֖ינוּ זָֽרַע׃ ,Main,Q,yqtl,WYq0,p1,XJH[,נחיה,וּנְחַיֶּ֥ה מֵאָבִ֖ינוּ זָֽרַע׃ 
10795,תְּנ֨וּ לִ֤י אֲחֻזַּת־קֶ֨בֶר֙ עִמָּכֶ֔ם ,517803,תְּנ֨וּ לִ֤י אֲחֻזַּת־קֶ֨בֶר֙ עִמָּכֶ֔ם ,Main,Q,impv,ZIm0,p2,NTN[,תנו,תְּנ֨וּ לִ֤י אֲחֻזַּת־קֶ֨בֶר֙ עִמָּכֶ֔ם ,,,,,,,,,,,
10969,קַ֣ח מִמֶּ֔נִּי ,517844,קַ֣ח מִמֶּ֔נִּי ,Main,Q,impv,ZIm0,p2,LQX[,קח,קַ֣ח מִמֶּ֔נִּי ,,,,,,,,,,,
12225,שַׁלְּח֕וּנִי ,518131,שַׁלְּח֕וּנִי ,Main,Q,impv,ZIm0,p2,CLX[,שׁלחוני,שַׁלְּח֕וּנִי ,,,,,,,,,,,
12235,נִקְרָ֣א לַֽנַּעֲרָ֑ ,518134,נִקְרָ֣א לַֽנַּעֲרָ֑ ,Main,Q,yqtl,ZYq0,p1,QR>[,נקרא,נִקְרָ֣א לַֽנַּעֲרָ֑ ,,,,,,,,,,,
13510,תְּהִ֨י נָ֥א אָלָ֛ה בֵּינֹותֵ֖ינוּ בֵּינֵ֣ינוּ וּבֵינֶ֑ךָ ,518403,תְּהִ֨י נָ֥א אָלָ֛ה בֵּינֹותֵ֖ינוּ בֵּינֵ֣ינוּ וּבֵינֶ֑ךָ ,Main,Q,jussF,ZYqX,p3,HJH[,תהי,תְּהִ֨י נָ֥א אָלָ֛ה בֵּינֹותֵ֖ינוּ בֵּינֵ֣ינוּ וּבֵינֶ֑ךָ ,,,,,,,,,,,
13696,וְהָבִ֥יאָה לִּ֖י ,518447,וְהָבִ֥יאָה לִּ֖י ,Main,Q,impv,WIm0,p2,BW>[,הביאה,וְהָבִ֥יאָה לִּ֖י ,,,,,,,,,,,
13749,וַעֲשֵׂה־לִ֥י מַטְעַמִּ֖ים ,518462,וַעֲשֵׂה־לִ֥י מַטְעַמִּ֖ים ,Main,Q,impv,WIm0,p2,<FH[,עשׂה,וַעֲשֵׂה־לִ֥י מַטְעַמִּ֖ים ,וַאֲבָרֶכְכָ֛ה לִפְנֵ֥י יְהוָ֖ה לִפְנֵ֥י מֹותִֽי׃ ,518464,וַאֲבָרֶכְכָ֛ה לִפְנֵ֥י יְהוָ֖ה לִפְנֵ֥י מֹותִֽי׃ ,Main,Q,yqtl,WYq0,p1,BRK[,אברככה,וַאֲבָרֶכְכָ֛ה לִפְנֵ֥י יְהוָ֖ה לִפְנֵ֥י מֹותִֽי׃ 
14037,הַגִּ֤שָׁה לִּי֙ ,518541,הַגִּ֤שָׁה לִּי֙ ,Main,Q,impv,ZIm0,p2,NGC[,הגשׁה,הַגִּ֤שָׁה לִּי֙ ,לְמַ֥עַן תְּבָֽרֶכְךָ֖ נַפְשִׁ֑י ,518543,לְמַ֥עַן תְּבָֽרֶכְךָ֖ נַפְשִׁ֑י ,SubAdv,Q,yqtl,xYqX,p3,BRK[,תברכך,לְמַ֥עַן תְּבָֽרֶכְךָ֖ נַפְשִׁ֑י 
14391,יִקְרְבוּ֙ יְמֵי֙ אֵ֣בֶל אָבִ֔י ,518638,יִקְרְבוּ֙ יְמֵי֙ אֵ֣בֶל אָבִ֔י ,Main,Q,yqtl,ZYqX,p3,QRB[,יקרבו,יִקְרְבוּ֙ יְמֵי֙ אֵ֣בֶל אָבִ֔י ,,,,,,,,,,,
15340,הָבָ֣ה אֶת־אִשְׁתִּ֔י ,518844,הָבָ֣ה אֶת־אִשְׁתִּ֔י ,Main,Q,impv,ZIm0,p2,JHB[,הבה,הָבָ֣ה אֶת־אִשְׁתִּ֔י כִּ֥י מָלְא֖וּ יָמָ֑י ,,,,,,,,,,,
15427,מַלֵּ֖א שְׁבֻ֣עַ זֹ֑את ,518864,מַלֵּ֖א שְׁבֻ֣עַ זֹ֑את ,Main,Q,impv,ZIm0,p2,ML>[,מלא,מַלֵּ֖א שְׁבֻ֣עַ זֹ֑את ,אֲשֶׁ֣ר תַּעֲבֹ֣ד עִמָּדִ֔י עֹ֖וד שֶֽׁבַע־שָׁנִ֥ים אֲחֵרֹֽות׃ ,518866,אֲשֶׁ֣ר תַּעֲבֹ֣ד עִמָּדִ֔י עֹ֖וד שֶֽׁבַע־שָׁנִ֥ים אֲחֵרֹֽות׃ ,SubMod,Q,yqtl,xYq0,p2,<BD[,תעבד,אֲשֶׁ֣ר תַּעֲבֹ֣ד עִמָּדִ֔י עֹ֖וד שֶֽׁבַע־שָׁנִ֥ים אֲחֵרֹֽות׃ 
15982,שַׁלְּחֵ֨נִי֙ ,518998,שַׁלְּחֵ֨נִי֙ ,Main,Q,impv,ZIm0,p2,CLX[,שׁלחני,שַׁלְּחֵ֨נִי֙ ,,,,,,,,,,,
15999,אֲשֶׁ֨ר עָבַ֧דְתִּי אֹֽתְךָ֛ בָּהֵ֖ן ,519001,אֲשֶׁ֨ר עָבַ֧דְתִּי אֹֽתְךָ֛ בָּהֵ֖ן ,SubMod,Q,qtl,xQt0,p1,<BD[,עבדתי,אֲשֶׁ֨ר עָבַ֧דְתִּי אֹֽתְךָ֛ בָּהֵ֖ן ,,,,,,,,,,,
16029,נָקְבָ֧ה שְׂכָרְךָ֛ עָלַ֖י ,519010,נָקְבָ֧ה שְׂכָרְךָ֛ עָלַ֖י ,Main,Q,impv,ZIm0,p2,NQB[,נקבה,נָקְבָ֧ה שְׂכָרְךָ֛ עָלַ֖י ,,,,,,,,,,,
16088,אִם־תַּֽעֲשֶׂה־לִּי֙ הַדָּבָ֣ר הַזֶּ֔ה ,519026,אִם־תַּֽעֲשֶׂה־לִּי֙ הַדָּבָ֣ר הַזֶּ֔ה ,SubAdv,Q,yqtl,xYq0,p2,<FH[,תעשׂה,אִם־תַּֽעֲשֶׂה־לִּי֙ הַדָּבָ֣ר הַזֶּ֔ה ,אֶרְעֶ֥ה צֹֽאנְךָ֖ ,519028,אֶרְעֶ֥ה צֹֽאנְךָ֖ ,Main,Q,yqtl,ZYq0,p1,R<H[,ארעה,אֶרְעֶ֥ה צֹֽאנְךָ֖ 
17235,לְכָ֛ה ,519273,לְכָ֛ה ,Main,Q,impv,ZIm0,p2,HLK[,לכה,לְכָ֛ה ,וְהָיָ֥ה לְעֵ֖ד בֵּינִ֥י וּבֵינֶֽךָ׃ ,519275,וְהָיָ֥ה לְעֵ֖ד בֵּינִ֥י וּבֵינֶֽךָ׃ ,Main,Q,wqtl,WQt0,p3,HJH[,היה,וְהָיָ֥ה לְעֵ֖ד בֵּינִ֥י וּבֵינֶֽךָ׃ 
17630,שׁ֧וּב לְאַרְצְךָ֛ וּלְמֹולַדְתְּךָ֖ ,519353,שׁ֧וּב לְאַרְצְךָ֛ וּלְמֹולַדְתְּךָ֖ ,Main,Q,impv,ZIm0,p2,CWB[,שׁוב,שׁ֧וּב לְאַרְצְךָ֛ וּלְמֹולַדְתְּךָ֖ ,,,,,,,,,,,
17852,כִּֽי־אָמַ֞ר ,519397,כִּֽי־אָמַ֞ר ,SubAdv,Q,qtl,xQt0,p3,>MR[,אמר,כִּֽי־אָמַ֞ר ,הַהֹלֶ֣כֶת לְפָנָ֔י ,519399,הַהֹלֶ֣כֶת לְפָנָ֔י ,SubMod,Q,ptcp,Ptcp,unknown,HLK[,הלכת,הַהֹלֶ֣כֶת לְפָנָ֔י 
18288,וַיֹּ֖אמֶר ,519503,וַיֹּ֖אמֶר ,Main,N,wayq,Way0,p3,>MR[,יאמר,וַיֹּ֖אמֶר ,וְנֵלֵ֑כָה ,519505,וְנֵלֵ֑כָה ,Main,Q,cohoF,WYq0,p1,HLK[,נלכה,וְנֵלֵ֑כָה 
18290,נִסְעָ֣ה ,519504,נִסְעָ֣ה ,Main,Q,cohoF,ZYq0,p1,NS<[,נסעה,נִסְעָ֣ה ,וְאֵלְכָ֖ה לְנֶגְדֶּֽךָ׃ ,519506,וְאֵלְכָ֖ה לְנֶגְדֶּֽךָ׃ ,Main,Q,cohoF,WYq0,p1,HLK[,אלכה,וְאֵלְכָ֖ה לְנֶגְדֶּֽךָ׃ 
18292,וְנֵלֵ֑כָה ,519505,וְנֵלֵ֑כָה ,Main,Q,cohoF,WYq0,p1,HLK[,נלכה,וְנֵלֵ֑כָה ,,,,,,,,,,,
18329,יַעֲבָר־נָ֥א אֲדֹנִ֖י לִפְנֵ֣י עַבְדֹּ֑ו ,519513,יַעֲבָר־נָ֥א אֲדֹנִ֖י לִפְנֵ֣י עַבְדֹּ֑ו ,Main,Q,yqtl,ZYqX,p3,<BR[,יעבר,יַעֲבָר־נָ֥א אֲדֹנִ֖י לִפְנֵ֣י עַבְדֹּ֑ו ,אֲשֶׁר־לְפָנַי֙ ,519515,אֲשֶׁר־לְפָנַי֙ ,SubMod,Q,Ø,NmCl,,,,אֲשֶׁר־לְפָנַי֙ 
18353,וַיֹּ֣אמֶר עֵשָׂ֔ו ,519518,וַיֹּ֣אמֶר עֵשָׂ֔ו ,Main,N,wayq,WayX,p3,>MR[,יאמר,וַיֹּ֣אמֶר עֵשָׂ֔ו ,אֲשֶׁ֣ר אִתִּ֑י ,519520,אֲשֶׁ֣ר אִתִּ֑י ,SubMod,Q,Ø,NmCl,,,,אֲשֶׁ֣ר אִתִּ֑י 
18650,הַרְבּ֨וּ עָלַ֤י מְאֹד֙ מֹ֣הַר וּמַתָּ֔ן ,519582,הַרְבּ֨וּ עָלַ֤י מְאֹד֙ מֹ֣הַר וּמַתָּ֔ן ,Main,Q,impv,ZIm0,p2,RBH[,הרבו,הַרְבּ֨וּ עָלַ֤י מְאֹד֙ מֹ֣הַר וּמַתָּ֔ן ,כַּאֲשֶׁ֥ר תֹּאמְר֖וּ אֵלָ֑י ,519584,כַּאֲשֶׁ֥ר תֹּאמְר֖וּ אֵלָ֑י ,SubAdv,Q,yqtl,xYq0,p2,>MR[,תאמרו,כַּאֲשֶׁ֥ר תֹּאמְר֖וּ אֵלָ֑י 
18868,מִקְנֵהֶ֤ם וְקִנְיָנָם֙ וְכָל־בְּהֶמְתָּ֔ם ,519627,מִקְנֵהֶ֤ם וְקִנְיָנָם֙ וְכָל־בְּהֶמְתָּ֔ם ,Main,Q,Ø,CPen,,,,מִקְנֵהֶ֤ם וְקִנְיָנָם֙ וְכָל־בְּהֶמְתָּ֔ם הֲלֹ֥וא לָ֖נוּ הֵ֑ם ,וְיֵשְׁב֖וּ אִתָּֽנוּ׃ ,519630,וְיֵשְׁב֖וּ אִתָּֽנוּ׃ ,Main,Q,yqtl,WYq0,p3,JCB[,ישׁבו,וְיֵשְׁב֖וּ אִתָּֽנוּ׃ 
19096,הָסִ֜רוּ אֶת־אֱלֹהֵ֤י הַנֵּכָר֙ ,519671,הָסִ֜רוּ אֶת־אֱלֹהֵ֤י הַנֵּכָר֙ ,Main,Q,impv,ZIm0,p2,SWR[,הסרו,הָסִ֜רוּ אֶת־אֱלֹהֵ֤י הַנֵּכָר֙ אֲשֶׁ֣ר בְּתֹכְכֶ֔ם וְהִֽטַּהֲר֔וּ וְהַחֲלִ֖יפוּ שִׂמְלֹתֵיכֶֽם׃ ,וְנַעֲלֶ֖ה בֵּֽית־אֵ֑ל ,519676,וְנַעֲלֶ֖ה בֵּֽית־אֵ֑ל ,Main,Q,yqtl,WYq0,p1,<LH[,נעלה,וְנַעֲלֶ֖ה בֵּֽית־אֵ֑ל 
20481,אֹֽמְרִ֔ים ,519949,אֹֽמְרִ֔ים ,SubArg,Q,ptcp,Ptcp,unknown,>MR[,אמרים,אֹֽמְרִ֔ים ,,,,,,,,,,,
24028,וְ֠הָבִיאוּ אֶת־אֲחִיכֶ֣ם הַקָּטֹן֮ אֵלַי֒ ,520747,וְ֠הָבִיאוּ אֶת־אֲחִיכֶ֣ם הַקָּטֹן֮ אֵלַי֒ ,Main,Q,impv,WIm0,p2,BW>[,הביאו,וְ֠הָבִיאוּ אֶת־אֲחִיכֶ֣ם הַקָּטֹן֮ אֵלַי֒ ,כִּ֣י לֹ֤א מְרַגְּלִים֙ אַתֶּ֔ם ,520749,כִּ֣י לֹ֤א מְרַגְּלִים֙ אַתֶּ֔ם ,SubArg,Q,ptcp,Ptcp,unknown,RGL[,מרגלים,כִּ֣י לֹ֤א מְרַגְּלִים֙ אַתֶּ֔ם 
24194,אִם־יֶשְׁךָ֛ מְשַׁלֵּ֥חַ אֶת־אָחִ֖ינוּ אִתָּ֑נוּ ,520793,אִם־יֶשְׁךָ֛ מְשַׁלֵּ֥חַ אֶת־אָחִ֖ינוּ אִתָּ֑נוּ ,SubAdv,Q,ptcp,Ptcp,unknown,CLX[,משׁלח,אִם־יֶשְׁךָ֛ מְשַׁלֵּ֥חַ אֶת־אָחִ֖ינוּ אִתָּ֑נוּ ,וְנִשְׁבְּרָ֥ה לְךָ֖ אֹֽכֶל׃ ,520795,וְנִשְׁבְּרָ֥ה לְךָ֖ אֹֽכֶל׃ ,Main,Q,cohoF,WYq0,p1,CBR=[,נשׁברה,וְנִשְׁבְּרָ֥ה לְךָ֖ אֹֽכֶל׃ 
24196,נֵרְדָ֕ה ,520794,נֵרְדָ֕ה ,Main,Q,cohoF,ZYq0,p1,JRD[,נרדה,נֵרְדָ֕ה ,,,,,,,,,,,
24279,שִׁלְחָ֥ה הַנַּ֛עַר אִתִּ֖י ,520815,שִׁלְחָ֥ה הַנַּ֛עַר אִתִּ֖י ,Main,Q,impv,ZIm0,p2,CLX[,שׁלחה,שִׁלְחָ֥ה הַנַּ֛עַר אִתִּ֖י ,וְנֵלֵ֑כָה ,520817,וְנֵלֵ֑כָה ,Main,Q,cohoF,WYq0,p1,HLK[,נלכה,וְנֵלֵ֑כָה 
24281,וְנָק֣וּמָה ,520816,וְנָק֣וּמָה ,Main,Q,cohoF,WYq0,p1,QWM[,נקומה,וְנָק֣וּמָה ,וְנִֽחְיֶה֙ ,520818,וְנִֽחְיֶה֙ ,Main,Q,yqtl,WYq0,p1,XJH[,נחיה,וְנִֽחְיֶה֙ 
25225,הֹורִדֻ֖הוּ אֵלָ֑י ,521052,הֹורִדֻ֖הוּ אֵלָ֑י ,Main,Q,impv,ZIm0,p2,JRD[,הורדהו,הֹורִדֻ֖הוּ אֵלָ֑י ,,,,,,,,,,,
25793,וּבֹ֣אוּ אֵלָ֑י ,521186,וּבֹ֣אוּ אֵלָ֑י ,Main,Q,impv,WIm0,p2,BW>[,באו,וּבֹ֣אוּ אֵלָ֑י ,,,,,,,,,,,
25987,רַ֛ב ,521225,רַ֛ב ,Main,Q,Ø,AjCl,,,,רַ֛ב עֹוד־יֹוסֵ֥ף בְּנִ֖י חָ֑י ,וְאֶרְאֶ֖נּוּ ,521228,וְאֶרְאֶ֖נּוּ ,Main,Q,yqtl,WYq0,p1,R>H[,אראנו,וְאֶרְאֶ֖נּוּ 
26464,וַיֹּ֧אמֶר יִשְׂרָאֵ֛ל אֶל־יֹוסֵ֖ף ,521312,וַיֹּ֧אמֶר יִשְׂרָאֵ֛ל אֶל־יֹוסֵ֖ף ,Main,N,wayq,WayX,p3,>MR[,יאמר,וַיֹּ֧אמֶר יִשְׂרָאֵ֛ל אֶל־יֹוסֵ֖ף ,אַחֲרֵי֙ רְאֹותִ֣י אֶת־פָּנֶ֔יךָ ,521314,אַחֲרֵי֙ רְאֹותִ֣י אֶת־פָּנֶ֔יךָ ,SubAdv,Q,infc,InfC,unknown,R>H[,ראותי,אַחֲרֵי֙ רְאֹותִ֣י אֶת־פָּנֶ֔יךָ 
26485,אֶעֱלֶ֖ה ,521317,אֶעֱלֶ֖ה ,Main,Q,yqtl,ZYq0,p1,<LH[,אעלה,אֶעֱלֶ֖ה ,וְאֹֽמְרָ֣ה אֵלָ֔יו ,521319,וְאֹֽמְרָ֣ה אֵלָ֔יו ,Main,Q,cohoF,WYq0,p1,>MR[,אמרה,וְאֹֽמְרָ֣ה אֵלָ֔יו 
26489,וְאַגִּ֣ידָה לְפַרְעֹ֑ה ,521318,וְאַגִּ֣ידָה לְפַרְעֹ֑ה ,Main,Q,cohoF,WYq0,p1,NGD[,אגידה,וְאַגִּ֣ידָה לְפַרְעֹ֑ה ,אַחַ֧י וּבֵית־אָבִ֛י בָּ֥אוּ אֵלָֽי׃ ,521320,אַחַ֧י וּבֵית־אָבִ֛י ,Main,Q,Ø,Defc,,,,אַחַ֧י וּבֵית־אָבִ֛י 
26894,הָב֣וּ מִקְנֵיכֶ֔ם ,521399,הָב֣וּ מִקְנֵיכֶ֔ם ,Main,Q,impv,ZIm0,p2,JHB[,הבו,הָב֣וּ מִקְנֵיכֶ֔ם ,,,,,,,,,,,
27786,הֵאָֽסְפוּ֙ ,521579,הֵאָֽסְפוּ֙ ,Main,Q,impv,ZIm0,p2,>SP[,האספו,הֵאָֽסְפוּ֙ ,אֵ֛ת אֲשֶׁר־יִקְרָ֥א אֶתְכֶ֖ם בְּאַחֲרִ֥ית הַיָּמִֽים׃ ,521581,אֵ֛ת אֲשֶׁר־יִקְרָ֥א אֶתְכֶ֖ם בְּאַחֲרִ֥ית הַיָּמִֽים׃ ,SubArg,Q,yqtl,xYq0,p3,QR>=[,יקרא,אֵ֛ת אֲשֶׁר־יִקְרָ֥א אֶתְכֶ֖ם בְּאַחֲרִ֥ית הַיָּמִֽים׃ 
28353,אֶֽעֱלֶה־נָּ֛א ,521728,אֶֽעֱלֶה־נָּ֛א ,Main,Q,yqtl,ZYq0,p1,<LH[,אעלה,אֶֽעֱלֶה־נָּ֛א ,וְאָשֽׁוּבָה׃ ,521730,וְאָשֽׁוּבָה׃ ,Main,Q,cohoF,WYq0,p1,CWB[,אשׁובה,וְאָשֽׁוּבָה׃ 
28357,וְאֶקְבְּרָ֥ה אֶת־אָבִ֖י ,521729,וְאֶקְבְּרָ֥ה אֶת־אָבִ֖י ,Main,Q,cohoF,WYq0,p1,QBR[,אקברה,וְאֶקְבְּרָ֥ה אֶת־אָבִ֖י ,,,,,,,,,,,
28861,הָ֥בָה ,521828,הָ֥בָה ,Main,Q,impv,ZIm0,p2,JHB[,הבה,הָ֥בָה ,פֶּן־יִרְבֶּ֗ה ,521830,פֶּן־יִרְבֶּ֗ה ,SubAdv,Q,yqtl,xYq0,p3,RBH[,ירבה,פֶּן־יִרְבֶּ֗ה 
29679,וַיֹּ֣אמֶר מֹשֶׁ֔ה ,522011,וַיֹּ֣אמֶר מֹשֶׁ֔ה ,Main,N,wayq,WayX,p3,>MR[,יאמר,וַיֹּ֣אמֶר מֹשֶׁ֔ה ,וְאֶרְאֶ֔ה אֶת־הַמַּרְאֶ֥ה הַגָּדֹ֖ל הַזֶּ֑ה ,522013,וְאֶרְאֶ֔ה אֶת־הַמַּרְאֶ֥ה הַגָּדֹ֖ל הַזֶּ֑ה ,Main,Q,yqtl,WYq0,p1,R>H[,אראה,וְאֶרְאֶ֔ה אֶת־הַמַּרְאֶ֥ה הַגָּדֹ֖ל הַזֶּ֑ה 
