eng_TAM,cl_args_simp,qtl,Ø,wayq,yqtl,impv,wqtl,infc,ptcp,infa
PAST..SUBJ,_KJ_V,2.0,3.0,inf,6.0,inf,inf,inf,inf,inf
PAST.PERF.IND,_LW_V,inf,1.67,2.5,inf,inf,inf,inf,inf,inf
PRES..MOD,V,5.0,1.25,inf,inf,inf,inf,inf,inf,inf
FUT..IND,_W_V,5.0,5.0,inf,5.0,inf,2.5,inf,inf,inf
PAST..IND,ISV,1.67,2.5,inf,inf,inf,inf,inf,inf,inf
PAST.PERF.IND,_W__KJ_V,1.0,inf,inf,inf,inf,inf,inf,inf,inf
PAST.PERF.IND,_W_RV,1.25,inf,5.0,inf,inf,inf,inf,inf,inf
PRES..IND,IIV,inf,inf,1.25,inf,5.0,inf,inf,inf,inf
PRES..,_W_V,2.5,inf,5.0,2.5,inf,inf,inf,inf,inf
PRES..IND,_W_SOV,1.67,5.0,inf,5.0,inf,inf,inf,inf,inf
PAST.PROG.IND,_W_SV,5.0,5.0,2.5,inf,inf,inf,inf,5.0,inf
PAST.PERF.IND,_W_QV,4.0,2.0,inf,inf,inf,inf,4.0,inf,inf
PAST..IND,_<D_V,inf,4.0,2.0,4.0,inf,inf,inf,inf,inf
PAST..IND,_W_SOV,inf,2.0,inf,2.0,inf,inf,inf,inf,inf
PAST..IND,_W__>R_V,2.0,2.0,inf,inf,inf,inf,inf,inf,inf
FUT..IND,_W_SV,inf,4.0,inf,1.33,inf,inf,inf,inf,inf
PRES..,RV,4.0,2.0,inf,inf,inf,4.0,inf,inf,inf
PRES..IND,SOV,2.0,4.0,inf,4.0,inf,inf,inf,inf,inf
..,V,2.0,inf,inf,inf,inf,inf,inf,inf,2.0
PRES.PERF.IND,_W__KJ_V,1.0,inf,inf,inf,inf,inf,inf,inf,inf
PRES.PROG.IND,IV,4.0,1.33,inf,inf,inf,inf,inf,inf,inf
PAST.PERF.IND,_>M_V,1.5,inf,inf,inf,inf,3.0,inf,inf,inf
PRES.PERF.IND,IOV,inf,inf,1.5,inf,3.0,inf,inf,inf,inf
PAST..IND,__V,3.0,3.0,inf,3.0,inf,inf,inf,inf,inf
PAST..IND,_KJ__>M_V,3.0,inf,inf,1.5,inf,inf,inf,inf,inf
PAST..SUBJ,RV,inf,1.0,inf,inf,inf,inf,inf,inf,inf
PRES..MOD,_KJ_V,3.0,inf,3.0,inf,3.0,inf,inf,inf,inf
PAST.PROG.IND,_KJ_V,3.0,inf,3.0,inf,inf,inf,3.0,inf,inf
PAST..SUBJ,SV,1.5,inf,3.0,inf,inf,inf,inf,inf,inf
PAST.PERF.IND,OV,3.0,3.0,3.0,inf,inf,inf,inf,inf,inf
PAST..IND,_>M_SV,3.0,inf,inf,3.0,3.0,inf,inf,inf,inf
PAST..IND,SOV,3.0,1.5,inf,inf,inf,inf,inf,inf,inf
PAST.PERF.IND,QSV,3.0,inf,3.0,3.0,inf,inf,inf,inf,inf
PRES..MOD,_W_SV,inf,3.0,3.0,inf,inf,inf,inf,3.0,inf
PRES.PROG.IND,V,inf,inf,3.0,inf,inf,inf,1.5,inf,inf
FUT..IND,OV,inf,3.0,inf,inf,3.0,inf,inf,3.0,inf
PAST.PERF.IND,_>XR/_V,3.0,inf,1.5,inf,inf,inf,inf,inf,inf
FUT..IND,_KJ_V,3.0,inf,inf,1.5,inf,inf,inf,inf,inf
FUT..IND,_KJ__>M_V,3.0,3.0,inf,3.0,inf,inf,inf,inf,inf
FUT..IND,_W_IV,inf,3.0,inf,inf,1.5,inf,inf,inf,inf
PRES..MOD,_KJ_SV,3.0,3.0,inf,3.0,inf,inf,inf,inf,inf
PRES..MOD,SV,3.0,inf,inf,1.5,inf,inf,inf,inf,inf
PRES..IND,_KJ__>M_V,inf,inf,inf,1.0,inf,inf,inf,inf,inf
PAST.PERF.IND,_W__>R_V,1.5,3.0,inf,inf,inf,inf,inf,inf,inf
PAST..SUBJ,_W_SV,1.0,inf,inf,inf,inf,inf,inf,inf,inf
PRES..MOD,_W_OV,inf,inf,2.0,inf,inf,inf,inf,2.0,inf
PAST.PERF.IND,QOV,inf,1.0,inf,inf,inf,inf,inf,inf,inf
PRES..MOD,_LM<N_V,inf,inf,inf,2.0,inf,inf,2.0,inf,inf
PAST..IND,_W_QV,inf,1.0,inf,inf,inf,inf,inf,inf,inf
PAST..IND,_W__>M_V,inf,2.0,inf,inf,inf,2.0,inf,inf,inf
PRES.PERF.IND,_>M_OV,2.0,inf,inf,2.0,inf,inf,inf,inf,inf
PRES..IND,_<D_V,inf,inf,inf,inf,inf,2.0,inf,2.0,inf
PRES.PERF.IND,_>R__>M_V,inf,inf,inf,1.0,inf,inf,inf,inf,inf
PAST..IND,QSV,2.0,inf,2.0,inf,inf,inf,inf,inf,inf
FUT..IND,_KJ_OV,inf,inf,inf,2.0,2.0,inf,inf,inf,inf
FUT..IND,_KJ_SV,inf,inf,inf,2.0,2.0,inf,inf,inf,inf
PRES.PROG.IND,SV,inf,inf,inf,2.0,inf,inf,2.0,inf,inf
FUT.PERF.IND,_W_SOV,inf,1.0,inf,inf,inf,inf,inf,inf,inf
PAST..IND,IOV,inf,2.0,2.0,inf,inf,inf,inf,inf,inf
PRES.PROG.IND,RV,inf,2.0,inf,inf,inf,2.0,inf,inf,inf
PAST..IND,RSV,2.0,inf,inf,inf,inf,inf,inf,2.0,inf
PAST..IND,_W_OSV,inf,1.0,inf,inf,inf,inf,inf,inf,inf
PRES.PERF.IND,_W__>R_V,2.0,inf,inf,inf,2.0,inf,inf,inf,inf
PRES.PERF.IND,_W_SOV,inf,2.0,inf,inf,inf,2.0,inf,inf,inf
PAST..IND,_>W_SV,1.0,inf,inf,inf,inf,inf,inf,inf,inf
PRES.PERF.IND,_W_QV,2.0,inf,2.0,inf,inf,inf,inf,inf,inf
PAST..IND,_KJ_VSV,inf,inf,1.0,inf,inf,inf,inf,inf,inf
PRES.PERF.IND,_J<N/_OV,2.0,2.0,inf,inf,inf,inf,inf,inf,inf
PRES.PERF.IND,_KJ__>M_V,inf,inf,inf,2.0,2.0,inf,inf,inf,inf
past.PERF_PROG.IND,RV,inf,inf,1.0,inf,inf,inf,inf,inf,inf
PAST.PERF.IND,_W_IV,inf,inf,1.0,inf,inf,inf,inf,inf,inf
PAST.PERF.IND,_LWL>_SV,inf,1.0,inf,inf,inf,inf,inf,inf,inf
PRES.PROG.IND,_W_V,1.0,inf,inf,inf,inf,inf,inf,inf,inf
PRES..IND,IOV,1.0,inf,inf,inf,inf,inf,inf,inf,inf
PRES..MOD,OV,2.0,2.0,inf,inf,inf,inf,inf,inf,inf
PRES..IND,OSV,2.0,2.0,inf,inf,inf,inf,inf,inf,inf
PAST.PERF.IND,_W__LW_V,inf,2.0,inf,inf,inf,inf,2.0,inf,inf
PRES..IND,_W_IV,inf,inf,inf,2.0,inf,2.0,inf,inf,inf
PRES..,_W_SV,inf,2.0,inf,inf,inf,inf,inf,2.0,inf
PAST.PERF.IND,_KJ__LWL>_V,inf,2.0,inf,inf,2.0,inf,inf,inf,inf
PRES..MOD,RV,inf,2.0,inf,inf,inf,2.0,inf,inf,inf
PRES..IND,_>M_SV,2.0,inf,inf,2.0,inf,inf,inf,inf,inf
PAST.PROG.IND,SV,inf,2.0,2.0,inf,inf,inf,inf,inf,inf
PRES..,OV,1.0,inf,inf,inf,inf,inf,inf,inf,inf
PRES..,_>R_V,inf,inf,inf,1.0,inf,inf,inf,inf,inf
PRES..,_KJ__>M_V,inf,inf,inf,1.0,inf,inf,inf,inf,inf
PRES.PROG.IND,ISV,1.0,inf,inf,inf,inf,inf,inf,inf,inf
PRES..,_KJ_V,inf,1.0,inf,inf,inf,inf,inf,inf,inf
PAST.PROG.IND,_W_V,inf,inf,1.0,inf,inf,inf,inf,inf,inf
PAST..IND,_>W_QV,1.0,inf,inf,inf,inf,inf,inf,inf,inf
PRES.PERF_PROG.IND,_KJ_V,inf,inf,inf,1.0,inf,inf,inf,inf,inf
PAST..IND,VSV,inf,inf,1.0,inf,inf,inf,inf,inf,inf
PAST..IND,_>R_SV,inf,1.0,inf,inf,inf,inf,inf,inf,inf
PRES..IND,_W_ISV,inf,inf,inf,inf,inf,1.0,inf,inf,inf
PAST..IND,_<L_V,1.0,inf,inf,inf,inf,inf,inf,inf,inf
PAST..IND,_>M_OV,1.0,inf,inf,inf,inf,inf,inf,inf,inf
PRES..,_W_OV,inf,inf,inf,inf,inf,inf,inf,1.0,inf
PRES.PERF.IND,_W__>M_OV,1.0,inf,inf,inf,inf,inf,inf,inf,inf
PAST.PERF.IND,_>W_V,inf,inf,inf,1.0,inf,inf,inf,inf,inf
PRES..,_W__KJ_V,1.0,inf,inf,inf,inf,inf,inf,inf,inf
PRES.PROG.IND,OSV,1.0,inf,inf,inf,inf,inf,inf,inf,inf
PRES.PROG.IND,OV,inf,1.0,inf,inf,inf,inf,inf,inf,inf
..,_BLT/_V,inf,inf,inf,1.0,inf,inf,inf,inf,inf
FUT..IND,IOV,1.0,inf,inf,inf,inf,inf,inf,inf,inf
FUT..IND,IV,inf,1.0,inf,inf,inf,inf,inf,inf,inf
FUT..IND,QV,inf,inf,inf,inf,inf,inf,inf,1.0,inf
PRES.PROG.IND,_KMW_V,inf,1.0,inf,inf,inf,inf,inf,inf,inf
PRES.PROG.IND,_KJ_V,inf,1.0,inf,inf,inf,inf,inf,inf,inf
FUT..IND,_KJ_IV,inf,inf,inf,inf,1.0,inf,inf,inf,inf
PRES..IND,_>R__>M_V,inf,inf,1.0,inf,inf,inf,inf,inf,inf
PRES..IND,ROV,inf,1.0,inf,inf,inf,inf,inf,inf,inf
PRES..IND,_KJ_ISV,inf,inf,inf,inf,1.0,inf,inf,inf,inf
PRES..IND,_KJ_IV,inf,inf,inf,inf,1.0,inf,inf,inf,inf
FUT..IND,_W_OV,inf,inf,inf,inf,inf,1.0,inf,inf,inf
PRES..IND,_KJ_QV,1.0,inf,inf,inf,inf,inf,inf,inf,inf
PRES..IND,_KJ__>M_SV,inf,inf,inf,1.0,inf,inf,inf,inf,inf
PRES..IND,_LWL>_V,inf,inf,inf,1.0,inf,inf,inf,inf,inf
PAST..IND,_>W_V,inf,inf,inf,inf,inf,1.0,inf,inf,inf
PRES.PERF.IND,_KJ_SOV,1.0,inf,inf,inf,inf,inf,inf,inf,inf
PAST..IND,_KJ_ISV,1.0,inf,inf,inf,inf,inf,inf,inf,inf
PAST..IND,__SV,1.0,inf,inf,inf,inf,inf,inf,inf,inf
PAST..SUBJ,IOV,1.0,inf,inf,inf,inf,inf,inf,inf,inf
PAST..SUBJ,OV,inf,inf,inf,inf,inf,inf,inf,1.0,inf
PRES..MOD,ISV,inf,inf,1.0,inf,inf,inf,inf,inf,inf
PRES..IND,_<QB/_V,inf,1.0,inf,inf,inf,inf,inf,inf,inf
PAST..SUBJ,_KJ_OV,1.0,inf,inf,inf,inf,inf,inf,inf,inf
PRES.PERF.IND,QOV,inf,1.0,inf,inf,inf,inf,inf,inf,inf
PAST..SUBJ,_LW_V,inf,inf,inf,inf,1.0,inf,inf,inf,inf
PAST..SUBJ,_W_OV,inf,inf,1.0,inf,inf,inf,inf,inf,inf
PRES.PERF.IND,OSV,1.0,inf,inf,inf,inf,inf,inf,inf,inf
PAST.PERF.IND,IOV,1.0,inf,inf,inf,inf,inf,inf,inf,inf
PRES..MOD,QV,inf,inf,inf,inf,inf,1.0,inf,inf,inf
PAST.PERF.IND,_LWL>_V,inf,inf,1.0,inf,inf,inf,inf,inf,inf
PAST.PERF.IND,_K_V,inf,inf,inf,inf,inf,1.0,inf,inf,inf
PAST.PERF.IND,_J<N/_OV,1.0,inf,inf,inf,inf,inf,inf,inf,inf
PAST.PERF.IND,_<D_V,1.0,inf,inf,inf,inf,inf,inf,inf,inf
PAST.PERF.IND,_<L_OV,inf,1.0,inf,inf,inf,inf,inf,inf,inf
PAST.PERF.IND,_>LW_V,inf,1.0,inf,inf,inf,inf,inf,inf,inf
PRES..IND,__V,inf,1.0,inf,inf,inf,inf,inf,inf,inf
PAST..IND,_ZWLH/_OV,inf,1.0,inf,inf,inf,inf,inf,inf,inf
PRES.PERF.IND,_PN_V,inf,1.0,inf,inf,inf,inf,inf,inf,inf
PRES.PERF.IND,RSV,1.0,inf,inf,inf,inf,inf,inf,inf,inf
PAST.PROG.IND,_<D_V,inf,inf,1.0,inf,inf,inf,inf,inf,inf
PAST.PERF.IND,_>M_SV,1.0,inf,inf,inf,inf,inf,inf,inf,inf
PAST..IND,_KJ__>M_OV,1.0,inf,inf,inf,inf,inf,inf,inf,inf
PAST.PERF.IND,__V,inf,inf,inf,1.0,inf,inf,inf,inf,inf
PAST..IND,_LWL>_SV,inf,inf,inf,inf,inf,inf,1.0,inf,inf
PAST..IND,_LW_V,inf,1.0,inf,inf,inf,inf,inf,inf,inf
PRES.PERF.IND,_>W_V,inf,inf,inf,inf,inf,1.0,inf,inf,inf
PRES..IND,_W_QV,inf,1.0,inf,inf,inf,inf,inf,inf,inf
PAST.PERF.IND,_W__KJ_OV,inf,1.0,inf,inf,inf,inf,inf,inf,inf
PAST..IND,_W_QSV,inf,1.0,inf,inf,inf,inf,inf,inf,inf
PAST.PERF.IND,_W__>M_V,1.0,inf,inf,inf,inf,inf,inf,inf,inf
PRES.PERF.IND,_>R_SV,1.0,inf,inf,inf,inf,inf,inf,inf,inf
PRES.PERF.IND,_>M_SV,inf,inf,inf,1.0,inf,inf,inf,inf,inf
PRES..IND,_W_RV,inf,inf,inf,inf,inf,inf,inf,1.0,inf
PRES.PERF.IND,_<D_V,inf,inf,inf,inf,inf,1.0,inf,inf,inf
PRES..IND,_W__>M_SV,inf,1.0,inf,inf,inf,inf,inf,inf,inf
PRES.PERF.IND,_<D_SV,1.0,inf,inf,inf,inf,inf,inf,inf,inf
PRES.PERF.IND,QSV,inf,1.0,inf,inf,inf,inf,inf,inf,inf
