cl_args,PAST..IND,PRES.PERF.IND,PRES..IND,PAST.PERF.IND,FUT..IND,PAST..SUBJ,PRES..MOD,PRES..,PRES.PROG.IND,PAST.PROG.IND,..,past.PERF_PROG.IND,FUT.PERF.IND,PRES.PERF_PROG.IND
_W_OSVV,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_OVCAS,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_OVOC,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_OVOCC,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_OVOS,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_OVSAC,-0.43,-0.25,-0.22,0.92,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_OVSCC,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_A_KJ_VOSC,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_AVSOCA,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_AVSOC,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_ASVOA,-0.43,-0.25,0.78,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_LW_V,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_LW_VA,-0.43,-0.25,-0.22,0.92,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_LW_VC,-0.43,-0.25,-0.22,0.92,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_LW_VS,-0.43,-0.25,-0.22,0.92,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_PN_VOS,-0.43,0.75,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_ACV,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_ACVC,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_AOV,-0.43,-0.25,0.78,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_AOVC,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_AOVCA,-0.43,-0.25,0.78,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_ASV,-0.43,-0.25,-0.22,0.92,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_ASVCO,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_ASVO,-0.43,0.75,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_ASVOC,-0.43,-0.25,-0.22,0.92,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_AVSCC,-0.43,0.75,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_ASVOCA,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_ASV_W_,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_AVAC,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_AVACO,-0.43,-0.25,-0.22,-0.08,0.99,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_AVAO,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_AVCCS,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_AVCO,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_AVCS,-0.43,-0.25,0.78,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_AVCSA,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_AVOCA,-0.43,0.75,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_AVOC_W_,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_AVOO,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_AVOSCA,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_OVSCO,-0.43,0.75,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_QCVO,-0.43,-0.25,-0.22,0.92,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
SVV,-0.43,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0
_W_QSV,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_VASOA,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_VCAS,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_VCOA,-0.43,0.75,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_VCV,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_VSACA,-0.43,0.75,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_VSOA,-0.43,-0.25,0.78,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_VS_W_,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W__>CR_VAO,-0.43,-0.25,-0.22,0.92,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W__>CR_VC,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W__>CR_VCC,-0.43,0.75,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W__>CR_VO,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W__>CR_VOC,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W__>CR_VSC,-0.43,-0.25,-0.22,0.92,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W__>M_AVC,-0.43,0.75,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W__>M_AVCA,-0.43,0.75,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W__>M_AVO,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W__>M_CVS,-0.43,-0.25,0.78,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W__>M_OVC,-0.43,0.75,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W__>M_SVA,-0.43,-0.25,0.78,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W__>M_VCS,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W__>M_VOA,-0.43,0.75,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W__>M_VOC,-0.43,0.75,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W__>M_VSOA,-0.43,-0.25,0.78,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W__KJ_OVS,-0.43,-0.25,-0.22,0.92,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W__KJ_VAO,-0.43,-0.25,-0.22,0.92,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W__KJ_VCO,-0.43,-0.25,-0.22,0.92,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W__KJ_VOA,-0.43,-0.25,-0.22,0.92,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W__KJ_VS,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W__KJ_VSCO,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_VASA,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_VAC,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_SV_W__W_,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_SCVA,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_QV,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_QVA,-0.43,-0.25,-0.22,0.92,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_QVAC,-0.43,0.75,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_QVC,-0.43,-0.25,-0.22,0.92,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_QVCA,-0.43,-0.25,0.78,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_QVO,-0.43,0.75,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_QVOAC,-0.43,-0.25,-0.22,0.92,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_QVOS,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_RVAO,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_RVS,-0.43,0.75,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_RVSC,-0.43,-0.25,-0.22,0.92,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_SACV,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_SAVOA,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_SCVC,-0.43,0.75,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_SVVOA,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_SCVO,-0.43,-0.25,0.78,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_SVACC,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_SVAOA,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_SVCAO,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_SVCOCA,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_SVC_W_,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_SVOAC,-0.43,0.75,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_SVOOA,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_SVOOC,-0.43,0.75,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_SVV,-0.43,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0
_W_SVVA,-0.43,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0
_W_SVVCA,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_SVVO,-0.43,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0
_LW_AVASC,-0.43,-0.25,-0.22,0.92,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_LWL>_VC,-0.43,-0.25,-0.22,0.92,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_LWL>_V,-0.43,-0.25,0.78,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_LWL>_SVAO,-0.43,-0.25,-0.22,0.92,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_>CR_VSCC,-0.43,-0.25,-0.22,0.92,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_>CR_VSOO,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_>CR__>M_V,-0.43,0.75,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_>CR__>M_VOC,-0.43,0.75,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_>CR__>M_VS,-0.43,-0.25,0.78,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_>LW_CV,-0.43,-0.25,-0.22,0.92,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_>M_AV,-0.43,0.75,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_>M_CV,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_>M_OV,-0.43,0.75,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_>M_SVOC,-0.43,0.75,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_>M_VCO,-0.43,0.75,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_>M_VCS,-0.43,-0.25,0.78,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_>M_VOA,-0.43,-0.25,0.78,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_>M_VSO,-0.43,0.75,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_>W_QVS,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_>W_SVCO,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_>W_SVO,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_>W_VC,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_>W_VO,-0.43,-0.25,0.78,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_>W_VS,-0.43,-0.25,0.78,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_>W_VSC,-0.43,-0.25,0.78,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_>XR/_VSOC,-0.43,-0.25,-0.22,0.92,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_BLT/_VC,-0.43,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0
_C_AVO,-0.43,-0.25,0.78,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_C_SVA,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_C_VOC,-0.43,-0.25,-0.22,0.92,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_J<N/_CV,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_J<N/_OVA,-0.43,0.75,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_J<N/_VOC,-0.43,0.75,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_>CR_VSCA,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_>CR_VSAO,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_>CR_VOSC,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
VVCA,-0.43,0.75,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
SVVAC,-0.43,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0
VAOA,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
VASC,-0.43,-0.25,0.78,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
VCCO,-0.43,0.75,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
VCOA,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
VCOCA,-0.43,0.75,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
VCOS,-0.43,0.75,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
VCSOA,-0.43,0.75,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
VOAC,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
VSAOC,-0.43,0.75,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
VSAOO,-0.43,0.75,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
VSVC,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
VVC,-0.43,0.75,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
V_W_,-0.43,-0.25,0.78,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_>CR_VOSAC,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_<D_SVO,-0.43,0.75,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_<D_V,-0.43,-0.25,0.78,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_<D_VO,-0.43,-0.25,-0.22,0.92,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_<D_VOA,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_<D_VOSC,-0.43,0.75,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_<D_VSCC,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_<L_OV,-0.43,-0.25,-0.22,0.92,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_<L_VS,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_<QB/_VS,-0.43,-0.25,0.78,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_>CR_AVC,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_>CR_AVOS,-0.43,0.75,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_>CR_VCC,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_>CR_VCSO,-0.43,0.75,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_J<N/_VSC,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_J<N/_VSO,-0.43,0.75,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_KJ_AOV,-0.43,-0.25,-0.22,-0.08,-0.01,0.99,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_KJ__>M_AVSCA,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_KJ_VCAS,-0.43,-0.25,-0.22,0.92,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_KJ_VCCA,-0.43,-0.25,-0.22,0.92,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_KJ_VCSC,-0.43,-0.25,-0.22,0.92,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_KJ_VCS_W_,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_KJ_VOAC,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
