bhsa_node,esv_tags,esv_VBtags,esv_TAM,esv_TAMsimp,niv_tags,niv_VBtags,niv_TAM,niv_TAMsimp,eng_fullparse,eng_TAM,eng_TAMsimp,eng_agree,eng_simp_agree,is_progressive
348,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
353,EX|VBD,VBD,PAST,PAST,EX|VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
356,EX|VBD,VBD,PAST,PAST,EX|VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
361,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
381,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
410,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
415,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
439,EX|VBD,VBD,PAST,PAST,EX|VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
442,EX|VBD,VBD,PAST,PAST,EX|VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
447,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
465,PRP|VBD,VBD,PAST,PAST,PRP|VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
468,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
491,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
496,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
535,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
553,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
557,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
591,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
652,PRP|VBD,VBD,PAST,PAST,PRP|VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
655,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
666,EX|VBD,VBD,PAST,PAST,EX|VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
669,EX|VBD,VBD,PAST,PAST,EX|VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
675,VBD|VBN,VBD|VBN,PAST,PAST,VBD|VBN,VBD|VBN,PAST,PAST,1,PAST,PAST,1,1,0
685,VBD,VBD,PAST,PAST,VBD|VBN,VBD|VBN,PAST PERF,PAST PERF,1,PAST ~ PAST PERF,PAST ~ PAST PERF,0,0,0
696,PRP|VBD,VBD,PAST,PAST,PRP|VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
708,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
715,VBD|JJ,VBD,PAST,PAST,VBD|JJ,VBD,PAST,PAST,1,PAST,PAST,1,1,0
792,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
803,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
809,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
816,VBD,VBD,PAST,PAST,VBD|VBN,VBD|VBN,PAST PERF,PAST PERF,1,PAST ~ PAST PERF,PAST ~ PAST PERF,0,0,0
825,PRP|VBD,VBD,?PAST,?PAST,PRP|VBD,VBD,?PAST,?PAST,1,?PAST,?PAST,1,1,0
833,VBD|TO|VB|RP,VBD|VB,PAST,PAST,VBP,VBP,?PRES,?PRES,1,?PRES ~ PAST,?PRES ~ PAST,0,0,0
946,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
953,VBD,VBD,?PAST,?PAST,VBD,VBD,?PAST,?PAST,1,?PAST,?PAST,1,1,0
963,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
997,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
1013,VBD|VBN,VBD|VBN,PAST PERF,PAST PERF,VBD|VBN,VBD|VBN,PAST PERF,PAST PERF,1,PAST PERF,PAST PERF,1,1,0
1030,VBD,VBD,PAST,PAST,PRP|VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
1051,VBD,VBD,PAST,PAST,VBD|NNS,VBD,PAST,PAST,1,PAST,PAST,1,1,0
1079,VBD|TO|VB,VBD|VB,PAST,PAST,VBD|TO|VB,VBD|VB,PAST,PAST,1,PAST,PAST,1,1,0
1087,PRP|VBD,VBD,PAST,PAST,PRP|VBD|VBG,VBD|VBG,PAST PROG,PAST PROG,1,PAST ~ PAST PROG,PAST ~ PAST PROG,0,0,1
1089,VBD,VBD,PAST,PAST,PRP|VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
1094,VBD|RP,VBD,PAST,PAST,VBD|RP,VBD,PAST,PAST,1,PAST,PAST,1,1,0
1098,PRP|VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
1112,VBD,VBD,PAST,PAST,PRP|VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
1117,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
1158,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
1183,PRP|VBD,VBD,PAST,PAST,PRP|VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
1199,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
1233,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
1262,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
1285,PRP|VBD,VBD,PAST,PAST,PRP|VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
1289,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
1291,PRP|VBD,VBD,PAST,PAST,PRP|VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
1297,PRP|VBD,VBD,PAST,PAST,PRP|VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
1299,VBD|VBN,VBD|VBN,PAST,PAST,VBD|VBN,VBD|VBN,PAST,PAST,1,PAST,PAST,1,1,0
1303,PRP|VBD,VBD,PAST,PAST,PRP|VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
1308,PRP|VBD,VBD,PAST,PAST,PRP|VBD|RB,VBD,PAST,PAST,1,PAST,PAST,1,1,0
1312,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
1316,PRP|VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
1330,VBD|PRP,VBD,PAST,PAST,PRP|VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
1345,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
1352,VBD,VBD,PAST,PAST,,,,,0,,,0,0,0
1356,PRP|VBD,VBD,PAST,PAST,PRP|VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
1364,PRP|VBD|JJ,VBD,PAST,PAST,PRP|VBD|JJ,VBD,PAST,PAST,1,PAST,PAST,1,1,0
1369,PRP|VBD|PRP,VBD,PAST,PAST,PRP|VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
1371,PRP|VBD,VBD,PAST,PAST,PRP|VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
1390,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
1405,PRP|VBD,VBD,PAST,PAST,PRP|VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
1407,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
1417,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
1424,PRP|VBD,VBD,PAST,PAST,PRP|VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
1426,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
1508,VBP|VBN,VBP|VBN,PRES PERF,PRES PERF,VBD,VBD,PAST,PAST,1,PAST ~ PRES PERF,PAST ~ PRES PERF,0,0,0
1563,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
1576,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
1587,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
1589,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
1623,VBD|RP,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
1639,PRP|VBD|RP,VBD,PAST,PAST,PRP|VBD|RP,VBD,PAST,PAST,1,PAST,PAST,1,1,0
1644,PRP|VBD,VBD,PAST,PAST,PRP|VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
1675,PRP|VBD,VBD,PAST,PAST,PRP|VBD|JJ,VBD,PAST,PAST,1,PAST,PAST,1,1,0
1677,VBD,VBD,PAST,PAST,VBD|NN|IN,VBD,PAST,PAST,1,PAST,PAST,1,1,0
1681,VBG,VBG,PRES PART,PRES PART,PRP|VBD,VBD,PAST,PAST,1,PAST ~ PRES PART,PAST ~ PRES PART,0,0,0
1687,RB,,,,PRP,,,,0,,,0,0,0
1695,VBD,VBD,PAST,PAST,,,,,0,,,0,0,0
1705,,,,,,,,,0,,,0,0,0
1710,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
1731,VBD|NN,VBD,PAST,PAST,VBD|IN|NN,VBD,PAST,PAST,1,PAST,PAST,1,1,0
1747,VBD|JJ,VBD,PAST,PAST,VBD|JJ,VBD,PAST,PAST,1,PAST,PAST,1,1,0
1752,VBD,VBD,PAST,PAST,VBD|JJ,VBD,PAST,PAST,1,PAST,PAST,1,1,0
1755,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
1788,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
1794,,,,,,,,,0,,,0,0,0
1801,VBD|RP,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
1807,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
1809,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
1817,PRP|VBD,VBD,PAST,PAST,PRP|VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
1825,DT|NNP|VBD,VBD,PAST,PAST,DT|NNP|VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
1872,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
1908,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
1918,VBD,VBD,?PAST,?PAST,VBD,VBD,?PAST,?PAST,1,?PAST,?PAST,1,1,0
1930,VBD|RB,VBD,PAST,PAST,VBD|RP,VBD,PAST,PAST,1,PAST,PAST,1,1,0
1937,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
1944,VBD,VBD,PAST,PAST,IN,,,,0,,,0,0,0
1949,PRP|VBD,VBD,PAST,PAST,PRP|VBD|JJ,VBD,PAST,PAST,1,PAST,PAST,1,1,0
1951,VBD,VBD,PAST,PAST,VBD|NN|IN,VBD,PAST,PAST,1,PAST,PAST,1,1,0
1955,,,,,NNP|VBD,VBD,,,0,,,0,0,0
1959,PRP|VBD,VBD,PAST,PAST,PRP|VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
1968,VBD|VBN,VBD|VBN,PAST,PAST,VBD|VBN,VBD|VBN,PAST,PAST,1,PAST,PAST,1,1,0
1989,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
2004,VBD,VBD,PAST,PAST,VBD|NN|IN,VBD,PAST,PAST,1,PAST,PAST,1,1,0
2045,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
2077,VBD,VBD,PAST,PAST,VBD|IN,VBD,PAST,PAST,1,PAST,PAST,1,1,0
2083,PRP|VBD,VBD,PAST,PAST,PRP|VBD|NN|IN,VBD,PAST,PAST,1,PAST,PAST,1,1,0
2086,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
2109,PRP|VBD,VBD,PAST,PAST,PRP|VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
2139,PRP|VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
2142,VBD,VBD,PAST,PAST,PRP|VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
2150,VBD|VBN,VBD|VBN,PAST PERF,PAST PERF,VBD|VBN,VBD|VBN,PAST PERF,PAST PERF,1,PAST PERF,PAST PERF,1,1,0
2157,PRP|VBD,VBD,PAST,PAST,PRP|VBD|DT|NN,VBD,PAST,PAST,1,PAST,PAST,1,1,0
2163,VBD,VBD,PAST,PAST,PRP|VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
2168,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
2179,PRP|VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
2184,VBD,VBD,PAST,PAST,,,,,0,,,0,0,0
2197,PRP|VBD,VBD,PAST,PAST,PRP|VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
2199,VBD|VBN,VBD|VBN,PAST PERF,PAST PERF,VBD|VBN,VBD|VBN,PAST PERF,PAST PERF,1,PAST PERF,PAST PERF,1,1,0
2207,PRP|VBD,VBD,PAST,PAST,PRP|VBD|DT|NN,VBD,PAST,PAST,1,PAST,PAST,1,1,0
2211,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
2224,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
2229,VBD,VBD,PAST,PAST,,,,,0,,,0,0,0
2241,PRP|VBD,VBD,PAST,PAST,PRP|VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
2243,VBD|VBN,VBD|VBN,PAST PERF,PAST PERF,VBD|VBN,VBD|VBN,PAST PERF,PAST PERF,1,PAST PERF,PAST PERF,1,1,0
2248,PRP|VBD,VBD,PAST,PAST,PRP|VBD|DT|NN,VBD,PAST,PAST,1,PAST,PAST,1,1,0
2252,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
2266,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
2271,VBD,VBD,PAST,PAST,,,,,0,,,0,0,0
2282,PRP|VBD,VBD,PAST,PAST,PRP|VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
2284,VBD|VBN,VBD|VBN,PAST PERF,PAST PERF,VBD|VBN,VBD|VBN,PAST PERF,PAST PERF,1,PAST PERF,PAST PERF,1,1,0
2289,PRP|VBD,VBD,PAST,PAST,PRP|VBD|DT|NN,VBD,PAST,PAST,1,PAST,PAST,1,1,0
2293,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
2306,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
2311,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
2322,PRP|VBD,VBD,PAST,PAST,PRP|VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
2324,VBD|VBN,VBD|VBN,PAST PERF,PAST PERF,VBD|VBN,VBD|VBN,PAST PERF,PAST PERF,1,PAST PERF,PAST PERF,1,1,0
2332,PRP|VBD,VBD,PAST,PAST,PRP|VBD|DT|NN,VBD,PAST,PAST,1,PAST,PAST,1,1,0
2336,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
2349,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
2354,VBD,VBD,PAST,PAST,,,,,0,,,0,0,0
2367,PRP|VBD,VBD,PAST,PAST,PRP|VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
2369,VBD|VBN,VBD|VBN,PAST PERF,PAST PERF,VBD|VBN,VBD|VBN,PAST PERF,PAST PERF,1,PAST PERF,PAST PERF,1,1,0
2379,PRP|VBD,VBD,PAST,PAST,PRP|VBD|DT|NN,VBD,PAST,PAST,1,PAST,PAST,1,1,0
2383,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
2393,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
2398,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
2411,PRP|VBD,VBD,PAST,PAST,PRP|VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
2413,VBD|VBN,VBD|VBN,PAST PERF,PAST PERF,VBD|VBN,VBD|VBN,PAST PERF,PAST PERF,1,PAST PERF,PAST PERF,1,1,0
2420,PRP|VBD,VBD,PAST,PAST,PRP|VBD|DT|NN,VBD,PAST,PAST,1,PAST,PAST,1,1,0
2424,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
2437,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
2442,VBD,VBD,PAST,PAST,,,,,0,,,0,0,0
2455,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
2467,VBD|VBN,VBD|VBN,PAST PERF,PAST PERF,VBD|VBN,VBD|VBN,PAST PERF,PAST PERF,1,PAST PERF,PAST PERF,1,1,0
2477,PRP|VBD,VBD,PAST,PAST,PRP|VBD|DT|NN,VBD,PAST,PAST,1,PAST,PAST,1,1,0
2481,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
2496,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
2501,VBD,VBD,PAST,PAST,,,,,0,,,0,0,0
2514,PRP|VBD,VBD,PAST,PAST,PRP|VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
2516,VBD|VBN,VBD|VBN,PAST PERF,PAST PERF,VBD|VBN,VBD|VBN,PAST PERF,PAST PERF,1,PAST PERF,PAST PERF,1,1,0
2526,PRP|VBD,VBD,PAST,PAST,PRP|VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
2529,VBD,VBD,PAST,PAST,PRP|VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
2550,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
2565,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
2570,VBD,VBD,PAST,PAST,,,,,0,,,0,0,0
2583,PRP|VBD,VBD,PAST,PAST,PRP|VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
2585,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
2592,VBD,VBD,PAST,PAST,VBD|DT|NN,VBD,PAST,PAST,1,PAST,PAST,1,1,0
2602,,,,,,,,,0,,,0,0,0
2618,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
2630,PRP|VBD,VBD,PAST,PAST,PRP|VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
2638,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
2697,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
2718,VBD|JJ,VBD,PAST,PAST,VBD|VBN,VBD|VBN,PAST,PAST,1,PAST,PAST,1,1,0
2729,PRP|VBD,VBD,PAST,PAST,VBD|VBN|IN|NN,VBD|VBN,PAST,PAST,1,PAST,PAST,1,1,0
2733,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
2784,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
2796,VBD|JJ,VBD,PAST,PAST,VBD|JJ,VBD,PAST,PAST,1,PAST,PAST,1,1,0
2804,VBD|VBN,VBD|VBN,PAST,PAST,VBD|JJ|IN,VBD,PAST,PAST,1,PAST,PAST,1,1,0
2809,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
2827,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
3028,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
3039,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
3134,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
3156,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
3215,,,,,,,,,0,,,0,0,0
3264,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
3337,PRP|VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
3369,VBD|RP,VBD,PAST,PAST,VBD|RP,VBD,PAST,PAST,1,PAST,PAST,1,1,0
3373,VBD,VBD,PAST,PAST,VBG,VBG,PAST PROG keep,PAST PROG,1,PAST ~ PAST PROG keep,PAST ~ PAST PROG,0,0,1
3382,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
3386,VBD|RP,VBD,PAST,PAST,PRP|VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
3391,PRP|VBD,VBD,PAST,PAST,RB,,,,0,,,0,0,0
3397,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
3401,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
3407,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
3424,VBD|VBN,VBD|VBN,PAST,PAST,VBD|VBN,VBD|VBN,PAST,PAST,1,PAST,PAST,1,1,0
3445,VBG,VBG,PRES PART,PRES PART,VBD,VBD,PAST,PAST,1,PAST ~ PRES PART,PAST ~ PRES PART,0,0,0
3449,VBD,VBD,PAST,PAST,VBN,VBN,,,0,,,0,0,0
3497,PRP|VBD|RP,VBD,PAST,PAST,VBD|VBN|RP,VBD|VBN,PAST,PAST,1,PAST,PAST,1,1,0
3519,PRP|VBD|VBN|RP,VBD|VBN,PAST,PAST,VBD|VBN,VBD|VBN,PAST,PAST,1,PAST,PAST,1,1,0
3524,VBD|VBN,VBD|VBN,PAST,PAST,VBD|VBN,VBD|VBN,PAST,PAST,1,PAST,PAST,1,1,0
3534,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
3545,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
3565,VBD|NN,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
3572,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
3576,VBD|VBN,VBD|VBN,PAST,PAST,VBD|VBN|VBN,VBD|VBN|VBN,PAST PERF,PAST PERF,1,PAST ~ PAST PERF,PAST ~ PAST PERF,0,0,0
3584,VBD|VBN,VBD|VBN,PAST,PAST,VBD|VBN,VBD|VBN,PAST PERF,PAST PERF,1,PAST ~ PAST PERF,PAST ~ PAST PERF,0,0,0
3591,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
