bhsa_node,lxx,lxx_tense,lxx_voice,lxx_mood,lxx_person,lxx_number,lxx_tm
5036,διασπαρῆναι,aorist,passsive,infv,,,aorist infv
5078,ἐκλείψει,future,active,indc,3,sg,future indc
5082,ἐπιθῶνται,present,middle,subj,3,pl,present subj
5093,ἀκούσωσιν,aorist,active,subj,3,pl,aorist subj
5504,δείξω,future,active,indc,1,sg,future indc
5506,ποιήσω,future,active,indc,1,sg,future indc
5511,εὐλογήσω,future,active,indc,1,sg,future indc
5523,καταράσομαι,future,middle,indc,1,sg,future indc
5618,δώσω,future,active,indc,1,sg,future indc
5717,ἴδωσίν,aorist,active,subj,3,pl,aorist subj
5730,περιποιήσονται,future,middle,indc,3,pl,future indc
5736,γένηται,aorist,middle,subj,3,sg,aorist subj
6153,δώσω,future,active,indc,1,sg,future indc
6169,δύναταί,present,middle,indc,3,sg,present indc
6179,ἐξαριθμηθήσεται,future,passsive,indc,3,sg,future indc
6192,δώσω,future,active,indc,1,sg,future indc
6638,λήμψομαι,future,middle,indc,1,sg,future indc
6645,εἴπῃς,aorist,active,subj,2,sg,aorist subj
6668,λήμψονται,future,middle,indc,3,pl,future indc
6686,φοβοῦ,present,middle,impv,2,sg,present impv
6700,δώσεις,future,active,indc,2,sg,future indc
6735,κληρονομήσει,future,active,indc,3,sg,future indc
6740,ἐξελεύσεται,future,middle,indc,3,sg,future indc
6744,κληρονομήσει,future,active,indc,3,sg,future indc
6761,δυνήσῃ,future,middle,indc,2,sg,future indc
6769,ἔσται,future,middle,indc,3,sg,future indc
6805,γνώσομαι,future,middle,indc,1,sg,future indc
6807,κληρονομήσω,future,active,indc,1,sg,future indc
6884,γνώσῃ,future,middle,indc,2,sg,future indc
6887,ἔσται,future,middle,indc,3,sg,future indc
6907,δουλεύσωσιν,aorist,active,subj,3,pl,aorist subj
6913,ἐξελεύσονται,future,middle,indc,3,pl,future indc
6919,ἀπελεύσῃ,future,middle,indc,2,sg,future indc
6924,ταφεὶς,aorist,passsive,ptcp,,sg,aorist ptcp
6931,ἀποστραφήσονται,future,passsive,indc,3,pl,future indc
7062,τεκνοποιήσῃς,aorist,active,subj,2,sg,aorist subj
7134,κρίναι,aorist,active,optv,3,sg,aorist optv
7189,πορεύῃ,present,middle,indc,2,sg,present indc
7216,πληθυνῶ,future,active,indc,1,sg,future indc
7221,ἀριθμηθήσεται,future,passsive,indc,3,sg,future indc
7245,ἔσται,future,middle,indc,3,sg,future indc
7261,κατοικήσει,future,active,indc,3,sg,future indc
7357,πληθυνῶ,future,active,indc,1,sg,future indc
7385,κληθήσεται,future,passsive,indc,3,sg,future indc
7412,ἐξελεύσονται,future,middle,indc,3,pl,future indc
7469,διατηρήσεις,future,active,indc,2,sg,future indc
7479,διατηρήσεις,future,active,indc,2,sg,future indc
7508,περιτμηθήσεται,future,passsive,indc,3,sg,future indc
7529,περιτμηθήσεται,future,passsive,indc,3,sg,future indc
7548,περιτμηθήσεται,future,passsive,indc,3,sg,future indc
7571,κληθήσεται,future,passsive,indc,3,sg,future indc
7596,ἔσονται,future,middle,indc,3,pl,future indc
7613,γενήσεται,future,middle,indc,3,sg,future indc
7621,τέξεται,future,middle,indc,3,sg,future indc
7630,ζήτω,present,active,impv,3,sg,present impv
7677,γεννήσει,future,active,indc,3,sg,future indc
7686,στήσω,future,active,indc,1,sg,future indc
7690,τέξεταί,future,middle,indc,3,sg,future indc
7853,παρέλθῃς,aorist,active,subj,2,sg,aorist subj
7857,λημφθήτω,aorist,passsive,impv,3,sg,aorist impv
7877,παρελεύσεσθε,future,middle,indc,2,pl,future indc
7887,ποίησον,aorist,active,impv,2,sg,aorist impv
7971,ἥξω,future,active,indc,1,sg,future indc
8039,τέξομαι,future,middle,indc,1,sg,future indc
8044,,,,,,,
8051,ἀναστρέψω,future,active,indc,1,sg,future indc
8106,ἔσται,future,middle,indc,3,sg,future indc
8123,συντάξει,future,active,indc,3,sg,future indc
8165,ὄψομαι,future,middle,indc,1,sg,future indc
8201,συναπολέσῃς,aorist,active,subj,2,sg,aorist subj
8215,ἀπολεῖς,future,active,indc,2,sg,future indc
8218,ἀνήσεις,future,active,indc,2,sg,future indc
8259,ποιήσεις,future,active,indc,2,sg,future indc
8265,εὕρω,aorist,active,subj,1,sg,aorist subj
8300,ἐλαττονωθῶσιν,aorist,passsive,subj,3,pl,aorist subj
8306,,,,,,,
8316,ἀπολέσω,aorist,active,subj,1,sg,aorist subj
8318,εὕρω,aorist,active,subj,1,sg,aorist subj
8332,εὑρεθῶσιν,aorist,passsive,subj,3,pl,aorist subj
8338,ἀπολέσω,aorist,active,subj,1,sg,aorist subj
8353,εὑρεθῶσιν,aorist,passsive,subj,3,pl,aorist subj
8359,ἀπολέσω,aorist,active,subj,1,sg,aorist subj
8361,εὕρω,aorist,active,subj,1,sg,aorist subj
8374,εὑρεθῶσιν,aorist,passsive,subj,3,pl,aorist subj
8380,ἀπολέσω,aorist,active,subj,1,sg,aorist subj
8398,εὑρεθῶσιν,aorist,passsive,subj,3,pl,aorist subj
8404,ἀπολέσω,aorist,active,subj,1,sg,aorist subj
8478,καταλύσομεν,future,active,indc,1,pl,future indc
8500,κοιμηθῆναι,aorist,passsive,infv,,,aorist infv
8557,πονηρεύσησθε,aorist,middle,subj,2,pl,aorist subj
8586,ποιήσητε,aorist,active,subj,2,pl,aorist subj
8610,κακώσομεν,future,active,indc,1,pl,future indc
8768,συναπόλῃ,present,middle,subj,2,sg,present subj
8816,περιβλέψῃς,aorist,active,subj,2,sg,aorist subj
8820,στῇς,aorist,active,subj,2,sg,aorist subj
8829,συμπαραλημφθῇς,aorist,passsive,subj,2,sg,aorist subj
8857,δυνήσομαι,future,middle,indc,1,sg,future indc
8863,καταλάβῃ,aorist,active,subj,3,sg,aorist subj
8916,δυνήσομαι,future,middle,indc,1,sg,future indc
9113,ποτίσωμεν,aorist,active,subj,1,pl,aorist subj
9121,ἐξαναστήσωμεν,aorist,active,subj,1,pl,aorist subj
9166,ποτίσωμεν,aorist,active,subj,1,pl,aorist subj
9176,ἐξαναστήσωμεν,aorist,active,subj,1,pl,aorist subj
9317,ἀπολεῖς,future,active,indc,2,sg,future indc
9382,προσεύξεται,future,middle,indc,3,sg,future indc
9393,ἀποθανῇ,future,middle,indc,2,sg,future indc
9451,ποιήσει,future,active,indc,3,sg,future indc
9519,ποιήσεις,future,active,indc,2,sg,future indc
9526,εἰσέλθωμεν,aorist,active,subj,1,pl,aorist subj
9704,συγχαρεῖταί,future,middle,indc,3,sg,future indc
9763,κληρονομήσει,future,active,indc,3,sg,future indc
9790,ἔστω,present,active,impv,3,sg,present impv
9801,εἴπῃ,aorist,active,subj,3,sg,aorist subj
9810,κληθήσεταί,future,passsive,indc,3,sg,future indc
9821,ποιήσω,aorist,active,subj,1,sg,aorist subj
9888,ἴδω,aorist,active,subj,1,sg,aorist subj
9926,φοβοῦ,present,middle,impv,2,sg,present impv
9952,ποιήσω,future,active,indc,1,sg,future indc
10038,ἀδικήσειν,future,active,infv,,,future infv
10052,ποιήσεις,future,active,indc,2,sg,future indc
10065,ὀμοῦμαι,future,middle,indc,1,sg,future indc
10151,λήμψῃ,future,middle,indc,2,sg,future indc
10156,ὦσίν,present,active,subj,3,pl,present subj
10270,εἴπω,aorist,active,subj,1,sg,aorist subj
10341,διελευσόμεθα,future,middle,indc,1,pl,future indc
10345,προσκυνήσαντες,aorist,active,ptcp,,pl,aorist ptcp
10347,ἀναστρέψωμεν,aorist,active,subj,1,pl,aorist subj
10407,ὄψεται,future,middle,indc,3,sg,future indc
10488,ἐπιβάλῃς,aorist,active,subj,2,sg,aorist subj
10553,ὤφθη,aorist,passsive,indc,3,sg,aorist indc
10555,εἴπωσιν,aorist,active,subj,3,pl,aorist subj
10561,ὤφθη,aorist,passsive,indc,3,sg,aorist indc
10596,εὐλογήσω,future,active,indc,1,sg,future indc
10599,πληθυνῶ,future,active,indc,1,sg,future indc
10616,κληρονομήσει,future,active,indc,3,sg,future indc
10827,κωλύσει,future,active,indc,3,sg,future indc
10884,δότω,aorist,active,impv,3,sg,aorist impv
11142,ἐξορκιῶ,future,active,indc,1,sg,future indc
11154,λάβῃς,aorist,active,subj,2,sg,aorist subj
11173,πορεύσῃ,aorist,active,subj,3,sg,aorist subj
11188,βούλεται,present,middle,indc,3,sg,present indc
11201,ἀποστρέψω,future,active,indc,1,sg,future indc
11218,ἀποστρέψῃς,aorist,active,subj,2,sg,aorist subj
11247,δώσω,future,active,indc,1,sg,future indc
11254,ἀποστελεῖ,future,active,indc,3,sg,future indc
11268,θέλῃ,present,active,subj,3,sg,present subj
11283,ἀποστρέψῃς,aorist,active,subj,2,sg,aorist subj
11389,εἴπω,aorist,active,subj,1,sg,aorist subj
11395,πίω,aorist,active,subj,1,sg,aorist subj
11402,ποτιῶ,future,active,indc,1,sg,future indc
11411,γνώσομαι,future,middle,indc,1,sg,future indc
11498,ὑδρεύσομαι,future,middle,indc,1,sg,future indc
11718,ἕστηκας,perfect,active,indc,2,sg,perfect indc
11770,φάγω,aorist,active,subj,1,sg,aorist subj
11832,λήμψῃ,future,middle,indc,2,sg,future indc
11850,πορεύσῃ,aorist,active,subj,3,sg,aorist subj
11865,πορεύσεται,future,middle,indc,3,sg,future indc
11877,ἀποστελεῖ,future,active,indc,3,sg,future indc
11895,ἔσῃ,future,middle,indc,2,sg,future indc
11899,ἔλθῃς,perfect,active,subj,2,sg,perfect subj
11905,δῶσιν,aorist,active,subj,3,pl,aorist subj
11968,ὑδρεύσομαι,future,middle,indc,1,sg,future indc
11980,συντελέσαι,aorist,active,infv,,,aorist infv
12017,ποτιῶ,future,active,indc,1,sg,future indc
12098,ἐπιστρέψω,aorist,active,subj,1,sg,aorist subj
12117,δυνησόμεθα,future,middle,indc,1,pl,future indc
12204,μεινάτω,aorist,active,impv,3,sg,aorist impv
12212,ἀπελεύσεται,future,middle,indc,3,sg,future indc
12217,κατέχετέ,present,active,indc,2,pl,present indc
12230,καλέσωμεν,aorist,active,subj,1,pl,aorist subj
12246,,,,,,,
12254,πορεύσομαι,future,middle,indc,1,sg,future indc
12284,κληρονομησάτω,aorist,active,impv,3,sg,aorist impv
12791,διασταλήσονται,future,passsive,indc,3,pl,future indc
12796,ὑπερέξει,future,active,indc,3,sg,future indc
12799,δουλεύσει,future,active,indc,3,sg,future indc
13010,καταβῇς,aorist,active,subj,2,sg,aorist subj
13017,εἴπω,aorist,active,subj,1,sg,aorist subj
13026,ἔσομαι,future,middle,indc,1,sg,future indc
13029,εὐλογήσω,future,active,indc,1,sg,future indc
13035,δώσω,future,active,indc,1,sg,future indc
13113,ἀποκτείνωσιν,aorist,active,subj,3,pl,aorist subj
13171,ἀποθάνω,aorist,active,subj,1,sg,aorist subj
13212,ἔσται,future,middle,indc,3,sg,future indc
13431,φοβοῦ,present,middle,impv,2,sg,present impv
13514,ποιήσειν,future,active,infv,,,future infv
13699,εὐλογήσῃ,aorist,active,subj,3,sg,aorist subj
13703,ἀποθανεῖν,aorist,active,infv,,,aorist infv
13751,εὐλογήσω,future,active,indc,1,sg,future indc
13784,ποιήσω,future,active,indc,1,sg,future indc
13801,εὐλογήσῃ,aorist,active,subj,3,sg,aorist subj
13821,ψηλαφήσῃ,aorist,active,subj,3,sg,aorist subj
13953,εὐλογήσῃ,aorist,active,subj,3,sg,aorist subj
13982,ψηλαφήσω,aorist,active,subj,1,sg,aorist subj
14042,εὐλογήσῃ,aorist,active,subj,3,sg,aorist subj
14090,δῴη,aorist,active,optv,3,sg,aorist optv
14108,δουλευσάτωσάν,aorist,active,impv,3,pl,aorist impv
14111,προσκυνήσουσίν,future,active,indc,3,pl,future indc
14119,προσκυνήσουσίν,future,active,indc,3,pl,future indc
14168,ἀναστήτω,aorist,active,impv,3,sg,aorist impv
14171,φαγέτω,aorist,active,impv,3,sg,aorist impv
14177,εὐλογήσῃ,aorist,active,subj,3,sg,aorist subj
14216,ἐλθεῖν,aorist,active,infv,,,aorist infv
14221,ἔστω,present,active,impv,3,sg,present impv
14307,ποιήσω,aorist,active,subj,1,sg,aorist subj
14342,ἔσται,future,middle,indc,3,sg,future indc
14354,ζήσῃ,future,middle,indc,2,sg,future indc
14358,δουλεύσεις,future,active,indc,2,sg,future indc
14363,καθέλῃς,aorist,active,subj,2,sg,aorist subj
14386,ἐγγισάτωσαν,aorist,active,impv,3,pl,aorist impv
14445,ἀποστρέψαι,aorist,active,infv,,,aorist infv
14466,ἀτεκνωθῶ,aorist,passsive,subj,1,sg,aorist subj
14513,λήμψῃ,future,middle,indc,2,sg,future indc
14540,εὐλογήσαι,aorist,active,optv,3,sg,aorist optv
14543,αὐξήσαι,aorist,active,optv,3,sg,aorist optv
14545,πληθύναι,aorist,active,optv,3,sg,aorist optv
14552,δῴη,aorist,active,optv,3,sg,aorist optv
14621,λήμψῃ,future,middle,indc,2,sg,future indc
14748,δώσω,future,active,indc,1,sg,future indc
14787,πορευθῇς,aorist,passsive,subj,2,sg,aorist subj
14797,ἐγκαταλίπω,aorist,active,subj,1,sg,aorist subj
14894,,,,,,,
14938,ἔσται,future,middle,indc,3,sg,future indc
14944,δῷς,aorist,active,subj,2,sg,aorist subj
14947,ἀποδεκατώσω,future,active,indc,1,sg,future indc
14980,ἐπότιζον,imperfect,active,indc,3,pl,imperfect indc
15086,δυνησόμεθα,future,middle,indc,1,pl,future indc
15089,συναχθῆναι,aorist,passsive,infv,,,aorist infv
15288,δουλεύσω,future,active,indc,1,sg,future indc
15411,ἔστιν,present,active,indc,3,sg,present indc
15435,ἐργᾷ,future,middle,indc,2,sg,future indc
15521,ἀγαπήσει,future,active,indc,3,sg,future indc
15558,ἔσται,future,middle,indc,3,sg,future indc
15581,ἐξομολογήσομαι,future,middle,indc,1,sg,future indc
15643,τέξεται,future,middle,indc,3,sg,future indc
15647,τεκνοποιήσομαι,future,middle,indc,1,sg,future indc
15824,κοιμηθήτω,aorist,passsive,impv,3,sg,aorist impv
15848,εἰσελεύσῃ,future,middle,indc,2,sg,future indc
15910,αἱρετιεῖ,future,active,indc,3,sg,future indc
16064,ποιήσω,aorist,active,subj,1,sg,aorist subj
16072,δώσω,future,active,indc,1,sg,future indc
16078,δώσεις,future,active,indc,2,sg,future indc
16082,ποιήσῃς,aorist,active,subj,2,sg,aorist subj
16089,ποιμανῶ,future,active,indc,1,sg,future indc
16091,φυλάξω,future,active,indc,1,sg,future indc
16092,παρελθάτω,aorist,active,impv,3,sg,aorist impv
16131,ἐστὶν,present,active,indc,3,sg,present indc
16256,ἔλθωσιν,aorist,active,subj,3,pl,aorist subj
16349,ἐτίθει,imperfect,active,indc,3,sg,imperfect indc
16433,ἔσομαι,future,middle,indc,1,sg,future indc
16497,εἴπῃ,aorist,active,subj,3,sg,aorist subj
16499,ἔσται,future,middle,indc,3,sg,future indc
16510,εἴπῃ,aorist,active,subj,3,sg,aorist subj
16512,ἔσται,future,middle,indc,3,sg,future indc
16811,λαλήσῃς,aorist,active,subj,2,sg,aorist subj
16946,ἀφέλῃς,aorist,active,subj,2,sg,aorist subj
16953,,,,,,,
16957,,,,,,,
17039,δύναμαι,present,middle,indc,1,sg,present indc
17096,ἐλεγξάτωσαν,aorist,active,impv,3,pl,aorist impv
17119,ἀπετίννυον,imperfect,active,indc,1,sg,imperfect indc
17122,,,,,,,
17222,ποιήσω,future,active,indc,1,sg,future indc
17313,ἀποστησόμεθα,future,middle,indc,1,pl,future indc
17318,ταπεινώσεις,future,active,indc,2,sg,future indc
17323,λήμψῃ,future,middle,indc,2,sg,future indc
17367,διαβῶ,aorist,active,subj,1,sg,aorist subj
17378,διαβῇς,aorist,active,subj,2,sg,aorist subj
17398,κρινεῖ,future,active,indc,3,sg,future indc
17500,ἐρεῖτε,future,active,indc,2,pl,future indc
17592,ἔλθῃ,aorist,active,subj,3,sg,aorist subj
17674,ἐλθὼν,aorist,active,ptcp,,sg,aorist ptcp
17684,ποιήσω,future,active,indc,1,sg,future indc
17696,ἀριθμηθήσεται,future,passsive,indc,3,sg,future indc
17761,ποιεῖτε,present,active,indc,2,pl,present indc
17775,συναντήσῃ,aorist,active,subj,3,sg,aorist subj
17787,πορεύῃ,present,active,subj,3,sg,present subj
17837,λαλήσατε,aorist,active,impv,2,pl,aorist impv
17864,ὄψομαι,future,middle,indc,1,sg,future indc
17867,προσδέξεται,future,middle,indc,3,sg,future indc
17965,ἀποστείλω,aorist,active,subj,1,sg,aorist subj
17981,κληθήσεται,future,passsive,indc,3,sg,future indc
18008,ἐρωτᾷς,present,active,indc,2,sg,present indc
18049,φάγωσιν,aorist,active,subj,3,pl,aorist subj
18321,προελθέτω,aorist,active,impv,3,sg,aorist impv
18346,ἐλθεῖν,aorist,active,infv,,,aorist infv
18365,εὗρον,aorist,active,indc,3,pl,aorist indc
18581,ἔσται,future,middle,indc,3,sg,future indc
18604,δότε,aorist,active,impv,2,pl,aorist impv
18609,λάβετε,aorist,active,impv,2,pl,aorist impv
18613,κατοικεῖτε,present,active,indc,2,pl,present indc
18617,,,,,,,
18634,εὕροιμι,aorist,active,optv,1,sg,aorist optv
18640,εἴπητε,aorist,active,subj,2,pl,aorist subj
18642,δώσομεν,future,active,indc,1,pl,future indc
18653,εἴπητέ,aorist,active,subj,2,pl,aorist subj
18686,δυνησόμεθα,future,middle,indc,1,pl,future indc
18709,ὁμοιωθησόμεθα,future,passsive,indc,1,pl,future indc
18712,γένησθε,aorist,middle,subj,2,pl,aorist subj
18727,λημψόμεθα,future,middle,indc,1,pl,future indc
18740,εἰσακούσητε,aorist,active,subj,2,pl,aorist subj
18807,οἰκείτωσαν,present,active,impv,3,pl,present impv
18812,ἐμπορευέσθωσαν,present,middle,impv,3,pl,present impv
18824,λημψόμεθα,future,middle,indc,1,pl,future indc
18831,δώσομεν,future,active,indc,1,pl,future indc
18836,ὁμοιωθήσονται,future,passsive,indc,3,pl,future indc
18871,οἰκήσουσιν,future,active,indc,3,pl,future indc
19042,χρήσωνται,aorist,middle,subj,3,pl,aorist subj
19098,ἀναβῶμεν,aorist,active,subj,1,pl,aorist subj
19101,ποιήσωμεν,aorist,active,subj,1,pl,aorist subj
19246,κληθήσεται,future,passsive,indc,3,sg,future indc
19253,ἔσται,future,middle,indc,3,sg,future indc
19274,ἔσονται,future,middle,indc,3,pl,future indc
19280,ἐξελεύσονται,future,middle,indc,3,pl,future indc
19293,δέδωκα,perfect,active,indc,1,sg,perfect indc
19298,δώσω,future,active,indc,1,sg,future indc
19378,θάρσει,present,active,impv,2,sg,present impv
20288,περιστραφέντα,aorist,passsive,ptcp,,pl,aorist ptcp
20300,βασιλεύσεις,future,active,indc,2,sg,future indc
20304,κυριεύσεις,future,active,indc,2,sg,future indc
20368,ἐλευσόμεθα,future,middle,indc,1,pl,future indc
20411,ἀποστείλω,aorist,active,subj,1,sg,aorist subj
20458,ζητεῖς,present,active,indc,2,sg,present indc
20500,ἐγγίσαι,aorist,active,infv,,,aorist infv
20523,ἀποκτείνωμεν,aorist,active,subj,1,pl,aorist subj
20525,ῥίψωμεν,aorist,active,subj,1,pl,aorist subj
20536,ὀψόμεθα,future,middle,indc,1,pl,future indc
20538,ἔσται,future,middle,indc,3,sg,future indc
20550,πατάξομεν,future,active,indc,1,pl,future indc
20557,ἐκχέητε,present,active,subj,2,pl,present subj
20573,ἐπενέγκητε,aorist,active,subj,2,pl,aorist subj
20655,ἀποκτείνωμεν,aorist,active,subj,1,pl,aorist subj
20664,ἀποδώμεθα,future,middle,indc,1,pl,future indc
20822,καταβήσομαι,future,middle,indc,1,sg,future indc
20965,ἔσται,future,middle,indc,3,sg,future indc
21006,γένηται,aorist,middle,subj,3,sg,aorist subj
21012,ἀποθάνῃ,aorist,active,subj,3,sg,aorist subj
21116,εἰσελθεῖν,aorist,active,infv,,,aorist infv
21127,δώσεις,future,active,indc,2,sg,future indc
21130,εἰσέλθῃς,aorist,active,subj,2,sg,aorist subj
21135,ἀποστελῶ,future,active,indc,1,sg,future indc
21144,δῷς,aorist,active,subj,2,sg,aorist subj
21154,δώσω,future,active,indc,1,sg,future indc
21257,ἐχέτω,present,active,impv,2,pl,present impv
21260,καταγελασθῶμεν,aorist,passsive,subj,1,pl,aorist subj
21299,κατακαυθήτω,aorist,passsive,impv,3,sg,aorist impv
21621,ποιήσω,aorist,active,subj,1,sg,aorist subj
22136,μνησθήσεται,future,passsive,indc,3,sg,future indc
22164,γένηται,aorist,middle,subj,3,sg,aorist subj
22264,ἀφελεῖ,future,active,indc,3,sg,future indc
22635,ἀκούσαντά,aorist,active,ptcp,,sg,aorist ptcp
22649,ἀποκριθήσεται,future,passsive,indc,3,sg,future indc
22854,ἔσονται,future,middle,indc,3,pl,future indc
22905,ἐπιγνωσθήσεται,future,passsive,indc,3,sg,future indc
22954,κατάστησον,aorist,active,impv,2,sg,aorist impv
22958,ποιησάτω,aorist,active,impv,3,sg,aorist impv
22977,συναγαγέτωσαν,aorist,active,impv,3,pl,aorist impv
22990,συναχθήτω,aorist,passsive,impv,3,sg,aorist impv
23016,ἔσονται,future,middle,indc,3,pl,future indc
23022,ἐκτριβήσεται,future,passsive,indc,3,sg,future indc
23046,,,,,,,
23072,ἔσῃ,future,middle,indc,2,sg,future indc
23078,ὑπακούσεται,future,middle,indc,3,sg,future indc
23084,ὑπερέξω,future,active,indc,1,sg,future indc
23155,ἐξαρεῖ,present,active,indc,3,sg,present indc
23278,ἐλθεῖν,aorist,active,infv,,,aorist infv
23383,εἴπῃ,aorist,active,subj,3,sg,aorist subj
23385,ποιήσατε,aorist,active,impv,2,pl,aorist impv
23445,ῥᾳθυμεῖτε,present,active,indc,2,pl,present indc
23463,ζῶμεν,present,active,indc,1,pl,present indc
23466,ἀποθάνωμεν,aorist,active,subj,1,pl,aorist subj
23490,συμβῇ,aorist,active,subj,3,sg,aorist subj
23664,φανεῖσθε,future,middle,indc,2,pl,future indc
23668,ἐξέλθητε,aorist,active,subj,2,pl,aorist subj
23683,λάβετε,aorist,active,impv,2,pl,aorist impv
23690,γενέσθαι,aorist,middle,infv,,,aorist infv
23733,κατασχεθήτω,aorist,passsive,impv,3,sg,aorist impv
23749,ἀγάγετε,aorist,active,impv,2,pl,aorist impv
23752,πιστευθήσονται,future,passsive,indc,3,pl,future indc
23756,ἀποθανεῖσθε,future,middle,indc,2,pl,future indc
23801,ἀδικήσητε,aorist,active,subj,2,pl,aorist subj
24004,γνώσομαι,future,middle,indc,1,sg,future indc
24038,ἀποδώσω,future,active,indc,1,sg,future indc
24044,ἐμπορεύεσθε,present,middle,indc,2,pl,present indc
24082,λήμψεσθε,future,middle,indc,2,pl,future indc
24096,ἀπόκτεινον,aorist,active,impv,2,sg,aorist impv
