clause_rela,prec_part,PAST..IND,PRES.PERF.IND,PRES..IND,PAST.PERF.IND,FUT..IND,PAST..SUBJ,PRES..MOD,PRES..,PRES.PROG.IND,PAST.PROG.IND,..,past.PERF_PROG.IND,FUT.PERF.IND,PRES.PERF_PROG.IND
SubAdv,_KJ_B_,-0.03,0.0,0.03,0.02,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_W_MN_,0.33,-0.18,-0.04,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_>T_,0.15,0.13,-0.17,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_GM_,-0.12,0.01,0.19,-0.05,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_MJ_,-0.13,0.24,-0.16,-0.08,0.05,0.02,0.06,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
SubAdv,_>CR_,0.04,0.13,-0.18,0.04,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_>Z_,0.4,-0.21,-0.18,-0.08,0.03,0.06,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_KN_,0.24,-0.05,-0.15,-0.05,-0.01,-0.01,-0.01,0.03,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_LMH_,-0.43,0.32,-0.15,0.29,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_MH_,-0.43,0.62,-0.15,-0.08,0.03,-0.01,0.03,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_K_,-0.18,-0.1,0.21,-0.01,-0.01,0.03,0.03,0.03,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_<L_,0.01,-0.05,0.06,-0.08,0.03,-0.01,-0.01,0.04,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_W_<L_,0.36,-0.2,-0.09,-0.08,0.03,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
SubAdv,_W_>CR_,0.27,0.0,-0.22,-0.03,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
SubMod,_C_,-0.22,0.02,-0.0,0.13,-0.01,-0.01,-0.01,0.1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
SubAdv,_W_>M_,-0.37,-0.01,0.43,-0.02,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
SubAdv,_KJ_L_,-0.14,0.23,-0.04,-0.02,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_KJ_,0.22,-0.01,-0.1,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
SubAdv,_W_KJ_,-0.12,0.0,-0.22,0.29,-0.01,-0.01,-0.01,0.06,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_CM_,0.32,-0.12,-0.09,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_W_>XR/_,0.51,-0.18,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
SubAdv,_<L_>CR_,0.17,-0.05,-0.22,0.12,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_B_L_,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_>LH_,0.36,-0.1,-0.22,-0.01,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
SubArg,_MH_,-0.2,0.45,-0.14,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_>L_,0.11,-0.17,0.17,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_>XR/_,0.34,-0.17,-0.06,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_MDW<_,-0.28,0.14,0.02,0.15,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_W_>T_W_>T_,0.49,-0.25,-0.22,-0.0,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_ZH_,0.15,0.09,-0.13,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
SubAdv,_<D_,0.07,-0.08,-0.05,0.0,-0.01,-0.01,-0.01,-0.0,-0.0,0.08,-0.0,-0.0,-0.0,-0.0
Main,_W_<TH_,-0.43,0.34,0.2,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
SubAdv,_KJ_MN_,0.02,-0.06,0.15,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
SubAdv,_J<N/_,0.02,0.21,-0.22,0.01,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
SubAdv,_J<N/_>CR_,-0.16,0.48,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_>M_,-0.43,0.66,-0.12,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_>P_,-0.07,-0.06,0.15,-0.08,0.08,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_RQ_,0.48,-0.25,-0.12,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_B_HJ>_,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
SubMod,_H_,-0.25,0.12,-0.22,0.37,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_>W_,-0.33,-0.25,0.59,0.02,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_B_W_L_,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
SubAdv,_KJ_>T_,-0.33,0.55,-0.22,0.02,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
SubAdv,_W_B_,-0.43,0.75,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
SubAdv,_TXT/_>CR_,0.07,0.15,-0.22,-0.08,-0.01,-0.01,-0.01,0.1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_<TH_,-0.43,0.09,0.45,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_>JK_,-0.21,0.31,0.01,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_MH_Z>T_,-0.43,0.75,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
SubAdv,_KJ_<TH_,-0.43,0.2,-0.1,-0.08,-0.01,0.33,0.11,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_W_B_L_,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_W_>L_,0.13,-0.25,0.23,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
SubAdv,_KJ_>M_,-0.21,-0.13,0.12,-0.08,0.22,-0.01,-0.01,0.11,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_>K_,0.32,-0.12,-0.09,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_W_GM_>T_,0.2,0.13,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_W_CM_,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
SubAdv,_KJ_<L_,-0.06,0.0,0.16,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_J<N/_>CR_,-0.06,0.38,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_B_HW>_,0.45,-0.25,-0.22,-0.08,-0.01,-0.01,0.12,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_W_>XR/_KN_,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_W_K_,-0.06,0.13,0.03,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_W_KN_,0.43,-0.25,-0.22,-0.08,0.14,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_B_B_,0.28,-0.1,-0.07,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_K_>CR_,-0.14,0.47,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_LKN_,-0.14,-0.1,0.36,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
SubAdv,_<D_>CR_,0.28,-0.1,-0.22,0.06,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_W_MH_,-0.14,0.18,-0.22,0.2,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_W_W_W_,0.14,0.04,-0.07,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_W_B_B_,0.43,-0.25,-0.07,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
SubAdv,_KJ_CM_,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
SubAdv,_KJ_<L_KN_,-0.43,0.42,0.12,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_W_<WD/_,0.24,-0.25,-0.22,0.25,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
SubMod,_ZW_,-0.26,0.42,-0.05,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_B_HM_,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
SubAdv,_W_>T_,0.17,-0.05,-0.02,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
SubAdv,_<L_,-0.03,-0.05,-0.22,0.12,-0.01,-0.01,-0.01,0.2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_Z>T_,-0.03,-0.05,0.18,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_B_W_,0.17,-0.05,-0.02,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_W_>LH_,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_B_W_B_,0.17,0.15,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
SubAdv,_KJ_KN_,-0.03,-0.05,-0.02,0.12,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_TXT/_,0.17,-0.25,0.18,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
SubArg,Ø,-0.23,0.15,-0.02,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,0.2,-0.0,-0.0,-0.0
Main,_W_>T_W_>T_W_>T_,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
SubAdv,_>XR/_>CR_,-0.43,0.55,-0.22,0.12,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
SubAdv,_W_<L_,0.17,-0.05,-0.02,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_GM_B_,0.17,-0.25,0.18,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
SubArg,_MJ_,0.07,0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_>CR_,0.32,0.0,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
SubArg,_>T_C_,-0.43,-0.25,0.78,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_>JKH_,-0.43,0.0,0.28,-0.08,-0.01,-0.01,0.24,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_MN_W_,-0.18,0.0,0.03,-0.08,-0.01,-0.01,-0.01,-0.0,0.25,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_MN_CM_,0.32,-0.25,0.03,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
SubAdv,_W_L_,0.07,0.0,0.03,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_W_KH_,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_J<N/_KJ_,-0.43,0.25,0.28,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_B_MH_,-0.43,0.75,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_W_GM_B_,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_W_LMH_,-0.18,0.25,-0.22,0.17,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_B_ZH_,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_B_B_L_,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_GM_>T_,0.32,0.0,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
SubAdv,_LW_,-0.18,-0.25,-0.22,0.42,-0.01,0.24,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_>T_MJ_,-0.43,0.75,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
SubAdv,_W_K_>CR_,-0.18,0.0,-0.22,0.42,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
SubAdv,_KJ_MN_>T==_,-0.18,0.0,0.28,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
SubArg,_L_>CR_,-0.18,0.0,0.28,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
SubAdv,_B_,0.07,-0.25,0.28,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
SubAdv,_>XR/_,-0.43,-0.25,-0.22,0.92,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_RQ_B_,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
SubAdv,_J<N/_KJ_,-0.43,0.75,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
SubAdv,_KJ_>L_,-0.43,0.42,0.12,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
SubAdv,_<QB/_>CR_,0.24,0.09,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
SubMod,_W_>CR_,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
SubMod,_W_>T_>CR_,-0.43,-0.25,-0.22,0.92,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
SubAdv,_<D_>M_,-0.43,0.42,0.12,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_W_<L_MJ_,-0.43,0.42,0.12,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_W_ZH_,-0.1,0.42,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_W_>T==_,0.24,-0.25,0.12,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_W_MDW<_,-0.1,-0.25,-0.22,0.59,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_W_GM_W_,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
SubAdv,_<D_C_,0.24,-0.25,-0.22,0.25,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
SubAdv,_<D_KJ_,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_K_W_K_,0.24,-0.25,-0.22,-0.08,0.33,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
SubAdv,_KJ_K_,-0.43,0.09,0.45,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
SubAdv,_K_,-0.43,0.09,0.45,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_>XR/_>LH_,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_JXDW_,-0.1,0.42,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
SubAdv,_W_>T_>CR_,-0.1,0.09,-0.22,0.25,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
SubAdv,_LWL>_,-0.1,-0.25,0.12,0.25,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
SubArg,_H=_,-0.43,-0.25,-0.22,0.92,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_<L_MH_,-0.1,0.42,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_>T_>LH_,0.24,0.09,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_L_L_,0.24,0.09,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_J<N/_,-0.1,0.42,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_>ZJ_,-0.43,-0.25,-0.22,-0.08,-0.01,0.99,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_MN_<L_,-0.1,0.42,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
SubAdv,_W_MN_,0.24,-0.25,0.12,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_GM_L_,-0.1,0.42,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_>JPH_,-0.1,0.09,-0.22,0.25,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_C>L[_,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_B_Z>T_,-0.1,0.09,0.12,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_RB/_,-0.43,0.75,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_B_B_B_L_,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_B_L_B_B_L_,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_W_GM_B_Z>T_,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_B_MN_,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_B_<L_,0.07,-0.25,0.28,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Main,_BJN/_,0.57,-0.25,-0.22,-0.08,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
