bhsa_node,esv_tags,esv_VBtags,esv_tense,esv_aspect,esv_modality,esv_TAM,esv_TAMtag,niv_tags,niv_VBtags,niv_tense,niv_aspect,niv_modality,niv_TAM,niv_TAMtag,eng_fullparse,eng_TAM,eng_agree
257992,PRP|VBD,VBD,PAST,,IND,PAST..IND,PAST,PRP|VBD,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
258021,PRP|NN,,,,,,,PRP|VBP|VBN,VBP|VBN,PRES,,IND,PRES..IND,PRES,False,,False
258026,PRP|VBD,VBD,PAST,,IND,PAST..IND,PAST,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PAST..IND ~ PRES.PERF.IND,False
258120,VBZ,VBZ,PRES,,IND,PRES..IND,PRES,VBZ,VBZ,PRES,,IND,PRES..IND,PRES,True,PRES..IND,True
258172,VBD,VBD,PAST,,IND,PAST..IND,PAST,VBP|JJ,VBP,PRES,,IND,PRES..IND,PRES,True,PAST..IND ~ PRES..IND,False
258209,VBZ,VBZ,PRES,,IND,PRES..IND,PRES,VBZ,VBZ,PRES,,IND,PRES..IND,PRES,True,PRES..IND,True
258216,VBD|VBN|RP,VBD|VBN,PAST,,IND,PAST..IND,PAST,VBP|VBN|VBN|RP,VBP|VBN|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PAST..IND ~ PRES.PERF.IND,False
258252,VBZ|VBN,VBZ|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,VBZ|VBN,VBZ|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PRES.PERF.IND,True
258263,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,PRP|VBP,VBP,PRES,,IND,PRES..IND,PRES,True,PRES..IND ~ PRES.PERF.IND,False
258268,PRP|VBP|VBN|RB,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,VBD|DT|JJ|NN,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND ~ PRES.PERF.IND,False
258273,VBD,VBD,PAST,,IND,PAST..IND,PAST,VBD,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
258304,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PRES.PERF.IND,True
258313,PRP|VBD,VBD,PAST,,IND,PAST..IND,PAST,PRP|VBD,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
258335,PRP|VBP,VBP,PRES,,IND,PRES..IND,PRES,PRP|VBP,VBP,PRES,,IND,PRES..IND,PRES,True,PRES..IND,True
258358,VBD|VBN,VBD|VBN,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,VBD|VBN,VBD|VBN,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,True,PAST.PERF.IND,True
258390,VBD|VB,VBD|VB,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,VBZ|VBN,VBZ|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PAST.PERF.IND ~ PRES.PERF.IND,False
258425,VBD|VB,VBD|VB,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,VBD,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND ~ PAST.PERF.IND,False
258461,VBD|VBN,VBD|VBN,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,VBD|VBN|RB,VBD|VBN,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,True,PAST.PERF.IND,True
258467,PRP|VBD|VBN|VBN,VBD|VBN|VBN,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,PRP|VBD|VBN|VBN,VBD|VBN|VBN,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,True,PAST.PERF.IND,True
258496,VBD|VBN,VBD|VBN,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,VBD|VBN,VBD|VBN,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,True,PAST.PERF.IND,True
258522,PRP|VBD|VB,VBD|VB,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,NN,,,,,,,False,,False
258568,VBZ,VBZ,PRES,,IND,PRES..IND,PRES,VBZ,VBZ,PRES,,IND,PRES..IND,PRES,True,PRES..IND,True
258593,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PRES.PERF.IND,True
258680,VBD,VBD,PAST,,IND,PAST..IND,PAST,VBD,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
258709,VBZ,VBZ,PRES,,IND,PRES..IND,PRES,VBZ,VBZ,PRES,,IND,PRES..IND,PRES,True,PRES..IND,True
258715,VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,VBD,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND ~ PRES.PERF.IND,False
258721,PRP|VBD,VBD,PAST,,IND,PAST..IND,PAST,PRP|VBD,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
258744,PRP|VBD,VBD,PAST,,IND,PAST..IND,PAST,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PAST..IND ~ PRES.PERF.IND,False
258758,PRP|VBD,VBD,PAST,,IND,PAST..IND,PAST,VBD,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
258786,PRP|VBP,VBP,PRES,,IND,PRES..IND,PRES,PRP|VBP,VBP,PRES,,IND,PRES..IND,PRES,True,PRES..IND,True
258789,PRP|VBD|VB,VBD|VB,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,PRP|VBD|VB,VBD|VB,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,True,PAST.PERF.IND,True
258792,VB,VB,PRES,,IMPV,PRES..IMPV,IMPV,VB|NN,VB,PRES,,IMPV,PRES..IMPV,IMPV,True,PRES..IMPV,True
258833,VBZ,VBZ,PRES,,IND,PRES..IND,PRES,VBZ,VBZ,PRES,,IND,PRES..IND,PRES,True,PRES..IND,True
258899,VBP|PRP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,VBP|PRP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PRES.PERF.IND,True
258920,PRP|VBD,VBD,PAST,,IND,PAST..IND,PAST,VBN,VBN,,,,,,False,,False
258929,PRP|VBP|VBN|PRP,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,PRP|VBP|VBN|PRP,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PRES.PERF.IND,True
258937,VBP|PRP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,VBN|NN,VBN,,,,,,False,,False
258940,VBD,VBD,PAST,,IND,PAST..IND,PAST,VBP|PRP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PAST..IND ~ PRES.PERF.IND,False
258947,PRP|VBD,VBD,PAST,,IND,PAST..IND,PAST,PRP|VBD,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
258956,VBZ,VBZ,PRES,,IND,PRES..IND,PRES,VBZ,VBZ,PRES,,IND,PRES..IND,PRES,True,PRES..IND,True
258979,VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,VBD|JJ,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND ~ PRES.PERF.IND,False
259037,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,PRP|VBD,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND ~ PRES.PERF.IND,False
259127,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PRES.PERF.IND,True
259143,VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,VBD,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND ~ PRES.PERF.IND,False
259158,PRP|VBD,VBD,PAST,,IND,PAST..IND,PAST,VBD,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
259181,VBD,VBD,PAST,,IND,PAST..IND,PAST,,,,,,,,False,,False
259185,PRP|VBD|RP,VBD,PAST,,IND,PAST..IND,PAST,PRP|VBD,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
259196,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,PRP|VBP|VBN|NN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PRES.PERF.IND,True
259206,VBP|VBN|VBN,VBP|VBN|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,VBP|VBN|VBG,VBP|VBN|VBG,PRES,PERF_PROG,IND,PRES.PERF_PROG.IND,PRES PERF PROG,True,PRES.PERF.IND ~ PRES.PERF_PROG.IND,False
259224,PRP|VBD,VBD,PAST,,IND,PAST..IND,PAST,PRP|VBD|VBG,VBD|VBG,PAST,PROG,IND,PAST.PROG.IND,PAST PROG,True,PAST..IND ~ PAST.PROG.IND,False
259264,PRP|VBD,VBD,PAST,,IND,PAST..IND,PAST,VBN,VBN,,,,,,False,,False
259283,VBD|VB,VBD|VB,PRES,,IMPV,PRES..IMPV,IMPV,VBD|VB,VBD|VB,PRES,,IMPV,PRES..IMPV,IMPV,True,PRES..IMPV,True
259305,PRP|VBD,VBD,PAST,,IND,PAST..IND,PAST,PRP|VBD,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
259328,PRP|VBD|NNS,VBD,PAST,,IND,PAST..IND,PAST,PRP|VBP|VBN|NN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PAST..IND ~ PRES.PERF.IND,False
259331,PRP|VBD,VBD,PAST,,IND,PAST..IND,PAST,VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PAST..IND ~ PRES.PERF.IND,False
259336,VBD|VB,VBD|VB,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PAST.PERF.IND ~ PRES.PERF.IND,False
259350,VB,VB,PRES,,IMPV,PRES..IMPV,IMPV,VBD,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND ~ PRES..IMPV,False
259353,VBZ|VBN,VBZ|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,VBZ|VBN|IN,VBZ|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PRES.PERF.IND,True
259386,VBZ,VBZ,PRES,,IND,PRES..IND,PRES,VBZ,VBZ,PRES,,IND,PRES..IND,PRES,True,PRES..IND,True
259403,VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PRES.PERF.IND,True
259411,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,NNS|PRP|VBD,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND ~ PRES.PERF.IND,False
259444,VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,VBP,VBP,PRES,,IND,PRES..IND,PRES,True,PRES..IND ~ PRES.PERF.IND,False
259449,VBZ,VBZ,PRES,,IND,PRES..IND,PRES,VBZ,VBZ,PRES,,IND,PRES..IND,PRES,True,PRES..IND,True
259552,VBZ,VBZ,PRES,,IND,PRES..IND,PRES,VBZ,VBZ,PRES,,IND,PRES..IND,PRES,True,PRES..IND,True
259571,PRP|VBD,VBD,PAST,,IND,PAST..IND,PAST,PRP|VBD|RP,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
259588,VBD,VBD,PAST,,IND,PAST..IND,PAST,VBD,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
259622,VBZ,VBZ,PRES,,IND,PRES..IND,PRES,VBZ,VBZ,PRES,,IND,PRES..IND,PRES,True,PRES..IND,True
259628,PRP|VBD,VBD,PAST,,IND,PAST..IND,PAST,PRP|VBD,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
259633,VBZ|VBN,VBZ|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,VBZ|VBN,VBZ|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PRES.PERF.IND,True
259638,PRP|VBP|JJ,VBP,PRES,,IND,PRES..IND,PRES,PRP|VBP|VBN|RP,VBP|VBN,PRES,,IND,PRES..IND,PRES,True,PRES..IND,True
259644,PRP|VBP,VBP,PRES,,IND,PRES..IND,PRES,VB,VB,PRES,,IMPV,PRES..IMPV,IMPV,True,PRES..IMPV ~ PRES..IND,False
259649,VBZ,VBZ,PRES,,IND,PRES..IND,PRES,VBZ,VBZ,PRES,,IND,PRES..IND,PRES,True,PRES..IND,True
259653,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PRES.PERF.IND,True
259659,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PRES.PERF.IND,True
259699,VBD,VBD,PAST,,IND,PAST..IND,PAST,VBD,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
259718,VBD,VBD,PAST,,IND,PAST..IND,PAST,,,,,,,,False,,False
259725,VBD,VBD,PAST,,IND,PAST..IND,PAST,VBD|VBN,VBD|VBN,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
259766,VBP|PRP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,VBP|PRP|VB,VBP|VB,PRES,,IMPV,PRES..IMPV,IMPV,True,PRES..IMPV ~ PRES.PERF.IND,False
259776,VBP|VBN|IN|NN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,PRP|VBP,VBP,PRES,,IND,PRES..IND,PRES,True,PRES..IND ~ PRES.PERF.IND,False
259779,PRP|VBP|RB,VBP,PRES,,IND,PRES..IND,PRES,VBG|RB,VBG,PRES,,,PRES..,PRES PART,True,PRES.. ~ PRES..IND,False
259799,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,PRP|VBP,VBP,PRES,,IND,PRES..IND,PRES,True,PRES..IND ~ PRES.PERF.IND,False
259902,PRP|VBP|VBN|JJ,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,PRP|VBP,VBP,PRES,,IND,PRES..IND,PRES,True,PRES..IND ~ PRES.PERF.IND,False
259907,VBP|VBN|IN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,MD|VB,VB,FUT,,IND,FUT..IND,FUT,True,FUT..IND ~ PRES.PERF.IND,False
259912,VBZ|JJ|IN,VBZ,PRES,,IND,PRES..IND,PRES,MD|VB,VB,FUT,,IND,FUT..IND,FUT,True,FUT..IND ~ PRES..IND,False
259919,VBZ|VBN,VBZ|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,MD|VB,VB,FUT,,IND,FUT..IND,FUT,True,FUT..IND ~ PRES.PERF.IND,False
259921,PRP|VBP|VBN,VBP|VBN,,,,,,MD|VB|RP,VB,FUT,,IND,FUT..IND,FUT,False,,False
259926,VBD,VBD,PAST,,IND,PAST..IND,PAST,VBD,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
259962,MD|VB,VB,PRES,,MOD,PRES..MOD,MOD,VBZ,VBZ,PRES,,IND,PRES..IND,PRES,True,PRES..IND ~ PRES..MOD,False
259966,VBP|VB|RP,VBP|VB,PRES,,IMPV,PRES..IMPV,IMPV,MD|VB|VBN|RB,VB|VBN,PRES,,IMPV,PRES..IMPV,IMPV,True,PRES..IMPV,True
259969,PRP|VBP|VB,VBP|VB,PRES,,IMPV,PRES..IMPV,IMPV,PRP|VB,VB,PRES,,MOD,PRES..MOD,MOD,True,PRES..IMPV ~ PRES..MOD,False
259972,VBD|RP,VBD,PAST,,IND,PAST..IND,PAST,MD|VB|RP,VB,FUT,,IND,FUT..IND,FUT,True,FUT..IND ~ PAST..IND,False
259973,PRP|VBD|JJ,VBD,PAST,,IND,PAST..IND,PAST,RB,,,,,,,False,,False
259976,PRP|VBD,VBD,PAST,,IND,PAST..IND,PAST,PRP|MD|VB,VB,FUT,,IND,FUT..IND,FUT,True,FUT..IND ~ PAST..IND,False
259996,VB,VB,PRES,,IMPV,PRES..IMPV,IMPV,PRP|MD|VB,VB,FUT,,IND,FUT..IND,FUT,True,FUT..IND ~ PRES..IMPV,False
260002,VBZ|VB|RB,VBZ|VB,PRES,,IND,PRES..IND,PRES,PRP|VBZ|VBN,VBZ|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PRES..IND ~ PRES.PERF.IND,False
260050,VBZ|VBN,VBZ|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,VBZ|VBG,VBZ|VBG,PRES,PROG,IND,PRES.PROG.IND,PRES PROG,True,PRES.PERF.IND ~ PRES.PROG.IND,False
260051,,,,,,,,,,,,,,,False,,False
260062,VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,MD|VB,VB,FUT,,IND,FUT..IND,FUT,True,FUT..IND ~ PRES.PERF.IND,False
260063,VBN,VBN,,,,,,VB,VB,PRES,,IMPV,PRES..IMPV,IMPV,False,,False
260066,PRP|VBD|VB,VBD|VB,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,PRP|MD|VB,VB,FUT,,IND,FUT..IND,FUT,True,FUT..IND ~ PAST.PERF.IND,False
260070,VBZ|VBN,VBZ|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,VBZ|VBG,VBZ|VBG,PRES,PROG,IND,PRES.PROG.IND,PRES PROG,True,PRES.PERF.IND ~ PRES.PROG.IND,False
260086,VB,VB,PRES,,IMPV,PRES..IMPV,IMPV,PRP|MD|VB,VB,FUT,,IND,FUT..IND,FUT,True,FUT..IND ~ PRES..IMPV,False
260091,PRP|MD|VB|RP,VB,PRES,,MOD,PRES..MOD,MOD,PRP|MD|VB|RP,VB,FUT,,IND,FUT..IND,FUT,True,FUT..IND ~ PRES..MOD,False
260099,PRP|VBP|JJ,VBP,PRES,,IND,PRES..IND,PRES,PRP|VBP|JJ,VBP,PRES,,IND,PRES..IND,PRES,True,PRES..IND,True
260106,MD|VB|VBN|IN|NN,VB|VBN,PRES,,MOD,PRES..MOD,MOD,MD|VB|VBN|IN|NN,VB|VBN,FUT,,IND,FUT..IND,FUT,True,FUT..IND ~ PRES..MOD,False
260109,PRP|MD|VB|VBN,VB|VBN,PRES,,MOD,PRES..MOD,MOD,VBD|RP,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND ~ PRES..MOD,False
260114,VBD,VBD,PAST,,IND,PAST..IND,PAST,VBZ,VBZ,PRES,,IND,PRES..IND,PRES,True,PAST..IND ~ PRES..IND,False
260219,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,PRP|VBP,VBP,PRES,,IND,PRES..IND,PRES,True,PRES..IND ~ PRES.PERF.IND,False
260236,VBD,VBD,PAST,,IND,PAST..IND,PAST,VBD,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
260252,VBZ,VBZ,PRES,,IND,PRES..IND,PRES,VBZ,VBZ,PRES,,IND,PRES..IND,PRES,True,PRES..IND,True
260295,VBP|RB,VBP,PRES,,IND,PRES..IND,PRES,MD|VB,VB,FUT,,IND,FUT..IND,FUT,True,FUT..IND ~ PRES..IND,False
260330,VBZ|VBN,VBZ|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,MD|VB|NN,VB,FUT,,IND,FUT..IND,FUT,True,FUT..IND ~ PRES.PERF.IND,False
260334,VBZ|VBN,VBZ|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,MD|VB|VBN,VB|VBN,FUT,,IND,FUT..IND,FUT,True,FUT..IND ~ PRES.PERF.IND,False
260359,VBZ|VBN|DT|NN,VBZ|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,VBZ|VBN,VBZ|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PRES.PERF.IND,True
260369,PRP|VBZ|VBN,VBZ|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,PRP|VBZ|VBN,VBZ|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PRES.PERF.IND,True
260373,VBZ,VBZ,PRES,,IND,PRES..IND,PRES,VBZ,VBZ,PRES,,IND,PRES..IND,PRES,True,PRES..IND,True
260382,PRP|VBZ|VBN|NN,VBZ|VBN,PRES,,IND,PRES..IND,PRES,PRP|MD|VB|VBN,VB|VBN,FUT,,IND,FUT..IND,FUT,True,FUT..IND ~ PRES..IND,False
260383,VBZ|VBN|IN|NN,VBZ|VBN,PRES,,IND,PRES..IND,PRES,MD|VB|VBN,VB|VBN,FUT,,IND,FUT..IND,FUT,True,FUT..IND ~ PRES..IND,False
260384,PRP|VBZ|VBN,VBZ|VBN,PRES,,IND,PRES..IND,PRES,VBN,VBN,,,,,,False,,False
260386,VBZ|VBN|IN|NN,VBZ|VBN,PRES,,IND,PRES..IND,PRES,MD|VB|VBN,VB|VBN,FUT,,IND,FUT..IND,FUT,True,FUT..IND ~ PRES..IND,False
260397,PRP|VBD,VBD,PAST,,IND,PAST..IND,PAST,NNS|MD|VB,VB,FUT,,IND,FUT..IND,FUT,True,FUT..IND ~ PAST..IND,False
260419,VBZ|VBN,VBZ|VBN,PRES,,IND,PRES..IND,PRES,MD|VB|VBN,VB|VBN,FUT,,IND,FUT..IND,FUT,True,FUT..IND ~ PRES..IND,False
260421,VBP|VBN|DT|NN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,MD|VB|RP,VB,FUT,,IND,FUT..IND,FUT,True,FUT..IND ~ PRES.PERF.IND,False
260439,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,VBP|VBN,VBP|VBN,PRES,,IND,PRES..IND,PRES,True,PRES..IND ~ PRES.PERF.IND,False
260490,VBZ|VBN,VBZ|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,VBZ|VBN,VBZ|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PRES.PERF.IND,True
260519,VBZ|VBN|IN|NN,VBZ|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,VBZ|VBN|IN|NN,VBZ|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PRES.PERF.IND,True
260530,PRP|VBZ|VBN|VBN,VBZ|VBN|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,VBN,VBN,,,,,,False,,False
260540,VBZ|PRP|VBN,VBZ|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,PRP|VBZ|VBN,VBZ|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PRES.PERF.IND,True
260543,VBZ,VBZ,PRES,,IND,PRES..IND,PRES,,,,,,,,False,,False
260549,VBZ|VBN,VBZ|VBN,PRES,,IND,PRES..IND,PRES,VBZ|JJ,VBZ,PRES,,IND,PRES..IND,PRES,True,PRES..IND,True
260575,VBD|JJ,VBD,PAST,,IND,PAST..IND,PAST,VBD|JJ,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
260591,NN,,,,,,,MD|VB|VBN,VB|VBN,FUT,,IND,FUT..IND,FUT,False,,False
260595,VBZ|VBN|RP,VBZ|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,VBD,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND ~ PRES.PERF.IND,False
260599,VBP|VBN|RP,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,MD|VB|RB,VB,FUT,,IND,FUT..IND,FUT,True,FUT..IND ~ PRES.PERF.IND,False
260616,VBZ|RB,VBZ,PRES,,IND,PRES..IND,PRES,MD|VB|RB,VB,FUT,,IND,FUT..IND,FUT,True,FUT..IND ~ PRES..IND,False
260628,VBZ|VBN,VBZ|VBN,PRES,,IND,PRES..IND,PRES,JJ,,,,,,,False,,False
260647,VBZ|VBN|RP,VBZ|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,MD|VB|RP,VB,FUT,,IND,FUT..IND,FUT,True,FUT..IND ~ PRES.PERF.IND,False
260649,PRP|VBZ|VBN,VBZ|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,VB,VB,PRES,,IMPV,PRES..IMPV,IMPV,True,PRES..IMPV ~ PRES.PERF.IND,False
260664,VBZ|VBN,VBZ|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,VBZ|VBN,VBZ|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PRES.PERF.IND,True
260665,VBZ|VBN|IN|NN,VBZ|VBN,PRES,,IND,PRES..IND,PRES,VBZ|VBN,VBZ|VBN,PRES,,IND,PRES..IND,PRES,True,PRES..IND,True
260668,PRP|VBZ|VBN,VBZ|VBN,PRES,,IND,PRES..IND,PRES,PRP|VBZ|VBN,VBZ|VBN,PRES,,IND,PRES..IND,PRES,True,PRES..IND,True
260676,VBZ|VBN|NN,VBZ|VBN,PRES,,IND,PRES..IND,PRES,VBZ|VBN,VBZ|VBN,PRES,,IND,PRES..IND,PRES,True,PRES..IND,True
260680,VBZ|VBN,VBZ|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,VBZ|VBN,VBZ|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PRES.PERF.IND,True
260728,VBZ|VBN|RP,VBZ|VBN,PRES,,IND,PRES..IND,PRES,VBZ|VBN|RP,VBZ|VBN,PRES,,IND,PRES..IND,PRES,True,PRES..IND,True
260733,VBZ|VBN,VBZ|VBN,PRES,,IND,PRES..IND,PRES,VBZ|VBN,VBZ|VBN,PRES,,IND,PRES..IND,PRES,True,PRES..IND,True
260740,PRP|VBD|PRP,VBD,PAST,,IND,PAST..IND,PAST,PRP|VBZ|VBN,VBZ|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PAST..IND ~ PRES.PERF.IND,False
260757,VBD,VBD,PAST,,IND,PAST..IND,PAST,VBD,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
260763,VBD|PRP|VBN,VBD|VBN,PAST,,IND,PAST..IND,PAST,VBD|PRP|VBN,VBD|VBN,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
260788,PRP|VBP|VBN|IN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PRES.PERF.IND,True
260802,VBP,VBP,PRES,,IND,PRES..IND,PRES,VBP,VBP,PRES,,IND,PRES..IND,PRES,True,PRES..IND,True
260812,PRP$|NNS,,,,,,,VBP,VBP,PRES,,IND,PRES..IND,PRES,False,,False
