bhsa_node,mother_cl,mother_cl_atom,mother_clause,mother_rela,mother_domain2,mother_verbtype,mother_type,mother_verb_ps,mother_verb_lex,daught_cl,daught_cl_atom,daught_clause,daught_rela,daught_domain2,daught_verbtype,daught_type,daught_verb_ps,daught_verb_lex
340306,498660.0,588766.0,רוּחִ֣י חֻ֭בָּלָה ,Main,Q,qtl,XQtl,p3,XBL=[,498662.0,588768.0,קְבָרִ֥ים לִֽי׃ ,Main,Q,Ø,NmCl,,
340329,498668.0,588775.0,מִֽי ה֝֗וּא ,Main,Q,Ø,NmCl,,,498671.0,588778.0,עַל־כֵּ֝֗ן לֹ֣א תְרֹמֵֽם׃ ,Main,Q,yqtl,xYq0,p2,RWM[
340396,498686.0,588793.0,וּבֹ֣אוּ נָ֑א ,Main,Q,impv,WIm0,p2,BW>[,498689.0,588796.0,זִמֹּתַ֣י נִתְּק֑וּ ,Main,Q,qtl,XQtl,p3,NTQ[
340398,498688.0,588795.0,יָמַ֣י עָ֭בְרוּ ,Main,Q,qtl,XQtl,p3,<BR[,498690.0,588797.0,מֹ֖ורָשֵׁ֣י לְבָבִֽי׃ ,Main,Q,Ø,Ellp,,
340417,498693.0,588800.0,אִם־אֲ֭קַוֶּה שְׁאֹ֣ול בֵּיתִ֑י ,SubAdv,Q,yqtl,xYq0,p1,QWH[,498695.0,588802.0,לַשַּׁ֣חַת קָ֭רָאתִי ,Main,Q,qtl,xQt0,p1,QR>[
340422,498694.0,588801.0,בַּ֝חֹ֗שֶׁךְ רִפַּ֥דְתִּי יְצוּעָֽי׃ ,Main,Q,qtl,xQt0,p1,RPD[,498696.0,588803.0,אָ֣בִי אָ֑תָּה ,Main,Q,Ø,NmCl,,
340465,498707.0,588814.0,עַד־אָ֤נָה׀ תְּשִׂימ֣וּן קִנְצֵ֣י לְמִלִּ֑ין ,Main,Q,yqtl,xYq0,p2,FJM[,498711.0,588818.0,נִ֝טְמִ֗ינוּ בְּעֵינֵיכֶֽם׃ ,Main,Q,qtl,ZQt0,p1,VMH[
340469,498710.0,588817.0,מַ֭דּוּעַ נֶחְשַׁ֣בְנוּ כַבְּהֵמָ֑ה ,Main,Q,qtl,xQt0,p1,XCB[,,,,,,,,,
340495,498715.0,588822.0,גַּ֤ם אֹ֣ור רְשָׁעִ֣ים יִדְעָ֑ךְ ,Main,Q,yqtl,XYqt,p3,D<K[,498718.0,588825.0,וְ֝נֵרֹ֗ו עָלָ֥יו יִדְעָֽךְ׃ ,Main,Q,yqtl,WXYq,p3,D<K[
340509,498719.0,588826.0,יֵֽ֭צְרוּ צַעֲדֵ֣י אֹונֹ֑ו ,Main,Q,yqtl,ZYqX,p3,YRR[,498722.0,588829.0,וְעַל־שְׂ֝בָכָ֗ה יִתְהַלָּֽךְ׃ ,Main,Q,yqtl,WxY0,p3,HLK[
340535,498725.0,588832.0,טָמ֣וּן בָּאָ֣רֶץ חַבְלֹ֑ו ,Main,Q,ptcp,Ptcp,unknown,VMN[,498728.0,588835.0,וֶהֱפִיצֻ֥הוּ לְרַגְלָֽיו׃ ,Main,Q,wqtl,WQt0,p3,PWY[
340585,498738.0,588845.0,מִ֭תַּחַת שָֽׁרָשָׁ֣יו יִבָ֑שׁוּ ,Main,Q,yqtl,XYqt,p3,JBC[,498741.0,588848.0,וְלֹא־שֵׁ֥ם לֹ֝֗ו עַל־פְּנֵי־חֽוּץ׃ ,Main,Q,Ø,NmCl,,
340619,498744.0,588851.0,לֹ֘א נִ֤ין לֹ֣ו ,Main,Q,Ø,NmCl,,,498748.0,588855.0,וְ֝קַדְמֹנִ֗ים אָ֣חֲזוּ שָֽׂעַר׃ ,Main,Q,qtl,WXQt,p3,>XZ[
340623,498747.0,588854.0,עַל־יֹ֖ומֹו נָשַׁ֣מּוּ אַחֲרֹנִ֑ים ,Main,Q,qtl,xQtX,p3,CMM[,,,,,,,,,
340633,498750.0,588857.0,וְ֝זֶ֗ה מְקֹ֣ום ,Main,Q,Ø,NmCl,,,,,,,,,,,
340659,498758.0,588865.0,תַּהְכְּרוּ־לִֽי׃ ,Main,Q,yqtl,ZYq0,p2,HKR[,498760.0,588867.0,אִ֝תִּ֗י תָּלִ֥ין מְשׁוּגָתִֽי׃ ,Main,Q,yqtl,xYqX,p3,LJN[
340675,498763.0,588870.0,דְּֽעוּ־אֵ֭פֹו ,Main,Q,impv,ZIm0,p2,JD<[,498765.0,588872.0,וּ֝מְצוּדֹ֗ו עָלַ֥י הִקִּֽיף׃ ,SubAdv,Q,qtl,WXQt,p3,NQP[
340679,498764.0,588871.0,כִּי־אֱלֹ֣והַּ עִוְּתָ֑נִי ,SubArg,Q,qtl,XQtl,p3,<WT[,,,,,,,,,
340691,498766.0,588873.0,הֵ֤ן אֶצְעַ֣ק ,Main,Q,yqtl,xYq0,p1,Y<Q[,498772.0,588879.0,וְלֹ֣א אֶעֱבֹ֑ור ,Main,Q,yqtl,WxY0,p1,<BR[
340703,498771.0,588878.0,אָרְחִ֣י גָ֭דַר ,Main,Q,qtl,xQt0,p3,GDR[,498775.0,588882.0,וַ֝יָּ֗סַר עֲטֶ֣רֶת רֹאשִֽׁי׃ ,Main,Q,wayq,Way0,p3,SWR[
340742,498774.0,588881.0,כְּ֭בֹודִי מֵעָלַ֣י הִפְשִׁ֑יט ,Main,Q,qtl,xQt0,p3,PCV[,498785.0,588892.0,וְ֝יֹדְעַ֗י אַךְ־זָ֥רוּ מִמֶּֽנִּי׃ ,Main,Q,qtl,WXQt,p3,ZWR[
340746,498784.0,588891.0,אַ֭חַי מֵעָלַ֣י הִרְחִ֑יק ,Main,Q,qtl,xQt0,p3,RXQ[,,,,,,,,,
340748,498784.0,588891.0,אַ֭חַי מֵעָלַ֣י הִרְחִ֑יק ,Main,Q,qtl,xQt0,p3,RXQ[,498787.0,588894.0,וּֽמְיֻדָּעַ֥י שְׁכֵחֽוּנִי׃ ,Main,Q,qtl,WXQt,p3,CKX[
340752,498786.0,588893.0,חָדְל֥וּ קְרֹובָ֑י ,Main,Q,qtl,ZQtX,p3,XDL[,,,,,,,,,
340761,498788.0,588895.0,גָּ֘רֵ֤י בֵיתִ֣י וְ֭אַמְהֹתַי לְזָ֣ר תַּחְשְׁבֻ֑נִי ,Main,Q,yqtl,XYqt,p3,XCB[,,,,,,,,,
340766,498788.0,588895.0,גָּ֘רֵ֤י בֵיתִ֣י וְ֭אַמְהֹתַי לְזָ֣ר תַּחְשְׁבֻ֑נִי ,Main,Q,yqtl,XYqt,p3,XCB[,498791.0,588898.0,וְלֹ֣א יַעֲנֶ֑ה ,Main,Q,yqtl,WxY0,p3,<NH[
340775,498788.0,588895.0,גָּ֘רֵ֤י בֵיתִ֣י וְ֭אַמְהֹתַי לְזָ֣ר תַּחְשְׁבֻ֑נִי ,Main,Q,yqtl,XYqt,p3,XCB[,498794.0,588901.0,וְ֝חַנֹּתִ֗י לִבְנֵ֥י בִטְנִֽי׃ ,Main,Q,wqtl,WQt0,p1,XNN=[
340785,498793.0,588900.0,ר֭וּחִֽי זָ֣רָה לְאִשְׁתִּ֑י ,Main,Q,qtl,XQtl,p3,ZWR==[,498796.0,588903.0,אָ֝ק֗וּמָה ,Main,Q,yqtl,ZYq0,p1,QWM[
340791,498795.0,588902.0,גַּם־עֲ֭וִילִים מָ֣אֲסוּ בִ֑י ,Main,Q,qtl,XQtl,p3,M>S[,498799.0,588906.0,וְזֶֽה־אָ֝הַ֗בְתִּי ,Main,Q,qtl,WxQ0,p1,>HB[
340797,498798.0,588905.0,תִּֽ֭עֲבוּנִי כָּל־מְתֵ֣י סֹודִ֑י ,Main,Q,qtl,ZQtX,p3,T<B[,,,,,,,,,
340798,498798.0,588905.0,תִּֽ֭עֲבוּנִי כָּל־מְתֵ֣י סֹודִ֑י ,Main,Q,qtl,ZQtX,p3,T<B[,,,,,,,,,
340805,498793.0,588900.0,ר֭וּחִֽי זָ֣רָה לְאִשְׁתִּ֑י ,Main,Q,qtl,XQtl,p3,ZWR==[,498802.0,588909.0,וָ֝אֶתְמַלְּטָ֗ה בְּעֹ֣ור שִׁנָּֽי׃ ,Main,Q,wayq,Way0,p1,MLV=[
340819,498804.0,588911.0,חָנֻּ֣נִי ,Main,Q,impv,ZIm0,p2,XNN[,,,,,,,,,
340856,498804.0,588911.0,חָנֻּ֣נִי ,Main,Q,impv,ZIm0,p2,XNN[,498815.0,588922.0,גֹּ֣אֲלִי חָ֑י ,Main,Q,Ø,AjCl,,
340867,498816.0,588923.0,וְ֝אַחֲרֹ֗ון עַל־עָפָ֥ר יָקֽוּם׃ ,Main,Q,yqtl,WxY0,p3,QWM[,498818.0,588925.0,וּ֝מִבְּשָׂרִ֗י אֶֽחֱזֶ֥ה אֱלֹֽוהַּ׃ ,Main,Q,yqtl,WxY0,p1,XZH[
340880,498819.0,588926.0,אֲשֶׁ֤ר אֲנִ֨י׀ אֶֽחֱזֶה־לִּ֗י ,SubMod,Q,yqtl,XYqt,p1,XZH[,498821.0,588928.0,וְלֹא־זָ֑ר ,Main,Q,Ø,Ellp,,
340884,498814.0,588921.0,וַאֲנִ֣י יָ֭דַעְתִּי ,Main,Q,qtl,WXQt,p1,JD<[,,,,,,,,,
340896,498823.0,588930.0,כִּ֣י תֹ֖אמְרוּ ,SubAdv,Q,yqtl,xYq0,p2,>MR[,,,,,,,,,
340935,498831.0,588938.0,לָ֭כֵן שְׂעִפַּ֣י יְשִׁיב֑וּנִי ,Main,Q,yqtl,XYqt,p3,CWB[,498836.0,588943.0,מִנִּ֤י שִׂ֖ים אָדָ֣ם עֲלֵי־אָֽרֶץ׃ ,SubAdv,Q,infc,InfC,unknown,FJM[
340985,498844.0,588951.0,כַּחֲלֹ֣ום יָ֭עוּף ,Main,Q,yqtl,xYq0,p3,<WP[,498848.0,588955.0,וְלֹ֣א תֹוסִ֑יף ,Main,Q,yqtl,WxY0,p3,JSP[
341002,498850.0,588957.0,בָּ֭נָיו יְרַצּ֣וּ דַלִּ֑ים ,Main,Q,yqtl,XYqt,p3,RYH[,498853.0,588960.0,וְ֝עִמֹּ֗ו עַל־עָפָ֥ר תִּשְׁכָּֽב׃ ,Main,Q,yqtl,WxY0,p3,CKB[
341030,498854.0,588961.0,אִם־תַּמְתִּ֣יק בְּפִ֣יו רָעָ֑ה ,SubAdv,Q,yqtl,xYqX,p3,MTQ[,498860.0,588967.0,מְרֹורַ֖ת פְּתָנִ֣ים בְּקִרְבֹּֽו׃ ,Main,Q,Ø,NmCl,,
341036,498859.0,588966.0,לַ֭חְמֹו בְּמֵעָ֣יו נֶהְפָּ֑ךְ ,Main,Q,qtl,XQtl,p3,HPK[,498862.0,588969.0,וַיְקִאֶ֑נּוּ ,Main,Q,wayq,Way0,p3,QJ>[
341070,498867.0,588974.0,מֵשִׁ֣יב יָ֭גָע ,Main,Q,ptcp,Ptcp,unknown,CWB[,498871.0,588979.0,עָזַ֣ב דַּלִּ֑ים ,Main,Q,qtl,ZQt0,p3,<ZB[
341071,498870.0,588978.0,כִּֽי־רִ֭צַּץ ,SubAdv,Q,qtl,xQt0,p3,RYY[,498872.0,588980.0,בַּ֥יִת גָּ֝זַ֗ל ,Main,Q,qtl,xQt0,p3,GZL[
341074,498871.0,588979.0,עָזַ֣ב דַּלִּ֑ים ,Main,Q,qtl,ZQt0,p3,<ZB[,498873.0,588981.0,וְלֹ֣א יִבֶנֵֽהוּ׃ ,Main,Q,yqtl,WxY0,p3,BNH[
341080,498867.0,588974.0,מֵשִׁ֣יב יָ֭גָע ,Main,Q,ptcp,Ptcp,unknown,CWB[,498875.0,588983.0,בַּ֝חֲמוּדֹ֗ו לֹ֣א יְמַלֵּֽט׃ ,Main,Q,yqtl,xYq0,p3,MLV[
341126,498887.0,588995.0,תַּ֝חְלְפֵ֗הוּ קֶ֣שֶׁת נְחוּשָֽׁה׃ ,Main,Q,yqtl,ZYqX,p3,XLP=[,498889.0,588997.0,וַיֵּצֵ֪א מִגֵּ֫וָ֥ה ,Main,Q,wayq,Way0,p3,JY>[
341146,498893.0,589001.0,תְּ֭אָכְלֵהוּ אֵ֣שׁ ,Main,Q,yqtl,ZYqX,p3,>KL[,,,,,,,,,
341218,498913.0,589021.0,פְּנוּ־אֵלַ֥י ,Main,Q,impv,ZIm0,p2,PNH[,498917.0,589025.0,וְנִבְהָ֑לְתִּי ,Main,Q,wqtl,WQt0,p1,BHL[
341228,498919.0,589027.0,מַדּ֣וּעַ רְשָׁעִ֣ים יִחְי֑וּ ,Main,Q,yqtl,XYqt,p3,XJH[,498921.0,589029.0,גַּם־גָּ֥בְרוּ חָֽיִל׃ ,Main,Q,qtl,xQt0,p3,GBR[
341230,498920.0,589028.0,עָ֝תְק֗וּ ,Main,Q,qtl,ZQt0,p3,<TQ[,,,,,,,,,
341251,498919.0,589027.0,מַדּ֣וּעַ רְשָׁעִ֣ים יִחְי֑וּ ,Main,Q,yqtl,XYqt,p3,XJH[,498929.0,589038.0,וְלֹ֣א יַגְעִ֑ל ,Main,Q,yqtl,WxY0,p3,G<L[
341299,498939.0,589048.0,ס֣וּר מִמֶּ֑נּוּ ,Main,Q,impv,ZIm0,p2,SWR[,,,,,,,,,
341317,498945.0,589054.0,הֵ֤ן ,Main,Q,Ø,MSyn,,,498948.0,589057.0,כַּמָּ֤ה׀ נֵר־רְשָׁ֘עִ֤ים יִדְעָ֗ךְ ,Main,Q,yqtl,XYqt,p3,D<K[
341341,498952.0,589061.0,וּ֝כְמֹ֗ץ ,Main,Q,Ø,CPen,,,,,,,,,,,
341369,498959.0,589068.0,כִּ֤י מַה־חֶפְצֹ֣ו בְּבֵיתֹ֣ו אַחֲרָ֑יו ,SubAdv,Q,Ø,NmCl,,,,,,,,,,,
341389,498963.0,589072.0,זֶ֗ה יָ֭מוּת בְּעֶ֣צֶם תֻּמֹּ֑ו ,Main,Q,yqtl,XYqt,p3,MWT[,498966.0,589075.0,וּמֹ֖חַ עַצְמֹותָ֣יו יְשֻׁקֶּֽה׃ ,Main,Q,yqtl,WXYq,p3,CQH[
341403,498967.0,589076.0,וְזֶ֗ה יָ֭מוּת בְּנֶ֣פֶשׁ מָרָ֑ה ,Main,Q,yqtl,WXYq,p3,MWT[,,,,,,,,,
341416,498971.0,589080.0,הֵ֣ן ,Main,Q,Ø,MSyn,,,498973.0,589082.0,וּ֝מְזִמֹּ֗ות ,Main,Q,Ø,Ellp,,
341434,498971.0,589080.0,הֵ֣ן ,Main,Q,Ø,MSyn,,,498979.0,589088.0,וְ֝אֹתֹתָ֗ם לֹ֣א תְנַכֵּֽרוּ׃ ,Main,Q,yqtl,WxY0,p2,NKR[
341458,498982.0,589091.0,מִֽי־יַגִּ֣יד עַל־פָּנָ֣יו דַּרְכֹּ֑ו ,Main,Q,yqtl,XYqt,p3,NGD[,498984.0,589093.0,מִ֣י יְשַׁלֶּם־לֹֽו׃ ,Main,Q,yqtl,XYqt,p3,CLM[
341471,498985.0,589094.0,וְ֭הוּא לִקְבָרֹ֣ות יוּבָ֑ל ,Main,Q,yqtl,WXYq,p3,JBL[,498988.0,589097.0,וְ֭אַחֲרָיו כָּל־אָדָ֣ם יִמְשֹׁ֑וךְ ,Main,Q,yqtl,WXYq,p3,MCK[
341491,498992.0,589101.0,וּ֝תְשֽׁוּבֹתֵיכֶ֗ם ,Main,Q,Ø,CPen,,,,,,,,,,,
341568,499010.0,589119.0,וְאִ֣ישׁ זְ֭רֹועַ ,Main,Q,Ø,CPen,,,499014.0,589123.0,וּזְרֹעֹ֖ות יְתֹמִ֣ים יְדֻכָּֽא׃ ,Main,Q,yqtl,WxY0,p3,DK>[
341600,499020.0,589129.0,וּרְאֵ֤ה רֹ֖אשׁ כֹּוכָבִ֣ים ,Main,Q,impv,WIm0,p2,R>H[,,,,,,,,,
341604,499022.0,589131.0,וְֽ֭אָמַרְתָּ ,Main,Q,wqtl,WQt0,p2,>MR[,499024.0,589133.0,הַבְעַ֖ד עֲרָפֶ֣ל יִשְׁפֹּֽוט׃ ,Main,Q,yqtl,xYq0,p3,CPV[
341625,499028.0,589137.0,הַאֹ֣רַח עֹולָ֣ם תִּשְׁמֹ֑ר ,Main,Q,yqtl,xYq0,p2,CMR[,499030.0,589139.0,אֲשֶֽׁר־קֻמְּט֥וּ ,SubMod,Q,qtl,xQt0,p3,QMV[
341629,499029.0,589138.0,אֲשֶׁ֖ר דָּרְכ֣וּ מְתֵי־אָֽוֶן׃ ,SubMod,Q,qtl,xQtX,p3,DRK[,499031.0,589140.0,וְלֹא־עֵ֑ת ,SubAdv,Q,Ø,NmCl,,
341650,499033.0,589142.0,הָאֹמְרִ֣ים לָ֭אֵל ,SubMod,Q,ptcp,Ptcp,unknown,>MR[,,,,,,,,,
341656,499028.0,589137.0,הַאֹ֣רַח עֹולָ֣ם תִּשְׁמֹ֑ר ,Main,Q,yqtl,xYq0,p2,CMR[,,,,,,,,,
341668,499028.0,589137.0,הַאֹ֣רַח עֹולָ֣ם תִּשְׁמֹ֑ר ,Main,Q,yqtl,xYq0,p2,CMR[,499042.0,589151.0,וְ֝יִתְרָ֗ם אָ֣כְלָה אֵֽשׁ׃ ,SubAdv,Q,qtl,WxQX,p3,>KL[
341672,499041.0,589150.0,אִם־לֹ֣א נִכְחַ֣ד קִימָ֑נוּ ,SubAdv,Q,qtl,xQtX,p3,KXD[,,,,,,,,,
341745,499060.0,589169.0,וְֽתִגְזַר־אֹ֖ומֶר ,Main,Q,yqtl,WYq0,p2,GZR[,,,,,,,,,
341748,499057.0,589166.0,תַּעְתִּ֣יר אֵ֭לָיו ,Main,Q,yqtl,ZYq0,p2,<TR[,499064.0,589173.0,וַתֹּ֣אמֶר ,SubAdv,Q,wayq,Way0,p2,>MR[
341775,499071.0,589180.0,גַּם־הַ֭יֹּום מְרִ֣י שִׂחִ֑י ,Main,Q,Ø,NmCl,,,,,,,,,,,
341780,499073.0,589182.0,מִֽי־יִתֵּ֣ן ,Main,Q,yqtl,XYqt,p3,NTN[,499075.0,589184.0,וְאֶמְצָאֵ֑הוּ ,Main,Q,yqtl,WYq0,p1,MY>[
341839,499092.0,589201.0,שְׂמֹ֣אול ,Main,Q,Ø,NmCl,,,,,,,,,,,
341846,499088.0,589197.0,הֵ֤ן קֶ֣דֶם אֶהֱלֹ֣ךְ ,Main,Q,yqtl,xYq0,p1,HLK[,499098.0,589207.0,בְּ֝חָנַ֗נִי ,Main,Q,impv,ZIm0,p2,BXN[
341856,499097.0,589206.0,כִּֽי־יָ֭דַע דֶּ֣רֶךְ עִמָּדִ֑י ,SubAdv,Q,qtl,xQt0,p3,JD<[,499101.0,589210.0,דַּרְכֹּ֖ו שָׁמַ֣רְתִּי ,Main,Q,qtl,xQt0,p1,CMR[
341859,499100.0,589209.0,בַּ֭אֲשֻׁרֹו אָחֲזָ֣ה רַגְלִ֑י ,Main,Q,qtl,xQtX,p3,>XZ[,499102.0,589211.0,וְלֹא־אָֽט׃ ,Main,Q,yqtl,WxY0,p1,NVH[
341870,499103.0,589212.0,מִצְוַ֣ת שְׂ֭פָתָיו ,Main,Q,Ø,NmCl,,,,,,,,,,,
341882,499106.0,589215.0,וְה֣וּא בְ֭אֶחָד ,Main,Q,Ø,NmCl,,,499109.0,589218.0,וַיָּֽעַשׂ׃ ,Main,Q,wayq,Way0,p3,<FH[
341904,499106.0,589215.0,וְה֣וּא בְ֭אֶחָד ,Main,Q,Ø,NmCl,,,499116.0,589225.0,וְ֝שַׁדַּ֗י הִבְהִילָֽנִי׃ ,Main,Q,qtl,WXQt,p3,BHL[
341908,499115.0,589224.0,וְ֭אֵל הֵרַ֣ךְ לִבִּ֑י ,Main,Q,qtl,WXQt,p3,RKK[,499117.0,589226.0,כִּֽי־לֹ֣א נִ֭צְמַתִּי מִפְּנֵי־חֹ֑שֶׁךְ ,SubAdv,Q,qtl,xQt0,p1,YMT[
341911,499116.0,589225.0,וְ֝שַׁדַּ֗י הִבְהִילָֽנִי׃ ,Main,Q,qtl,WXQt,p3,BHL[,499118.0,589227.0,וּ֝מִפָּנַ֗י כִּסָּה־אֹֽפֶל׃ ,Main,Q,qtl,WxQ0,p3,KSH[
341918,499117.0,589226.0,כִּֽי־לֹ֣א נִ֭צְמַתִּי מִפְּנֵי־חֹ֑שֶׁךְ ,SubAdv,Q,qtl,xQt0,p1,YMT[,,,,,,,,,
341924,,,,,,,,,,499120.0,589229.0,וְ֝יֹדְעָ֗יו לֹא־חָ֥זוּ יָמָֽיו׃ ,Main,?,qtl,WXQt,p3,XZH[
341929,499119.0,589228.0,מַדּ֗וּעַ מִ֭שַּׁדַּי לֹא־נִצְפְּנ֣וּ עִתִּ֑ים ,Main,?,qtl,xQtX,p3,YPN[,,,,,,,,,
341934,499121.0,589230.0,גְּבֻלֹ֥ות יַשִּׂ֑יגוּ ,Main,?,yqtl,xYq0,p3,SWG[,499123.0,589232.0,וַיִּרְעֽוּ׃ ,Main,N,wayq,Way0,p3,R<H[
341948,499126.0,589235.0,יַטּ֣וּ אֶבְיֹונִ֣ים מִדָּ֑רֶךְ ,Main,?,yqtl,ZYq0,p3,NVH[,,,,,,,,,
341956,499128.0,589237.0,הֵ֤ן פְּרָאִ֨ים׀ בַּֽמִּדְבָּ֗ר ,Main,?,Ø,NmCl,,,499130.0,589239.0,מְשַׁחֲרֵ֣י לַטָּ֑רֶף ,Main,?,ptcp,Ptcp,unknown,CXR[
341997,499136.0,589245.0,מִזֶּ֣רֶם הָרִ֣ים יִרְטָ֑בוּ ,Main,?,yqtl,xYq0,p3,RVB[,,,,,,,,,
342008,499138.0,589247.0,יִ֭גְזְלוּ מִשֹּׁ֣ד יָתֹ֑ום ,Main,?,yqtl,ZYq0,p3,GZL[,499141.0,589250.0,וּ֝רְעֵבִ֗ים נָ֣שְׂאוּ עֹֽמֶר׃ ,Main,?,qtl,WXQt,p3,NF>[
342013,499140.0,589249.0,עָרֹ֣ום הִ֭לְּכוּ בְּלִ֣י לְב֑וּשׁ ,Main,?,qtl,xQt0,p3,HLK[,,,,,,,,,
342019,499142.0,589251.0,בֵּין־שׁוּרֹתָ֥ם יַצְהִ֑ירוּ ,Main,?,yqtl,xYq0,p3,YHR[,499144.0,589253.0,וַיִּצְמָֽאוּ׃ ,Main,N,wayq,Way0,p3,YM>[
342036,499138.0,589247.0,יִ֭גְזְלוּ מִשֹּׁ֣ד יָתֹ֑ום ,Main,?,yqtl,ZYq0,p3,GZL[,499149.0,589258.0,לֹֽא־הִכִּ֥ירוּ דְרָכָ֑יו ,Main,?,qtl,xQt0,p3,NKR[
342041,499148.0,589257.0,הֵ֤מָּה׀ הָיוּ֮ בְּֽמֹרְדֵ֫י־אֹ֥ור ,Main,?,qtl,XQtl,p3,HJH[,499150.0,589259.0,וְלֹ֥א יָ֝שְׁב֗וּ בִּנְתִיבֹתָֽיו׃ ,Main,?,qtl,WxQ0,p3,JCB[
342045,499149.0,589258.0,לֹֽא־הִכִּ֥ירוּ דְרָכָ֑יו ,Main,?,qtl,xQt0,p3,NKR[,,,,,,,,,
342068,499151.0,589260.0,לָאֹ֡ור יָ֘ק֤וּם רֹוצֵ֗חַ ,Main,?,yqtl,xYqX,p3,QWM[,499155.0,589264.0,לֵ֭אמֹר ,SubAdv,?,infc,InfC,unknown,>MR[
342079,499154.0,589263.0,וְעֵ֤ין נֹאֵ֨ף׀ שָׁ֤מְרָֽה נֶ֣שֶׁף ,Main,?,qtl,WXQt,p3,CMR[,,,,,,,,,
342085,499151.0,589260.0,לָאֹ֡ור יָ֘ק֤וּם רֹוצֵ֗חַ ,Main,?,yqtl,xYqX,p3,QWM[,499160.0,589269.0,לֹא־יָ֥דְעוּ אֹֽור׃ ,Main,?,qtl,xQt0,p3,JD<[
342088,499159.0,589268.0,יֹומָ֥ם חִתְּמוּ־לָ֗מֹו ,Main,?,qtl,xQt0,p3,XTM[,499161.0,589270.0,כִּ֤י יַחְדָּ֨ו׀ בֹּ֣קֶר לָ֣מֹו צַלְמָ֑וֶת ,SubAdv,?,Ø,NmCl,,
342120,499167.0,589276.0,שְׁאֹ֣ול ,Main,?,Ø,Ellp,,,,,,,,,,,
342123,499169.0,589278.0,יִשְׁכָּ֘חֵ֤הוּ רֶ֨חֶם׀ ,Main,?,yqtl,ZYqX,p3,CKX[,,,,,,,,,
342164,499179.0,589288.0,יִתֶּן־לֹ֣ו לָ֭בֶטַח ,Main,?,yqtl,ZYq0,p3,NTN[,499183.0,589292.0,וְֽאֵינֶ֗נּוּ ,Main,?,Ø,NmCl,,
342236,499200.0,589309.0,וְ֝כֹוכָבִ֗ים ,Main,Q,Ø,CPen,,,,,,,,,,,
342253,499207.0,589316.0,וַיֹּאמַֽר׃ ,Main,N,wayq,Way0,p3,>MR[,499209.0,589318.0,הֹ֝ושַׁ֗עְתָּ זְרֹ֣ועַ לֹא־עֹֽז׃ ,Main,Q,qtl,ZQt0,p2,JC<[
342257,499208.0,589317.0,מֶה־עָזַ֥רְתָּ לְלֹא־כֹ֑חַ ,Main,Q,qtl,xQt0,p2,<ZR[,,,,,,,,,
342262,499208.0,589317.0,מֶה־עָזַ֥רְתָּ לְלֹא־כֹ֑חַ ,Main,Q,qtl,xQt0,p2,<ZR[,499211.0,589320.0,וְ֝תוּשִׁיָּ֗ה לָרֹ֥ב הֹודָֽעְתָּ׃ ,Main,Q,qtl,WxQ0,p2,JD<[
342270,499210.0,589319.0,מַה־יָּ֭עַצְתָּ לְלֹ֣א חָכְמָ֑ה ,Main,Q,qtl,xQt0,p2,J<Y[,,,,,,,,,
342273,499210.0,589319.0,מַה־יָּ֭עַצְתָּ לְלֹ֣א חָכְמָ֑ה ,Main,Q,qtl,xQt0,p2,J<Y[,499213.0,589322.0,וְנִשְׁמַת־מִ֝י יָצְאָ֥ה מִמֶּֽךָּ׃ ,Main,Q,qtl,WXQt,p3,JY>[
342278,499212.0,589321.0,אֶת־מִ֭י הִגַּ֣דְתָּ מִלִּ֑ין ,Main,Q,qtl,xQt0,p2,NGD[,,,,,,,,,
342312,499219.0,589328.0,צֹרֵֽר־מַ֥יִם בְּעָבָ֑יו ,Main,Q,ptcp,Ptcp,unknown,YRR[,,,,,,,,,
342322,499222.0,589331.0,פַּרְשֵׁ֖ז עָלָ֣יו עֲנָנֹֽו׃ ,Main,Q,Ø,NmCl,,,499224.0,589333.0,עַמּוּדֵ֣י שָׁמַ֣יִם יְרֹופָ֑פוּ ,Main,Q,yqtl,XYqt,p3,RPP[
342340,499223.0,589332.0,חֹֽק־חָ֭ג עַל־פְּנֵי־מָ֑יִם עַד־תַּכְלִ֖ית אֹ֣ור עִם־חֹֽשֶׁךְ׃ ,Main,Q,qtl,xQt0,p3,XWG[,499227.0,589336.0,וּ֝בִתְבוּנָתֹ֗ו מָ֣חַץ רָֽהַב׃ ,Main,Q,qtl,WxQ0,p3,MXY[
342346,499226.0,589335.0,בְּ֭כֹחֹו רָגַ֣ע הַיָּ֑ם ,Main,Q,qtl,xQt0,p3,RG<[,,,,,,,,,
342352,499228.0,589337.0,בְּ֭רוּחֹו שָׁמַ֣יִם שִׁפְרָ֑ה ,Main,Q,Ø,NmCl,,,499230.0,589339.0,הֶן־אֵ֤לֶּה׀ קְצֹ֬ות דְּרָכָ֗יו ,Main,Q,Ø,NmCl,,
342380,499236.0,589345.0,חַי־אֵ֭ל ,Main,Q,Ø,AjCl,,,,,,,,,,,
342384,499238.0,589347.0,וְ֝שַׁדַּ֗י ,Main,Q,Ø,Ellp,,,,,,,,,,,
342418,499248.0,589357.0,לֹא־אָסִ֖יר תֻּמָּתִ֣י מִמֶּֽנִּי׃ ,Main,Q,yqtl,xYq0,p1,SWR[,499250.0,589359.0,וְלֹ֣א אַרְפֶּ֑הָ ,Main,Q,yqtl,WxY0,p1,RPH[
